,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Speedrun,Main+Extras,Completionist,Progress
1740,869,blitztwn36,PC,5h 30m,80%,,29897,Completed,First,"June 05, 2012",,,,5h 30m,,
1741,869,kim1998,PC,5h 30m,NR,I didn't complete all the challenges. Only for the weapons I used.,3230002,Completed,First,"July 15, 2016",,,,5h 30m,,
1742,869,xoh_,PC,5h 30m,100%,,1418615,Completed,First,"June 03, 2012",,,,5h 30m,,
1743,869,,PC,5h 34m,NR,,9061592,Completed,First,,,,,5h 34m 30s,,
1744,869,hagspam,PC,5h 35m,NR,,1267156,Completed,First,,,,,5h 35m,,
1745,869,Private,PC,5h 40m,90%,,117018,Completed,First,"June 02, 2013",,,,5h 40m,,
1746,869,DerSemikolon,PC,5h 45m,NR,,3491904,Completed,First,"September 08, 2013",,,,5h 45m,,
1747,869,aanguson,PC,5h 45m,NR,,3323424,Completed,First,,5h,,,5h 45m,,
1748,869,999realthings,,5h 48m,NR,,75157,Completed,First,,,,,5h 48m,,
1749,869,TheRedHood,PC,5h 52m,90%,"Finished two of the proving grounds, went to Who Knows Where twice.",232135,Completed,First,"February 02, 2013",,,,5h 52m 31s,,
1750,869,,Xbox 360,6h,NR,,294376,Completed,First,,,,,6h,,
1751,869,,PC,6h,NR,,294391,Completed,First,,,,,6h,,
1752,869,,,6h,NR,,294440,Completed,First,,,,,6h,,
1753,869,,PC,6h,NR,,294466,Completed,First,,,,,6h,,
1754,869,,Mac,6h,NR,,473225,Completed,First,,,,,6h,,
1755,869,,PC,6h,NR,,688692,Completed,First,,4h,100% of achievements complete.,,6h,22h,
1756,869,,PC,6h,NR,,3637786,Completed,First,,,,,6h,,
1757,869,,PC,6h,NR,,10642920,Completed,First,,,,,6h,,
1758,869,AceMoose,PC,6h,NR,,9017148,Completed,Replay,"September 18, 2013",,,,6h,,
1759,869,AlphaOmega247,Xbox 360,6h,NR,,745853,Completed,First,"August 06, 2011",,,,6h,14h,
1760,869,Chel,PC,6h,NR,,3908050,Completed,First,"July 11, 2018",,,,6h,,
1761,869,Cheski,PC,6h,NR,,705323,Completed,First,,,,,6h,,
1762,869,Eirwaz,PC,6h,NR,,1407327,Completed,First,"October 19, 2013",,,,6h,,
1763,869,Fugeni,PC,6h,NR,,2046279,Completed,First,,,,,6h,,
1764,869,FunStorm,PC,6h,NR,,917534,Completed,First,"August 30, 2014",,,,6h,,
1765,869,Grzybojad,PC,6h,NR,,2082056,Completed,First,"December 07, 2014",,,,6h,,
1766,869,IanHiner,PC,6h,NR,,8808862,Completed,First,,,,,6h,,
1767,869,Private,PC,6h,NR,,196093,Completed,First,,,,,6h,,
1768,869,Mashhhhh,PC,6h,90%,,513571,Completed,First,"December 08, 2013",,,,6h,,
1769,869,Private,PlayStation 4,6h,80%,,7508565,Completed,First,"November 30, 2018",,,,6h,,
1770,869,MrWhite117,PC,6h,80%,,1736528,Completed,First,"August 30, 2015",5h 15m,,,6h,,
1771,869,Oogzy,PlayStation 4,6h,NR,,7477840,Completed,First,"July 25, 2015",,,,6h,,
1772,869,Pottsy69,Xbox 360,6h,NR,,19515,Completed,First,"June 26, 2012",,,,6h,,
1773,869,RedSoxFan9,PC,6h,NR,,22040,Completed,First,,,,,6h,,
1774,869,SadMoth,PC,6h,NR,,4423777,Completed,First,"May 28, 2017",,,,6h,,
1775,869,Scarwiz,PC,6h,NR,,4649234,Replay Completed,Replay,,,,,6h,,12h 43m /
1776,869,Shiara,PC,6h,60%,,264295,Completed,First,,,,,6h,,
1777,869,Trioten,PC,6h,NR,,9159883,Completed,First,"July 15, 2019",,,,6h,,
1778,869,VonDozier,Xbox 360,6h,90%,,84253,Completed,First,"June 08, 2012",,,,6h,,
1779,869,WillSnow,PC,6h,NR,,7259865,Completed,First,"October 16, 2018",5h 30m,,,6h,,
1780,869,bahamutzero,Xbox 360,6h,70%,,370460,Completed,First,"August 11, 2013",,,,6h,,
1781,869,chortler,PC,6h,70%,,2481432,Completed,First,"January 26, 2016",,,,6h,,
1782,869,hamoudabacha,PC,6h,NR,,5397018,Completed,First,"November 29, 2017",5h,,,6h,,
1783,869,Private,Xbox 360,6h,NR,,6003901,Completed,First,,,,,6h,,
1784,869,hydrosung,PC,6h,NR,,257725,Completed,First,"July 03, 2012",,,,6h,,
1785,869,Private,,6h,80%,,221885,Completed,First,"August 06, 2013",,,,6h,,
1786,869,jn00,PC,6h,80%,,4809938,Completed,First,"July 23, 2017",,,,6h,,
1787,869,johnrotko,PC,6h,90%,,591270,Completed,First,"January 22, 2014",,,,6h,,
1788,869,Private,PC,6h,NR,,10933153,Completed,First,,,,,6h,,
1789,869,lazychap,PC,6h,NR,,1257417,Completed,First,"April 11, 2015",,,,6h,,
1790,869,maddocks2379,PC,6h,NR,,262442,Completed,First,"December 26, 2012",,,,6h,,
1791,869,mattiaz,PC,6h,70%,,499357,Completed,First,"May 01, 2014",,,,6h,,
1792,869,mnop,Nintendo Switch,6h,NR,,10198587,Completed,First,"October 12, 2019",,,,6h,,
1793,869,mrcrimpbiscuit,PlayStation 4,6h,100%,"Did a few extra areas, lots of upgrades made.",2721326,Completed,First,"March 13, 2016",,,,6h,,
1794,869,pokebite,PC,6h,NR,,8513059,Completed,First,,,,,6h,,
1795,869,Private,PC,6h,100%,,6946516,Completed,First,"August 30, 2018",5h,,,6h,10h,
1796,869,ratstar,Nintendo Switch,6h,70%,Also played on iPad,10886163,Completed,Replay,,,,,6h,,
1797,869,sam1theman,PlayStation 4,6h,NR,,4798032,Completed,First,2016,,,,6h,,
1798,869,solairesflair,Nintendo Switch,6h,NR,,7064753,Completed,Replay,"October 04, 2018",,,,6h,,
1799,869,taviox_sensei,PC,6h,NR,,1316448,Completed,First,"December 30, 2012",,,,6h,,
1800,869,tucotuti,iOS,6h,80%,,2229339,Completed,First,"March 14, 2014",3h 30m,,,6h,,
1801,869,walican132,PC,6h,NR,,215943,Completed,First,"December 30, 2012",,,,6h,,
1802,869,cosreoli,PC,6h,100%,,444709,Completed,First,"January 03, 2012",,,,6h 59s,,
1803,869,Private,PC,6h 02m,NR,,2348706,Completed,First,,,,,6h 02m,,
1804,869,Private,PC,6h 05m,80%,,6664356,Completed,First,,,,,6h 05m,,
1805,869,coxac11,PC,6h 05m,80%,,55792,Completed,First,,,,,6h 05m,,
1806,869,,PC,6h 06m,NR,,294449,Completed,First,,,,,6h 06m,,
1807,869,,PC,6h 10m,NR,Lvl 6.,294424,Completed,First,,,,,6h 10m,,
1808,869,Colossus816,Xbox 360,6h 10m,NR,Everything completed. Max level. All equipment maxed and everything bought. All achievements. Two plathroughs used.,809865,Completed,First,"July 18, 2014",,,,6h 10m,10h 15m,
1809,869,Huckleberry,PC,6h 10m,NR,,4681699,Completed,First,"July 02, 2017",,,,6h 10m,,
1810,869,Private,PC,6h 10m,NR,,150572,Completed,First,"March 26, 2013",,,,6h 10m,,
1811,869,MilanObrenovic,PC,6h 12m,NR,,7741085,Completed,First,"December 14, 2018",,,,6h 12m,,
1812,869,Thyme1152,PC,6h 12m,80%,,138207,Completed,First,"April 12, 2013",,,,6h 12m,,
1813,869,horrorgeek,PC,6h 13m,100%,"Finished main quest, and a few extra achievements.",83712,Completed,First,,,,,6h 13m,,
1814,869,Moosedemeanor,PC,6h 15m,NR,,213904,Completed,First,"December 27, 2012",,,,6h 15m,,
1815,869,moosehound,Xbox 360,6h 16m,NR,,93522,Completed,First,,,,,6h 16m,,
1816,869,dynastyxx77,,6h 18m,NR,,181890,Completed,First,"October 08, 2012",,,,6h 18m,,
1817,869,waterboysh,PC,6h 18m,NR,,1463304,Completed,First,,,,,6h 18m,,
1818,869,,PC,6h 20m,NR,,7826163,Completed,First,,,,,6h 20m,,
1819,869,Blackiris,PC,6h 20m,NR,,2399869,Completed,First,"March 15, 2015",,,,6h 20m,,
1820,869,Toxe,PlayStation 4,6h 20m,80%,,1687664,Completed,First,"August 19, 2015",,,,6h 20m,,
1821,869,Wickhmar,PC,6h 20m,80%,,114784,Completed,First,,,,,6h 20m,,
1822,869,Wraiths,PC,6h 20m,NR,,976441,Completed,First,"July 22, 2013",6h,,,6h 20m,,
1823,869,,PC,6h 21m,NR,,294393,Completed,First,,,,,6h 21m,,
1824,869,aneishka,PC,6h 22m,NR,,5114404,Completed,First,"May 23, 2017",,,,6h 22m,,
1825,869,sylmarien,PC,6h 22m,100%,,3355537,Completed,First,"March 27, 2013",,,,6h 22m,,
1826,869,coreAIR,PC,6h 23m,NR,,5392230,Completed,First,,,,,6h 23m,,
1827,869,Private,Linux,6h 24m,NR,,935449,Completed,First,,,,,6h 24m,,
1828,869,morganabanana22,PC,6h 25m,NR,,4330510,Completed,First,,,,,6h 25m,,
1829,869,tacticalcraptical,PC,6h 25m,70%,,4808225,Completed,First,"July 23, 2017",,,,6h 25m,,
1830,869,Ev3rgreen,PC,6h 26m,80%,,11709798,Completed,First,,,,,6h 26m,,
1831,869,HotdogSalesman,PC,6h 26m,80%,,11667883,Completed,First,"June 24, 2019",,,,6h 26m,,
1832,869,mikasaessukasa,PlayStation 4,6h 27m,80%,,2518609,Completed,First,"February 01, 2016",,,,6h 27m,,
1833,869,,PC,6h 30m,NR,,294386,Completed,First,,,,,6h 30m,,
1834,869,,PC,6h 30m,NR,100% all missions and challenges but didnt upgraded each weapon fully,294464,Completed,First,,,,,6h 30m,,
1835,869,,PC,6h 30m,NR,,696635,Completed,First,,,,,6h 30m,,
1836,869,,PC,6h 30m,NR,,3043854,Completed,First,,5h 30m,,,6h 30m,,
1837,869,,PC,6h 30m,NR,,6268067,Completed,First,,,,,6h 30m,,
1838,869,Bravelion609,Nintendo Switch,6h 30m,NR,,11327073,Completed,First,"April 02, 2020",,,,6h 30m,,
1839,869,Nide,PC,6h 30m,NR,,5032030,Completed,Replay,"September 10, 2017",5h 30m,,,6h 30m,,
1840,869,Nomis,PC,6h 30m,NR,,5804417,Completed,First,,,,,6h 30m,,
1841,869,ThunderZtorm,PC,6h 30m,80%,,942958,Completed,First,"March 08, 2015",6h,8/24 achievements done. Didn't do proving grounds (optionals),,6h 30m,,
1842,869,VHSdinosaurGO,PC,6h 30m,NR,,169877,Completed,First,"February 16, 2013",,,,6h 30m,,
1843,869,WineAndRoses,PC,6h 30m,NR,,9137022,Completed,First,"July 12, 2019",,,,6h 30m,,
1844,869,coolgreen444,Nintendo Switch,6h 30m,80%,,8947318,Completed,First,"August 05, 2019",,,,6h 30m,,
1845,869,d2gher,PC,6h 30m,80%,,11167663,Completed,First,"April 25, 2020",,,,6h 30m,,
1846,869,johnno07,Xbox 360,6h 30m,90%,,80972,Completed,First,,,,,6h 30m,,
1847,869,lacsativ,PC,6h 30m,NR,,1680284,Completed,First,,,"Finally listened to the advice. Meh at the beginning, but gets better the more you play it. Ended up loving it. Transistor will probably be just as good, if not better. It�s probably going to be better.",,6h 30m,,
1848,869,nannux,PC,6h 30m,90%,,799469,Completed,First,,5h,,,6h 30m,,
1849,869,skeri93,PC,6h 30m,NR,,8893525,Completed,First,"June 04, 2019",,,,6h 30m,,
1850,869,welf,,6h 30m,100%,,451632,Completed,First,"June 29, 2011",,,,6h 30m,,
1851,869,wizenhymer,PC,6h 30m,60%,,66737,Completed,First,,,,,6h 30m,,
1852,869,woodelf,PC,6h 30m,70%,,42086,Completed,First,"August 19, 2012",,,,6h 30m,,
1853,869,willwill,PC,6h 36m,NR,,240502,Completed,First,"April 28, 2013",,,,6h 36m,,
1854,869,Kamano,PC,6h 40m,90%,,175438,Completed,First,"September 08, 2012",,,,6h 40m,,
1855,869,Tidus755,PC,6h 42m,90%,Great game!,150281,Completed,First,"July 26, 2012",,,,6h 42m,,
1856,869,halluz,PC,6h 42m,80%,,215483,Completed,First,"January 05, 2013",,,,6h 42m,,
1857,869,,PC,6h 45m,NR,,294401,Completed,First,,,,,6h 45m,,
1858,869,Private,PC,6h 46m,70%,,896235,Completed,First,"October 13, 2014",,,,6h 46m 43s,,
1859,869,BoomWav,PC,6h 48m,NR,,874935,Completed,First,"August 03, 2014",,,,6h 48m,,
1860,869,GeminiDragon357,PC,6h 48m,80%,"Normal, 9/24 achievements",38115,Completed,First,"July 28, 2012",,,,6h 48m,,
1861,869,MisterFlyBear,PC,6h 50m,80%,,5702917,Completed,First,"June 15, 2014",,,,6h 50m,,
1862,869,Thrawn4,PC,6h 51m,60%,,6148819,Completed,First,"April 20, 2018",,,,6h 51m,,
1863,869,Private,PC,6h 53m,NR,,4659767,Completed,First,,,,,6h 53m,,
1864,869,siwy102,PC,6h 59m,NR,,7212754,Completed,First,"October 21, 2018",,,,6h 59m,,
1865,869,,PC,7h,NR,,294407,Completed,First,,,,,7h,,
1866,869,,PC,7h,NR,,294412,Completed,First,,,,,7h,,
1867,869,,,7h,NR,,294441,Completed,First,,,,,7h,,
1868,869,,PC,7h,NR,,294450,Completed,First,,,,,7h,,
1869,869,,PC,7h,NR,,878390,Completed,First,,5h,,,7h,,
1870,869,,Xbox 360,7h,NR,,1026761,Completed,First,,,,,7h,,
1871,869,,PC,7h,NR,,5638408,Completed,First,,6h,,,7h,,
1872,869,,PC,7h,NR,,8799192,Completed,First,,,,,7h,,
1873,869,Acroneos,PC,7h,NR,,2225557,Completed,First,,,,,7h,,
1874,869,Aristox,PC,7h,80%,,1109235,Completed,First,"January 08, 2015",,,,7h,,
1875,869,Private,PC,7h,NR,,7527019,Completed,First,,,,,7h,,
1876,869,Bonpar,PC,7h,NR,,222190,Completed,First,"November 22, 2011",,,,7h,,
1877,869,Brizik,PC,7h,90%,,17760,Completed,First,,,,,7h,,
1878,869,Burov,PC,7h,80%,Minimal Extras,1962604,Completed,First,"October 31, 2015",,,,7h,,
1879,869,Cerif27,PC,7h,NR,,603676,Completed,First,,,,,7h,,
1880,869,Codc,PC,7h,70%,,192413,Completed,First,"January 03, 2013",,,,7h,,
1881,869,Desser,PC,7h,90%,,878401,Completed,First,"August 05, 2014",5h,,,7h,18h,
1882,869,Dimitrij1337,PC,7h,NR,,1557543,Completed,First,"July 27, 2015",,,,7h,,
1883,869,Private,PC,7h,NR,,1245691,Completed,First,,,,,7h,,
1884,869,Private,PC,7h,NR,,4730546,Completed,First,"October 20, 2012",,,,7h,,
1885,869,Finzs,PC,7h,80%,No Time Show (so wild guess),2900348,Completed,First,"April 24, 2016",,,,7h,,
1886,869,Gryphex,PC,7h,100%,,342098,Completed,First,"July 19, 2013",,,,7h,,
1887,869,Icebound777,PC,7h,NR,,263714,Completed,First,"July 15, 2013",,,,7h,,
1888,869,ImNotGoat,PC,7h,NR,,267001,Completed,First,December 2011,,,,7h,,
1889,869,Ka0sph3re,PC,7h,70%,,8993564,Completed,First,,,,,7h,,
1890,869,Private,PC,7h,NR,,3829513,Completed,First,"December 30, 2016",,,,7h,,
1891,869,KerJuno,PlayStation Vita,7h,70%,,2027716,Completed,First,,,,,7h,,
1892,869,Loveschach,PC,7h,90%,,494292,Completed,First,"October 25, 2012",,,,7h,,
1893,869,MrFreshness007,PC,7h,70%,,153279,Completed,First,"July 19, 2012",,,,7h,,
1894,869,Narghile,PC,7h,100%,,618525,Completed,First,"January 14, 2013",,,,7h,,
1895,869,OhLurry,PC,7h,NR,,11870356,Completed,First,"March 25, 2019",,,,7h,,
1896,869,PunkRockCarl,PC,7h,70%,,9435341,Completed,First,,,,,7h,,
1897,869,RedLion,PC,7h,NR,,6230029,Completed,First,"May 10, 2018",,,,7h,,
1898,869,Robz8,PC,7h,70%,,391607,Completed,First,"August 26, 2013",5h,,,7h,,
1899,869,Ruben,PC,7h,NR,Did some side activities.,3520585,Completed,First,"October 15, 2016",,,,7h,,
1900,869,Schryver,PC,7h,NR,,160521,Completed,First,"July 20, 2012",,,,7h,,
1901,869,SrPimot,PC,7h,NR,,745950,Completed,First,,,,,7h,,
1902,869,TaryNNNN,PC,7h,90%,,5480011,Completed,First,"December 17, 2017",,,,7h,,
1903,869,TheReignOfChaos,PC,7h,90%,Took it pretty chill,1184122,Completed,First,"February 08, 2012",,,,7h,,
1904,869,Tor_Kallon,Xbox 360,7h,NR,,184235,Completed,First,"February 09, 2013",,,,7h,,
1905,869,Torngars,PC,7h,70%,,80528,Completed,First,,,,,7h,,
1906,869,Private,PC,7h,NR,,10687899,Completed,Replay,,5h,,,7h,8h,
1907,869,Tram,PC,7h,80%,,539762,Completed,First,,,,,7h,,
1908,869,Woko,PC,7h,NR,,174134,Completed,First,"September 01, 2012",,,,7h,,
1909,869,Yllibas,PC,7h,90%,,71051,Completed,First,,,,,7h,,
1910,869,Zaxerone,,7h,NR,,84148,Completed,First,,,,,7h,,
1911,869,ZloYulich,PC,7h,90%,,1051017,Completed,First,"December 07, 2014",,,,7h,,
1912,869,bearfunker,PC,7h,NR,,10942536,Completed,First,,,,,7h,,
1913,869,benoit489,PC,7h,80%,,402247,Completed,First,"January 06, 2014",,,,7h,,
1914,869,benq3000,PC,7h,NR,,587743,Completed,First,,,,,7h,,
1915,869,bigbearboy144,PC,7h,NR,,3621712,Completed,Replay,"November 13, 2016",,,,7h,,
1916,869,bisbain,PC,7h,NR,,6084340,Completed,First,"July 15, 2012",,,,7h,,
1917,869,dbilaly,PC,7h,NR,,4295594,Completed,First,"December 28, 2015",,,,7h,,
1918,869,dorkman3092,Mac,7h,80%,"Attempted all proving grounds and who know where's, spent time upgrading weapons and using shrine challenges",6118446,Completed,First,"April 14, 2018",,,,7h,,
1919,869,Private,PC,7h,NR,,229579,Completed,First,"January 18, 2013",,,,7h,,
1920,869,efoja,PC,7h,80%,,77270,Completed,First,,,,,7h,,
1921,869,faultrd,PC,7h,100%,,308164,Completed,First,"December 11, 2013",6h 30m,,,7h,,
1922,869,forsakendemon,PC,7h,90%,,145701,Completed,First,"July 10, 2012",,,,7h,,
1923,869,girthlordfabio,PC,7h,NR,,8687119,Completed,First,"April 28, 2019",5h 30m,,,7h,12h,
1924,869,gregbuche,PC,7h,NR,,10870047,Completed,First,"January 24, 2020",,,,7h,,
1925,869,Private,PC,7h,80%,,219597,Completed,First,"July 30, 2012",,,,7h,,
1926,869,ixl85,PlayStation 4,7h,NR,,6052432,Completed,First,"February 22, 2018",,,,7h,,
1927,869,jkahrs595,PC,7h,90%,,134017,Completed,First,"June 22, 2012",,,,7h,,
1928,869,kyarourin,Xbox 360,7h,90%,,77447,Completed,First,,,,,7h,,
1929,869,lapin0u,PC,7h,100%,"First playthrough, 9/24 steam achievements, finished all trials. Great game",162924,Completed,First,"August 04, 2012",,,,7h,,
1930,869,mattx245,PC,7h,NR,,2508086,Completed,First,,,,,7h,,
1931,869,metashodan,PC,7h,90%,,81046,Completed,First,,,,,7h,,
1932,869,mirieh,PC,7h,NR,,9109276,Completed,First,,,,,7h,,
1933,869,purpleeggshells,PC,7h,NR,,4394374,Completed,First,,,,,7h,,
1934,869,saucepanviking,PC,7h,NR,,130089,Completed,First,"June 12, 2012",,,,7h,,
1935,869,Private,Mac,7h,90%,,95168,Completed,First,"May 15, 2012",,,,7h,,
1936,869,skinnyraf,Linux,7h,NR,,4931595,Completed,First,,,,,7h,,
1937,869,soax,PC,7h,NR,,4237538,Completed,First,"March 25, 2017",,,,7h,,
1938,869,strykerphoenyx,PC,7h,NR,,810605,Completed,First,"September 25, 2015",,,,7h,,
1939,869,szthesquid,PC,7h,NR,,116196,Completed,First,"June 26, 2012",,,,7h,,
1940,869,tenebrarum,Nintendo Switch,7h,40%,,10998019,Completed,First,"February 17, 2020",6h,,,7h,,
1941,869,tltarheel11,PlayStation 4,7h,NR,,2299973,Completed,First,"December 29, 2015",,,,7h,,
1942,869,varlope,Xbox 360,7h,70%,,42958,Completed,First,,,,,7h,,
1943,869,wimos92,PC,7h,80%,Little bit of extra challenges,6124791,Completed,First,"April 15, 2018",,Very nice and story driven indie game.,,7h,,
1944,869,Kreize,PC,7h 01m,100%,,262924,Completed,First,"April 28, 2013",,,,7h 01m,,
1945,869,Bane,Xbox 360,7h 04m,NR,,32778,Completed,First,,,,,7h 04m,,
1946,869,Macxim,PC,7h 06m,60%,,2251749,Completed,First,"December 20, 2015",,,,7h 06m,,
1947,869,WilkZnika,PC,7h 07m,90%,"Completed all story missions and proving grounds, but didn't upgrade all weapons/complete all vigils.",317119,Completed,First,"January 03, 2014",,,,7h 07m 58s,,
1948,869,videogamsta,Xbox 360,7h 09m,100%,,335540,Completed,First,,6h 09m,,,7h 09m,,
1949,869,chuck,PC,7h 10m,90%,,127390,Completed,First,"June 11, 2012",,,,7h 10m,,
1950,869,danhal,PC,7h 10m,NR,,4324314,Completed,First,"May 29, 2017",,,,7h 10m,,
1951,869,Draugo1,PC,7h 12m,NR,,2134339,Completed,First,"November 24, 2015",,,,7h 12m,,
1952,869,Jjzwak,PC,7h 15m,80%,,5651471,Completed,First,"December 22, 2018",,,,7h 15m,,
1953,869,MorsTorTor,PC,7h 15m,NR,,5812207,Completed,First,"February 11, 2018",,,,7h 15m,,
1954,869,Private,PC,7h 16m,NR,,3884248,Completed,First,,,,,7h 16m,,
1955,869,VladimirHac,PC,7h 16m,NR,,2288254,Completed,First,"June 05, 2014",,,,7h 16m,,
1956,869,cmmndr,PC,7h 17m,NR,,9473156,Completed,First,"October 11, 2013",,,,7h 17m,,
1957,869,Icel,PC,7h 18m,80%,,1034914,Completed,First,,,,,7h 18m,,
1958,869,Private,PC,7h 18m,NR,,770679,Completed,First,"June 23, 2014",,,,7h 18m 18s,,
1959,869,Devin,PC,7h 20m,70%,,56832,Completed,First,,,,,7h 20m,,
1960,869,Dornish,PC,7h 20m,70%,,233458,Completed,First,"May 05, 2012",,,,7h 20m,,
1961,869,Private,PC,7h 20m,80%,,9690472,Completed,First,,,,,7h 20m,,
1962,869,TheFallender,PC,7h 20m,50%,,6859568,Completed,First,"March 27, 2018",,,,7h 20m,,
1963,869,Private,PC,7h 20m,100%,,433211,Completed,First,,,,,7h 20m,,
1964,869,devster31,PC,7h 20m,90%,,431896,Completed,First,,,,,7h 20m,,
1965,869,shvik42,PC,7h 20m,NR,,4230438,Completed,First,"June 07, 2014",,,,7h 20m,,
1966,869,,Nintendo Switch,7h 23m,NR,Did some of the proving grounds and both Reflection sets.,10612819,Completed,First,,,,,7h 23m,,
1967,869,KillingJoke3030,PC,7h 24m,90%,,11343,Completed,First,,,,,7h 24m,,
1968,869,terribleusername,PC,7h 24m,NR,,329917,Custom List Completed,First,"April 18, 2016",,,,7h 24m,,
1969,869,SF2K01,PC,7h 25m,NR,,220356,Completed,First,,,,,7h 25m,,
1970,869,Private,PC,7h 25m,NR,,2898892,Completed,First,,,,,7h 25m,,
1971,869,blackbebop,PlayStation 4,7h 25m,80%,,2772905,Completed,First,"December 11, 2016",,,,7h 25m 40s,,
1972,869,,iOS,7h 27m,NR,,306261,Completed,First,,,,,7h 27m,,
1973,869,,,7h 27m,NR,,306260,Completed,First,,,,,7h 27m 32s,,
1974,869,aklon84,PC,7h 28m,80%,,2890479,Completed,First,"May 14, 2015",,,,7h 28m,,
1975,869,riyan_svrya,PC,7h 28m,NR,,3243849,Completed,First,"January 26, 2017",,,,7h 28m,,
1976,869,wingz3ero,PC,7h 28m,60%,Main Story + Extras | No New Game +,4187799,Completed,First,"March 15, 2017",,,,7h 28m,,
1977,869,roboticsun,PC,7h 29m,70%,,47132,Completed,First,"March 23, 2013",,,,7h 29m,,
1978,869,,,7h 30m,NR,,294396,Completed,First,,,,,7h 30m,,
1979,869,,PC,7h 30m,NR,"I liked it very much, I hope they will continue with Bastion 2.",294415,Completed,First,,,,,7h 30m,,
1980,869,,PC,7h 30m,NR,,294451,Completed,First,,,,,7h 30m,,
1981,869,,,7h 30m,NR,Played through the game once completing all challenges.,319560,Completed,First,,,,,7h 30m,,
1982,869,,PC,7h 30m,NR,,3833566,Completed,First,,6h 30m,,,7h 30m,,
1983,869,Bosser,PC,7h 30m,80%,,249440,Completed,First,"March 18, 2013",,,,7h 30m,,
1984,869,Braver,PC,7h 30m,80%,,1140039,Completed,First,"January 20, 2015",6h,,,7h 30m,,
1985,869,CrashFistfight,PlayStation Vita,7h 30m,90%,,7838711,Completed,First,"December 27, 2018",,,,7h 30m,,
1986,869,JHoov714,PC,7h 30m,80%,,507469,Completed,First,"January 10, 2013",,,,7h 30m,,
1987,869,Kroax_aa,PC,7h 30m,100%,Completed game and did some side stuff.,69201,Completed,First,"January 24, 2013",,,,7h 30m,,
1988,869,Mandulum,PC,7h 30m,80%,Fun little game. The narration mechanic is pretty neat.,325988,Completed,First,"January 16, 2013",,,,7h 30m,,
1989,869,Marcv,PC,7h 30m,NR,,4683697,Completed,First,"October 19, 2014",,,,7h 30m,,
1990,869,Pankuzu,PC,7h 30m,80%,,715043,Backlog Completed,First,,,,,7h 30m,,1h 50m /
1991,869,ParanoiD08,PC,7h 30m,NR,,1238756,Completed,First,"May 03, 2015",,,,7h 30m,,
1992,869,Patjuba,PC,7h 30m,NR,,262187,Completed,First,,,,,7h 30m,,
1993,869,Pellaeon,PC,7h 30m,NR,,11226918,Completed,First,"March 23, 2020",,,,7h 30m,,
1994,869,Shappy,PC,7h 30m,80%,,234997,Completed,First,,,,,7h 30m,,
1995,869,Wyseth,PC,7h 30m,NR,,984891,Completed,First,"October 19, 2014",,,,7h 30m,,
1996,869,balitingtong1,PC,7h 30m,100%,,2962176,Completed,Replay,"May 11, 2016",,,,7h 30m,,
1997,869,beastnine,Nintendo Switch,7h 30m,NR,,11789170,Completed,First,"May 20, 2020",,,,7h 30m,,
1998,869,catalyst156,PC,7h 30m,NR,,621866,Completed,First,,,,,7h 30m,,
1999,869,cerialthriller,PC,7h 30m,NR,,7751,Completed,First,"June 13, 2013",,,,7h 30m,,
2000,869,Private,PC,7h 30m,NR,,957412,Completed,First,"September 28, 2014",,,,7h 30m,,
2001,869,klldn,PC,7h 30m,90%,,6068697,Completed,First,"April 01, 2018",,,,7h 30m,,
2002,869,pasel,Xbox 360,7h 30m,90%,,111363,Completed,First,,,,,7h 30m,,
2003,869,sokama,Nintendo Switch,7h 30m,NR,,6374528,Completed,First,"October 29, 2019",,,,7h 30m,,
2004,869,xingchangwong,PC,7h 30m,80%,,4259364,Completed,First,,,,,7h 30m,,
2005,869,desrever,PC,7h 33m,80%,,6738213,Completed,First,"June 10, 2015",,,,7h 33m,,
2006,869,JOSHDILISI,PlayStation 4,7h 34m,NR,,3234292,Completed,First,"July 15, 2016",,,,7h 34m,,
2007,869,Groffles,PlayStation 4,7h 35m,100%,,1369157,Completed,First,"July 03, 2017",,,,7h 35m,,
2008,869,Private,PlayStation 4,7h 35m,NR,,1384242,Completed,First,"June 19, 2015",,,,7h 35m 22s,,
2009,869,Giaguaro,PC,7h 36m,70%,,1127958,Completed,First,"January 17, 2015",,,,7h 36m,,
2010,869,MrGrumpz1242,PC,7h 36m,NR,,6794209,Completed,First,"July 11, 2018",,,,7h 36m,,
2011,869,iBePeRFeCT,PC,7h 36m,90%,,74916,Completed,First,,,,,7h 36m,,
2012,869,Private,Xbox One,7h 39m,90%,,4309851,Completed,First,,,,,7h 39m,,
2013,869,Arkanthrall,PC,7h 40m,NR,,43731,Completed,First,"January 21, 2013",,,,7h 40m,,
2014,869,MatterofM,PC,7h 40m,90%,,8496242,Completed,First,"June 13, 2013",,,,7h 40m,,
2015,869,Sussudio,PC,7h 40m,90%,Playthrough: 1,332128,Completed,First,"July 19, 2013",,,,7h 40m,,
2016,869,beyondthegun,PC,7h 40m,90%,,5402290,Completed,First,"June 13, 2013",,,,7h 40m,,
2017,869,Private,PC,7h 40m,80%,,1177776,Completed,First,"December 21, 2014",,steam,,7h 40m,,
2018,869,Kirksplosion,PC,7h 42m,80%,,27639,Completed,First,,,,,7h 42m,,
