,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Personal Notes,Completionist,Speedrun,Progress,Retired Notes
1511,38029,josel231,PC,36h,100%,,7967255,Completed,First,"May 26, 2019",,36h,,,,,
1512,38029,lRaiden,PC,36h,NR,,8419334,Completed,First,"January 19, 2019",30h,36h,,,,,
1513,38029,lRaiden,PC,36h,NR,,8435351,Completed,First,"March 08, 2019",30h,36h,,,,,
1514,38029,leoosays,PlayStation 4,36h,NR,,6154233,Completed,First,,,36h,,55h,,,
1515,38029,pabloc1990,PlayStation 4,36h,NR,,6040139,Completed,First,"March 25, 2018",,36h,,,,,
1516,38029,tacosbob,PC,36h,NR,,8270421,Completed,First,"February 18, 2019",,36h,,,,,
1517,38029,thejakman,PC,36h,NR,"Most side quests, some weapon upgrades",11145833,Completed,First,,,36h,,,,,
1518,38029,M34TP4CK3R85,PlayStation 4,36h 04m,90%,,4153071,Completed,First,"April 07, 2017",,36h 04m,,,,,
1519,38029,rindar1,PC,36h 12m,NR,,5875189,Completed,First,"February 20, 2018",20h,36h 12m 45s,,,,,
1520,38029,fusebro,PlayStation 4,36h 15m,NR,,4976942,Completed,First,"August 28, 2017",,36h 15m 22s,,,,,
1521,38029,NinaNami2014,PlayStation 4,36h 18m,80%,,9704686,Completed,First,"December 17, 2018",,36h 18m 11s,,,,,
1522,38029,Methires,PlayStation 4,36h 24m,70%,,10829842,Completed,First,"March 13, 2020",,36h 24m 17s,,,,,
1523,38029,ManaphyNatu,PC,36h 30m,NR,,4396272,Completed,First,"May 07, 2017",,36h 30m,,,,,
1524,38029,pukecloud,PC,36h 30m,100%,,6036223,Completed,First,"March 25, 2018",,36h 30m,,,,,
1525,38029,,PC,36h 30m,NR,,7895137,Completed,First,,,36h 30m 25s,,,,,
1526,38029,Wallerot,PlayStation 4,36h 30m,NR,,4302955,Completed,First,"April 11, 2017",,36h 30m 30s,,,,,
1527,38029,aelderyn,PlayStation 4,36h 31m,90%,,7059592,Completed,First,April 2017,,36h 31m 07s,,,,,
1528,38029,travis44,PlayStation 4,36h 34m,NR,,5977383,Completed,First,"September 14, 2018",,36h 34m 11s,,,,,
1529,38029,,PC,36h 38m,NR,,4499492,Completed,First,,,36h 38m 02s,,,,,
1530,38029,Hj0ny12,PC,36h 40m,90%,,9697841,Completed,First,,18h 50m 46s,36h 40m 15s,,,,,
1531,38029,Kirksplosion,PlayStation 4,36h 45m,90%,Completed Routes A B C D E. Ended at lvl 60 with most every side quest I came across completed.,4568521,Completed,First,"March 28, 2018",,36h 45m,,,,,
1532,38029,,PlayStation 4,36h 45m,NR,Including all main endings,5551577,Completed,First,,25h 02m 04s,36h 45m 08s,,48h 56m 03s,,,
1533,38029,cvictorrosso,PlayStation 4,36h 47m,NR,,8195125,Completed,First,"November 18, 2018",,36h 47m 02s,,,,,
1534,38029,,PlayStation 4,36h 50m,NR,,4171426,Completed,First,,25h,36h 50m,,,,,
1535,38029,,PlayStation 4,36h 50m,NR,,4248566,Completed,First,,20h 01m,36h 50m,,,,,
1536,38029,,PlayStation 4,36h 56m,NR,52% of Side-quests,6750527,Completed,First,,,36h 56m 52s,,,,,
1537,38029,Parasiteee,PC,36h 58m,NR,"All routes completed, almost all side quests completed",7858256,Completed,First,"January 03, 2019",,36h 58m,,,,,
1538,38029,,PC,37h,NR,Ending E,4268674,Completed,First,,17h,37h,,,,,
1539,38029,,PC,37h,NR,"All routes completed, and only a few side quests done.",5947830,Completed,First,,,37h,,,,,
1540,38029,,PC,37h,NR,,6157349,Completed,First,,,37h,,,,,
1541,38029,,PlayStation 4,37h,NR,,7390321,Completed,First,,30h,37h,,,,,
1542,38029,,PC,37h,NR,,10292307,Completed,First,,,37h,,,,,
1543,38029,Asfddfss,PlayStation 4,37h,NR,,8559655,Completed,First,,,37h,,,,,
1544,38029,Carwash,PlayStation 4,37h,90%,,5558574,Completed,First,"January 01, 2018",,37h,,,,,
1545,38029,Hakuto,PC,37h,NR,,9374126,Playing Completed,First,"December 01, 2019",,37h,,,,,
1546,38029,J35u5M4,PC,37h,100%,,4499597,Completed,First,"May 31, 2017",,37h,,,,,
1547,38029,JustinBB7,PC,37h,NR,,4259343,Completed,First,"April 01, 2017",,37h,,,,,
1548,38029,MonsterBoop,PlayStation 4,37h,100%,Endings A B C D E,3940988,Custom List Completed,First,"March 12, 2017",16h 15m,37h,,,,16h 15m /,
1549,38029,PAW,PC,37h,NR,,8438718,Completed,First,"March 07, 2019",,37h,,,,,
1550,38029,Private,PC,37h,NR,,8477180,Completed,First,,20h,37h,,,,,
1551,38029,Romdeau,PC,37h,100%,Finished about 70% of side quests,4389446,Completed,First,"May 04, 2017",,37h,,,,,
1552,38029,SuperFondue,PC,37h,NR,,7374230,Completed,First,,,37h,,,,,
1553,38029,amirm489,PC,37h,NR,,4207512,Completed,First,"March 03, 2019",,37h,,,,,
1554,38029,awiguna,PC,37h,NR,,11081084,Completed,First,"March 14, 2018",,37h,,,,,
1555,38029,janther,PC,37h,90%,,7981911,Completed,First,"May 15, 2020",14h 50m,37h,,,,,
1556,38029,Private,PlayStation 4,37h,NR,,4553475,Completed,First,,,37h,,,,,
1557,38029,lius,PC,37h,NR,,5893196,Completed,First,"February 25, 2018",,37h,,,,,
1558,38029,Private,PC,37h,NR,"Ending B, D, and C",4345336,Completed,First,"April 21, 2017",9h,37h,,,,,
1559,38029,savscarlett,PlayStation 4,37h,NR,,11904982,Completed,First,"May 30, 2018",,37h,,,,,
1560,38029,seanboat11,PC,37h,NR,,7192797,Completed,First,"October 06, 2018",,37h,,,,,
1561,38029,Injuredhunter,PlayStation 4,37h 05m,70%,,5038845,Completed,First,"September 20, 2018",,37h 05m,,,,,
1562,38029,Fokko,PC,37h 09m,100%,,11635781,Completed,First,"May 28, 2020",,37h 09m 48s,,,,,
1563,38029,Bassweiser,PC,37h 10m,NR,,9195194,Completed,First,"July 21, 2019",,37h 10m 22s,,,,,
1564,38029,,PlayStation 4,37h 12m,NR,,5991522,Completed,First,,21h 12m 28s,37h 12m 23s,,,,,
1565,38029,Ali_0,PC,37h 13m,100%,,6364606,Completed,First,"January 18, 2018",,37h 13m 26s,,,,,
1566,38029,Private,PlayStation 4,37h 17m,100%,"Most side quests, Endings A B C K T U.",6089210,Completed,First,"April 10, 2018",,37h 17m,,,,,
1567,38029,2k2s2k,Xbox One,37h 22m,NR,,11175077,Completed,First,"March 17, 2020",,37h 22m 06s,,,,,
1568,38029,Inmunex,PC,37h 22m,NR,,5363613,Completed,Replay,,20h 12m 22s,37h 22m 32s,,60h 50m 32s,,,
1569,38029,,PC,37h 24m,NR,,9028553,Completed,First,,,37h 24m,,,,,
1570,38029,Trollkastel,PC,37h 24m,80%,ABCDEP endings,8645319,Completed,First,"April 20, 2019",,37h 24m,,,,,
1571,38029,Snigglegros,PC,37h 25m,90%,,11430471,Completed,First,"April 13, 2020",,37h 25m 56s,,52h 43m 51s,,,
1572,38029,MasterKamper,PC,37h 29m,50%,,7074650,Completed,First,,,37h 29m,,,,,
1573,38029,dirigitive,PlayStation 4,37h 29m,NR,Most of the side quests.,5744154,Completed,First,"January 28, 2018",,37h 29m 04s,,,,,
1574,38029,Ivanusko,PlayStation 4,37h 30m,90%,,10363592,Completed,First,"November 04, 2019",,37h 30m,,,,,
1575,38029,Mamalos,PC,37h 30m,90%,,10620770,Completed,First,"July 16, 2019",20h,37h 30m,"Really Really touching game. I was not a big fun of post apocalyptic 3rd game hack n slash sci-fi games, but ive became a big fan. There's a map i will remember for the rest of my life (not gonna spoil you which one tho)",,,,
1576,38029,TwoThrones,PC,37h 30m,70%,,4840332,Completed,First,"October 18, 2017",,37h 30m 37s,,,,,
1577,38029,,PlayStation 4,37h 31m,NR,,5755204,Completed,First,,,37h 31m 57s,,,,,
1578,38029,Private,PlayStation 4,37h 33m,90%,"Fake 100%, did everything + DLC, except archives / all endings / pod upgrades",6170444,Completed,First,"May 03, 2018",26h 14m 04s,37h 33m 42s,,,,,
1579,38029,PrincessAsh1ey,PlayStation 4,37h 36m,NR,,4177096,Completed,First,"March 16, 2017",,37h 36m 56s,,,,,
1580,38029,Muff,PlayStation 4,37h 40m,90%,"ABCDEW fair amount of sidequests, 88%",5342931,Completed,First,"November 17, 2017",,37h 40m,15:28 'A' Route,,,,
1581,38029,Private,PlayStation 4,37h 40m,90%,,4272570,Completed,First,"January 02, 2018",,37h 40m,,,,,
1582,38029,D4L41L4M4,PC,37h 41m,100%,,9286122,Completed,First,"March 29, 2018",,37h 41m 57s,,,,,
1583,38029,,PC,37h 42m,NR,,6241976,Completed,First,,,37h 42m 36s,,,,,
1584,38029,ValhallaRising,PlayStation 4,37h 45m,NR,,5622995,Completed,First,,,37h 45m,,,,,
1585,38029,vashkey,Xbox One,37h 47m,90%,"Did most of the side quests. Got endings A, B, C, D, E, G, H, K, T, and U.",6723284,Completed,First,"August 01, 2018",,37h 47m,,,,,
1586,38029,Private,PlayStation 4,37h 56m,NR,,4233813,Completed,First,"March 26, 2017",12h,37h 56m,,,,,
1587,38029,,PlayStation 4,37h 57m,NR,,4195852,Completed,First,,,37h 57m,,,,,
1588,38029,mr_grimm,PlayStation 4,37h 58m,NR,,5034534,Completed,First,"September 10, 2017",,37h 58m 48s,,,,,
1589,38029,,PC,38h,NR,,4476042,Completed,First,,,38h,,,,,
1590,38029,,PC,38h,NR,,4725052,Completed,First,,16h,38h,,,,,
1591,38029,,PC,38h,NR,,4889003,Completed,First,,,38h,,,,,
1592,38029,,PC,38h,NR,,7794668,Completed,First,,,38h,,,,,
1593,38029,,PC,38h,NR,,11412446,Completed,First,,,38h,,,,,
1594,38029,,PlayStation 4,38h,NR,,11775152,Completed,First,,,38h,,,,,
1595,38029,AZRoboto,PlayStation 4,38h,NR,,10361248,Completed,First,"February 24, 2019",,38h,,,,,
1596,38029,AceMoose,PC,38h,NR,,9017122,Completed,First,July 2018,,38h,,,,,
1597,38029,AdrianHLTB,Xbox One,38h,NR,,11579199,Completed,First,"April 27, 2020",,38h,,,,,
1598,38029,Funizamo,PlayStation 4,38h,NR,,11365613,Completed,First,,,38h,,,,,
1599,38029,Private,PC,38h,NR,"Normal difficulty, lvl 64, 87% quests, endings ABCDEFGHIJKLMNORSTUVZ, bought all missing achievements",6683154,Completed,First,"January 26, 2020",,38h,,,,,
1600,38029,Pulcinotti,PlayStation 4,38h,NR,,4965202,Completed,First,"December 05, 2017",,38h,,,,,
1601,38029,SadBoy,PC,38h,100%,,8289126,Completed,First,"February 17, 2019",13h 39m,38h,,,,,
1602,38029,Satori,PC,38h,NR,,9345205,Completed,First,"August 11, 2019",,38h,,,,,
1603,38029,ShadowStealer7,PC,38h,90%,All major endings,11595747,Completed,First,"December 12, 2017",,38h,,,,,
1604,38029,ShinjiTFP,Xbox One,38h,80%,,11348287,Completed,First,"May 10, 2020",,38h,,,,,
1605,38029,SirStabalot,PC,38h,NR,,11577728,Completed,First,"April 27, 2020",,38h,,,,,
1606,38029,Swiftwinter,PC,38h,NR,,4494892,Completed,First,,,38h,,,,,
1607,38029,Zakizx,PlayStation 4,38h,100%,,9014780,Custom List Completed,First,"June 22, 2019",,38h,,,,38h /,
1608,38029,damnitjessuke,PC,38h,90%,,6401023,Completed,First,"May 28, 2018",,38h,,,,,
1609,38029,downliner,PC,38h,NR,,10773948,Completed,First,"September 12, 2018",,38h,,,,,
1610,38029,Private,PC,38h,NR,,8826000,Completed,First,,,38h,,,,,
1611,38029,ilGallo,PlayStation 4,38h,NR,,4245030,Completed,First,,,38h,,,,,
1612,38029,llamasauce,PC,38h,NR,,10592024,Completed,First,"December 08, 2019",,38h,,,,,
1613,38029,raytsh,PlayStation 4,38h,NR,,4536471,Completed,First,"June 06, 2017",,38h,,,,,
1614,38029,umdum08,PlayStation 4,38h,NR,"Endings [A-E], completed most side quests and collected most weapons.",5556529,Completed,First,"January 01, 2018",,38h,,,,,
1615,38029,ys45,PlayStation 4,38h,NR,,4272671,Completed,First,"April 04, 2017",,38h,,,,,
1616,38029,Aters,PlayStation 4,38h 10m,80%,,11700253,Completed,First,"April 27, 2020",,38h 10m,,,,,
1617,38029,B_Radicate,PlayStation 4,38h 10m,90%,,9419870,Completed,Replay,"September 16, 2019",,38h 10m,,,,,
1618,38029,SubSanity,PlayStation 4,38h 12m,NR,,4825516,Completed,First,"February 22, 2018",,38h 12m 29s,,,,,
1619,38029,rhickey,PC,38h 15m,NR,,6949045,Completed,First,"August 30, 2018",,38h 15m,,,,,
1620,38029,Sidden,Xbox One,38h 17m,80%,,6659176,Completed,First,"July 24, 2018",,38h 17m,,,,,
1621,38029,dj_marmar,PlayStation 4,38h 17m,NR,,10937395,Completed,First,"February 04, 2020",,38h 17m,,,,,
1622,38029,Occopuyo,PlayStation 4,38h 19m,80%,,4262692,Completed,First,"January 04, 2018",,38h 19m 25s,,,,,
1623,38029,gustavohw,PC,38h 20m,NR,,4513518,Completed,First,"May 25, 2017",,38h 20m,,,,,
1624,38029,shockzz1234,PlayStation 4,38h 24m,100%,,9361514,Completed,First,"December 18, 2017",,38h 24m 57s,,,,,
1625,38029,Freemaster22,PlayStation 4,38h 31m,NR,,4187789,Completed,First,,,38h 31m 48s,,,,,
1626,38029,Tigress,PlayStation 4,38h 42m,50%,,4909600,Completed,First,"April 29, 2018",,38h 42m 07s,,,,,
1627,38029,wfsgreatone,PlayStation 4,38h 42m,NR,Completed Endings A-E,4722972,Completed,First,"July 04, 2017",,38h 42m 31s,,,,,
1628,38029,puinbeat,PC,38h 44m,NR,Endings: A B C D M U Z,5077796,Completed,First,"September 20, 2017",,38h 44m 07s,,,,,
1629,38029,StraySheep,PlayStation 4,38h 45m,80%,,5680587,Completed,First,"January 13, 2018",,38h 45m,,,,,
1630,38029,Private,PlayStation 4,38h 45m,NR,True ending with 87% quests completed. Completion time is estimated.,9088871,Completed,First,"September 08, 2019",,38h 45m,,,,,
1631,38029,,PlayStation 4,38h 45m,NR,,4207934,Completed,First,,,38h 45m 08s,,,,,
1632,38029,telt,PlayStation 4,38h 48m,NR,,4303991,Completed,First,"April 12, 2017",,38h 48m,,,,,
1633,38029,SeraphGamer,PlayStation 4,38h 52m,100%,Platinum trophy & 100% data!,11212482,Completed,First,"March 21, 2020",21h 08m 13s,38h 52m 17s,,69h 40m 08s,,,
1634,38029,,PlayStation 4,39h,NR,,4212399,Completed,First,,19h,39h,,,,,
1635,38029,,PlayStation 4,39h,NR,,4215488,Completed,First,,,39h,,,,,
1636,38029,,PC,39h,NR,,4488737,Completed,First,,,39h,,,,,
1637,38029,,PC,39h,NR,,4730526,Completed,First,,,39h,,,,,
1638,38029,,PC,39h,NR,,11460325,Completed,First,,,39h,,,,,
1639,38029,A_S_C,PlayStation 4,39h,NR,,5724514,Completed,First,"January 14, 2018",,39h,,,,,
1640,38029,Colmopi,PC,39h,100%,,6248560,Completed,First,"April 18, 2018",,39h,,,,,
1641,38029,FakeKisser,PC,39h,NR,"A,B,C,D,E,G,T endings and most side missions but not all.",6192470,Completed,First,"April 30, 2018",,39h,,,,,
1642,38029,IdiotEastwood,PC,39h,100%,,8571838,Completed,First,,,39h,,,,,
1643,38029,Scde2,PlayStation 4,39h,NR,,4224259,Completed,First,"March 23, 2017",,39h,,,,,
1644,38029,Strudenjaden,PC,39h,100%,,10678887,Completed,First,"August 28, 2019",,39h,,,,,
1645,38029,Swizzman,PC,39h,80%,,7844746,Completed,First,"December 27, 2018",24h,39h,,,,,
1646,38029,SylarSX,PC,39h,90%,,6144289,Completed,First,"April 19, 2018",,39h,,,,,
1647,38029,Tulgrim,PC,39h,90%,,6194253,Completed,First,"April 01, 2017",,39h,,,,,
1648,38029,crimsonking58,PlayStation 4,39h,NR,,4273316,Completed,First,"April 05, 2017",,39h,,,,,
1649,38029,grimbergen_beer,PlayStation 4,39h,90%,,8557507,Completed,First,"April 12, 2019",,39h,,,,,
1650,38029,jlevey,PlayStation 4,39h,NR,,4321681,Completed,First,"April 16, 2017",,39h,,,,,
1651,38029,lvsanchez,PC,39h,NR,,4304497,Completed,First,"April 13, 2017",,39h,,,,,
1652,38029,plasmabeam,PlayStation 4,39h,NR,,5496114,Completed,First,"December 08, 2017",32h,39h,,,,,
1653,38029,zelenyzidan,PlayStation 4,39h,100%,,11146458,Completed,First,"March 26, 2020",,39h,,,,,
1654,38029,Ciclon,PC,39h 02m,100%,Ending ABCDE,11727928,Completed,First,"June 09, 2020",16h 36m,39h 02m,,,,,
1655,38029,Mariochimaru,PlayStation 4,39h 07m,90%,Final B (39h 07m),5412469,Completed,First,"January 03, 2019",17h 44m,39h 07m,,,,,
1656,38029,coldramentpm,PlayStation 4,39h 07m,80%,,6995789,Completed,First,"May 16, 2018",,39h 07m 36s,A B C D E F G H I J K L M N O P Q R S T U V W X Z,,,,
1657,38029,hailadilan,PlayStation 4,39h 09m,NR,,4433204,Completed,First,,,39h 09m,,,,,
1658,38029,Private,PC,39h 15m,NR,,10944686,Completed,First,,,39h 15m,,,,,
1659,38029,RandomHypnotica,PC,39h 17m,90%,"95% of sidequests completed, endings A-E T and W.",4202492,Completed,First,"March 26, 2017",,39h 17m 34s,,,,,
1660,38029,krunch521,PlayStation 4,39h 20m,100%,,4358262,Completed Retired,First,"April 19, 2017",,39h 20m 20s,,,,,
1661,38029,Zhao_Yun,PlayStation 4,39h 24m,90%,,4453778,Completed,First,"May 20, 2017",,39h 24m 09s,,,,,
1662,38029,Private,PlayStation 4,39h 24m,NR,,5510465,Completed,First,"September 19, 2018",,39h 24m 37s,,,,,
1663,38029,milktea_tv,PC,39h 25m,NR,,11816458,Completed,First,"September 08, 2018",21h,39h 25m,,60h 22m 31s,,,
1664,38029,,PC,39h 28m,NR,,10228096,Completed,First,,,39h 28m,,,,,
1665,38029,darkglaive,PlayStation 4,39h 30m,NR,,6863166,Completed,First,,,39h 30m,,,,,
1666,38029,metetetetetete,PC,39h 30m,NR,,8197772,Completed,First,"February 03, 2019",,39h 30m,,,,,
1667,38029,Private,PlayStation 4,39h 32m,100%,,7605312,Completed,First,"October 02, 2018",26h 13m 48s,39h 32m 29s,,,,,
1668,38029,,PC,39h 33m,NR,,5678912,Completed,First,,,39h 33m 39s,,,,,
1669,38029,Private,PlayStation 4,39h 35m,NR,,8858156,Completed,First,"April 10, 2017",,39h 35m 16s,"Platinum trophy obtained, Endings A, B, C, D, E, G, K, T, (39:35:16, 19/03/2017 - 10/04/2017)",,,,
1670,38029,,PlayStation 4,39h 40m,NR,,4201192,Completed,First,,,39h 40m 20s,,,,,
1671,38029,MriLuvPizza,PC,39h 42m,100%,,10914415,Completed,First,"June 19, 2020",,39h 42m,,,,,
1672,38029,,PC,39h 45m,NR,,7594223,Completed,First,,21h,39h 45m,,60h 20m,,,
1673,38029,Wibblewozzer,PlayStation 4,39h 45m,NR,Endings A-E. All sidequests complete. Plenty of extra grinding but didn't complete everything. 72% trophies.,4363451,Completed,First,"March 19, 2017",,39h 45m,,,,,
1674,38029,,PlayStation 4,39h 50m,NR,,4916489,Completed,First,,,39h 50m,,,,,
1675,38029,carlowesome,PlayStation 4,39h 50m,100%,"Endings A to E, 2 joke ending, plus a couple sidequests. Trophy at 50%",6273390,Completed,Replay,"May 21, 2018",9h 50m 41s,39h 50m,The statistics of this game on this site can be misleading unfortunately. Alot of people are considering Ending A as the Main Story when you really have only completed the Main Story when you've got to the true ending (Ending E) which requires you to do three play-throughs (and a chapter select on the 4th) to unlock. Ending A is only probably 1/3 or half of the story.,,,,
1676,38029,cloudst,PC,39h 50m,NR,,5449099,Completed,First,,,39h 50m,,,,,
1677,38029,ajonan,PlayStation 4,39h 50m,NR,,4425076,Completed,First,,,39h 50m 52s,,,,,
1678,38029,KerfMerf,PlayStation 4,39h 53m,100%,"Endings A-E and a few extra. Said ""Yes"" to final question.",4356413,Completed,First,"May 07, 2017",,39h 53m 49s,,,,,
1679,38029,JoelPLay,PC,39h 55m,100%,"Endings: A, B, C, D, G, L, T, U. 80% of all side quests completed. Arena quests and similar left (Not intested)",5622198,Completed,First,"October 19, 2017",,39h 55m 29s,,,,,
1680,38029,Salsao,PlayStation 4,39h 57m,100%,"Ending E, and about 80% of side quests. Level 60",6119391,Completed,First,"April 09, 2018",,39h 57m 02s,,,,,
1681,38029,,PlayStation 4,40h,NR,,4129111,Completed,First,,25h,40h,,,,,
1682,38029,,PlayStation 4,40h,NR,,4175903,Completed,First,,15h,40h,,,,,
1683,38029,,PC,40h,NR,,4317480,Completed,First,,15h,40h,,,,,
1684,38029,,PlayStation 4,40h,NR,,4395669,Completed,First,,,40h,,90h,,,
1685,38029,,PlayStation 4,40h,NR,,4443509,Completed,First,,30h,40h,,60h,,,
1686,38029,,PC,40h,NR,Main Story + Secondary,4492619,Completed,First,,,40h,,,,,
1687,38029,,PC,40h,NR,,5929996,Completed,First,,,40h,,,,,
1688,38029,,PlayStation 4,40h,NR,,6002037,Completed,First,,35h,40h,,62h,,,
1689,38029,,PlayStation 4,40h,NR,,6410843,Completed,First,,20h,40h,,,,,
1690,38029,,PlayStation 4,40h,NR,,7404607,Completed,First,,35h,40h,,45h,,,
1691,38029,,PlayStation 4,40h,NR,,8123159,Completed,First,,,40h,,,,,
1692,38029,,Xbox One,40h,NR,,11583858,Completed,First,,35h,40h,,65h,,,
1693,38029,,Xbox One,40h,NR,,11930242,Completed,First,,,40h,,,,,
1694,38029,AcmeNyah,PC,40h,NR,,9206551,Backlog Completed,First,,20h,40h,,,,40h /,
1695,38029,AlbionHero,PC,40h,NR,,6058135,Completed,First,"March 30, 2018",,40h,,,,,
1696,38029,AlbionHero,PC,40h,NR,,7225403,Completed,First,"March 11, 2018",,40h,,,,,
1697,38029,AlexOfAlexia,PlayStation 4,40h,40%,,9550248,Completed,First,"September 07, 2019",,40h,,,,,
1698,38029,Archanoth,PC,40h,90%,,6130716,Completed,First,"April 16, 2018",,40h,,,,,
1699,38029,BloodyJessy,PlayStation 4,40h,NR,,8357000,Completed,First,"March 02, 2017",20h,40h,,,,,
1700,38029,BruunGaming,PC,40h,NR,,8978255,Completed,First,,,40h,,,,,
1701,38029,Clunt_Weastwood,PC,40h,NR,,7776568,Completed,First,,,40h,,,,,
1702,38029,Edir,PC,40h,NR,,11884583,Completed,First,"June 06, 2020",34h,40h,,,,,
1703,38029,Private,PC,40h,100%,,4996922,Completed,First,"September 01, 2017",,40h,,,,,
1704,38029,Exelen,PlayStation 4,40h,NR,,4977627,Completed,First,"August 28, 2017",,40h,,45h,,,
1705,38029,Fishfood,PlayStation 4,40h,NR,,6057444,Replay Completed,First,,,40h,,,,60h /,
1706,38029,Gajaal,PC,40h,100%,,7395920,Completed,First,"March 03, 2018",,40h,,,,,
1707,38029,Private,PlayStation 4,40h,NR,,4723717,Completed,First,"July 08, 2017",,40h,,,,,
1708,38029,HUECTRUM,PC,40h,NR,,8891573,Completed,First,"December 01, 2018",25h 30m,40h,,,,,
1709,38029,HesitantHegemon,PlayStation 4,40h,80%,,10932318,Completed,First,"February 02, 2020",20h,40h,,,,,
1710,38029,Jobius,PlayStation 4,40h,100%,,9191991,Completed,First,,,40h,,,,,
1711,38029,JohnMathews,PlayStation 4,40h,NR,"Beat lvl 99 super boss, but not all endings and not all quests complete",4277591,Completed,First,"April 05, 2017",,40h,,51h,,,
1712,38029,Luxar,PlayStation 4,40h,90%,,10870088,Completed,First,,,40h,,,,,
1713,38029,Max24,PlayStation 4,40h,NR,,8872343,Completed,First,"May 31, 2019",30h,40h,,,,,
1714,38029,NUematsu8,Xbox One,40h,NR,,5572115,Completed,First,"July 21, 2018",,40h,,,,,
1715,38029,NovalisZero,PC,40h,NR,,11637129,Completed,First,"May 17, 2017",,40h,,,,,
1716,38029,Rambo142,PC,40h,NR,,4379413,Completed,First,"May 03, 2017",,40h,,,,,
1717,38029,TC1979,PlayStation 4,40h,NR,,11081614,Completed,First,"March 02, 2020",,40h,,,,,
1718,38029,Private,Xbox One,40h,NR,,11025174,Backlog Completed,First,,23h,40h,,,,40h /,
1719,38029,TheSaucerMen,PlayStation 4,40h,NR,,5624269,Completed,Replay,2018,,40h,,,,,
1720,38029,TiboRec,PC,40h,NR,,5955124,Completed,First,"June 01, 2018",,40h,,,,,
1721,38029,Private,PlayStation 4,40h,NR,guessing maybe more,5283987,Completed,First,September 2017,,40h,,,,,
1722,38029,Xisted,PlayStation 4,40h,100%,,5805302,Completed,First,"February 01, 2018",35h,40h,,50h,,,
1723,38029,acrossoceans,PlayStation 4,40h,NR,,5890349,Completed,First,"December 15, 2018",,40h,,,,,
1724,38029,asdaa,PC,40h,100%,,11837183,Completed,First,2019,,40h,,,,,
1725,38029,beastnine,Xbox One,40h,100%,,8387012,Completed,First,"March 01, 2019",,40h,,,,,
1726,38029,bobish51,PlayStation 4,40h,80%,,4302857,Completed,First,"May 30, 2020",,40h,,,,,
1727,38029,garagon31,PlayStation 4,40h,NR,,4344261,Completed,First,,,40h,,,,,
1728,38029,gofist,Xbox One,40h,NR,"Main Endings A, B, C, D, E",11801657,Completed,First,"May 20, 2020",,40h,,,,,
1729,38029,h4lc0n,PC,40h,NR,,5033229,Completed,First,"November 18, 2017",,40h,,,,,
1730,38029,heavydrop,PC,40h,NR,,6136340,Completed,First,September 2017,,40h,,,,,
1731,38029,heipo,PlayStation 4,40h,NR,,4218995,Completed,First,"March 21, 2017",,40h,,,,,
1732,38029,iamsirjoshua,PlayStation 4,40h,NR,,6509647,Completed,First,"July 01, 2018",,40h,,,,,
1733,38029,irishww,PC,40h,100%,,5445162,Completed,First,"December 09, 2017",,40h,,,,,
1734,38029,Private,PC,40h,100%,,5967571,Completed,First,"March 11, 2018",30h,40h,,50h,,,
1735,38029,lerizer,PC,40h,100%,,8020825,Completed,First,"January 11, 2019",,40h,,,,,
1736,38029,music10ver6,PC,40h,NR,Ending [C - E],7280183,Completed,First,"November 30, 2018",21h 30m,40h,,55h,,,
1737,38029,Private,PC,40h,NR,"ABCDE, lvl 59, 54/60 side quests",3916061,Completed,First,"December 10, 2017",,40h,,,,,
1738,38029,Private,PlayStation 4,40h,90%,Still have to finish remaining quests.,10199411,Playing Completed,First,"January 16, 2019",,40h,,,,,
1739,38029,poncorke,PC,40h,NR,,11061204,Completed,First,"February 26, 2020",,40h,,,,,
1740,38029,ryo986,PlayStation 4,40h,90%,,8262979,Completed,First,"January 23, 2019",25h,40h,,65h,,,
1741,38029,sirkitboard,PC,40h,NR,,6042218,Completed,First,"June 26, 2018",30h,40h,,,,,
1742,38029,sirtetris,PlayStation 4,40h,NR,The full story (i.e. endings A-E) and whatever sidequests felt worth it,4911713,Completed,First,"August 15, 2017",,40h,,,,,
1743,38029,thethor1231,PC,40h,90%,,7583762,Completed,First,"October 15, 2018",,40h,,,,,
1744,38029,Miyavizm,PC,40h 02m,NR,A B C D E G Endings,11755030,Completed,First,"May 16, 2020",,40h 02m 59s,,,,,
1745,38029,,PlayStation 4,40h 12m,NR,,6547010,Completed,First,,,40h 12m,,,,,
1746,38029,JoeMolotov,PlayStation 4,40h 15m,NR,Routes A-E cleared.,4207859,Completed,First,"March 19, 2017",,40h 15m,,,,,
1747,38029,MaxFalco,PlayStation 4,40h 20m,100%,Endings ABCDE + Some Extra Bonus endings + Some optional quests,8094871,Completed,First,"January 21, 2019",,40h 20m,,,,,
1748,38029,SolidLion22,PlayStation 4,40h 20m,NR,"Full storyline which includes path A, B and C/D and many but mnow all sidequests",4180230,Completed,First,"June 11, 2017",,40h 20m,,,,,
1749,38029,UsedNapkin,PlayStation 4,40h 20m,NR,,6463803,Completed,First,"July 06, 2019",,40h 20m,,,,,
1750,38029,Astra_moon,PC,40h 23m,NR,,9200151,Completed,First,"July 21, 2019",,40h 23m,,,,,
