,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Co-Op,Speedrun,Main+Extras,Completionist,Vs.,Personal Notes,Progress,Retired Notes
495,9705,Gunpower,PC,204h,100%,,191910,Completed,First,,"December 19, 2011",,,,204h,,,,
496,9705,bunnies1230,PC,207h,NR,,8703707,Completed,First,,,,,,207h,,,,
497,9705,Teroopa,PC,208h 21m,100%,,170217,Completed,First,,"May 03, 2012",,,,208h 21m 31s,,,,
498,9705,mytler,PC,211h,NR,,6558241,Completed,Replay,,"May 18, 2015",,,,211h,,,,
499,9705,,Xbox One,212h,NR,,6363246,Completed,Replay,85h,,,,,212h,,,,
500,9705,Thombus88,PC,214h,NR,,9649028,Completed,First,,,,,,214h,,,,
501,9705,Viroxx,PC,218h,NR,88/88 achievs,7459443,Completed,First,,"November 16, 2018",,,,218h,,,,
502,9705,Private,Nintendo 3DS,220h 17m,90%,Extras subject to RNG. Time includes overall playthrough of one character collecting eveything and slaying all bosses pr,6510472,Backlog Completed,First,110h 15m,,,,150h 27m 15s,220h 17m 05s,,"This was done with one character and one world. All items where collected and are subject to RNG. All bosses in the 3DS version where slain. This was done on a Launch Edition Nintendo 3DS, meaning a normal world was used.",220h 17m 05s /,
503,9705,joehaylett,PC,224h 18m,100%,,195261,Completed,First,,"April 24, 2012",,,,224h 18m,,,,
504,9705,CabooseBE,PC,225h,NR,,3747396,Completed,First,,"July 24, 2017",,,,225h,,,,
505,9705,Nuhm,PC,225h,80%,,8073114,Completed,First,119h,"May 20, 2017",225h,,,225h,,,,
506,9705,Kimchi,PC,239h 56m,100%,100% Steam Achievements,5825396,Completed,First,,"February 12, 2018",,,,239h 56m,,,,
507,9705,,PC,250h,NR,,2594929,Completed,First,,,,,,250h,,,,
508,9705,,PC,250h,NR,,9382118,Completed,Replay,115h,,,,140h,250h,,,,
509,9705,Korostast,PC,250h,100%,,10654119,Completed,First,45h,,,,70h,250h,,,,
510,9705,,PC,250h 05m,NR,,10481313,Completed,Replay,100h 05m 38s,,,,150h 54m 06s,250h 05m 45s,,,,
511,9705,BahamutVoid,PC,253h 12m,90%,,1288423,Completed,First,,"October 18, 2015",,,,253h 12m,,,,
512,9705,Valefar,PC,260h,NR,,4108818,Completed,Replay,,,,,,260h,,,,
513,9705,akkiv,PC,268h,NR,,1127827,Completed,First,,,,,,268h,,,,
514,9705,,PC,269h,NR,,6491919,Completed,Replay,,,,,,269h,,,,
515,9705,,Mac,275h,NR,,3683209,Completed,Replay,,,,,,275h,,,,
516,9705,chaiinchomp,PC,275h,100%,,4345548,Completed,First,,,,,,275h,,,,
517,9705,JoshIsPoop,PC,276h,100%,,5411385,Completed,First,94h,"June 13, 2016",56h,,123h,276h,,,,
518,9705,jmonkey106,PC,282h 21m,80%,A fun little casual game.,7225632,Completed,First,,"October 11, 2018",,,,282h 21m 24s,,,,
519,9705,IamRedBlue,PC,290h,100%,,4807007,Completed,First,41h,2014,,,90h,290h,,,,
520,9705,,PC,300h,NR,100% Achievements,5669558,Completed,Replay,,,,,,300h,,,,
521,9705,Private,PC,300h,70%,,4751133,Completed,Replay,,"August 24, 2015",28h,,,300h,,,,
522,9705,NoahThaBoah,PC,300h,100%,,7737796,Replay Completed,Replay,40h,"December 14, 2014",,,80h,300h,,,400h /,
523,9705,UnchainedSoul3,PC,322h,NR,,3835096,Completed,Replay,,,,,,322h,,,,
524,9705,Mallekthell,PC,323h,NR,,9692007,Completed,First,,"September 21, 2019",,,,323h,,,,
525,9705,thesimpson,,334h 23m,NR,,157608,Completed,First,,"January 23, 2012",,,,334h 23m 05s,,,,
526,9705,Private,PC,338h,90%,,1043490,Completed,First,,"July 11, 2016",,,,338h,,,,
527,9705,defendediowa31,PC,349h 29m,NR,"All achievement, relaxed.",11194148,Completed,First,,,,,,349h 29m 15s,,,,
528,9705,Darkning,PC,353h,NR,,2255193,Completed,First,,"August 18, 2019",,,,353h,,,,
529,9705,,PC,356h,NR,,599318,Completed,First,120h,,,,180h,356h,,,,
530,9705,Rabellu,PC,368h,80%,,1111348,Completed,First,,"January 09, 2015",,,,368h,,,,
531,9705,yrors,PC,369h 25m,90%,,2476613,Completed,First,,,,,,369h 25m,,,,
532,9705,,PC,375h,NR,"Game completed, all items obtained, all bosses defeated and all areas cleared (in multiple playthroughs on 1.3.3)",3508425,Completed,First,,,,,,375h,,,,
533,9705,JoshieYoshie,PC,394h,70%,,9200061,Completed,First,,"July 22, 2019",,,,394h,,,,
534,9705,,PC,400h,NR,,6945666,Completed,First,,,,,120h,400h,,,,
535,9705,Lucidem,PC,453h,60%,,8324073,Completed,Replay,,,15h,,,453h,2h,,,
536,9705,boo99570,PC,485h,NR,,160051,Completed,First,,2011,,,,485h,,"Previously, before 1.1, the game, to get everything took around 100 hours. It's 1.1.2, I've played 485 hours, and I'm at the second tier of the new ores. :P",,
537,9705,,PC,500h,NR,,6293837,Completed,Replay,75h,,,,100h,500h,,,,
538,9705,Yappo,PC,500h,100%,"Screw Fishing, I'd rather play mods",10950441,Completed,First,,"February 07, 2020",,,,500h,,,,
539,9705,AllTheGore,PC,556h,NR,,8316449,Completed,Replay,,"February 20, 2019",,,,556h,,,,
540,9705,SirCeph,PC,561h,NR,"Played through twice, and spent lots of time farming events with friends.",4108750,Completed,Replay,,,,,,561h,,,,
541,9705,,PC,729h,NR,,9183667,Completed,First,,,,,,729h,,,,
542,9705,,PC,907h,NR,,11592502,Completed,First,,,,,,907h,,,,
543,9705,Umbabumba,PC,992h,NR,,8723338,Completed,Replay,,"December 15, 2018",,,,992h,,,,
544,9705,,Nintendo Switch,3h 43m 05s,NR,,11746938,Completed,First,,,,3h 43m 05s,,,,,,
545,9705,,Nintendo Switch,5h 34m 12s,NR,,11956834,Completed,Replay,10h 04m 32s,,,5h 34m 12s,,,,,,
546,9705,adamdotpng,PC,5h 51m 28s,100%,Solo to Wall of Flesh,3905457,Completed Retired,Replay,,"July 08, 2015",,5h 51m 28s,42h 45m 59s,,,,,
547,9705,Hazel,PC,3h,NR,,8767422,Completed Retired,First,,,3h,,,,,,,
548,9705,eruukat,PC,12h,NR,"ive never fully completed a playthrough, but ive probably played for 100 hrs total",10880332,Completed,First,,2015,12h,,100h,,,,,
549,9705,whyrecon,PC,12h,NR,,5030064,Completed,First,,,12h,,,,,,,
550,9705,XxobbsxX,PC,13h,80%,,11009293,Replay Completed,Replay,20h,,13h,,30h,50h,,,227h /,
551,9705,Lucidem,PC,15h,60%,,8324073,Completed,Replay,,,15h,,,453h,2h,,,
552,9705,Strazdas,PC,15h,80%,,3071623,Completed Retired,First,,"September 09, 2015",15h,,90h,,,,,
553,9705,,PlayStation 4,17h,NR,,11327420,Completed,First,80h 21m 52s,,17h 10m 25s,,100h 05m 23s,,,,,
554,9705,Jack2321,PC,20h,100%,Fishing is just ahh i can't even say,11598470,Replay Completed,Replay,,"September 25, 2019",20h,,,120h,,,,
555,9705,Rubensinho,PC,20h,70%,,11486090,Completed Retired,First,,"January 08, 2019",20h,,,,,,,Quizás lo vuelva a jugar
556,9705,Private,PC,21h,NR,,641051,Backlog Completed,First,34h,"August 12, 2013",21h,,,,,,87h /,
557,9705,denisvojcak,PC,23h,90%,,11322532,Completed,First,,"August 02, 2019",23h 44m 12s,,35h 42m 34s,,,,,
558,9705,,PC,24h,NR,,9220151,Completed,First,69h 23m 59s,,24h 06m 55s,,,,,,,
559,9705,MadChefBanana,PC,25h,NR,,11459515,Playing Completed,Replay,,"April 19, 2020",25h,,,,,,,
560,9705,,PC,26h,NR,,9188021,Completed,First,80h 02m 31s,,26h 40m 23s,,,,,,,
561,9705,Private,PC,28h,70%,,4751133,Completed,Replay,,"August 24, 2015",28h,,,300h,,,,
562,9705,iksdistek,PC,30h,NR,,11042956,Completed,First,,2015,30h,,,,,Played the shit out of this with Dan. Had a lot of fun. :),,
563,9705,myhubris,PC,32h,NR,,11882058,Completed,Replay,,"May 25, 2020",32h,,,,,,,
564,9705,otakuPower,PC,32h,80%,,2397674,Completed,First,,,32h,,,,,,,
565,9705,SomethingSpicy4,PC,33h,NR,,11952318,Completed,Replay,,"June 10, 2020",33h 02m,,,,,Played with 3 friends in 1.4,,
566,9705,DopeonaRope,PC,35h,NR,,502976,Playing Completed,First,,,35h,,75h 42m,,,,135h 15m /,
567,9705,Private,PC,35h,NR,,733430,Backlog Completed,Replay,,,35h,,,130h,3h,,168h /,
568,9705,Huenvyy,PC,40h,NR,,11848884,Completed,First,50h 14m 53s,"May 11, 2020",40h 12m 44s,,84h 44m 21s,,,,,
569,9705,Jeen0808,PC,40h,NR,,11899424,Completed,First,,"June 01, 2020",40h 26m 44s,,,,,,,
570,9705,Fataru,PC,41h,100%,,10654277,Completed,First,55h,July 2018,41h,,,,,,,
571,9705,Private,PC,42h,100%,,9262990,Custom List Completed,First,42h,December 2012,42h,,,,,Original 1.1 Playthrough Coop,42h /,
572,9705,Private,PC,42h,90%,All events completed.,11997935,Completed,Replay,,"June 10, 2020",42h 05m 38s,,42h 05m 38s,,,"Journey, Master, seed 3.4.2.05162020 (Drunk World), godmode disabled & spawn rate never adjusted. Played entirely in 2P co-op.",,
573,9705,Dauk,PC,43h,70%,,7394427,Completed,First,,,43h,,,,,,,
574,9705,Realtione,PC,43h,90%,,5026844,Completed,First,,2015,43h,,,,,,,
575,9705,Kaivoks,PC,44h,NR,,2034846,Completed,First,,"December 06, 2011",44h,,,,,,,
576,9705,cmiiller,PC,44h,NR,,9161247,Completed Retired,First,40h,,44h,,,,,,,
577,9705,nship,PC,46h,100%,,11910522,Completed,First,,"June 05, 2020",45h 55m,,,,,,,
578,9705,Private,PC,49h,80%,,661831,Completed,Replay,33h,2012,49h,,,,,,,
579,9705,nixx,PC,49h,NR,,2152328,Completed,First,,"July 10, 2015",49h,,49h,,,,,
580,9705,Angela812PL,PC,50h,NR,,11296787,Completed,First,50h,"March 30, 2020",50h,,,,,,,
581,9705,,Xbox One,51h,NR,Most extras were done either before ml or after with summons.,11836108,Completed,Replay,52h,,51h,,68h 13m 48s,,,,,
582,9705,Tomadz,PC,53h,NR,,2444338,Completed,First,,,53h,,,,,,,
583,9705,YoungDX,PC,55h,80%,,5190271,Completed,First,,"November 11, 2016",55h,,,,,,,
584,9705,JoshIsPoop,PC,56h,100%,,5411385,Completed,First,94h,"June 13, 2016",56h,,123h,276h,,,,
585,9705,WhiteyWind,PC,56h,70%,,11814324,Completed,Replay,56h 30m,"May 27, 2020",56h 30m,,,,,,,
586,9705,lawcash,PC,56h,90%,,8935844,Completed,First,,"June 23, 2019",56h 36m,,,,,,,
587,9705,,PC,57h,NR,,2618328,Completed,First,68h,,57h,,103h,145h,,,,
588,9705,wilsonfmn,PC,57h,100%,,494056,Completed,First,,"November 25, 2013",57h,,,,,,,
589,9705,,PC,60h,NR,,2502536,Completed,First,,,60h,,,80h,,,,
590,9705,,PC,60h,NR,,11841155,Completed,Replay,,,60h,,55h,,,,,
591,9705,Private,PC,60h,NR,,569100,Custom List Completed,First,44h,"December 21, 2013",60h,,,,,,,
592,9705,max3296,PC,60h,NR,,8247325,Playing Completed,First,,"February 11, 2019",60h,,,100h,,,128h /,
593,9705,VoidSixx,PC,62h,100%,,11914603,Completed,First,,"June 05, 2020",62h 05s,,,,,"Co-op with one friend. Not actually my first playthrough, but first time completing.",,
594,9705,Reafexus,PC,64h,100%,,11829480,Completed,Replay,,"May 24, 2020",64h,,,,,Started in expert. Switched to Normal after hard mode started.,,
595,9705,InfraredKommando,Linux,64h,100%,,4809654,Completed,Replay,,"July 23, 2017",64h 37m 36s,,,,,Four player co-op. Large world on expert difficulty. All four characters were mediumcore. Played on version 1.3.5.3.,,
596,9705,Private,PC,65h,NR,,10705557,Completed,First,,"December 30, 2019",65h,,,,,,,
597,9705,Marver,PC,65h,90%,,1452189,Completed,First,,"February 28, 2016",65h,,,,,,,
598,9705,Private,PC,65h,100%,,11941380,Custom List Completed,Replay,65h,2013,65h,,,,,1.2 Playthrough Coop,107h /,
599,9705,evergreenarbor,PC,67h,100%,,9566887,Completed,First,,"August 15, 2015",67h,,200h,,,,,
600,9705,szczqcz,PC,67h,NR,,568907,Completed,First,40h,"January 12, 2014",67h,,,,,,,
601,9705,Namaku64,PC,68h,NR,,11250932,Completed,First,,"April 18, 2019",68h 21m,,68h 21m,,,,,
602,9705,,PC,68h,NR,,10252509,Completed,First,55h 21m,,68h 42m,,,,,,,
603,9705,Precise_Edge,PC,70h,NR,,11834305,Completed,First,,"May 25, 2020",70h,,,,,,,
604,9705,gutbrot,PC,73h,NR,,10672722,Completed,First,,"December 28, 2019",73h,,,,,,,
605,9705,Private,PC,74h,NR,,1251308,Completed,First,,"April 14, 2015",74h,,74h,,,,,
606,9705,DemonKysho,PC,80h,90%,,681196,Completed,First,5h,"December 19, 2013",80h,,,,,,,
607,9705,YungSparty,PC,86h,NR,,11313417,Completed,Replay,,"December 15, 2019",86h 42m,,,101h 26m,,,,
608,9705,Fakje,PC,88h,90%,,11442383,Completed,First,,"April 20, 2020",88h,,81h,,,,,
609,9705,Private,PC,89h,100%,,11941382,Custom List Completed,Replay,,"June 14, 2020",89h,,89h,,,1.4 Playthrough Coop,196h /,
610,9705,Private,PC,95h,90%,,11395907,Completed,First,,,95h,,95h,,,,,
611,9705,Frakin,PC,98h,80%,,611061,Replay Completed,First,90h,"September 18, 2013",98h,,,,,,98h /,
612,9705,Captrico,PlayStation 4,100h,100%,,6963729,Completed,First,,,100h,,,177h,,,,
613,9705,Exeloxs666,PC,100h,NR,,8818678,Completed,First,,,100h,,,,,,,
614,9705,Voxelse,PC,100h,NR,,5273087,Completed,Replay,,,100h,,,,,,,
615,9705,LaughingBeast,PC,105h,NR,,3432360,Completed,First,,,104h 57m,,,,,,,
616,9705,Archanoth,PC,110h,90%,,11981956,Completed,Replay,,"June 11, 2020",110h,,,,,,,
617,9705,Tyril132,PC,112h,80%,,482163,Completed,Replay,16h,,112h,,20h,30h,,,,
618,9705,DangerousBoo,PC,120h,NR,,11786712,Completed,First,,"May 19, 2020",120h,,,,,,,
619,9705,MrStakan,PC,129h,NR,,4785883,Completed,First,91h,"July 17, 2017",129h,,,,,,,
620,9705,Private,PC,135h,100%,,6664481,Completed,First,,,135h 21m,,,,,,,
621,9705,Wrathzog,PC,138h,90%,,3812547,Completed,Replay,,"July 26, 2015",138h,,55h,,,,,
622,9705,Dokara,PC,141h,NR,,9044808,Completed,First,,"September 20, 2015",141h 16m,,,,,,,
623,9705,skeletongaming,PC,143h,NR,,11533293,Completed,Replay,,"May 03, 2020",142h 45m 56s,,,,,Calamity Mod - Revengence Difficulty. Supreme Calamitas Defeated + Every boss & Event. Incl Boss Rush,,
624,9705,simasx1111,PC,143h,NR,,2318337,Completed,Replay,,"October 17, 2015",143h 17m,,,,,,,
625,9705,cidtaru,PC,149h,NR,,3862999,Completed,First,,,149h 25m,,,,,,,
626,9705,ScroogeMcDuck,PC,150h,NR,,5167036,Playing Completed,Replay,35h 45m 11s,"October 12, 2015",150h,,40h,130h,,,422h /,
627,9705,Private,PC,150h,100%,,10874599,Completed,First,,"July 24, 2017",150h,,65h,,,,,
628,9705,TheDeadQuacker,PC,150h,90%,"Killed all bosses and did everything possible, also 100% achievements",6587515,Completed,First,,"January 05, 2018",150h 21m 12s,,,150h 21m 12s,,,,
629,9705,,PC,151h,NR,,11923595,Completed,Replay,51h 10m 26s,,151h 40m 33s,,,,,,,
630,9705,Misio72,PC,152h,100%,,11787833,Completed,First,,"July 29, 2015",152h,,,,,,,
631,9705,RoguePhos,PC,207h,100%,,9321597,Completed,First,,,206h 55m,,,,,,,
632,9705,domanskyi,PC,210h,90%,,7941504,Completed,First,,"January 04, 2019",210h,,,,,,,
633,9705,andre1093,PC,220h,NR,,8275697,Playing Completed,First,,"February 16, 2019",220h,,,,,,235h /,
634,9705,spectation,PC,224h,100%,,435345,Playing Replay Completed,Replay,12h,"October 05, 2013",224h,,20h,,224h,"Fun multiplayer game, you can't stop finding things to use.",,
635,9705,Nuhm,PC,225h,80%,,8073114,Completed,First,119h,"May 20, 2017",225h,,,225h,,,,
636,9705,Private,PC,227h,90%,First version of game,6105003,Replay Completed,First,,"April 10, 2018",227h,,,,,,,
637,9705,Wyvernzero,PC,255h,NR,,11215416,Completed,First,,,255h,,,,,,,
638,9705,Tymec,PC,304h,70%,,8119461,Completed,Replay,,,304h,,,,,,,
639,9705,Blubbpaule,PC,808h,100%,,11729785,Completed,First,40h,,808h,,,,,,,
640,9705,Lucidem,PC,2h,60%,,8324073,Completed,Replay,,,15h,,,453h,2h,,,
641,9705,Private,PC,3h,NR,,733430,Backlog Completed,Replay,,,35h,,,130h,3h,,168h /,
642,9705,spectation,PC,224h,100%,,435345,Playing Replay Completed,Replay,12h,"October 05, 2013",224h,,20h,,224h,"Fun multiplayer game, you can't stop finding things to use.",,
