,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,100% Speedrun,Speedrun,Personal Notes,Co-Op,Vs.,Progress
450,7720,FunnyFael,Xbox 360,15h 45m,NR,,7720835,Completed,Replay,15h 45m 56s,"November 19, 2018",,,,,,,,
451,7720,z13dr1ch,PlayStation 3,15h 48m,90%,,464987,Completed,First,15h 48m,"November 01, 2016",,,,,,,,
452,7720,Private,Xbox One,15h 49m,70%,,3416295,Completed,First,15h 49m 44s,"June 03, 2017",,,,,,,,
453,7720,HesitantHegemon,PlayStation 4,15h 50m,70%,,10771544,Completed,First,15h 50m,"March 02, 2020",,,,,,,,
454,7720,,PlayStation 4,15h 50m,NR,,8098623,Completed,First,15h 50m 45s,,,,,,,,,
455,7720,Helifino,PC,15h 51m,NR,,8761498,Completed,First,15h 51m 34s,"May 12, 2019",,,,,,,,
456,7720,,PlayStation 3,15h 51m,NR,,6074855,Completed,First,15h 51m 45s,,,,,,,,,
457,7720,Private,PlayStation 2,15h 53m,90%,,1351757,Replay Completed,Replay,15h 53m 12s,"May 20, 2015",,,,,,,,
458,7720,marcelo,PC,15h 55m,90%,,3773636,Completed,Replay,15h 55m 30s,"December 18, 2016",,,,,,,,
459,7720,Franta95,PlayStation 4,15h 59m,80%,,8241338,Completed,First,15h 59m,"February 11, 2019",,,,,,,,
460,7720,Soulslayer434,PlayStation 4,15h 59m,70%,,9199812,Completed,First,15h 59m 20s,"July 22, 2019",,,,,,,,
461,7720,,PC,16h,NR,,3391833,Completed,First,16h,,,40h,,,,,,
462,7720,,PC,16h,NR,,3400714,Completed,Replay,16h,,,,,,,,,
463,7720,,PC,16h,NR,,8407826,Completed,First,16h,,,,,,,,,
464,7720,,PC,16h,NR,,8775675,Completed,First,16h,,,,,,,,,
465,7720,3pacalypse,PC,16h,NR,,256854,Completed,First,16h,,,,,,,,,
466,7720,500kevc,PC,16h,100%,,8034075,Custom List 3 Completed,First,16h,"October 08, 2018",,,,,,,,
467,7720,Alex5101,Nintendo GameCube,16h,NR,,6685505,Completed,First,16h,,,,,,,,,
468,7720,BaconTaco,PC,16h,90%,,3187769,Completed,First,16h,"July 09, 2016",22h,,,,,,,
469,7720,Private,PC,16h,100%,,11677981,Replay Completed,Replay,16h,"May 09, 2020",20h,40h,,,,,,12h /
470,7720,Daniel_Maniel,PC,16h,70%,,4723660,Completed,Replay,16h,"July 07, 2016",,,,,,,,
471,7720,DilPez19,PlayStation 2,16h,100%,,10168179,Completed,First,16h,2008,,,,,,,,
472,7720,DilPez19,Wii,16h,100%,,10169083,Completed,Replay,16h,2009,,,,,,,,
473,7720,DiogoCe,PlayStation 2,16h,100%,,11178756,Completed,First,16h,"March 18, 2020",19h,30h,,,,,,
474,7720,Private,PC,16h,80%,,938456,Completed Retired,First,16h,,,,,,,,,
475,7720,DualFist_McCrisp,PlayStation 2,16h,NR,,5902201,Completed,First,16h,,,,,,,,,
476,7720,Eckolite,Xbox One,16h,80%,,11941698,Completed,First,16h,"January 30, 2020",,,,,,,,
477,7720,Fuhyo,PlayStation 2,16h,NR,,9003136,Completed,First,16h,"June 20, 2019",,,,,,,,
478,7720,Grayfox001,PlayStation 4,16h,NR,,6130460,Completed,First,16h,"October 17, 2016",,,,,,,,
479,7720,Hentai_Goddess,PlayStation 3,16h,80%,,5534289,Completed,First,16h,,,,,,,,,
480,7720,Jelikey,PC,16h,100%,,1796848,Completed,First,16h,"June 03, 2014",,,,,,,,
481,7720,KINGXKUMA,PlayStation 4,16h,90%,,6208327,Completed,First,16h,"January 08, 2018",,,,,,,,
482,7720,KamikotoGasai,PC,16h,100%,,3514905,Completed,First,16h,"October 12, 2016",,,,,,,,
483,7720,Private,PC,16h,NR,,8287579,Completed,Replay,16h,"February 17, 2019",,,,,,,,
484,7720,Klash1n,PC,16h,NR,,11024710,Completed,First,16h,"February 20, 2020",,,,,,,,
485,7720,Kratos_TH_0103,PlayStation 2,16h,NR,,10522931,Completed,First,16h,"July 13, 2006",,,,,,,,
486,7720,Llobster12,Nintendo GameCube,16h,NR,,5348356,Completed,First,16h,,,,,,,,,
487,7720,LookinLikeMagic,PlayStation 2,16h,NR,,1205391,Completed,First,16h,,,,,,,,,
488,7720,Maverickx,Nintendo GameCube,16h,100%,,70259,Completed,First,16h,,,,,,,,,
489,7720,McCarthy1992,PC,16h,NR,,2007413,Completed,First,16h,"October 26, 2015",,,,,,,,
490,7720,Myshkin,PlayStation 2,16h,NR,,241229,Completed,First,16h,,,,,,,,,
491,7720,NAMAJEFF,PlayStation 4,16h,80%,,9468779,Completed,First,16h,"August 28, 2019",18h,,,,,,,
492,7720,NAMAJEFF,PlayStation 4,16h,80%,,9525233,Completed,First,16h,"August 28, 2019",18h,,,,,,,
493,7720,NemesisX,PlayStation 2,16h,NR,,3716062,Completed,First,16h,,,,,,,,,
494,7720,Politishin,PC,16h,70%,,6438353,Completed,First,16h,"June 19, 2018",,,,,,,,
495,7720,Pottsy69,PlayStation 2,16h,100%,,19258,Completed,First,16h,,,,,,,,,
496,7720,PunkRockCarl,PlayStation 2,16h,100%,,9435448,Completed,First,16h,2006,,,,,,,,
497,7720,RAVEN_OF_WAR,PC,16h,NR,,6181001,Completed,First,16h,2011,,,,,,,,
498,7720,RGuilhermeAP,PC,16h,90%,,10239961,Completed,First,16h,,,,,,,,,
499,7720,Riz_,PC,16h,NR,,11990812,Completed,First,16h,"June 14, 2017",,,,,,,,
500,7720,SleepyBrown316,PlayStation 4,16h,100%,,11388757,Completed,First,16h,"January 02, 2017",20h 47m,,,,,,,
501,7720,Squin,Nintendo GameCube,16h,80%,,25764,Completed,First,16h,,,,,,,,,
502,7720,VeryFriendly,Nintendo GameCube,16h,NR,,210360,Completed,First,16h,2005,,,,,,,,
503,7720,Viboras,Nintendo GameCube,16h,100%,,5535535,Custom List Completed,First,16h,2005,20h,27h,,,,,,150h /
504,7720,aaronwotuk,PC,16h,NR,,4351023,Completed,First,16h,,,,,,,,,
505,7720,bariktanmoy98,PC,16h,NR,,10265740,Completed,First,16h,"October 18, 2019",,,,,,,,
506,7720,cottboi,PC,16h,90%,,5031680,Completed,First,16h,,,,,,,,,
507,7720,crono3,PC,16h,NR,,5057359,Completed,First,16h,"September 16, 2017",,,,,,,,
508,7720,Private,PlayStation 2,16h,100%,,3965901,Completed,First,16h,2006,,,,,,,,
509,7720,demonofnight,PlayStation 2,16h,NR,,3896812,Completed,First,16h,,,,,,,,,
510,7720,dickieiain,PlayStation 2,16h,100%,,26318,Completed,First,16h,,,,,,,,,
511,7720,dupuikan,PlayStation 2,16h,90%,,89448,Completed,First,16h,"May 06, 2012",,,,,,,,
512,7720,ei02028,PlayStation 2,16h,90%,,4801818,Completed,First,16h,,,,,,,,,
513,7720,falcon92,PC,16h,100%,,4973128,Completed,First,16h,,,,,,,,,
514,7720,fredthebelgian,Wii,16h,100%,,606923,Completed,First,16h,"January 31, 2010",,,,,,,,
515,7720,grand0019,Wii,16h,NR,,82193,Completed,First,16h,,,,,,,,,
516,7720,gui_dsa,PlayStation 2,16h,NR,,3581909,Completed,First,16h,"November 03, 2016",,,,,,,,
517,7720,jbroccolo,Wii,16h,NR,,3539956,Completed,First,16h,"October 21, 2016",,,,,,,,
518,7720,johnburo,PC,16h,90%,,10296836,Completed,First,16h,"October 24, 2019",,,,,,,,
519,7720,kerlon,PC,16h,NR,,11802996,Completed,First,16h,,,,,,,,,
520,7720,letstalkaboutdune,PlayStation 2,16h,100%,,7149532,Completed,First,16h,"November 25, 2005",,,,,,,,
521,7720,lifad111,PC,16h,NR,,6610414,Completed,First,16h,"July 18, 2010",,,,,,,,
522,7720,mrwarcriminal,PlayStation 3,16h,NR,,310409,Completed,First,16h,"March 03, 2013",17h,18h,,,,,,
523,7720,neokurogachii,PlayStation 2,16h,100%,,11949013,Completed,First,16h,,,,,,,,,
524,7720,okamioji2,PC,16h,NR,,9473835,Replay Completed,Replay,16h,"January 07, 2020",,,,,,,,
525,7720,sinjuh,Wii,16h,100%,,384715,Completed,First,16h,"August 21, 2013",,,,,,,,
526,7720,x1ph0z,PC,16h,NR,,3545392,Completed,First,16h,"October 24, 2016",,,,,,,,
527,7720,xmattpr,PlayStation 4,16h,60%,,5547522,Completed,First,16h,"August 23, 2017",,,,,,,,
528,7720,Private,PC,16h,NR,,11421504,Completed,First,16h,"April 25, 2020",,,,,,,,
529,7720,DigitalDemonMaster,PlayStation 3,16h,90%,,1018885,Completed,First,16h 21s,,,,,,,,,
530,7720,,Xbox One,16h,NR,,10805185,Completed,First,16h 36s,,,,,,,,,
531,7720,BreakoutAR,PC,16h 01m,70%,,11957247,Completed,First,16h 01m,"July 11, 2019",,,,,,,,
532,7720,raydanmarz,Xbox 360,16h 01m,NR,,444631,Completed,First,16h 01m 19s,"October 14, 2013",,,,,,,,
533,7720,xbeyondthegrave,PlayStation 4,16h 02m,NR,,4317227,Completed,First,16h 02m,"April 16, 2017",,,,,,,,
534,7720,bmind,PlayStation 4,16h 03m,100%,,9501960,Completed,First,16h 03m,"September 01, 2019",,,,,,,,
535,7720,prothis,PC,16h 03m,NR,,2473515,Backlog Replay Completed,Replay,16h 03m 07s,"January 28, 2016",,,,,,,,
536,7720,DIXIEKNORMOUS,Nintendo GameCube,16h 04m,100%,,11660971,Completed,First,16h 04m,"May 05, 2020",,,,,,,,
537,7720,thomaz1994,PlayStation 2,16h 04m,80%,,4397263,Completed,First,16h 04m,,,,,,,,,
538,7720,Private,Xbox 360,16h 04m,90%,,997004,Completed,First,16h 04m 01s,"January 22, 2015",,,,,,,,
539,7720,JTAnumber1,PlayStation 4,16h 04m,100%,62 percent hit ratio.849 enemies killed and i died...69 times,11441422,Completed,First,16h 04m 14s,"April 14, 2020",,,,,,,,
540,7720,Sheissolovely,PC,16h 05m,NR,,7455825,Completed,First,16h 05m,"November 16, 2018",,,,,,,,
541,7720,McGill93,PlayStation 2,16h 05m,80%,,100704,Completed,First,16h 05m 29s,"September 29, 2012",,,,,,,,
542,7720,NINJAX2X,PlayStation 4,16h 06m,NR,,8263285,Completed,Replay,16h 06m,"February 14, 2019",,,,,,,,
543,7720,Joe_Boy_1986,Xbox One,16h 07m,60%,,3782009,Completed,First,16h 07m 13s,"February 16, 2017",,,,,,,,
544,7720,SparkplugSJH,PC,16h 08m,NR,,8660721,Completed,Replay,16h 08m,"April 23, 2019",,,,,,,,
545,7720,KerfMerf,Wii,16h 10m,80%,,163139,Completed,First,16h 10m,,,,,,,,,
546,7720,Private,PC,16h 11m,90%,Normal difficulty almost every treasure,655512,Completed,Replay,16h 11m 39s,"March 05, 2014",,,,,,,,
547,7720,InfraredKommando,PlayStation 2,16h 11m,60%,,4453053,Completed,First,16h 11m 43s,"May 20, 2017",,,,,,,,
548,7720,mirallas14,PlayStation 2,16h 12m,80%,,151293,Completed,First,16h 12m 42s,"July 16, 2012",,,,,,,,
549,7720,crfleo,Wii,16h 14m,90%,,199183,Completed,First,16h 14m 43s,"January 28, 2013",,,,,,,,
550,7720,blackMamba1187,Nintendo Switch,16h 15m,100%,,8984295,Completed,Replay,16h 15m,"June 16, 2019",,,,,almost all handheld,,,
551,7720,nafers623,PC,16h 15m,NR,,4312319,Completed,First,16h 15m,"July 06, 2018",,,,,,,,
552,7720,,PC,16h 20m,NR,,4918492,Completed,First,16h 20m,,,,,,,,,
553,7720,jakeakatheone,PlayStation 4,16h 20m,NR,,5257187,Completed,Replay,16h 20m,"November 02, 2017",,,,,,,,
554,7720,troyt24,PlayStation 4,16h 20m,100%,,5470615,Completed,First,16h 20m 01s,"May 30, 2018",,,,,,,,
555,7720,vladkinoman,PC,16h 22m,90%,Playthrough on EASY + Separate Ways + Playthrough on Pro.,11026337,Completed,First,16h 22m 20s,"February 20, 2020",20h 10m 12s,32h 42m 27s,,,,,,
556,7720,eduardostella,PlayStation 2,16h 24m,100%,,9015276,Replay Completed,Replay,16h 24m 14s,"June 22, 2019",,,,,,,,
557,7720,Froggy_Chair,PC,16h 30m,80%,,10897470,Completed,First,16h 30m,"February 05, 2016",,,,,,,,
558,7720,Gamefreak4,Wii,16h 30m,100%,,862499,Completed,First,16h 30m,,,,,,,,,
559,7720,Ghasfarost,Nintendo GameCube,16h 30m,NR,,898917,Completed,First,16h 30m,,,,,,,,,
560,7720,Occopuyo,Wii,16h 30m,70%,,443785,Completed,First,16h 30m,,,,,,,,,
561,7720,Snailburt,PlayStation 2,16h 30m,NR,,907776,Custom List Completed,First,16h 30m,"August 23, 2014",,,,,,,,
562,7720,sunspear16,Xbox One,16h 30m,NR,,3781254,Completed,First,16h 30m,"May 13, 2018",,,,,,,,
563,7720,Private,PlayStation 4,16h 30m,100%,,11787170,Completed,First,16h 30m,"March 03, 2020",,,,,,,,
564,7720,zodiako,PlayStation 3,16h 30m,100%,,1847547,Completed,First,16h 30m,,19h 45m,30h 30m,,,,,,
565,7720,Private,PC,16h 32m,NR,,10394516,Completed,First,16h 32m,"March 16, 2018",,,,,,,,
566,7720,Blade0307,Xbox One,16h 32m,90%,,6733493,Completed,First,16h 32m 49s,"August 01, 2018",,,,,,,,
567,7720,new_gamer123,PC,16h 33m,100%,,463793,Completed,First,16h 33m 14s,"November 02, 2013",,,,,,,,
568,7720,,Nintendo GameCube,16h 34m,NR,,4126240,Completed,First,16h 34m,,,,,,,,,
569,7720,alevit,PlayStation 4,16h 35m,NR,,8125965,Completed,First,16h 35m,"March 29, 2019",,,,,,,,
570,7720,PhantasyStarX,PlayStation 2,16h 36m,90%,,351083,Completed,Replay,16h 36m 22s,,,,,,,,,
571,7720,,PlayStation 3,16h 38m,NR,,3403706,Completed,First,16h 38m 12s,,,,,,,,,
572,7720,silvio_giuliani,PlayStation 3,16h 39m,90%,,913435,Completed,Replay,16h 39m 29s,"September 17, 2014",,,,,,,,
573,7720,yeppppitsme,PC,16h 40m,NR,,5225603,Completed,First,16h 40m,"October 27, 2017",,,,,,,,
574,7720,,PlayStation 2,16h 41m,NR,awesome,3488225,Completed,First,16h 41m 38s,,,,,,,,,
575,7720,SeadyEvening,PlayStation 4,16h 42m,NR,,11857812,Completed,First,16h 42m,"May 29, 2020",,,,,,,,
576,7720,Metakirby22,Wii,16h 42m,NR,,6014605,Completed,First,16h 42m 11s,"April 03, 2018",,,,,,,,
577,7720,Rostropovich,PC,16h 43m,80%,,1158388,Completed,First,16h 43m 28s,"January 29, 2015",,,,,,,,
578,7720,TheBarbato,Wii,16h 45m,100%,,2182235,Completed,First,16h 45m 33s,"December 14, 2015",,,,,,,,
579,7720,willkillnsteal,PC,16h 45m,NR,,8222247,Completed,First,16h 45m 33s,"February 07, 2019",,,,,,,,
580,7720,Akkusativ,Nintendo Switch,16h 48m,100%,65% Aim Accuracy 932 Kills 39 Deaths,11891532,Completed,First,16h 48m 48s,"June 11, 2020",,,,,,,,
581,7720,TheFrozenXbox360,PlayStation 4,16h 50m,NR,,7567451,Completed,First,16h 50m,"October 28, 2018",,,,,,,,
582,7720,Private,PlayStation 2,16h 50m,90%,,11054678,Completed,First,16h 50m,"February 26, 2020",,,,,,,,
583,7720,nastynate3163,PlayStation 2,16h 50m,90%,"Normal mode, 17 death, 900+ kills. Didn't do the Merchant's shooting game.",65958,Completed,First,16h 50m 04s,"January 01, 2014",,,,,,,,
584,7720,makkam,PC,16h 51m,90%,10 years old and still is just a fun game. It obviously looks better but it just feels right on the pc.,664340,Completed,First,16h 51m 54s,"March 12, 2014",,,,,,,,
585,7720,,PC,16h 53m,NR,,290363,Completed,First,16h 53m 45s,,,,,,,,,
586,7720,,Xbox One,16h 55m,NR,,6741573,Completed,First,16h 55m 22s,,,,,,,,,
587,7720,Croner97,Wii,16h 56m,NR,,11518914,Completed,First,16h 56m,"April 11, 2020",,,,,,,,
588,7720,,PC,16h 59m,NR,"Great story line, easy controls, replayable",5672265,Completed,Replay,16h 59m 18s,,,,,,,,,
589,7720,,,17h,NR,,290348,Completed,First,17h,,,,,,,,,
590,7720,,Nintendo GameCube,17h,NR,,3820230,Completed,First,17h,,,,,,,,,
591,7720,,Wii,17h,NR,,5970836,Completed,First,17h,,23h,,,,,,,
592,7720,,PC,17h,NR,,11848272,Completed,First,17h,,,,,,,,,
593,7720,7stringking,PlayStation 2,17h,NR,,106567,Completed,First,17h,"May 17, 2013",,,,,,,,
594,7720,Anubis,PlayStation 3,17h,NR,,7519664,Completed,Replay,17h,,,,,,,,,
595,7720,Fivda,PlayStation 4,17h,NR,,4533625,Completed,First,17h,"September 03, 2018",,,,,,,,
596,7720,Gamerfresh4,Nintendo GameCube,17h,100%,,1046033,Completed,First,17h,"December 03, 2007",,,,,,,,
597,7720,Hinkelvinkel,Nintendo GameCube,17h,100%,,429421,Completed,First,17h,,,,,,,,,
598,7720,Private,Xbox 360,17h,NR,,1387334,Completed,First,17h,,20h,,,,,,,
599,7720,Khan,PC,17h,NR,,3101751,Completed,First,17h,,,,,,,,,
600,7720,Marcel2704,Nintendo Switch,17h,NR,,11118905,Completed,Replay,17h,"December 08, 2019",21h,,,,,,,
601,7720,NishikawaShinji,Emulated,17h,90%,,11891473,Completed,First,17h,"March 18, 2020",,,,,,,,
602,7720,Rumiko,Nintendo GameCube,17h,NR,,1237691,Completed,First,17h,"March 10, 2015",,,,,,,,
603,7720,SimonSaysNope,PlayStation 2,17h,NR,,3042836,Completed,First,17h,"June 02, 2016",,,,,,,,
604,7720,ThoRCX,PlayStation 3,17h,80%,,4015733,Completed,First,17h,"February 05, 2017",,,,,,,,
605,7720,Private,PlayStation 3,17h,NR,,503474,Completed,First,17h,"February 20, 2014",,,,,,,,
606,7720,blackMamba1187,Xbox One,17h,100%,,9305572,Replay Completed,Replay,17h,"August 04, 2019",,,,,xbox one x,,,
607,7720,blackop234,Wii,17h,90%,,1348299,Completed,First,17h,"September 17, 2012",,,,,,,,
608,7720,colonelchibbers,Wii,17h,90%,,1319128,Completed,First,17h,2013,,,,,,,,
609,7720,doodlittle,Nintendo GameCube,17h,90%,,351565,Completed,First,17h,"July 31, 2013",,,,,,,,
610,7720,fygar0,PC,17h,100%,,8046204,Completed,First,17h,2007,,,,,,,,
611,7720,joshboyle14,Xbox One,17h,NR,,8460266,Completed,First,17h,"March 13, 2019",,,,,,,,
612,7720,kakashinomi,PlayStation 2,17h,100%,,704501,Completed,First,17h,,,,,,,,,
613,7720,Private,PlayStation 2,17h,100%,,369299,Completed,First,17h,,,,,,,,,
614,7720,pasel,PlayStation 2,17h,90%,,111426,Completed,First,17h,,,,,,,,,
615,7720,peanutsondabeach,PC,17h,100%,,1592430,Completed,First,17h,"July 31, 2015",,,,,,,,
616,7720,tip,Nintendo GameCube,17h,100%,,10926810,Completed,First,17h,,,,,,,,,
617,7720,truewarhead,PC,17h,NR,,8143576,Completed,First,17h,"January 28, 2019",,,,,,,,
618,7720,valefordm,PC,17h,60%,,10832200,Completed,First,17h,,,,,,,,,
619,7720,winroque,PlayStation 2,17h,NR,,5484331,Completed,First,17h,,20h,30h,,,,,,
620,7720,zurc_amos,Nintendo GameCube,17h,NR,,217955,Completed,First,17h,"May 22, 2013",,,,,,,,
621,7720,FznRfq,PlayStation 2,17h 01m,NR,,1845321,Completed,First,17h 01m,"September 20, 2011",,,,,,,,
622,7720,jktomas,PC,17h 03m,NR,,985424,Completed,First,17h 03m 04s,"October 19, 2014",,,,,"I played only the main story, I haven't played Seperate Ways (ehich should take about 3 hours I think).",,,
623,7720,mauricioreynoso123,PlayStation 2,17h 06m,NR,,4204269,Replay Completed,Replay,17h 06m 27s,"May 09, 2017",,,,,,,,
624,7720,Skullzxvx,Emulated,17h 09m,80%,,8916041,Completed,First,17h 09m 23s,"June 08, 2019",,,,,,,,
625,7720,BobbyDigital,Xbox 360,17h 09m,NR,,1191973,Completed,First,17h 09m 50s,"February 13, 2015",,,,,,,,
626,7720,vashkey,Xbox 360,17h 10m,100%,,912374,Completed,First,17h 10m 36s,"August 26, 2014",,,,,,,,
627,7720,tiagoomd,PlayStation 4,17h 11m,100%,,4330938,Completed,First,17h 11m,"April 18, 2017",,,,,,,,
628,7720,Private,Nintendo Switch,17h 12m,90%,,9435044,Completed,First,17h 12m,"August 10, 2019",,,,,,,,
629,7720,Bradeck,PC,17h 14m,80%,+Separate Ways,898005,Completed,First,17h 14m 25s,"May 27, 2017",20h 34m 30s,,,,,,,
630,7720,talklittle,PC,17h 15m,NR,"main story and extra stories, except The Mercenaries",2679385,Completed,First,17h 15m,"March 02, 2016",21h 55m,,,,,,,
631,7720,AltairVargasJr,PlayStation 3,17h 16m,NR,,8990188,Completed,First,17h 16m 02s,"June 17, 2019",,,,,,,,
632,7720,Maddog,Nintendo GameCube,17h 16m,100%,,606811,Completed,First,17h 16m 04s,,,,,,,,,
633,7720,somegu,PlayStation 4,17h 16m,NR,,5244928,Completed,First,17h 16m 24s,,,,,,,,,
634,7720,brandoncoyle,Nintendo GameCube,17h 17m,NR,,1349840,Completed,First,17h 17m 07s,"June 25, 2015",,,,,,,,
635,7720,PumaZebrato,PlayStation 4,17h 20m,NR,,11768765,Completed,First,17h 20m,"May 17, 2020",,,,,,,,
636,7720,SuedeSwede,PlayStation 2,17h 20m,NR,,5752061,Completed,First,17h 20m,,,,,,,,,
637,7720,Propz,PlayStation 4,17h 20m,NR,,5640310,Playing Completed,First,17h 20m 39s,"January 05, 2018",22h 36m 15s,,,,,,,
638,7720,Namaku64,PC,17h 23m,NR,,11250972,Replay Completed,Replay,17h 23m,"November 05, 2016",,,,,,,,17h 23m /
639,7720,,Xbox 360,17h 24m,NR,,552950,Completed,Replay,17h 24m 52s,,,,,,,,,
640,7720,Furesis,PlayStation 3,17h 26m,90%,,671575,Completed,First,17h 26m 52s,"August 12, 2014",,,,,,,,
641,7720,Private,Nintendo GameCube,17h 28m,90%,,4305006,Completed,First,17h 28m,,20h 42m,27h 43m,,,,,,
642,7720,,PlayStation 3,17h 30m,NR,,645222,Completed,First,17h 30m,,,,,,,,,
643,7720,,PC,17h 30m,NR,,1005115,Completed,Replay,17h 30m,,,,,,,,,
644,7720,,PlayStation 2,17h 30m,NR,,2753269,Completed,First,17h 30m,,21h 17m,,,,,,,
645,7720,,PC,17h 30m,NR,,6370575,Completed,First,17h 30m,,,,,,,,,
646,7720,Keeper4560,PC,17h 30m,NR,,11533919,Completed,First,17h 30m,"April 22, 2020",,,,,,,,
647,7720,LORDECONSAGRADO,PlayStation 4,17h 30m,100%,,11548056,Completed,First,17h 30m,"April 24, 2020",,,,,,,,
648,7720,RDx_Zealot,Xbox 360,17h 30m,NR,,3882106,Replay Completed,Replay,17h 30m,"October 29, 2012",,,,,,,,
649,7720,jakeakatheone,Nintendo GameCube,17h 31m,NR,,5079746,Completed,First,17h 31m,"September 21, 2017",,,,,,,,
650,7720,,PlayStation 4,17h 32m,NR,,6880042,Completed,First,17h 32m,,,,,,,,,
651,7720,uzeyirkirbas,PlayStation 4,17h 32m,80%,,8569403,Completed,First,17h 32m 11s,"April 05, 2019",,,,,,,,
652,7720,ayoungone3,PlayStation 4,17h 32m,100%,,10969886,Completed,First,17h 32m 53s,"May 06, 2020",,,,,,,,
653,7720,,PlayStation 2,17h 33m,NR,,9329277,Completed,First,17h 33m 33s,,,,,,,,,
654,7720,davidstubbs,PlayStation 2,17h 35m,NR,,1028116,Completed,First,17h 35m,"April 22, 2011",,,,,,,,
655,7720,veikak,PlayStation 4,17h 35m,NR,,7962833,Completed,First,17h 35m,"January 06, 2019",,,,,,,,
656,7720,Private,PlayStation 3,17h 35m,90%,,9159451,Completed,First,17h 35m 08s,,,,,3h 11m 29s,,,,
657,7720,mrchristmass,PlayStation 3,17h 35m,NR,,10495345,Completed,First,17h 35m 23s,"November 26, 2019",,,,,,,,
658,7720,,PlayStation 3,17h 35m,NR,,2906693,Completed,Replay,17h 35m 59s,,,,,,,,,
659,7720,johnnyc14,PlayStation 4,17h 37m,NR,,3861964,Completed,First,17h 37m,"January 08, 2017",,,,,,,,
660,7720,Private,Xbox One,17h 38m,90%,,10899538,Completed,First,17h 38m,"December 18, 2019",,,,,,,,
661,7720,celula33,PC,17h 40m,70%,,3716477,Completed,First,17h 40m,"November 15, 2016",,,,,,,,
662,7720,idanlego1001,Wii,17h 40m,NR,,7306403,Completed,First,17h 40m,"July 23, 2018",,,,,,,,
663,7720,Danny1612,PC,17h 42m,NR,,8643124,Completed,First,17h 42m 45s,"August 05, 2017",,,,,,,,
664,7720,Y2Jarmy1999,PlayStation 2,17h 45m,100%,"For the time PS2 are amazing, i remember took a lot to complete the game, dr Salvador are scary af, good extra stuff.",10247699,Completed,First,17h 45m 34s,"December 11, 2009",,,,,,,,
665,7720,caloomis,Wii,17h 46m,90%,,27510,Completed,First,17h 46m,,,,,,,,,
666,7720,Private,Xbox One,17h 46m,100%,Normal. In game clear time 16:46:47,5368772,Completed,Replay,17h 46m,"January 02, 2018",,,,,,,,
667,7720,,Nintendo GameCube,17h 46m,NR,,290362,Completed,First,17h 46m 17s,,,,,,,,,
668,7720,bcoakiot,Xbox 360,17h 52m,100%,,4064,Completed,First,17h 52m,,,,,,,,,
669,7720,,PC,17h 58m,NR,,3897569,Completed,First,17h 58m,,,,,,,,,
670,7720,,Nintendo GameCube,18h,NR,,3700765,Completed,First,18h,,,,,,,,,
671,7720,,PlayStation 4,18h,NR,,6547366,Completed,First,18h,,,,,,,,,
672,7720,,Xbox One,18h,NR,,10482427,Completed,First,18h,,,,,,,,,
673,7720,,PC,18h,NR,,11435266,Completed,First,18h,,,,,,,,,
674,7720,A6ft5Ninja,PlayStation 2,18h,100%,,635837,Completed,First,18h,"February 19, 2014",,,,,,,,
675,7720,Eldar,PlayStation 2,18h,NR,,168675,Completed,First,18h,"June 12, 2013",,,,,,,,
676,7720,FilipRakos,Xbox One,18h,NR,,8235357,Completed,First,18h,"January 20, 2019",,,,,,,,
677,7720,Gameburner,PC,18h,NR,,3649121,Completed,Replay,18h,"January 02, 2016",,,,,,,,
678,7720,JoseSLD,PlayStation 2,18h,90%,,7840169,Custom List Completed,First,18h,"December 27, 2018",,,,,,,,18h /
679,7720,Jotamide,PC,18h,60%,Beaten with mouse support.,51228,Completed,First,18h,,,,,,,,,
680,7720,Kshitij,PC,18h,100%,,6682813,Completed,First,18h,"May 05, 2014",,,,,,,,
681,7720,ReinaldoPereira,Nintendo GameCube,18h,100%,,5194466,Replay Completed,First,18h,"October 19, 2017",,35h,,,,,,
682,7720,Rydia,PlayStation 2,18h,NR,,10170096,Completed,First,18h,,,,,,,,,
683,7720,Sasha_Cooper,PC,18h,NR,,7418976,Completed,First,18h,"November 11, 2018",,,,,,,,
684,7720,ShinRailgun,PlayStation 2,18h,90%,,1380357,Completed,First,18h,2009,,,,,,,,
685,7720,Stillborn,PC,18h,NR,,8398324,Completed,First,18h,,,,,,,,,
686,7720,TraxDave,Wii,18h,NR,,8958669,Completed,First,18h,,,,,,,,,
687,7720,Wolf_7,PC,18h,80%,,151615,Completed,First,18h,"January 06, 2009",,,,,,,,
688,7720,Wolverine87AX,Wii,18h,NR,,2288456,Completed,First,18h,"December 28, 2015",,,,,,,,
689,7720,Xaliven,PC,18h,NR,,3614193,Completed,First,18h,"May 07, 2011",20h,28h,,,,,,
690,7720,blackenedwhiplash,PlayStation 4,18h,90%,,8094683,Completed,First,18h,"January 19, 2019",,,,,,,,
691,7720,borland87,PC,18h,90%,,105751,Completed,First,18h,,,,,,,,,
692,7720,cristianf_m,PC,18h,NR,,2499495,Completed,First,18h,,,,,,,,,
693,7720,desweet77,PC,18h,NR,,1195032,Completed,First,18h,"May 02, 2015",22h,,,,,,,
694,7720,died2wice,PlayStation 2,18h,90%,,10257514,Completed,First,18h,"October 15, 2019",20h,,,,,,,
