,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Main+Extras,Completion,Personal Notes,Completionist,Co-Op,Progress,Speedrun
539,16638,,PC,12h 03m,NR,,11726156,Completed,First,,12h 03m,,,,,,
540,16638,,PC,12h 15m,NR,,4104186,Completed,First,11h,12h 15m,,,,,,
541,16638,Valefar,PC,12h 29m,50%,"Most logs and half name tags, Hard mode.",11595232,Completed,First,,12h 29m,"May 02, 2020",,,,,
542,16638,KevinWI,PC,12h 52m,90%,,1089928,Completed,First,,12h 52m,"December 31, 2014",,,,,
543,16638,SirTalpa,PC,13h,70%,All DLCs included.,8791384,Completed,First,,13h,"May 29, 2017",,,,,
544,16638,,PC,13h 06m,NR,,8559253,Completed,First,,13h 06m,,,,,,
545,16638,Private,PC,13h 30m,60%,Did a lot of exploring/scavenging and picked up quite a few ID tags.,857123,Completed,First,,13h 30m,"October 12, 2014",,,,,
546,16638,Chickenmonster,PC,13h 44m,NR,Beat on hard + DLC,5445068,Completed,First,12h 59m 46s,13h 44m 26s,"December 16, 2017",,,,,
547,16638,MrMista,PC,14h 18m,NR,,2539519,Completed,First,,14h 18m,"February 07, 2016",,,,,
548,16638,Kordesh,PC,14h 20m,NR,,982259,Completed,First,,14h 20m,"October 17, 2014",,,,,
549,16638,Qavemann,PC,14h 37m,90%,,10375969,Completed,First,,14h 37m,,,,,,
550,16638,,PC,15h,NR,,8462235,Completed,First,,15h,,,,,,
551,16638,Vesemir45,Xbox 360,15h,NR,,2520995,Completed,First,,15h,"December 18, 2015",,,,,
552,16638,garethfurbank,PC,15h,NR,,6669506,Completed,First,,15h,,,,,,
553,16638,bobiroka,PC,15h 30m,90%,,755949,Completed,First,,15h 30m,"March 17, 2018",,,,,
554,16638,drummer27,PC,15h 30m,90%,,7430898,Completed,First,,15h 30m,,,,,,
555,16638,,PC,16h,NR,,1835064,Completed,First,,16h,,,,,,
556,16638,,PC,16h,NR,,2302349,Completed,First,,16h,,,,,,
557,16638,,PC,16h,NR,,11697629,Completed,First,,16h,,,,,,
558,16638,Free_D,PC,16h,70%,Main campaign + Crew Expendable DLC,985445,Completed,First,,16h,"October 19, 2014",,,,,
559,16638,Kal_wardin,PC,16h,80%,,11874500,Completed,First,,16h,"December 22, 2014",,,,,
560,16638,TLDart,PC,16h,NR,,10900559,Completed,First,,16h,"January 28, 2020",,,,,
561,16638,Viewtifuljay,PC,16h,70%,,1390136,Completed,First,,16h,"June 20, 2016",,,,,
562,16638,DougieFFC,PC,16h 17m,90%,,4369333,Completed,First,,16h 17m,"January 04, 2016",,,,,
563,16638,BansaGaming,PC,16h 19m,NR,Played om Medium collected 100 archive logs,9365145,Custom List Completed,First,,16h 19m,"August 15, 2019",,,,,
564,16638,gexthegecko,PC,16h 30m,NR,Played Crew Expendable.,1338627,Completed,First,16h,16h 30m,"December 28, 2014",,,,,
565,16638,liquidblasted,PC,16h 30m,NR,,3072943,Completed,First,,16h 30m,"November 26, 2014",,,,,
566,16638,Private,PC,16h 31m,100%,,3578780,Completed,First,8h 16m,16h 31m,,,,,,
567,16638,Unbound_Selrahc,PlayStation 4,16h 32m,100%,,6249172,Completed,First,,16h 32m 14s,"May 15, 2018",Hard Mode,,,,
568,16638,omegaman182,Xbox One,16h 56m,NR,,4154131,Completed,First,,16h 56m,,,,,,
569,16638,joeincolorado,PlayStation 4,16h 56m,NR,,4039913,Completed,First,,16h 56m 51s,"December 14, 2016",,,,,
570,16638,Private,PC,16h 58m,80%,,4797836,Completed,First,16h 14m,16h 58m,"April 24, 2020",,,,,
571,16638,,PC,17h,NR,,3942503,Completed,First,,17h,,,,,,
572,16638,Jinxtah,PC,17h,80%,,1304486,Completed,First,,17h,"December 10, 2014",,,,,
573,16638,Zalewany,PC,17h,NR,,11754512,Completed,First,15h,17h,"May 16, 2020",,,,,
574,16638,thatlunchboxguy,PC,17h,90%,,8939985,Completed,First,,17h,"July 17, 2015",,,,,
575,16638,PXAbstraction,PC,17h 16m,80%,Explored as much as possible.,10514592,Completed,First,,17h 16m 31s,"December 30, 2019",,,,,
576,16638,,PC,17h 24m,NR,,1726316,Completed,First,,17h 24m,,,,,,
577,16638,,PC,17h 30m,NR,,10699040,Completed,First,,17h 30m,,,,,,
578,16638,turkanen,PC,17h 45m,NR,all achievements,8429649,Completed,First,,17h 45m,"March 07, 2019",,33h,,,
579,16638,,PC,17h 50m,NR,,5683392,Completed,First,,17h 50m,,,,,,
580,16638,Ryukotowo,Nintendo Switch,17h 57m,NR,,11740832,Completed,First,,17h 57m,"May 15, 2020",,,,,
581,16638,KitoVallim,Xbox One,17h 59m,90%,,1199831,Completed,First,,17h 59m 12s,"March 29, 2015",,,,,
582,16638,,PC,18h,NR,"Nightmare Difficulty, minimal extras, 2nd playthrough",1092664,Completed,Replay,,18h,,,,,,
583,16638,,PC,18h,NR,,10267099,Completed,First,16h,18h,,,,,,
584,16638,Dinho,PC,18h,90%,,1318989,Completed,First,,18h,"April 27, 2015",,,,,
585,16638,GondarCool,PC,18h,90%,,5545832,Completed,First,15h,18h,"November 20, 2017",,20h,,,
586,16638,Kmh,PC,18h,NR,,11816440,Completed,Replay,16h,18h,"May 23, 2020",,20h,,,
587,16638,Shadax,PC,18h,90%,,2962969,Completed,First,,18h,"July 13, 2016",,,,,
588,16638,XLuiGiX,PC,18h,80%,,4532464,Completed,First,,18h,"June 05, 2017",,,,,
589,16638,blackop234,PC,18h,100%,,6579732,Completed,Replay,,18h,"July 04, 2018",,,,,
590,16638,deathgrape,PC,18h,NR,,2894295,Completed,First,,18h,"April 23, 2016",,,,,
591,16638,lexaire,PC,18h,NR,,8962700,Completed,First,,18h,"September 13, 2017",,,,,
592,16638,mrwarcriminal,PlayStation 4,18h,NR,I overlook the tag in game so 100% complete would be same time.,1058455,Replay Completed Retired,First,15h 33m,18h,"December 10, 2014",First 4 levels were Hard Diff; switched to Medium during 5th mission. Missed 1 archive log and 1 name tag. No human kills. Collected all Nostromo logs and blueprints.,19h 33m,,22h 03m /,
593,16638,orangejuicejosh,PC,18h,80%,,4321593,Completed,First,,18h,"April 16, 2017",,,,,
594,16638,theowest,PC,18h,80%,All achievements.,1507759,Completed,First,16h,18h,"July 31, 2015",All achievements.,26h,,,
595,16638,Jailander,PC,18h 15m,NR,,2455665,Completed,First,,18h 15m,,,,,,
596,16638,Giaguaro,PC,18h 26m,NR,,11855198,Completed,First,,18h 26m,"May 13, 2020",,,,,
597,16638,travis44,PC,18h 42m,NR,,5038989,Completed,First,,18h 42m,"October 29, 2018",,,,,
598,16638,zenmike,PC,18h 54m,80%,,8497292,Completed,First,,18h 54m,"March 26, 2019",,,,,
599,16638,Diabetron,PC,19h,80%,,4437786,Completed,First,,19h,"May 16, 2017",,,,,
600,16638,Hallgier,PC,19h,100%,,7289758,Completed,First,,19h,"January 10, 2015",,,,,
601,16638,Swiftwinter,PC,19h,NR,,1021020,Completed,First,,19h,,,,,,
602,16638,ah673,PC,19h,80%,,11568130,Completed,First,,19h,"May 07, 2020",,,,,
603,16638,Private,PC,19h 06m,70%,,3153458,Completed,First,,19h 06m,"August 11, 2019",,,,,
604,16638,,PlayStation 4,19h 24m,NR,Lots of dying,3523980,Completed,First,,19h 24m 32s,,,,,,
605,16638,JohnThunder,PC,19h 30m,80%,,1030828,Completed,First,17h 30m,19h 30m,"November 20, 2014",,,,,
606,16638,boiafria,PC,19h 30m,80%,,11888734,Completed,First,,19h 30m,"June 02, 2020",,,,,
607,16638,creepysuitguy,PlayStation 4,19h 30m,NR,,926782,Completed,First,,19h 30m,,Easily my game of the year for 2014. This is the Alien game we've always wanted.,,,,
608,16638,tarmac,PC,19h 34m,NR,,9173544,Completed,First,,19h 34m,,,,,,
609,16638,Xarlor,PC,19h 36m,NR,,2317158,Completed,First,,19h 36m,"October 10, 2017",,,,,
610,16638,Private,Xbox 360,19h 39m,NR,,2846128,Completed,First,,19h 39m 26s,"May 17, 2016",,,,,
611,16638,Misuky,PlayStation 4,19h 45m,90%,,3063367,Completed,First,,19h 45m,"June 07, 2016",,,,,
612,16638,AWildSilas,PlayStation 4,19h 50m,NR,,5020880,Completed,First,,19h 50m,,,,,,
613,16638,,PC,20h,NR,IGN Review,965700,Completed,First,15h,20h,,,,,,
614,16638,2lee,PC,20h,90%,,3360180,Completed,First,,20h,"April 18, 2015",,,,,
615,16638,Private,PC,20h,NR,,4341761,Completed,First,,20h,2016,,,,,
616,16638,ArticunoBreeze,Xbox One,20h,80%,,10151135,Completed,First,,20h,,,,,,
617,16638,Cuntzenegger,PlayStation 4,20h,NR,,993345,Completed,First,,20h,"October 26, 2014",,,,,
618,16638,Nucl3arsnake,PC,20h,70%,,3814137,Replay Completed,Replay,,20h,"December 27, 2016",,,,,
619,16638,Samplerico,PC,20h,90%,,5223170,Completed,First,,20h,"March 09, 2015",,,,,
620,16638,SumerianDaemon,PC,20h,90%,,3629281,Playing Backlog Completed,First,,20h,"March 15, 2016",,,,,
621,16638,cupofbeans,PlayStation 4,20h,70%,,3951133,Completed,First,18h,20h,"January 17, 2017",,,,,
622,16638,dravean,Xbox One,20h,70%,,1145795,Backlog Completed,First,,20h,,,,,,
623,16638,Private,PC,20h,NR,,6129647,Completed,First,,20h,,,,,,
624,16638,sard41,PC,20h,NR,,10239421,Completed,First,,20h,"October 13, 2019",,,,,
625,16638,smmac41,PlayStation 4,20h,90%,,1066489,Completed,First,,20h,"December 18, 2014",,,,,
626,16638,stevekwan,PlayStation 4,20h,70%,,1088595,Completed,First,,20h,"December 31, 2014",,,,,
627,16638,towers3,PC,20h,NR,,5236416,Completed,First,,20h,,,,,,
628,16638,xAbyssWatcher,PC,20h,NR,,11856091,Completed,First,18h,20h,"May 28, 2020",,,,,
629,16638,kerlon,PC,20h 06m,NR,,11802936,Completed,First,,20h 06m,April 2020,,,,,
630,16638,Bovo,PC,20h 07m,100%,"Played on Hard - tried to find ID and logs w/o guides, missed 12 ID & 16 Logs",2107192,Completed,First,,20h 07m 15s,"November 19, 2015",,,,,
631,16638,Chaser336600,PlayStation 4,20h 22m,90%,,3012465,Completed,First,,20h 22m 32s,"October 19, 2014",,,,,
632,16638,cyberangel,PC,20h 30m,80%,,984005,Completed,First,20h,20h 30m,"October 19, 2014",,,,,
633,16638,CapgunKilla,PC,20h 50m,NR,,8494439,Completed,First,,20h 50m,"April 10, 2019",,,,,
634,16638,Private,PC,20h 50m,100%,,7996233,Completed,First,,20h 50m,"May 22, 2016",,,,,
635,16638,NeoJ,PC,20h 50m,80%,,633511,Completed,First,,20h 50m 41s,"October 29, 2014",,,,,
636,16638,Sora9112,PlayStation 3,20h 55m,80%,,999384,Completed,First,,20h 55m 29s,"December 29, 2014",,,,,
637,16638,,PC,21h,NR,,2717497,Completed,First,,21h,,,,,,
638,16638,,PC,21h,NR,,11681653,Completed,First,,21h,,,,,,
639,16638,CRUXIF3R,PC,21h,NR,,7694690,Completed,First,,21h,"December 11, 2018",,,,,
640,16638,JernauGurgeh,PC,21h,90%,Played on Easy,1430977,Completed,First,,21h,"November 05, 2015","Okay, look. I cheated. I used a mod to take the Alien out of the game. My nerves couldn't stand the extreme xenomorph proximity anxiety any more - especially after taking 4 hours and a dozen retries to complete the 5th mission. Game was still awesome, and the creature appeared now and then in cut scenes etc which was enough for me!",,,,
641,16638,Kracker_Loop,PlayStation 4,21h,80%,,1829575,Completed,First,19h 15m,21h,"July 19, 2015","Alien Isolation is Sega's Apology for Aliens Colonial Marines, and such a yummy apology it is.",,,,
642,16638,Lemmi,PC,21h,NR,,11426209,Completed,Replay,,21h,"November 12, 2018",,,,,
643,16638,Yunnlith,PlayStation 4,21h,60%,,1512813,Completed,Replay,,21h,,,,,,
644,16638,d2gher,PC,21h,70%,,9013221,Completed,First,,21h,"August 18, 2019",,,,,
645,16638,fer239,PC,21h,NR,,11766972,Completed,First,19h,21h,"May 17, 2020",,,,,
646,16638,kydo26,PC,21h,NR,,11944716,Completed,First,,21h,"June 01, 2020",,,,,
647,16638,ozzmeister00,PC,21h,NR,,2021151,Completed,First,,21h,"November 20, 2015",,,,,
648,16638,pedrocapro,PC,21h,100%,,6922161,Completed,First,,21h,,,,,,
649,16638,SalaciousCrumb,PC,21h 04m,NR,,4370117,Completed,First,,21h 04m,,,,,,
650,16638,jrhood35,PC,21h 09m,90%,,1320954,Completed,First,,21h 09m,"April 27, 2015",,,,,
651,16638,,PlayStation 4,21h 10m,NR,,5749107,Completed,First,,21h 10m,,,,,,
652,16638,heap,PC,21h 20m,80%,,11014273,Completed,First,,21h 20m,"May 04, 2017",,,,,
653,16638,Private,PC,21h 24m,80%,,9011620,Completed,First,,21h 24m,,,,,,
654,16638,jerrylongbones,PC,21h 26m,NR,,990227,Completed,First,,21h 26m 49s,"October 09, 2014",,,,,
655,16638,Fugeni,PC,21h 30m,NR,,4803873,Completed,First,,21h 30m,"July 22, 2017",,,,,
656,16638,Hovdog,PC,21h 30m,NR,,1043917,Completed,First,,21h 30m,"August 07, 2015",Hard difficulty. No human kills.,,,,
657,16638,,PC,21h 50m,NR,,6496746,Completed,First,,21h 50m,,,,,,
658,16638,,PC,22h,NR,,1070331,Completed,First,,22h,,,,,,
659,16638,,PC,22h,NR,,5722514,Completed,First,,22h,,,,,,
660,16638,,PC,22h,NR,,8002051,Completed,First,,22h,,,,,,
661,16638,,PC,22h,NR,,11655706,Completed,First,,22h,,,,,,
662,16638,ETComeBack,PC,22h,60%,,11261467,Completed,First,,22h,"April 06, 2020",,,,,
663,16638,Private,PlayStation 4,22h,70%,,6129456,Completed,First,,22h,"May 12, 2018",,,,,
664,16638,Macxim,Xbox One,22h,80%,,2195873,Completed,First,,22h,"January 25, 2015",,,,,
665,16638,Memeieu,PC,22h,NR,,11158661,Completed,First,,22h,"March 15, 2020",,,,,
666,16638,Mey90,PC,22h,100%,,6093637,Completed,First,19h,22h,"June 13, 2017",,37h,,,
667,16638,Ruipees,PC,22h,90%,,4434097,Completed,First,,22h,"May 15, 2017",,,,,
668,16638,Singis111,PlayStation 4,22h,100%,Main story on Easy + all DLC completed. Some collectibles and exploring.,4415096,Completed,First,,22h,"August 25, 2018",,,,,
669,16638,adrian4370,PlayStation 4,22h,100%,,2584940,Completed,First,19h,22h,"January 27, 2015",,24h,,,
670,16638,Private,PC,22h,NR,,1017080,Completed,First,,22h,"November 04, 2014",,,,,
671,16638,demus,PC,22h,90%,,3993723,Completed,First,,22h,"January 31, 2017",,,,,
672,16638,dropslay,PC,22h,NR,,1873631,Completed,First,,22h,"September 27, 2015",,,,,
673,16638,lucky7shots,Xbox One,22h,NR,,11187830,Completed,First,,22h,"March 18, 2020",,,,,
674,16638,Private,PC VR,22h,100%,,4902250,Completed,Replay,,22h,"September 30, 2019",,,,,
675,16638,quiet_chas,PC,22h,90%,,6565078,Completed,First,,22h,"March 28, 2015",,,,,
676,16638,samuraay,PC,22h,90%,,4340916,Completed,First,,22h,"April 20, 2017",,,,,
677,16638,taranwalker,PC,22h,NR,,11321915,Completed,First,,22h,"April 01, 2020",,,,,
678,16638,Bradeck,PC,22h,70%,,1255675,Custom List Completed,First,,22h 12s,"January 04, 2020",,,,,
679,16638,cyberfaltas,PlayStation 4,22h 12m,100%,,6102146,Completed,First,,22h 12m,"April 09, 2018",,,,,
680,16638,waveathon,PlayStation 3,22h 14m,100%,,3587693,Completed,First,,22h 14m 46s,"November 05, 2016",,,,,
681,16638,NoirXephon,PlayStation 4,22h 17m,90%,,3557118,Completed,First,,22h 17m,"October 28, 2016",,,,,
682,16638,AtomicParticle,PC,22h 24m,NR,,6483173,Completed,First,19h 22m,22h 24m 38s,"February 12, 2019",,,,,
683,16638,Moodefy,PC,22h 26m,NR,,11370064,Completed,First,,22h 26m 45s,"May 27, 2017",,,,,
684,16638,DarkStar,PlayStation 4,22h 30m,80%,,6114250,Completed,First,,22h 30m,"March 23, 2018",,,,,
685,16638,vrzerok,PC,22h 30m,NR,,1004516,Completed,First,,22h 30m,"November 02, 2014",,,,,
686,16638,Jezusoid,PC,22h 30m,90%,"Normal difficulty, without rushing, did some exploration",972844,Completed,First,,22h 30m 37s,"September 05, 2015",,,,,
687,16638,Unbound_Selrahc,Xbox One,22h 31m,NR,,6249169,Completed,First,,22h 31m 28s,"February 22, 2018",,,,,
688,16638,,PlayStation 4,22h 58m,NR,,11780092,Completed,First,17h 26m 01s,22h 58m 14s,,,32h 50m 39s,,,
689,16638,Alex5101,PlayStation 4,23h,NR,,6719535,Completed,First,19h,23h,,,,,,
690,16638,Brianwillbe,PC,23h,NR,,9188158,Completed,First,,23h,"July 19, 2019",,,,,
691,16638,HOTSHOT,PC,23h,90%,Max diff.,4661451,Completed,First,,23h,,,,,,
692,16638,Naevyah,PC,23h,NR,,10998205,Completed,First,,23h,"February 16, 2020",,,,,
693,16638,RoseTheFlower,PC,23h,NR,"Hardest difficulty, all collectibles, no human kills, 48/50 achievements, had to reload from mission 18 after dying",7337290,Completed,First,,23h,"October 26, 2018",,,,,
694,16638,SeriousDevil,PC,23h,NR,,3510190,Completed,First,,23h,"October 11, 2016",,,,,
695,16638,Private,PlayStation 4,23h,70%,,6271386,Completed,First,20h,23h,"May 20, 2018",,,,,
696,16638,Private,PC,23h,NR,,1324253,Completed,First,,23h,"December 12, 2014",,,,,
697,16638,knolli1989,PC,23h,90%,,983990,Completed,First,,23h,"November 05, 2014",,,,,
698,16638,ld50ofmilk,PC,23h,NR,,3278699,Completed,First,21h,23h,"July 31, 2016",,,,,
699,16638,takuma_xoaxe,PlayStation 4,23h,80%,,11492071,Completed,First,,23h,2015,,,,,
700,16638,humpydoe,PlayStation 4,23h 01m,90%,,3625184,Completed,First,23h,23h 01m,"January 03, 2017",,23h 02m,,,
701,16638,Private,PC,23h 06m,NR,,2674123,Completed,First,,23h 06m,"March 14, 2016",,,,,
702,16638,Skywalker12,Xbox One,23h 13m,90%,,8522056,Completed,First,,23h 13m,,,,,,
703,16638,FameL,PC,23h 13m,90%,,9691643,Completed,First,,23h 13m 21s,"November 21, 2014",,,,,
704,16638,Shazapp,Xbox One,23h 15m,NR,,4472459,Completed,First,,23h 15m,"July 01, 2017",,,,,
705,16638,aklon84,PC,23h 22m,80%,,2890472,Completed,First,,23h 22m,"November 16, 2014",,,,,
706,16638,silentgamerbr,PC,23h 24m,NR,,1079107,Completed,First,,23h 24m,"October 31, 2015",,,,,
707,16638,Realapollo1980,PC,23h 30m,NR,,6782477,Completed,First,,23h 30m,"August 07, 2018",,,,,
708,16638,Wandervays,PC,23h 30m,90%,,1306798,Completed,First,,23h 30m 17s,"April 11, 2015",,,,,
709,16638,,PC,24h,NR,,1346852,Completed,First,,24h,,,,,,
710,16638,,PC,24h,NR,,2315838,Completed,First,,24h,,,,,,
711,16638,,PC,24h,NR,,5729289,Completed,First,,24h,,,,,,
712,16638,,PC,24h,NR,,8386722,Completed,First,,24h,,,,,,
713,16638,Calcifer14,Xbox One,24h,NR,,8203345,Completed,First,,24h,"February 04, 2019",,,,,
714,16638,Private,PlayStation 4,24h,80%,,10779779,Completed,First,,24h,2017,,,,,
715,16638,GATIRCAN,PC,24h,80%,,4567703,Completed,First,20h,24h,"November 14, 2014",,,,,
716,16638,Orbs,PC,24h,90%,,1014852,Completed,First,,24h,"November 07, 2014",,,,,
717,16638,Orion_16RUS,PC,24h,80%,,1088238,Completed,First,,24h,"December 31, 2014",,,,,
718,16638,PluckyBrit,PC,24h,NR,,1199557,Completed,First,22h,24h,"February 18, 2015",,,,,
719,16638,TreeTopMonkey,PC,24h,NR,,4666651,Completed,First,,24h,,,,,,
720,16638,aJek,PlayStation 4,24h,80%,,4115470,Completed,First,,24h,,,,,,
721,16638,dargi,PC,24h,90%,,11658806,Completed,First,,24h,"April 02, 2016",,,,,
722,16638,foodmotivated1999,PC,24h,NR,,11648631,Completed,First,,24h,"April 18, 2018",,,,,
723,16638,mawerick_mc,PC,24h,NR,"Played on Hard, did 42/50 steam achievements without trying.",5146230,Completed,First,23h,24h,"October 08, 2017",,,,,
724,16638,,PC,24h 01m,NR,,2062453,Completed,First,,24h 01m 25s,,,,,,
725,16638,Private,PlayStation 4,24h 06m,90%,Started: 08.05.2017,4398342,Completed,First,,24h 06m,"August 05, 2017",,,,,
726,16638,Ferrumoff,PC,24h 20m,NR,,1432025,Completed,First,,24h 20m,"November 10, 2014",,,,,
727,16638,Petrov,PlayStation 4,24h 37m,NR,,974961,Completed,First,,24h 37m 14s,"December 28, 2014",,,,,
728,16638,chirinea,PC,24h 41m,NR,,2937063,Completed,First,,24h 41m,"May 05, 2016",,,,,
729,16638,Perzonallica,PlayStation 4,24h 42m,NR,,7950832,Completed,First,,24h 42m 54s,"January 05, 2019",,,,,
730,16638,,PlayStation 4,25h,NR,Game Informer review.,965702,Completed,First,,25h,,,,,,
731,16638,,Xbox One,25h,NR,,972581,Completed,First,,25h,,,,,,
732,16638,,PC,25h,NR,,1302799,Completed,First,,25h,,,,,,
733,16638,Private,PC,25h,NR,,6265714,Completed,First,20h,25h,"May 19, 2018",,,,,
734,16638,Legendares,PC,25h,50%,,4528109,Completed,First,,25h,,,,,,
735,16638,Sirano,PC,25h,60%,,7491925,Completed,First,,25h,"April 03, 2018",,,,,
736,16638,brak0999,PlayStation 4,25h,NR,,3593452,Completed,First,,25h,"November 06, 2016",,,,,
737,16638,flipper,Xbox One,25h,NR,"Normal Difficulty, lot of exploration but didn't get all the IDs and messages (I would say about 90%)",5349193,Completed,First,,25h,"November 19, 2017",,,,,
738,16638,Ali_0,PC,25h 15m,100%,,6190811,Completed,First,,25h 15m,"December 26, 2017",,,,,
739,16638,Draif,PC,25h 20m,NR,,1907173,Completed,First,,25h 20m,"October 04, 2015",,,,,
740,16638,,PC,25h 22m,NR,I played with minimal knowledge on game w/some trouble in a few sections,5589813,Completed,First,,25h 22m 19s,,,,,,
741,16638,blackbebop,PlayStation 4,25h 30m,90%,,1191954,Completed,First,,25h 30m,"March 15, 2015",,,,,
742,16638,kafaw,PC,25h 42m,NR,,9005372,Completed,First,,25h 42m,"September 18, 2015",,,,,
743,16638,Logophiliac,PC,25h 50m,NR,Found every ID tag and Nostromo log. 45/50 Steam achievements.,1853045,Completed,First,,25h 50m,"September 22, 2015",,,,,
744,16638,,PC,26h,NR,,1337559,Completed,First,24h,26h,,,,,,
745,16638,,PC,26h,NR,,2903878,Completed,First,,26h,,,,,,
746,16638,,Xbox One,26h,NR,"Played on hard difficulty collecting all blueprints, but not all tags",4794716,Completed,First,,26h,,,,,,
747,16638,,PC,26h,NR,,6247853,Completed,First,,26h,,,,,,
748,16638,,PC,26h,NR,,7518227,Completed,First,19h,26h,,,28h,,,
749,16638,,PlayStation 4,26h,NR,,11520576,Completed,First,,26h,,,,,,
750,16638,Razorback,PC,26h,80%,,1231000,Playing Completed,First,19h,26h,"October 06, 2014",,,,,
751,16638,Private,PC,26h,NR,,1419736,Completed,First,,26h,"July 05, 2015",,,,,
752,16638,dgrdsv,PC,26h 06m,80%,,11820422,Completed,First,,26h 06m,"May 24, 2020",,,,,
753,16638,Private,PC,26h 14m,NR,,10280475,Completed,First,,26h 14m,"August 07, 2016",,,,,
754,16638,Joey8Bit,PlayStation 4,26h 15m,90%,,1968659,Completed,First,,26h 15m,,,,,,
755,16638,,PC,27h,NR,,1260818,Completed,First,,27h,,,,,,
756,16638,Colmopi,PC,27h,90%,,6248530,Completed,First,,27h,"March 18, 2016",,38h,,,
757,16638,FighterToad,PC,27h,NR,,1272728,Completed,First,,27h,"April 01, 2015",,,,,
758,16638,Private,PC,27h,90%,,6620024,Completed,First,,27h,"June 27, 2018",,,,,
759,16638,Skerries,PC,27h,NR,,5157943,Completed,First,,27h,"October 10, 2017",,,,,
760,16638,desweet77,PC,27h,NR,,1487196,Completed,First,,27h,"September 07, 2015",,,,,
761,16638,mollymog,PlayStation 4,27h,80%,61% trophy completion on PS4,8862203,Completed,First,,27h,"December 13, 2014",,,,,
762,16638,seanmn,Xbox One,27h,90%,Easiest difficulty,3460799,Completed,First,,27h,"March 10, 2015",,,,,
763,16638,valmichel,Xbox One,27h,NR,,973376,Playing Completed,First,22h,27h,"October 09, 2014",,,,,
764,16638,TheFallender,PC,27h 30m,80%,,6859527,Completed,First,,27h 30m,"January 15, 2015",,,,,
765,16638,Giumangi,PC,28h,90%,,2846510,Completed,First,,28h,2016,,,,,
766,16638,JJ112,PC,28h,NR,,7871630,Completed,First,24h 52m 23s,28h,"February 14, 2018",,35h,,,
767,16638,MacDeath,PC,28h,100%,,7136399,Completed,First,,28h,"November 02, 2018",,,,,
768,16638,aralbald,PC,28h,NR,,1724195,Completed,First,,28h,"July 28, 2015",,,,,
769,16638,netjeff,PC,28h,NR,,10943965,Completed,First,,28h,"November 07, 2015",,,,,
770,16638,pierz90,PC,28h,NR,,5210244,Completed,First,,28h,"October 21, 2017",,,,,
771,16638,JanOderSo,PlayStation 4,28h 15m,NR,,9092416,Completed,First,21h 29m,28h 15m,"July 06, 2019",,39h 51m,,,
772,16638,bilu,PC,28h 50m,100%,,2278083,Completed,First,,28h 50m 26s,"January 20, 2016",,,,,
773,16638,,PC,29h,NR,,1019579,Completed,First,,29h,,,,,,
774,16638,,PC,29h,NR,,3521033,Completed,First,,29h,,,,,,
775,16638,,PC,29h,NR,,6370936,Completed,First,,29h,,,,,,
776,16638,Gorje,PC,29h,70%,,4477216,Completed,First,,29h,"May 25, 2017",,,,,
777,16638,Scarwiz,PC,29h,NR,,4649226,Completed,First,,29h,,,,,,
778,16638,Shadowsbrain,PC,29h,NR,,6991694,Completed,First,,29h,"August 09, 2018",,,,,
779,16638,StryKan,PC,29h,NR,,1504989,Completed,First,,29h,"July 27, 2015",Playing on Steam through library share by Alexa :),,,,
780,16638,eduardogr1984,PC,29h,100%,,3352766,Completed,First,26h,29h,"August 20, 2016",,,,,
781,16638,perato,PC,29h,NR,,3772403,Completed,First,,29h,"December 17, 2016",,,,,
782,16638,sasha0028,PlayStation 4,29h,NR,On hard no humans killed,4733928,Completed,First,,29h,"January 07, 2016",,,,,
783,16638,skinnyraf,PC,29h 09m,NR,,8137047,Completed,First,,29h 09m,,,,,,
784,16638,chrisdash83,PC,29h 13m,NR,,6566976,Completed,First,,29h 13m,"April 11, 2019",,,,,
785,16638,AnalogStack,Xbox One,29h 26m,90%,Main story and most of the optional stuff I came across,9681846,Completed,First,,29h 26m,"September 24, 2019",,,,,
786,16638,Mauro,Xbox One,29h 45m,NR,,4283390,Completed,First,,29h 45m,"January 24, 2015",,,,,
787,16638,,PC,30h,NR,,1238637,Completed,First,,30h,,,,,,
788,16638,,Xbox One,30h,NR,,10839361,Completed,First,,30h,,,,,,
789,16638,,PC,30h,NR,,11520583,Completed,Replay,,30h,,,,,,
790,16638,BIKKO,PC,30h,NR,,2533139,Backlog Replay Completed,First,,30h,,,,,,
791,16638,Eduzyrtin,PC,30h,NR,Nightmare mode,1420791,Completed,First,,30h,"April 30, 2015",Played on Nightmare mode for first time.,,,,
792,16638,Feriku,PC,30h,NR,,1243596,Completed,First,,30h,"April 23, 2015",,,,,
793,16638,JammyJoker,PlayStation 4,30h,70%,,1148902,Completed,First,,30h,"June 07, 2017",,,,,
794,16638,Ricktotal,Xbox One,30h 16m,90%,,10706126,Completed,First,,30h 16m,"December 30, 2019",,,,,
795,16638,,PC,32h,NR,"~98% complete, only 3 IDs missing and a few logs",1338673,Completed,First,,32h,,,,,,
796,16638,Rattlesnark,PC,32h,90%,Lots of backtracking to find *most* of the collectibles.,1075625,Completed,First,,32h,"December 15, 2014",,,,,
797,16638,Undertopian,PC,32h,80%,Played on novice for collectable & no death/no human kill achievements. Played on Hard for remaining achievements.,3124625,Completed,First,,32h,"February 13, 2017",Unlocked all Steam achievements.,59h,,,
