,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Progress,Playthrough,Completion,Main Story,Main+Extras,Personal Notes,Completionist,Speedrun,100% Speedrun
486,6725,cademille,Nintendo Switch,40h,100%,,10247297,Completed,,First,"October 14, 2019",,40h,,,,
487,6725,d2d_DICR,Wii,40h,NR,,1401917,Completed,,First,,,40h,,,,
488,6725,flunderingchipper,PlayStation 3,40h,NR,,1862250,Completed,,First,"September 24, 2015",,40h,,,,
489,6725,heavydrop,PlayStation 3,40h,NR,,6136432,Completed,,First,December 2015,,40h,,,,
490,6725,mnop,Nintendo Switch,40h,80%,,7068917,Completed,,First,"March 03, 2019",,40h,,,,
491,6725,Private,PlayStation 3,40h,40%,,402398,Completed,,First,"March 29, 2014",,40h,,,,
492,6725,Wulfrix,PlayStation 4,40h 05m,NR,"27/30 Travel Guide, 22/43 Fish Tome, 30/36 Treasure Tome, 16/17 Move List, 60/100 Stray Beads",10840467,Completed,,First,"February 10, 2020",,40h 05m 56s,,,,
493,6725,scavalc,PlayStation 3,40h 07m,NR,,11034706,Completed,,First,,,40h 07m,,,,
494,6725,Private,PlayStation 2,40h 12m,NR,,2344005,Completed,,First,,,40h 12m,,,,
495,6725,Nax_Beylond,Nintendo Switch,40h 15m,NR,,8041367,Completed,,First,"January 15, 2019",,40h 15m 51s,,,,
496,6725,Dinho,PC,40h 30m,70%,,5719913,Completed,,First,"February 12, 2018",,40h 30m,,,,
497,6725,Ziltyy,Nintendo Switch,40h 46m,NR,,9560507,Completed,,First,"September 09, 2019",,40h 46m 06s,,,,
498,6725,Netto,PlayStation 2,40h 55m,100%,All beads,1329168,Completed,,First,"March 03, 2015",,40h 55m,,,,
499,6725,chiefwhodey,PlayStation 4,40h 57m,100%,,27005,Completed,,Replay,"September 19, 2018",,40h 57m,,,,
500,6725,GiganticOswin,Nintendo Switch,40h 57m,90%,Main Story + Extra Quests/Unlockables,7863603,Completed,,First,"January 07, 2019",,40h 57m 44s,"Started: December 22, 2018
Completed: January 7, 2019
16 days",,,
501,6725,jukeboxbaby,Wii,40h 59m,100%,,627692,Custom List Completed,40h 59m 56s /,First,"October 07, 2015",,40h 59m 56s,,,,
502,6725,Giaguaro,PC,40h 59m,70%,,5742604,Completed,,First,"January 28, 2018",,40h 59m 59s,,,,
503,6725,,PlayStation 2,41h,NR,Best game ever.,289581,Completed,,First,,,41h,,,,
504,6725,,PC,41h,NR,,8576928,Completed,,First,,,41h,,,,
505,6725,Espada92,PlayStation 3,41h,NR,,3499889,Completed,,First,"October 08, 2016",,41h,,,,
506,6725,Nool11793,Nintendo Switch,41h,NR,,6049096,Completed,,First,"July 12, 2019",,41h,,,,
507,6725,Pulcinotti,Nintendo Switch,41h,NR,,8261886,Completed,,Replay,"February 14, 2019",,41h,,,,
508,6725,Snak,PlayStation 2,41h,90%,AMAZING game. One of the best I've ever played.,61267,Completed,,First,,,41h,,,,
509,6725,ajdambro,PlayStation 4,41h 04m,100%,,5521812,Completed,,First,"August 14, 2018",,41h 04m 16s,,,,
510,6725,Flashheart,PC,41h 05m,80%,Got all stray beads,10198320,Completed,,First,,,41h 05m,,,,
511,6725,NIN7O,PlayStation 3,41h 09m,NR,,10818410,Completed,,First,,,41h 09m 22s,,,,
512,6725,janbuchal,PlayStation 4,41h 25m,90%,,5085474,Completed,,First,"March 29, 2018",,41h 25m 21s,,,,
513,6725,skualninja,PlayStation 4,41h 26m,80%,Platino,7742834,Completed,,First,"December 12, 2018",31h 01m,41h 26m,,42h 53m 56s,,
514,6725,,PlayStation 4,41h 30m,NR,,5629611,Completed,,First,,,41h 30m,,,,
515,6725,danielo13,Nintendo Switch,41h 45m,NR,,8968648,Completed,,First,"June 15, 2019",,41h 45m 21s,,,,
516,6725,eomer81,PlayStation 3,41h 45m,NR,,3153055,Completed,,First,,,41h 45m 42s,,,,
517,6725,,Wii,42h,NR,,1085011,Completed,,First,,,42h,,,,
518,6725,Stex,PlayStation 3,42h,90%,78% PSN achievments,409295,Completed,,First,"September 14, 2013",,42h,,,,
519,6725,StomakofaguS,PlayStation 2,42h,90%,,712615,Completed,,Replay,,,42h,,,,
520,6725,xAbyssWatcher,PlayStation 2,42h,NR,,11299513,Completed,,First,"March 30, 2020",35h,42h,,,,
521,6725,Doppledumb,Nintendo Switch,42h 17m,NR,,7398354,Completed,,Replay,"November 07, 2018",36h 21m,42h 17m,,53h 33m,,
522,6725,TremorC,PlayStation 2,42h 20m,100%,,161215,Completed,,First,"February 18, 2009",,42h 20m 54s,,,,
523,6725,sh1ka,PlayStation 3,42h 56m,70%,,6354416,Completed,,First,"June 04, 2018",,42h 56m,,,,
524,6725,SilveryBeing,PC,43h,NR,,7789197,Completed,,First,"May 25, 2019",,43h,,,,
525,6725,d2gher,PC,43h,70%,,7545689,Completed,,First,"November 28, 2018",,43h,,,,
526,6725,kemosabe112,Nintendo Switch,43h,100%,,9193042,Completed,,First,"April 13, 2019",,43h,,,,
527,6725,,PlayStation 2,43h 43m,NR,,885936,Completed,,First,,,43h 43m 12s,,,,
528,6725,Private,PlayStation 3,43h 53m,90%,Okami HD Version finished with ~80% of the collectibles.,226236,Completed,,First,"January 25, 2013",,43h 53m 35s,,,,
529,6725,swf89,PlayStation 4,43h 56m,NR,,6098344,Completed,,Replay,"April 09, 2018",,43h 56m 18s,,47h 35m 55s,,
530,6725,Private,PC,43h 57m,NR,,10181146,Completed,,First,"December 02, 2019",,43h 57m 14s,,,,
531,6725,,PC,44h,NR,,6849747,Completed,,First,,,44h,,,,
532,6725,onehitcombo,PlayStation 2,44h,100%,,4304133,Completed,,First,,,44h,Another top 10 in my all-time favorites throughout 27 years of gaming.,,,
533,6725,Private,PlayStation 2,44h,NR,,8372793,Completed,,First,"September 17, 2017",,44h,,,,
534,6725,,Nintendo Switch,44h 15m,NR,,6925873,Completed,,First,,,44h 15m,,,,
535,6725,EgoDeath,Nintendo Switch,44h 20m,NR,,7305447,Completed,,First,"October 22, 2018",,44h 20m,,,,
536,6725,Private,PlayStation 3,44h 36m,100%,,641983,Completed,,First,"February 19, 2014",,44h 36m,,,,
537,6725,,Wii,45h,NR,,762131,Completed,,First,,35h,45h,,,,
538,6725,,PlayStation 3,45h,NR,,1570537,Completed,,First,,,45h,,,,
539,6725,,Nintendo Switch,45h,NR,,8447849,Completed,,First,,,45h,,,,
540,6725,,Nintendo Switch,45h,NR,,8537193,Completed,,First,,,45h,,,,
541,6725,Alexsanlo,PlayStation 3,45h,90%,,5332243,Completed,,First,2017,,45h,,,,
542,6725,Cooby,Wii,45h,80%,,7085467,Completed,,First,"September 19, 2018",42h,45h,"0 deaths / 1004 enemies defeated / 7,953,624 yen / 439 demon fangs / 6646 praise earned",50h 45m 14s,,
543,6725,DerekCroswhite,PlayStation 4,45h,90%,,11514576,Completed,,First,"April 21, 2020",,45h,,,,
544,6725,DiogoCe,PlayStation 2,45h,100%,,11180868,Completed,,First,"March 18, 2020",35h,45h,,,,
545,6725,DrLuthor,PlayStation 3,45h,NR,,212997,Completed,,First,August 2015,,45h,,,,
546,6725,Private,Wii,45h,90%,,4305104,Completed,,First,,37h,45h,,56h,,
547,6725,PietroWaffleton,PC,45h,NR,,7547142,Completed,,First,"November 27, 2018",,45h,,,,
548,6725,Synnnapse,Nintendo Switch,45h,90%,,11904328,Completed,,First,"June 04, 2020",,45h,,,,
549,6725,ikari88,PlayStation 2,45h,100%,,5217689,Completed,,First,"October 25, 2017",,45h,,,,
550,6725,ocha,PlayStation 2,45h,NR,,8677583,Completed,,First,"October 27, 2006",,45h,,,,
551,6725,Private,Nintendo Switch,45h,NR,,7223382,Completed,,First,"October 10, 2018",,45h,,,,
552,6725,windomearl,Nintendo Switch,45h,NR,,11656304,Completed,,First,"May 05, 2020",,45h,,,,
553,6725,ThatWolfWizard,Wii,45h 06m,100%,,9105194,Completed,,First,,,45h 06m 02s,,,,
554,6725,,Nintendo Switch,45h 10m,NR,,8998185,Completed,,First,,,45h 10m 05s,,,,
555,6725,Tijuanabadger,Nintendo Switch,45h 25m,NR,,8750261,Completed,,First,"August 10, 2019",,45h 25m 13s,,,,
556,6725,NebulaSky,PC,45h 28m,NR,,6081829,Completed,,First,"April 04, 2018",,45h 28m 12s,,,,
557,6725,minhanha,PC,45h 48m,NR,Main Story + All Animals and Fish + All weapons + Most Beads + 39/51 Achievements,8067851,Completed,,First,"February 16, 2020",,45h 48m 03s,,,,
558,6725,,,46h,NR,,289574,Completed,,First,,,46h,,,,
559,6725,Plainsong,PC,46h,NR,,8068734,Completed,,Replay,"January 19, 2019",,46h,,,,
560,6725,Private,PC,46h,NR,,7157183,Completed,,First,"May 02, 2020",,46h,,,,
561,6725,silentArtifact,PlayStation 4,46h,NR,,6194126,Completed,,First,"May 01, 2018",,46h,,,,
562,6725,ljg333,Nintendo Switch,46h 18m,NR,,11223598,Completed,,First,"June 06, 2020",,46h 18m 11s,,,,
563,6725,,PC,47h,NR,,5495425,Completed,,First,,,47h,,,,
564,6725,,PC,47h,NR,,6061431,Completed,,First,,46h 30m,47h,,52h 34m,,
565,6725,,PC,47h,NR,,10460585,Completed,,First,,,47h,,,,
566,6725,Private,PC,47h,100%,,8477181,Completed,,First,,,47h,,,,
567,6725,lolno3423,Wii,47h,NR,"All 100 stray beads, ability's and weapons. Didn't fill the treasure log or catch all the fish",5763976,Completed,,First,"January 23, 2020",,47h,,,,
568,6725,Jalal,PlayStation 3,47h 11m,100%,,903408,Completed,,First,"September 09, 2014",,47h 11m 15s,,,,
569,6725,Private,PlayStation 3,47h 18m,NR,,337260,Completed,,First,"August 23, 2013",,47h 18m 11s,,,,
570,6725,hoksu,PlayStation 2,47h 22m,80%,,611913,Completed,,First,"February 03, 2014",,47h 22m 45s,,,,
571,6725,brenDANG,PC,47h 30m,NR,All side content and collectibles found except for fishing tome,6454170,Completed,,First,"July 16, 2019",,47h 30m,,,,
572,6725,,PlayStation 4,48h,NR,,7036481,Completed,,First,,,48h,,,,
573,6725,Cacuu,PC,48h,NR,,7236647,Completed,,First,,,48h,,,,
574,6725,dLightman,PC,48h,80%,,7760253,Completed,,First,"March 09, 2019",,48h,,,,
575,6725,Private,Xbox One,48h 05m,NR,,8280792,Completed,,First,"February 16, 2019",,48h 05m,,,,
576,6725,Private,PlayStation 2,48h 05m,NR,,8587769,Completed,,First,,,48h 05m 24s,,,,
577,6725,GrumpyKittyxX,Nintendo Switch,48h 07m,NR,,9136833,Completed,,First,"July 11, 2019",,48h 07m,,,,
578,6725,espurrincess,Nintendo Switch,48h 13m,NR,,9482030,Completed,,First,"September 29, 2019",,48h 13m 06s,,,,
579,6725,,PlayStation 3,48h 17m,NR,,3432720,Completed,,First,,,48h 17m 13s,,,,
580,6725,,PlayStation 4,48h 22m,NR,,5539495,Completed,,First,,,48h 22m 10s,,,,
581,6725,Madhouse,PlayStation 4,48h 22m,NR,,6011404,Completed,,First,"March 20, 2018",,48h 22m 35s,,,,
582,6725,LucasZeta,PlayStation 3,48h 57m,100%,,305644,Completed,,First,"June 29, 2013",,48h 57m 40s,,,,
583,6725,,Nintendo Switch,49h,NR,,11891621,Completed,,First,,,49h,,,,
584,6725,Sonicjosh,PlayStation 3,49h,100%,,458803,Completed,,Replay,"October 28, 2013",,49h,"Lots of exploration, most things found, still a couple of things left for clean up, mostly stray beads (I got more than half of them) and a couple of other extras. This was a 2nd playthrough but I hadn't played it for years and had forgotten most of it.",,,
585,6725,Kain5627,PlayStation 2,49h 10m,80%,,176373,Completed,,First,"May 17, 2012",,49h 10m 26s,,,,
586,6725,,PlayStation 3,49h 20m,NR,,676367,Completed,,First,,,49h 20m 22s,,,,
587,6725,jonas12_12,Wii,49h 26m,100%,,168351,Completed,,First,"August 14, 2012",,49h 26m 12s,,,,
588,6725,,Wii,49h 26m,NR,,289587,Completed,,First,,,49h 26m 42s,,,,
589,6725,,Xbox One,49h 52m,NR,,6787907,Completed,,First,,,49h 52m 01s,,,,
590,6725,,PlayStation 2,49h 57m,NR,,289584,Completed,,First,,,49h 57m 09s,,,,
591,6725,,,50h,NR,,289569,Completed,,First,,,50h,,,,
592,6725,,,50h,NR,,289573,Completed,,First,,,50h,,,,
593,6725,,PC,50h,NR,,11903701,Completed,,First,,40h,50h,,55h,,
594,6725,AuroraBeam,Wii,50h,80%,,1016868,Completed,,First,April 2009,,50h,,,,
595,6725,Fido,PlayStation 2,50h,100%,,2914841,Completed,,First,,,50h,,,,
596,6725,HotdogSalesman,PC,50h,100%,,11703058,Replay Completed,,First,"July 21, 2018",,50h,,,,
597,6725,Marcus54j,PlayStation 2,50h,100%,,6191379,Completed,,First,"February 17, 2013",,50h,,,,
598,6725,SpaceMedafighterC,PlayStation 2,50h,NR,,231570,Completed,,First,,,50h,,,,
599,6725,TinyAngelSelphie,PC,50h,NR,,11742214,Completed,,First,"May 15, 2020",,50h,,,,
600,6725,TreeHandThingy,PlayStation 2,50h,100%,,6453646,Completed,,First,2008,,50h,,,,
601,6725,bleuish,PlayStation 2,50h,80%,,61022,Completed,,First,"December 07, 2012",,50h,,,,
602,6725,gamov,PlayStation 3,50h,90%,,2098386,Completed,,First,"April 15, 2016",,50h,,,,
603,6725,Private,PlayStation 2,50h,NR,,6003588,Completed,,First,"March 18, 2018",,50h,,,,
604,6725,pyros003,Nintendo Switch,50h,90%,,8543728,Completed,,First,"March 29, 2019",,50h,,,,
605,6725,smmac41,PlayStation 2,50h,90%,,76120,Completed,,First,"October 10, 2006",,50h,,,,
606,6725,winroque,PlayStation 2,50h,NR,,5484310,Completed,,Replay,,40h,50h,,,,
607,6725,Dragonfire,Wii U,50h 19m,NR,,11087687,Completed,,First,"March 03, 2020",,50h 19m 04s,,,,
608,6725,,PlayStation 2,50h 20m,NR,,3959253,Completed,,First,,,50h 20m,,,,
609,6725,thomazoPL,PlayStation 3,50h 22m,NR,,5806655,Completed,,First,"February 10, 2018",,50h 22m 14s,,,,
610,6725,Huhn0rNud3lSupp3,PlayStation 3,50h 30m,90%,"Collected all stray beads, completed treasure tome",4903317,Completed,,First,"August 13, 2017",,50h 30m,,,,
611,6725,Fehu666,PlayStation 3,51h,90%,,3342239,Completed,,First,"April 27, 2013",,51h,,,,
612,6725,JDelwynn,PlayStation 3,51h 14m,100%,Missing parts of the bestiary because I missed some on my playthrough,2584612,Completed Retired,,First,"June 09, 2014",,51h 14m,,,,
613,6725,,Nintendo Switch,51h 27m,NR,,6994879,Completed,,First,,,51h 27m 30s,,,,
614,6725,xenophile27,PlayStation 3,52h,NR,,5859909,Completed,,First,,,52h,,,,
615,6725,,PlayStation 2,52h 23m,NR,,646279,Completed,,First,,41h 43m 08s,52h 23m 34s,,73h 56m 01s,,
616,6725,JTAnumber1,PlayStation 4,52h 27m,100%,beat the whole story plus some side stuff,11416186,Completed,,First,"April 11, 2020",,52h 27m 11s,,,,
617,6725,Private,PlayStation 2,52h 50m,100%,,2190427,Completed,,First,"October 19, 2007",,52h 50m 49s,,,,
618,6725,walacazap,PlayStation 2,53h 04m,100%,,225571,Completed,,First,,,53h 04m 50s,,,,
619,6725,Trafficriot911,PlayStation 2,53h 18m,90%,,2273050,Completed,,First,"July 21, 2016",,53h 18m 04s,,,,
620,6725,Icewulf,Wii,54h 12m,100%,,991900,Completed,,First,"October 25, 2014",,54h 12m 38s,,,,
621,6725,Private,PlayStation 2,54h 13m,NR,,39127,Completed,,First,,,54h 13m 57s,,,,
622,6725,jowe_gv,Nintendo Switch,54h 48m,NR,I completed everything except filling the fish and treasure tomes.,9682382,Completed,,Replay,,,54h 48m 41s,,,,
623,6725,,,55h,NR,,289572,Completed,,First,,,55h,,,,
624,6725,,,55h,NR,,289575,Completed,,First,,,55h,,,,
625,6725,JRMoba,Wii,55h,100%,,2320357,Completed,,First,"January 01, 2010",,55h,,,,
626,6725,PaperLuigi,PlayStation 3,55h,90%,,3616438,Completed,,First,"April 03, 2016",,55h,,,,
627,6725,fatvegeta,Wii,55h,NR,,9407695,Replay Completed,55h /,Replay,"June 09, 2017",,55h,"this game is SO easy, but it doesnt matter because its so much fun and amazing to look at",,,
628,6725,tciecka,PlayStation 2,55h,NR,,217288,Completed,,First,"December 20, 2007",,55h,"I still missed a number of clovers in this initial playthrough. I just can't go back. Also, 1 quest was missed in the town where you race through the canals. There was one tree that I just could not get to rejuvenate.",,,
629,6725,unknownbrackets,Wii,55h,80%,,51140,Completed,,First,,,55h,,,,
630,6725,Wedjwants,PlayStation 4,55h 07m,NR,,11797688,Completed,,First,"May 20, 2020",,55h 07m 13s,,,,
631,6725,Private,PlayStation 2,56h 40m,NR,,2255380,Completed,,First,"January 08, 2020",,56h 40m 16s,,,,
632,6725,Zenhashi,PlayStation 2,57h 09m,90%,,8978451,Completed,,First,,,57h 09m 53s,,,,
633,6725,SleepySticks,PC,58h,90%,"missing a handful of stray beads and fish, but otherwise pretty complete",8891559,Completed,,First,"June 03, 2019",,58h,,,,
634,6725,aftereight88,PlayStation 2,58h 33m,100%,,8873136,Completed,,First,,33h 45m,58h 33m,,60h 57m,,
635,6725,mawilex,PlayStation 2,59h,100%,,1368907,Completed,,First,August 2011,,59h,,,,
636,6725,,PlayStation 3,60h,NR,,495573,Completed,,First,,,60h,,,,
637,6725,,Wii,60h,NR,,5274693,Completed,,First,,50h,60h,,70h,,
638,6725,Altethia,Nintendo Switch,60h,NR,,8460998,Completed,,First,,,60h,,,,
639,6725,Private,PlayStation 2,60h,NR,,761191,Completed,,First,2010,,60h,,,,
640,6725,perrodelmal,Wii,60h,100%,,16274,Completed,,First,"June 17, 2012",,60h,,,,
641,6725,Private,PlayStation 2,60h,NR,,1260176,Completed,,First,,,60h,,,,
642,6725,,PlayStation 3,60h 20m,NR,,4524041,Completed,,First,,,60h 20m 17s,,,,
643,6725,,Emulated,60h 30m,NR,,3727730,Completed,,First,,,60h 30m,,,,
644,6725,Ints,PlayStation 2,61h,90%,,6209579,Completed,,First,"May 05, 2007",,61h,,,,
645,6725,Iretesuka,PlayStation 4,61h 36m,NR,Yes,8444709,Completed,,First,"March 11, 2019",,61h 36m,,,,
646,6725,Deimos,Wii,61h 57m,80%,,80935,Completed,,First,,,61h 57m,,,,
647,6725,bstrah,PlayStation 4,62h 15m,NR,,8710079,Completed Retired,,First,"May 03, 2019",,62h 15m,,67h 30m,,
648,6725,Bbr72,Wii,63h 12m,100%,,495414,Completed,,First,,,63h 12m,,,,
649,6725,,,65h,NR,,289576,Completed,,First,,,65h,,,,
650,6725,,Wii,65h,NR,,2142798,Completed,,First,,50h,65h,,100h,,
651,6725,Altethia,Wii,65h,NR,,8468271,Completed,,Replay,,,65h,,,,
652,6725,Oidche,PlayStation 2,65h 11m,100%,,73153,Completed,,First,,,65h 11m 04s,,,,
653,6725,Turkinator5489,PlayStation 2,66h,100%,Action Game.,113010,Completed,,First,"February 27, 2013",,66h,,,,
654,6725,brainstream,PlayStation 2,66h 50m,90%,,3276005,Completed,,First,"August 07, 2016",,66h 50m 13s,,,,
655,6725,Laurynas,PlayStation 2,67h 31m,100%,but not 100%,4005343,Completed,,First,"February 03, 2017",,67h 31m 45s,,,,
656,6725,spec,Wii,67h 51m,60%,,187307,Completed,,First,"December 04, 2012",,67h 51m 05s,,,,
657,6725,,PlayStation 2,68h 41m,NR,,289589,Completed,,First,,,68h 41m,,,,
658,6725,Annwyd,PlayStation 2,69h,100%,,134111,Completed,,First,"June 26, 2012",,69h 36s,,,,
659,6725,tebbybabes,PlayStation 3,73h 31m,NR,,8106249,Completed,,First,"January 23, 2019",,73h 31m 06s,,,,
660,6725,Moholemju,Nintendo Switch,75h,90%,,9362472,Completed,,First,"May 05, 2019",,75h,,,,
661,6725,nitram,PlayStation 2,77h,NR,,183383,Completed,,First,"October 11, 2012",,77h,,,,
662,6725,LMUC,Wii,80h,NR,,11216814,Completed,,First,"March 22, 2020",50h,80h,,,,
663,6725,aluckymuse,PlayStation,82h,90%,,4105231,Completed,,First,"November 01, 2018",,82h,,,,
664,6725,simplinspiratin,PlayStation 2,82h,90%,Missing stray bead for race against Kai. Complete animal log. Non-complete fish log.,961390,Completed,,First,"October 10, 2013",,82h,,,,
665,6725,ataraxia,PlayStation 2,103h 01m,60%,,35855,Completed,,First,,,103h 01m 36s,,,,
666,6725,Brak,PlayStation 3,30h,90%,,868087,Completed,,First,"March 22, 2014",,,,30h,,
667,6725,CollieDog,PC,31h,NR,"All Achievements + Unlockables, 3rd 100% run with the first two being on the Wii and PS3",10142745,Completed,,Replay,"February 27, 2018",,,,31h,,
668,6725,Private,Nintendo Switch,33h 03m,NR,,6918851,Replay Completed,33h 03m 49s /,Replay,"August 20, 2019",,,Port of 2017 HD version to Switch. A favorite game of all time.,33h 03m 49s,,
669,6725,alaqyr,PlayStation 2,34h,NR,,1679171,Completed,,Replay,"August 18, 2015",,,,34h,,
670,6725,LethalTag47,Wii,34h 14m,NR,,11832242,Completed,,Replay,,,,,34h 14m,,
671,6725,Private,Nintendo Switch,34h 50m,NR,Got everything,11147919,Replay Completed,34h 50m 25s /,Replay,"June 18, 2020",,,Playing on Japanese import cart.,34h 50m 25s,,
672,6725,,PC,36h 26m,NR,,10835738,Completed,,Replay,,,,,36h 26m 58s,,
673,6725,butterfield,Nintendo Switch,37h 31m,NR,,11011847,Completed,,First,,,,,37h 31m 41s,,
674,6725,Colossus816,Xbox One,37h 38m,NR,"Game completed. All stray beads, upgrades, fish, treasures, animals, bestiary complete. Top Dog achievement obtained",5842612,Completed,,Replay,"February 14, 2018",,,,37h 38m,,
675,6725,Private,PlayStation 4,38h 55m,NR,Everything including all end bonuses,5529938,Replay Completed,38h 55m 28s /,Replay,"February 02, 2018",,,HD remaster on PS4,38h 55m 28s,,
676,6725,chrispy294,PlayStation 3,39h,100%,,5064679,Completed,,Replay,"September 17, 2017",,,,39h,,
677,6725,,PC,39h 14m,NR,,10978817,Completed,,First,,,,,39h 14m 24s,,
678,6725,,PlayStation 3,40h,NR,,1615108,Completed,,Replay,,,,,40h,,
679,6725,,Xbox One,40h,NR,,7951078,Completed,,First,,,,,40h,,
680,6725,Jonoodle,PlayStation 3,40h,NR,,9021573,Completed,,Replay,,20h,,,40h,,
681,6725,WineAndRoses,PlayStation 2,40h,100%,,9138887,Completed,,First,"July 12, 2017",,,,40h,,
682,6725,Darksilverhawk,PlayStation 4,40h 02m,100%,,1135759,Completed,,Replay,,,,All praise upgrades+beads+brushes+animals+treasures. Not all equipment.,40h 02m,,
683,6725,Wanderer23,Nintendo Switch,40h 27m,NR,,10586468,Completed,,First,"February 20, 2020",,,,40h 27m 33s,,
684,6725,,PlayStation 4,40h 43m,NR,,10576973,Completed,,Replay,,,,,40h 43m 28s,,
685,6725,reddragonx,PlayStation 3,41h 15m,100%,,156202,Completed,,First,"January 13, 2013",,,,41h 15m,,
686,6725,,PlayStation 3,41h 25m,NR,,1679172,Completed,,First,,26h 23m 12s,,,41h 25m 14s,,
687,6725,TheDerpyOne,PlayStation 4,41h 29m,NR,,6897222,Completed,,Replay,"August 20, 2018",,,,41h 29m 39s,,
688,6725,Private,PlayStation 3,41h 34m,NR,,2846204,Completed,,First,"September 29, 2019",,,,41h 34m 40s,,
689,6725,,PlayStation 3,41h 40m,NR,,565700,Completed,,Replay,,,,,41h 40m 56s,,
690,6725,Scorp267,PlayStation 4,41h 41m,80%,,11928175,Completed,,Replay,"June 07, 2020",,,,41h 41m 48s,,
691,6725,AdrenalinePon3,PlayStation 3,42h,100%,,541268,Replay Completed,,Replay,"December 30, 2013",28h,35h,"My favourite game of all time. Amazing art direction, great characters and a fantastic world. Wish Hideki Kamiya could take the series back from Capcom.",42h,7h,
692,6725,Private,PlayStation 2,42h 07m,100%,,185215,Completed,,First,,,,,42h 07m,,
693,6725,ThatWolfWizard,Nintendo Switch,42h 07m,100%,,9104737,Completed,,Replay,"August 27, 2018",,,,42h 07m 39s,,
694,6725,,PC,42h 15m,NR,"All stray beads, all animals 100%, all tech, all praise used, all cherry blossoms on final screen. Missing: fishing log",9379243,Completed,,First,,,,,42h 15m,,
695,6725,Byrhtnoth,PlayStation 3,42h 17m,80%,,229572,Completed,,First,"February 10, 2013",,,,42h 17m 34s,,
696,6725,ogromm,PlayStation 3,42h 19m,90%,,3071923,Completed,,First,"January 29, 2013",,,,42h 19m 56s,,
697,6725,RyukoMatoi,Xbox One,42h 36m,90%,,10146647,Completed,,First,"September 14, 2018",28h 31m 08s,31h 18m 33s,,42h 36m 18s,,
698,6725,skualninja,PlayStation 4,42h 53m,80%,Platino,7742834,Completed,,First,"December 12, 2018",31h 01m,41h 26m,,42h 53m 56s,,
699,6725,Private,PC,43h 17m,NR,,11850051,Completed,,Replay,,,,,43h 17m,,
700,6725,ShadyGai,PlayStation 3,43h 27m,80%,,373577,Completed,,Replay,,,,,43h 27m,,
701,6725,Daser,PlayStation 3,44h,NR,,1587921,Completed,,First,"February 07, 2013",,,,44h,,
702,6725,,,45h,NR,,289571,Completed,,First,,,,,45h,,
703,6725,Matthew1990,Nintendo Switch,45h,80%,"every tome, sun fragment and praise used",9264270,Completed,,First,"July 23, 2019",,,,45h,,
704,6725,Private,PC,45h,100%,,4594794,Completed,,First,"January 09, 2018",,,Started June 17th,45h,,
705,6725,Private,PC,45h 25m,100%,,11426028,Completed,,First,"April 12, 2020",,,,45h 25m,,
706,6725,,PC,45h 50m,NR,,5556628,Completed,,First,,,,,45h 50m 22s,,
707,6725,,PlayStation 2,46h,NR,,289590,Completed,,First,,,,,46h,,
708,6725,noobcubed,PlayStation 4,46h,NR,"All trophies earned, time is appoximate",5842594,Completed,,First,"February 24, 2018",,,,46h,,
709,6725,Kero76,PC,47h 31m,100%,All achievements acquired.,6338161,Completed,,First,"June 24, 2018",,,,47h 31m 23s,,
710,6725,swf89,PlayStation 4,47h 35m,NR,,6098344,Completed,,Replay,"April 09, 2018",,43h 56m 18s,,47h 35m 55s,,
711,6725,,Nintendo Switch,47h 37m,NR,,11346572,Completed,,Replay,,,,,47h 37m 13s,,
712,6725,iscariah,PlayStation 3,47h 38m,100%,Platinum,1213414,Completed,,First,"April 23, 2015",,,,47h 38m 11s,,
713,6725,,PC,48h,NR,,11056005,Completed,,First,,,,,48h,,
714,6725,TheSponginator,PC,48h 15m,100%,,5474575,Completed,,First,"January 15, 2018",,,,48h 15m,,
715,6725,NopeImPie,PlayStation 4,48h 19m,70%,All trophies,6543972,Completed,,First,"July 07, 2018",,,,48h 19m 47s,,
716,6725,kafaw,PlayStation 2,48h 24m,NR,,8936016,Completed,,Replay,"January 21, 2018",,,,48h 24m,,
717,6725,,PC,49h,NR,,6327956,Completed,,First,,,,,49h,,
718,6725,icksmehl,PC,49h 07m,90%,All achievements (51/51) Final Results Time,5540281,Completed,,Replay,"December 30, 2017",,,,49h 07m 57s,,
719,6725,NeilS1995,PC,49h 15m,NR,,8752179,Completed,,Replay,"May 10, 2019",,,,49h 15m,,
720,6725,whlrtkrd,PlayStation 3,49h 18m,80%,,6985996,Completed,,First,"September 06, 2018",,,,49h 18m 46s,,
721,6725,,PlayStation 3,49h 19m,NR,,10420541,Completed,,First,,,,,49h 19m 15s,,
722,6725,,PlayStation 2,49h 22m,NR,,1397760,Completed,,Replay,,,,,49h 22m 19s,,
723,6725,ArticunoBreeze,PlayStation 3,50h,90%,,10153372,Completed,,First,,25h,,,50h,,
724,6725,Falere,Nintendo Switch,50h,100%,,9313962,Completed,,Replay,,,,,50h,,
725,6725,Gaming_Gott,PlayStation 2,50h,100%,,10143810,Completed,,First,,,,,50h,,
726,6725,JohnRayJr,PlayStation 3,50h,NR,,2433908,Replay Completed,,Replay,,,,,50h,,
727,6725,Seltox,PlayStation 3,50h,NR,,408631,Completed,,First,"September 13, 2013",,,,50h,,
