,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Speedrun,Progress,100% Speedrun,Co-Op
966,3521,,PlayStation,43h 54m,NR,,663687,Completed,Replay,,,43h 54m,,,,,,
967,3521,BloodGod65,PlayStation 4,44h,NR,,3526320,Completed,First,"October 30, 2017",,44h,,,,,,
968,3521,Private,PC,44h,NR,,1571674,Completed,First,"December 30, 2013",,44h,,,,,,
969,3521,RVallant,PC,44h,90%,,6413004,Completed,Replay,"March 25, 2018",,44h,,,,,,
970,3521,Ristilia,PC,44h,80%,,404020,Completed,Replay,"August 18, 2013",,44h,,,,,,
971,3521,xBamboozled_,PC,44h,NR,,6239356,Completed,First,,,44h,,,,,,
972,3521,Illusera,PlayStation 3,44h,80%,"Some extra sidequests, recruited all characters.",8686995,Completed,First,"April 17, 2020",,44h 04s,,,,,,
973,3521,Maddog,PlayStation 3,44h 03m,90%,,606829,Completed,First,,,44h 03m,,,,,,
974,3521,MrDOS,PC,44h 24m,NR,,2812532,Completed,First,,,44h 24m,,,,,,
975,3521,coldramentpm,Nintendo Switch,44h 28m,70%,"All characters unlocked, Gold Chocobo acquired, Emerald & Ultimate Weapons defeated",10706803,Completed,Replay,"September 24, 2019",,44h 28m 13s,,,,,,
976,3521,hwchugh,PlayStation 2,44h 30m,100%,"Omnislash, Cloud Lvl 75",4531132,Completed,First,"June 21, 2017",,44h 30m,,,,,,
977,3521,Kloptech,PlayStation,44h 36m,100%,"All party members and Yuffie sidequest. ""Beacause"" re-translation.",8290690,Completed,First,"February 16, 2019",,44h 36m,,,,,,
978,3521,Viboras,PlayStation,44h 50m,100%,,8280581,Custom List Completed,First,"February 16, 2019",,44h 50m,,,,44h 50m /,,
979,3521,,PC,45h,NR,,11303269,Completed,First,,,45h,,,,,,
980,3521,Private,PlayStation,45h,80%,,727763,Completed,First,,,45h,,,,,,
981,3521,Cathmore,PC,45h,NR,,1409247,Completed,Replay,"June 23, 2015",,45h,,,,,,
982,3521,Eyri_Mitama,PlayStation,45h,NR,,5837784,Completed,First,,,45h,,,,,,
983,3521,Lord_Rocinante,PlayStation,45h,NR,,6912859,Completed,First,2016,,45h,,,,,,
984,3521,Mrsonicisawesome,PlayStation,45h,90%,"3 Ultimate Weapons for Cloud, Tifa, and Cid. Beat Emerald, Ruby, and Ultimate Weapon. Did Yuffie side quest.",11532951,Replay Completed,Replay,"June 06, 2020",,45h,,,,45h /,,
985,3521,Private,Emulated,45h,NR,,11220805,Completed,First,September 2016,,45h,,,,,,
986,3521,NikDude,PC,45h,80%,,4151156,Completed,First,"June 18, 2017",,45h,55h,,,,,
987,3521,Notgood,PC,45h,100%,,10694765,Completed,Replay,July 2015,35h,45h,,,,,,
988,3521,SumerianDaemon,PlayStation,45h,100%,,3629255,Playing Backlog Replay Completed,Replay,"July 15, 2016",,45h,,,,,,
989,3521,TheCort7,PC,45h,90%,,8447822,Completed,First,2018,,45h,,,,,,
990,3521,Thiago,PlayStation,45h,100%,,244022,Completed,First,,,45h,,,,,,
991,3521,dwyant,PlayStation Vita,45h,100%,,2124638,Completed,Replay,"August 22, 2013",,45h,,,,,,
992,3521,hardvark,PlayStation,45h,90%,,11828578,Completed,First,"May 24, 2020",,45h,,,,,,
993,3521,ketiakpaus,PC,45h,100%,,7994480,Completed,First,"January 09, 2019",,45h,,,,,,
994,3521,rendell,PlayStation,45h,90%,,4353476,Completed,First,"September 01, 2017",,45h,,,,,,
995,3521,sephibot,PC,45h,100%,,2679197,Completed,Replay,"March 01, 2016",42h,45h,51h 03m,,,,,
996,3521,xMars,PlayStation 4,45h,100%,,11188389,Completed,First,"August 17, 2018",,45h,,,,,,
997,3521,TayaLyn,PlayStation 4,45h 09m,80%,"Gold chocobo, emerald weapon, most final limit breaks.",7761971,Completed,Replay,"December 17, 2018",,45h 09m,,,,,,
998,3521,soulxstlr,PlayStation,45h 17m,90%,,5860073,Completed,Replay,,,45h 17m,,,,,,
999,3521,cescoisshalashaska,PlayStation,45h 22m,NR,,5192232,Completed,Replay,"May 15, 2016",40h 11m,45h 22m,72h 15m,,,,,
1000,3521,Private,PlayStation,45h 34m,NR,,7527639,Completed,First,"May 25, 2012",,45h 34m,,,,,,
1001,3521,NickyBiscuit,PlayStation 3,45h 45m,90%,,393863,Completed,First,,,45h 45m,,,,,,
1002,3521,Reclaimer,Emulated,45h 50m,NR,Got the optinal party members,10585549,Completed,First,"January 09, 2020",,45h 50m,,,,,,
1003,3521,Private,PC,45h 54m,80%,,9262188,Completed,First,,,45h 54m,,,,,,
1004,3521,StevenR_H8,PlayStation Vita,45h 55m,90%,I did not ignore the extra content but I did not do all the extra content.,11606673,Completed,First,"October 05, 2019",,45h 55m,,,,,,
1005,3521,Wandering_King,PlayStation 3,45h 59m,100%,,67143,Completed,First,,,45h 59m,,,,,,
1006,3521,,PC,46h,NR,,9102250,Completed,Replay,,,46h,,,,,,
1007,3521,AuroraBeam,PlayStation,46h,80%,,1016834,Completed,First,"October 31, 2010",,46h,,,,,,
1008,3521,Freshingredient,PlayStation 4,46h,100%,,2467587,Completed,First,"January 15, 2017",,46h,,,,,,
1009,3521,Weimar,PlayStation,46h,90%,,1325676,Completed,First,"December 31, 2015",,46h,,,,,,
1010,3521,nmykita,PlayStation,46h,NR,"Skipped Ruby Weapon, did not master all materia",11623543,Completed,Replay,"May 01, 2020",,46h,,,,,,
1011,3521,yeetboys,PC,46h,90%,,7447009,Completed,First,"November 13, 2018",,46h,,,,,,
1012,3521,jptolympia,PC,46h 03m,90%,"Gold Chocobo, Emerald Weapon, Wutai, Ultimate Weapons, Limit Break Items, Only LVL 1 Limits",3093105,Completed,First,"February 13, 2016",,46h 03m,,,,,,
1013,3521,NoirXephon,PlayStation 4,46h 11m,90%,,9339449,Completed,First,"August 09, 2019",,46h 11m,,,,,,
1014,3521,,PC,46h 24m,NR,,11891551,Completed,Replay,,,46h 24m,80h,,,,,
1015,3521,,PlayStation,46h 29m,NR,,3749385,Completed,First,,,46h 29m,,,,,,
1016,3521,,PC,46h 30m,NR,,3020999,Completed,First,,,46h 30m,,,,,,
1017,3521,,PlayStation,46h 32m,NR,,286751,Completed,Replay,,,46h 32m,,,,,,
1018,3521,ryanbgstl,PlayStation,46h 34m,NR,defeated all Weapons,11365487,Completed,Replay,"March 29, 2020",,46h 34m 12s,,,,,,
1019,3521,MissMokushiroku,PSP,46h 36m,90%,,61279,Completed,First,"November 20, 2011",,46h 36m,,,,,,
1020,3521,CallOfCoolthulhu,PlayStation 4,46h 38m,NR,,11929066,Completed,Replay,"June 13, 2020",,46h 38m 25s,,,,,,
1021,3521,jocloud31,Android,46h 40m,80%,,8820137,Completed,Replay,"May 18, 2019",,46h 40m,,,,,,
1022,3521,kahn,PlayStation Vita,46h 40m,100%,,11611286,Completed,First,"April 30, 2020",,46h 40m,,,,,,
1023,3521,Laukku,PlayStation 3,46h 52m,NR,,5287781,Completed,First,"June 17, 2014",,46h 52m,,,,,,
1024,3521,Emo_Kakyo,PlayStation,46h 52m,80%,,5799936,Completed,First,"April 16, 2019",,46h 52m 25s,,,,,,
1025,3521,,PlayStation,46h 57m,NR,,286746,Completed,First,,,46h 57m,,,,,,
1026,3521,TheBarbato,PlayStation,46h 57m,90%,,301236,Completed,First,,,46h 57m,,,,,,
1027,3521,Azraden,PlayStation 3,47h,70%,,63181,Completed,First,"June 29, 2012",,47h,,,,,,
1028,3521,Pikachan,PlayStation,47h,100%,,262337,Completed,First,2011,,47h,,,,,,
1029,3521,ZloYulich,PlayStation,47h,80%,,695770,Replay Completed,First,,,47h,,,,,,
1030,3521,bdzz,PC,47h,NR,,757606,Completed,First,"December 03, 2015",,47h,,,,,,
1031,3521,mjetter432,PlayStation,47h,100%,,2924990,Playing Completed,First,"May 14, 2016",,47h,,,,6h /,,
1032,3521,Sir_Android,PlayStation,47h 14m,NR,,121205,Completed,First,"June 11, 2013",,47h 14m,,,,,,
1033,3521,Azevius,Nintendo Switch,47h 18m,NR,,10840431,Playing Completed,First,"January 22, 2020",,47h 18m,,,,,,
1034,3521,Toxe,PlayStation 4,47h 20m,90%,,8224957,Completed,First,"February 07, 2019",,47h 20m,,,,,,
1035,3521,13mcaulma,PlayStation,47h 24m,80%,Did all side quests except Ruby and Emerald Weapon. All best weapons and lvl 4 Limits. level 69 at the end.,10680199,Completed,First,"May 01, 2020",,47h 24m,,,,,,
1036,3521,Sakhi,PlayStation,47h 25m,NR,,3558957,Completed,Replay,"October 28, 2016",,47h 25m,,,,,,
1037,3521,dogancemd,PSP,47h 32m,NR,,5854063,Completed,First,"February 17, 2018",,47h 32m,,,,,,
1038,3521,chygrynsky,PC,47h 52m,70%,,2216880,Completed,First,2014,,47h 52m,,,,,,
1039,3521,LethalTag47,PlayStation,47h 56m,NR,,10400837,Completed,First,,,47h 56m,,,,,,
1040,3521,ZapNight,PlayStation,47h 59m,100%,,11519482,Completed,Replay,"March 20, 2020",,47h 59m,,,,,,
1041,3521,Ala,PC,48h,NR,,4516836,Completed,First,"June 01, 2017",,48h,,,,,,
1042,3521,CloudCaelum9,PlayStation 3,48h,80%,,5593825,Completed,First,,46h,48h,,,,,,
1043,3521,Fliktor,PC,48h,NR,,10745477,Completed Retired,Replay,"April 10, 2020",,48h,,,,,,
1044,3521,MitchPotato,PC,48h,90%,,6122168,Completed,First,,,48h,,,,,,
1045,3521,crowdd0012,PlayStation 4,48h,100%,,11122771,Completed,First,,,48h,,,,,,
1046,3521,iAyeCaptainKai,PlayStation 4,48h,NR,,8312647,Completed,First,"August 30, 2019",,48h,,,,,,
1047,3521,jengle10,PC,48h,NR,,1432487,Completed,First,"September 11, 2014",,48h,,,,,,
1048,3521,lerizer,PC,48h,100%,,6158462,Completed,First,"April 22, 2018",,48h,,,,,,
1049,3521,ramzhass93,PlayStation,48h,100%,,327409,Completed,Replay,"September 07, 2013",,48h,,,,,,
1050,3521,unluckyprimes,PC,48h,100%,,11479523,Replay Completed,Replay,"December 02, 2018",,48h,,,,,,
1051,3521,cwmoneybags,PlayStation 3,48h 09m,100%,Did not beat Ruby Weapon,97317,Completed,Replay,"April 28, 2013",,48h 09m,,,,,,
1052,3521,FancyKilerWales,PlayStation 4,48h 10m,NR,"All Materia, All Weapons Defeated",10783366,Completed,First,"January 09, 2020",,48h 10m 19s,,,,,,
1053,3521,NeoJ,PC,48h 15m,80%,,22488,Completed,First,"June 28, 2012",,48h 15m,,,,,,
1054,3521,Private,PlayStation,48h 16m,90%,"Skipped most of the Gold Saucer, Ruby + Emerald weapon, and master materia, but did everything else. Lvl 60.",5979876,Completed,Replay,"March 28, 2018",,48h 16m 11s,,,,,,
1055,3521,Private,PlayStation,48h 30m,NR,,11014814,Completed,Replay,"February 18, 2020",,48h 30m,,,,,,
1056,3521,Brentinitis,PC,48h 35m,90%,,4704377,Completed,First,"July 05, 2017",,48h 35m 44s,,,,,,
1057,3521,picklepastry,PlayStation,48h 40m,100%,,83452,Completed,First,"January 29, 2013",,48h 40m,,"I plan on beating all the weapons and getting knights of the round at some point, but I wanted to finally say i beat the game.",,,,
1058,3521,Perrydice1,PlayStation,48h 50m,100%,,7012979,Completed,Replay,"October 25, 2018",,48h 50m,,,,,,
1059,3521,Private,PC,48h 50m,100%,,8841238,Completed,Replay,"April 16, 2020",,48h 50m,,,,,,
1060,3521,DuhblinnZA,PlayStation Vita,48h 57m,NR,"Only missing 4 materias from Golden Saucer, 3 characters @ lvl 99, Emerald and Ruby defeated",6300112,Replay Completed,Replay,"April 29, 2019",,48h 57m 12s,,,,48h 57m 12s /,,
1061,3521,,PC,49h,NR,,1179830,Completed,First,,,49h,,,,,,
1062,3521,,PC,49h,NR,,2032433,Completed,First,,,49h,,,,,,
1063,3521,,Nintendo Switch,49h,NR,,8873317,Completed,Replay,,,49h,,,,,,
1064,3521,Pointy,PlayStation,49h,NR,,1337479,Completed,First,"May 09, 2015",,49h,,,,,,
1065,3521,,Nintendo Switch,49h 15m,NR,,10634017,Completed,First,,45h,49h 15m,,,,,,
1066,3521,thomaz1994,PlayStation,49h 15m,100%,,4397293,Completed,Replay,"July 16, 2018",,49h 15m,,,,,,
1067,3521,Flereous,PC,49h 20m,90%,,1040073,Completed,First,"November 25, 2014",,49h 20m,,,,,,
1068,3521,jukeboxbaby,PlayStation 4,49h 20m,100%,"Earned the Plat, used the speed-up cheat when racing chocobos or grinding",3702350,Completed,Replay,"April 28, 2018",,49h 20m 30s,57h 37m 50s,,,,,
1069,3521,Private,Nintendo Switch,49h 21m,NR,,11314822,Completed,First,"April 29, 2020",,49h 21m 41s,,,,,,
1070,3521,Private,PlayStation,49h 22m,80%,,387370,Completed,First,,,49h 22m,,,,,,
1071,3521,KrazeeBob,PlayStation,49h 51m,100%,,3474830,Completed,Replay,"January 01, 2004",,49h 51m,,,,,,
1072,3521,TayaLyn,PlayStation,49h 51m,100%,,388627,Completed,Replay,2012,,49h 51m,,,,,,
1073,3521,Eruanne33,Emulated,49h 57m,100%,Last save before ending battles (haven't done a lot of extra quests),8789797,Replay Completed,Replay,"May 16, 2019",,49h 57m,,,,,,
1074,3521,,,50h,NR,,286707,Completed,First,,,50h,,,,,,
1075,3521,,PlayStation,50h,NR,,696986,Completed,First,,,50h,,,,,,
1076,3521,Beowulf94,PlayStation 4,50h,100%,,10514642,Completed,First,"November 30, 2015",,50h,,,,,,
1077,3521,CallOfCasual,PC,50h,NR,,6741633,Completed,First,"August 02, 2018",,50h,,,,,,
1078,3521,Dalunar,PlayStation,50h,80%,,685680,Completed,Replay,,,50h,,,,,,
1079,3521,DiegoT720,Nintendo Switch,50h,80%,,11428869,Completed,First,"November 12, 2019",,50h,,,,,,
1080,3521,Grayfox001,PlayStation 4,50h,NR,,6130515,Completed,First,"December 14, 2015",30h,50h,,,,,,
1081,3521,Harkeet,PlayStation 4,50h,NR,,3221499,Completed,First,"February 20, 2016",40h,50h,70h,,,,,
1082,3521,KAKKEA,PSP,50h,NR,,6240313,Completed,First,"November 10, 2017",,50h,,,,,,
1083,3521,Kloautomat,PlayStation 3,50h,NR,,10275413,Completed,First,,,50h,,,,,,
1084,3521,Kyschel,PlayStation,50h,90%,,4555783,Completed,Replay,,,50h,,,,,,
1085,3521,Puni,PC,50h,NR,,9084871,Completed,First,"May 18, 2020",36h,50h,,,,,,
1086,3521,Private,PC,50h,NR,Played with guide,768005,Completed,First,"December 19, 2014",,50h,,,,,,
1087,3521,RiptoR,PlayStation,50h,NR,,9146761,Completed,First,,,50h,,,,,,
1088,3521,Sehanort,PlayStation Vita,50h,NR,,8710180,Completed,First,"March 09, 2019",,50h,,,,,,
1089,3521,ShurikenKat,PlayStation,50h,NR,"52 for KotR, 80 for mastering all materia. Good freakin luck.",6651395,Completed,Replay,,38h,50h,80h,,,,,
1090,3521,Private,PlayStation,50h,NR,,6904275,Completed,First,1999,,50h,,,,,,
1091,3521,TreeHandThingy,PlayStation,50h,100%,,6524551,Completed,First,2005,,50h,,,,,,
1092,3521,Turkinator5489,PlayStation,50h,90%,One of my first games.,112993,Completed,First,"February 27, 2013",,50h,,,,,,
1093,3521,amakalypse,PlayStation,50h,NR,,5069408,Completed,First,,,50h,,,,,,
1094,3521,bl4ckout,Linux,50h,NR,Playthroguh with New Threat mod. Some side quest done but most of the new ones were untouched.,11488065,Completed,First,"April 19, 2020",,50h,,,,,,
1095,3521,brizzenden,PlayStation,50h,80%,,301177,Completed,First,"April 20, 2013",,50h,,,,,,
1096,3521,cloudst,PlayStation,50h,100%,,955854,Completed,First,"May 20, 2006",32h,50h,,,,,,
1097,3521,dillydally123,PlayStation,50h,NR,"Optional bosses defeated, ultimate weapons obtained and ultimate limit breaks obtained (not learned)",10282339,Completed,Replay,"October 18, 2019",38h,50h,,,,,,
1098,3521,finalcloud17,,50h,100%,,382284,Completed,First,"August 19, 2013",,50h,,,,,,
1099,3521,ixMarcel,PC,50h,NR,,10454810,Completed,First,"April 23, 2016",,50h,,,,,,
1100,3521,jpcapili,Nintendo Switch,50h,80%,,9336554,Completed,First,"August 12, 2019",,50h,,,,,,
1101,3521,mcr619619,PlayStation,50h,90%,,97329,Completed,First,,,50h,,,,,,
1102,3521,nionkiri,PlayStation,50h,NR,,2287601,Completed,First,"December 28, 2015",,50h,,,,,,
1103,3521,palamecia,PlayStation 3,50h,40%,,1358686,Completed,First,,,50h,,,,,,
1104,3521,rEtSaM,PlayStation,50h,100%,"Knights obtained, weapons defeated.",55720,Completed,First,,,50h,,,,,,
1105,3521,syncognition,,50h,NR,,368846,Completed,First,"March 09, 2003",,50h,,,,,,
1106,3521,tkrisz0213,PC,50h,100%,,11424491,Completed,Replay,"March 15, 2020",,50h,,,,,,
1107,3521,yurihp16,PC,50h,NR,,5159067,Completed,First,"October 10, 2017",40h,50h,,,,,,
1108,3521,,Emulated,50h 02m,NR,,11034999,Completed,Replay,,,50h 02m 36s,,,,,,
1109,3521,RasereiHojo,PlayStation 3,50h 06m,90%,,372232,Completed,First,"February 12, 2011",38h 25m 14s,50h 06m 12s,,,,,,
1110,3521,Captrico,PlayStation,50h 08m,90%,,9314350,Completed,First,"August 06, 2019",,50h 08m,,,,,,
1111,3521,Private,PC,50h 20m,NR,,4062130,Completed,First,"April 23, 2017",,50h 20m,,,,,,
1112,3521,Lynxie,PlayStation,50h 21m,100%,,90900,Completed,First,"September 08, 2013",,50h 21m,,,,,,
1113,3521,,PlayStation,50h 24m,NR,,10202253,Completed,First,,40h 38m 57s,50h 24m 06s,90h 58m 27s,,,,,
1114,3521,badmacewindu,PC,50h 32m,NR,,11439933,Completed,First,"August 13, 2017",,50h 32m,,,,,,
1115,3521,kinnerful,PC,50h 57m,90%,,5925326,Completed,First,"April 03, 2017",,50h 57m,,,,,,
1116,3521,,,51h,NR,,286754,Completed,First,,,51h,,,,,,
1117,3521,Mawnster,PC,51h,70%,,1099773,Completed,First,"January 26, 2015",,51h,,Just need to finish the last area lol.,,,,
1118,3521,Paroro,PlayStation 4,51h,80%,,9445306,Completed,First,"August 22, 2019",45h,51h,,,,,,
1119,3521,ShwanPurd,PC,51h,80%,,11106578,Completed,First,,,51h,,,,,,
1120,3521,SuperiorSativa,PlayStation,51h,NR,,9460678,Replay Completed,First,"August 27, 2019",,51h,,,,,,
1121,3521,Tolec,PC,51h,NR,,4367820,Completed,First,"April 29, 2017",,51h,,,,,,
1122,3521,brreagan,PC,51h,100%,,1217867,Completed,First,"September 01, 2014",,51h,,,,,,
1123,3521,fish_the_god,PlayStation,51h,90%,,9174340,Completed,First,,,51h,,,,,,
1124,3521,Private,PlayStation,51h,NR,,200073,Completed,First,,,51h,,,,,,
1125,3521,Marcus54j,PlayStation,51h 30m,90%,,6340662,Completed,First,"July 03, 2018",,51h 30m,,,,,,
1126,3521,LincoG,PSP,51h 32m,100%,,342604,Replay Completed,Replay,,,51h 32m,,,,,,
1127,3521,,PlayStation,52h,NR,,4402143,Completed,First,,,52h,,,,,,
1128,3521,Bryan31,PlayStation 3,52h,90%,,58126,Completed,First,"August 24, 2012",,52h,,,,,,
1129,3521,Draco,PlayStation,52h,100%,,573775,Completed,First,"January 07, 2014",42h 24m,52h,,,,,,
1130,3521,Hamfish,PC,52h,NR,,3305463,Completed,First,,,52h,,,,,,
1131,3521,Hershal,PC,52h,NR,,898764,Completed,First,,,52h,,,,,,
1132,3521,RottedRabbit,PC,52h,100%,,10699430,Completed,First,,,52h,,,,,,
1133,3521,Sabeckaz,PC,52h,NR,"Main story and some additional content (side-quests, additional characters, most final limits, ultimate weapon)",4610341,Completed,First,"June 09, 2019",,52h,,,,,,
1134,3521,TenshiGeraku,PlayStation,52h,90%,,674411,Completed,First,"March 25, 2014",,52h,,,,,,
1135,3521,Torahl,PC,52h,NR,,5128977,Completed,First,,,52h,,,,,,
1136,3521,a2a_REX,PC,52h,NR,,847823,Completed,First,"July 23, 2014",,52h,,,,,,
1137,3521,aquacustom,PC,52h,NR,,9109267,Completed,First,,,52h,,,,,,
1138,3521,dragmagpuff,PC,52h,80%,,11922640,Completed,First,"June 06, 2020",,52h,,,,,,
1139,3521,gio,PlayStation Vita,52h,100%,Rough estimate; got most Ultimate Weapons except Cloud's,10202136,Completed,First,"August 08, 2019",,52h,,,,,,
1140,3521,Lecta,PC,52h 03m,NR,,2767270,Completed,First,"March 08, 2016",,52h 03m,,,,,,
1141,3521,brianpo,PlayStation,52h 07m,NR,,3554615,Completed,First,,,52h 07m,,,,,,
1142,3521,Caisu,PlayStation,52h 09m,NR,,103344,Completed,First,,,52h 09m,,,,,,
1143,3521,WillianPM,PC,52h 12m,NR,,8959357,Completed,First,"April 28, 2020",,52h 12m,,,,,,
1144,3521,,PSP,52h 17m,NR,,671870,Completed,First,,,52h 17m,,,,,,
1145,3521,Calyampudi,PC,52h 19m,NR,,3414169,Completed,Replay,,,52h 19m,,,,,,
1146,3521,boiafria,PlayStation,52h 45m,90%,,7108318,Completed,First,"September 23, 2018",,52h 45m,,,,,,
1147,3521,lukasmeri,PC,52h 45m,80%,,8324065,Completed,First,"February 11, 2020",,52h 45m,,,,,,
1148,3521,red7thunder,PlayStation,52h 57m,NR,,1031091,Completed,First,"January 09, 2001",,52h 57m,,,,,,
1149,3521,,PC,53h,NR,,5068611,Completed,First,,32h,53h,63h,,,,,
1150,3521,,PlayStation 3,53h,NR,Did all side quests except for turtles paradise. Got golden chocobo and associated materia. Didn't get all items/materia,7285617,Completed,First,,,53h,,,,,,
1151,3521,MonsterCow,PC,53h,NR,,9431047,Completed,Replay,,,53h,,,,,,
1152,3521,Nool11793,Android,53h,100%,,11150157,Completed,Replay,"March 14, 2020",,53h,,,,,,
1153,3521,kafaw,PlayStation,53h 18m,NR,,8924728,Completed,Replay,"April 08, 2017",,53h 18m,,,,,,
1154,3521,cams3107,PlayStation 3,53h 28m,NR,,2865983,Completed,First,"April 16, 2016",,53h 28m 46s,,,,,,
1155,3521,,PlayStation 4,53h 32m,NR,,2397337,Completed,First,,50h 28m 34s,53h 32m 20s,,,,,,
1156,3521,,PlayStation,53h 55m,NR,,3302305,Completed,First,,38h 48m,53h 55m,,,,,,
1157,3521,D4L41L4M4,PlayStation,53h 59m,90%,,9278341,Completed,Replay,"December 23, 2019",,53h 59m 40s,,,,,,
1158,3521,Private,PSP,54h,100%,,11383608,Completed,First,,,54h,,,,,,
1159,3521,Etherflow,PlayStation,54h,NR,,2718244,Completed,First,"February 10, 2015",,54h,,,,,,
1160,3521,KetRum,PC,54h,NR,,11424651,Completed,First,"April 12, 2020",,54h,,,,,,
1161,3521,Nue,PC,54h,NR,,5961356,Completed,First,"March 10, 2018",,54h,,,,,,
1162,3521,edheng,PlayStation,54h,90%,,10185884,Completed,First,1998,,54h,,,,,,
1163,3521,zanderich,PC,54h,NR,,11477239,Completed,First,,,54h,,,,,,
1164,3521,deco27,PC,54h 28m,NR,,5626331,Completed,First,"June 12, 2020",,54h 28m,71h 47m,,,,,
1165,3521,Pidsch,PlayStation,54h 30m,90%,,669088,Completed,First,"March 12, 2014",,54h 30m,,,,,,
1166,3521,,PlayStation Vita,55h,NR,,1947351,Completed,First,,,55h,,,,,,
1167,3521,,PC,55h,NR,,5660348,Completed,First,,,55h,,,,,,
1168,3521,Ashkaan,PC,55h,100%,,16931,Completed,First,,,55h,,,,,,
1169,3521,Cyborg1612,PlayStation,55h,90%,,7223603,Completed,First,"November 18, 2017",49h,55h,,,,,,
1170,3521,Gr1mReefer,PC,55h,NR,,12019400,Completed,First,,,55h,,,,,,
1171,3521,Gutek,PC,55h,90%,,6868546,Completed,First,"July 14, 2017",,55h,,,,,,
1172,3521,Metsuryu,PC,55h,NR,,3271616,Completed,First,,,55h,,,,,,
1173,3521,MrAske,PC,55h,NR,,1272341,Completed,Replay,"March 16, 2015",,55h,,,,,,
1174,3521,Saldran,PC,55h,100%,,6228889,Completed,Replay,"March 25, 2018",,55h,,,,,,
1175,3521,Silvak,PlayStation,55h,80%,,545899,Completed,First,,,55h,,,,,,
1176,3521,SimonSaysNope,PlayStation,55h,NR,,1360845,Completed,Replay,"May 23, 2004",,55h,,,,,,
1177,3521,SirCalalot,PlayStation Vita,55h,NR,,2440341,Completed,First,,,55h,,,,,,
1178,3521,geese,PC,55h,NR,,5433761,Completed,First,"May 29, 2019",,55h,,,,,,
1179,3521,ibemichael,PC,55h,NR,,5094171,Completed,Replay,"September 23, 2017",,55h,,,,,,
1180,3521,Private,PlayStation 4,55h,NR,,3776674,Completed,Replay,"December 18, 2016",,55h,,,,,,
1181,3521,jhamonnet,Nintendo Switch,55h,90%,,6492682,Completed,First,"May 20, 2020",,55h,,,,,,
1182,3521,kable,PlayStation,55h,100%,,138789,Completed,First,"October 04, 2012",,55h,,,,,,
1183,3521,mglab,PSP,55h,90%,,183369,Backlog Completed,First,"November 07, 2014",,55h,,,,,,
1184,3521,rmomega,PlayStation,55h,100%,,327223,Completed,First,,,55h,,,,,,
1185,3521,tankman,PlayStation,55h,NR,,7545740,Completed,First,"December 23, 2015",,55h,,,,,,
1186,3521,xBeck2,PlayStation,55h,100%,,8890368,Replay Completed,Replay,"June 02, 2019",,55h,,,,55h /,,
1187,3521,xBlitzerx,PC,55h,90%,,2509604,Completed,First,"February 01, 2016",,55h,,,,,,
1188,3521,HermanoFe87,PlayStation,55h 11m,90%,,681655,Completed,First,"June 27, 2002",,55h 11m 10s,,,,,,
1189,3521,milktea_tv,PlayStation,55h 12m,NR,,11816587,Completed,First,"March 08, 2015",44h 21m,55h 12m,97h 43m 12s,,,,,
1190,3521,RenzoVIII,PlayStation Vita,55h 23m,NR,,12021089,Completed,First,"June 17, 2020",,55h 23m,,,,,,
1191,3521,brenno_arruda,PlayStation,55h 40m,NR,,1919018,Completed,First,"October 07, 2015",,55h 40m,,,,,,
1192,3521,drambit,PlayStation,55h 40m,NR,,11751074,Completed,Replay,"May 08, 2020",,55h 40m 17s,,,,,,
1193,3521,Avaritia,PlayStation,55h 43m,NR,,10856439,Completed,Replay,,,55h 43m 20s,,,,,,
1194,3521,Esperanto,PlayStation,55h 54m,90%,,2962092,Completed,First,"July 13, 2013",45h 20m 59s,55h 54m 33s,,,,,,
1195,3521,,PC,56h,NR,,494548,Completed,Replay,,,56h,,,,,,
1196,3521,,PC,56h,NR,,1969566,Completed,First,,,56h,,,,,,
1197,3521,,PlayStation,56h,NR,did most major side quest not all unlockables and not all side quests,11584767,Completed,First,,44h 15m,56h,,,,,,
1198,3521,Private,PC,56h,80%,,7077649,Completed,First,,,56h,,,,,,
1199,3521,Nool11793,Android,56h,NR,,8985834,Replay Completed,Replay,"June 28, 2019",,56h,,,,,,
1200,3521,ThrowdownN64,PC,56h,NR,"Getting Aerith's Last limit, OmniSlash, Ultimaweapon",4832236,Completed,First,"January 24, 2015",,56h,,,,,,
1201,3521,ZodyarkXV,PC,56h,90%,,6094046,Completed,First,,38h,56h,120h,,,,,
1202,3521,cescoisshalashaska,PlayStation,56h,100%,On Ps4,5192243,Completed,Replay,"October 19, 2017",35h 31m,56h,88h 42m,,,,33h 12m,
1203,3521,fueled13,PC,56h,NR,"Defeated all Weapons, acquired all final Limit Breaks, 92% achievements",11704618,Completed,First,"May 10, 2020",,56h,,,,,,
1204,3521,leassel,PC,56h,NR,,7380182,Completed,First,,,56h,,,,,,
1205,3521,nickb04,PC,56h,90%,,10999962,Completed,First,"March 16, 2020",,56h,,,,,,
1206,3521,Private,PC,56h,NR,,11541508,Completed,First,,,56h,,,,,,
1207,3521,Huenvyy,PC,56h 02m,NR,bad luck,11848858,Completed,First,"May 17, 2020",38h 01m 41s,56h 02m 54s,93h 11m 30s,,,,,
