,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Co-Op,Personal Notes,Vs.,Progress,Retired Notes,Speedrun,100% Speedrun
441,4867,,PlayStation 3,2h,NR,,295158,Completed,First,,2h,,,,,,,,,
442,4867,,PlayStation 3,2h,NR,,500309,Completed,First,,2h,3h,,,,,,,,
443,4867,,PlayStation 4,2h,NR,,3055781,Completed,First,,2h,,,,,,,,,
444,4867,,PlayStation 3,2h,NR,,3478099,Completed,First,,2h,,,,,,,,,
445,4867,,PlayStation 4,2h,NR,,3526447,Completed,First,,2h,,,,,,,,1h,
446,4867,,PlayStation 4,2h,NR,,3620559,Completed,First,,2h,,,,,,,,,
447,4867,,PlayStation 4,2h,NR,,3715106,Completed,First,,2h,,,,,,,,,
448,4867,,PlayStation 4,2h,NR,,3911427,Completed,First,,2h,,,,,,,,,
449,4867,,PlayStation 4,2h,NR,,7269671,Completed,First,,2h,,,,,,,,,
450,4867,,PlayStation Now,2h,NR,,8879681,Completed,First,,2h,,,,,,,,,
451,4867,,PlayStation 4,2h,NR,,11461389,Completed,First,,2h,3h 10m,6h,,,,,,,
452,4867,,PlayStation 4,2h,NR,,11467857,Completed,First,,2h,,,,,,,,,
453,4867,,PlayStation 4,2h,NR,,11612394,Completed,First,,2h,,,,,,,,,
454,4867,3pacalypse,PlayStation 3,2h,NR,,257186,Completed,First,"April 19, 2013",2h,,,,,,,,,
455,4867,500kevc,PC,2h,90%,,8033729,Completed,First,,2h,,,,,,,,,
456,4867,ACE_V,PlayStation 4,2h,60%,,6972701,Completed,First,"September 03, 2018",2h,,,,,,,,,
457,4867,ALogicNamedJesse,PlayStation 3,2h,100%,,309088,Completed,Replay,,2h,,4h,,,,,,,
458,4867,AbsoluteKaoss,PlayStation 3,2h,NR,,5535400,Completed,First,"December 29, 2017",2h,,,,,,,,,
459,4867,Ace7zar3,PlayStation 4,2h,70%,,12026567,Completed,First,"June 17, 2020",2h,,,,,,,,,
460,4867,Adgalo,PlayStation 4,2h,100%,,3413999,Completed,First,"September 11, 2016",2h,2h 30m,,,,,,,,
461,4867,Agh1_00,PlayStation 4,2h,90%,,11763362,Completed,First,"May 12, 2020",2h,,,,,,,,,
462,4867,Airou,PlayStation 4,2h,90%,,11766913,Completed,First,"May 17, 2020",2h,,,,,,,,,
463,4867,Alex5101,PlayStation 4,2h,NR,,6719781,Completed,First,,2h,,,,,,,,,
464,4867,Alexsanlo,PlayStation 4,2h,60%,,5318953,Completed,First,"September 06, 2016",2h,,,,,,,,,
465,4867,AlleyViper620,PlayStation 3,2h,80%,,395107,Completed,First,"October 08, 2013",2h,,,,,,,,,
466,4867,Anthracks,PlayStation 3,2h,90%,,689221,Completed,First,,2h,,,,,,,,,
467,4867,Araknus,PlayStation 4,2h,NR,,3560100,Completed,First,"October 30, 2016",2h,,,,,,,,,
468,4867,Arcadiuz_89,PlayStation 4,2h,90%,,11998357,Completed,First,"June 15, 2020",2h,,,,,,,,,
469,4867,ArthurEloi,PlayStation 4,2h,100%,,1617051,Completed,First,"July 21, 2015",2h,,,,,,,,,
470,4867,Aters,PlayStation 4,2h,100%,,3445589,Completed,First,"October 02, 2016",2h,,,,,,,,,
471,4867,Athruntalan,PlayStation 4,2h,100%,Rough estimate,3876465,Completed,First,"January 07, 2017",2h,,,,,,,,,
472,4867,Augur,PlayStation 3,2h,100%,,106757,Completed,First,,2h,,,,,,,,,
473,4867,AwDeathsmile,PlayStation 3,2h,NR,,9008286,Completed,First,"May 01, 2019",2h,,,,,,,,,
474,4867,Axl_abe,PlayStation 3,2h,90%,,372331,Completed,First,"August 31, 2013",2h,,,,,,,,,
475,4867,Azraden,PlayStation 3,2h,90%,,63192,Completed,First,"June 29, 2012",2h,,,,,,,,,
476,4867,BCarsonElite,PlayStation 4,2h,NR,,8916426,Completed,Replay,,2h,4h,,,,,,,,
477,4867,BSchwarz95,PlayStation 4,2h,100%,,7901356,Completed,First,"December 31, 2018",2h,,,,,,,,,
478,4867,BarendMaltha,PlayStation 3,2h,NR,,3235038,Completed,First,"July 17, 2016",2h,,,,,,,,,
479,4867,Bartezoo,PlayStation 3,2h,NR,,2619491,Completed,First,"February 20, 2016",2h,,,,,,,,,
480,4867,BaumiSTB,PlayStation 4,2h,NR,,2416216,Completed,First,"January 11, 2016",2h,,,,,,,,,
481,4867,Baylex,PlayStation 4,2h,NR,,3811837,Completed,First,"December 27, 2016",2h,,,,,,,,,
482,4867,Bearborg,PC,2h,NR,,9340982,Completed,First,"August 10, 2019",2h,,,,,,,,,
483,4867,Beelo,PlayStation 4,2h,NR,,11587121,Completed,First,"April 28, 2020",2h,,,,,,,,,
484,4867,Benjax14,PlayStation 4,2h,NR,,11685496,Completed,First,"May 09, 2020",2h,,,,,,,,,
485,4867,BigMaw81,PlayStation 3,2h,NR,,3406054,Playing Replay Completed,First,"September 09, 2016",2h,,,,,,2h 10m /,,,
486,4867,BigMoe333,PlayStation 4,2h,NR,,6243415,Completed,First,"November 07, 2018",2h,,,,,,,,,
487,4867,Blackiris,PlayStation 3,2h,NR,,2400440,Completed,First,"February 11, 2014",2h,,,,,,,,,
488,4867,Blackmoon,PlayStation 4,2h,50%,,11230951,Completed,First,"March 23, 2020",2h,,,,,,,,,
489,4867,Bpasch,PlayStation 4,2h,NR,,1534243,Completed,First,"July 21, 2015",2h,,,,,,,,,
490,4867,Bradz_Puntillas,PlayStation 3,2h,NR,,6447063,Replay Completed,First,"June 21, 2014",2h,,,,,,4h /,,,
491,4867,BriGuy92,PlayStation 4,2h,NR,,3427467,Completed,First,"September 14, 2016",2h,,,,,,,,,
492,4867,CaptainErock,PlayStation 3,2h,100%,,555569,Completed,First,"December 31, 2012",2h,,,,,,,,,
493,4867,Carb0nite,PlayStation 4,2h,90%,,4457934,Completed,First,"May 17, 2017",2h,,,,,,,,,
494,4867,CartmanIsSkinny,PC,2h,NR,,11077820,Completed,First,"March 01, 2020",2h,,,,,,,,,
495,4867,Caspel,PlayStation 3,2h,80%,,11882044,Completed,First,"December 26, 2014",2h,,,,,,,,,
496,4867,Cellzor,PlayStation 3,2h,60%,,7069,Completed,First,"February 23, 2013",2h,,,,,,,,,
497,4867,Christian_W,PlayStation 4,2h,60%,,10692178,Completed,First,"December 29, 2019",2h,,,,,,,,,
498,4867,Cieszyn91,PlayStation 4,2h,NR,,11483890,Completed,First,"May 17, 2020",2h,,,,,,,,,
499,4867,Civilwarfare101,PlayStation 4,2h,60%,,10768630,Replay Completed,Replay,"January 06, 2020",2h,,,,,,,,,
500,4867,Classic_Rank,PlayStation 3,2h,NR,,925705,Completed,First,"April 07, 2013",2h,,,,,,,,,
501,4867,Colliewest,PlayStation 3,2h,90%,,237331,Completed,First,"December 15, 2012",2h,,,,,,,,,
502,4867,Conanking,PlayStation 4,2h,90%,,3713879,Completed,First,"December 04, 2016",2h,,,,,,,,,
503,4867,Copeland1994,PlayStation 4,2h,80%,,11665363,Completed,First,"May 06, 2020",2h,,,,,,,,,
504,4867,CrazyXacker,PlayStation 3,2h,NR,,7440500,Completed,First,"November 13, 2018",2h,,,,,,,,,
505,4867,CrftyZombiee,PlayStation 3,2h,90%,,849288,Completed,First,"March 16, 2012",2h,,,,,,,,,
506,4867,Croner97,PlayStation 4,2h,NR,,11518929,Completed,First,"April 18, 2020",2h,,,,,,,,,
507,4867,Culgan,PlayStation 4,2h,NR,,7708145,Completed,First,"December 11, 2018",2h,,,,,,,,,
508,4867,Cyborg1612,PlayStation 4,2h,90%,,7223590,Completed,First,"September 20, 2018",2h,3h,6h,,,,,,,
509,4867,Danicontador,PlayStation 4,2h,90%,,11349565,Completed,First,"September 29, 2019",2h,,,,,,,,,
510,4867,DarKong,PlayStation 4,2h,70%,,11881148,Completed,First,"June 01, 2020",2h,,,,,,,,,
511,4867,DarkWeavel,PlayStation 3,2h,NR,offline,1841700,Completed,First,"February 18, 2015",2h,,,,,,,,,
512,4867,DarthGibblet,PlayStation 4,2h,NR,,398898,Completed,First,"August 03, 2015",2h,,,,,,,,,
513,4867,Darthaegis,PC,2h,60%,,11388969,Completed,First,"April 08, 2020",2h,,,,,,,,,
514,4867,DazzaUK1985,PlayStation 4,2h,NR,,1743555,Completed,First,"August 31, 2015",2h,,,,,,,,,
515,4867,Private,PC,2h,NR,,9430904,Completed,First,"August 22, 2019",2h,,,,,,,,,
516,4867,DilPez19,PlayStation 3,2h,70%,,10187380,Completed,First,2015,2h,,,,,,,,,
517,4867,Ditz,PlayStation 3,2h,100%,,151713,Completed,First,"July 16, 2012",2h,,,,,,,,,
518,4867,DoctaJohn,PlayStation 3,2h,100%,,530394,Completed,First,"March 24, 2012",2h,6h,10h,,,,,,,
519,4867,Donkeyrubber,PC,2h,NR,,9261907,Completed,First,"July 30, 2019",2h,,,,,,,,,
520,4867,Dornish,PlayStation 3,2h,80%,,323026,Completed,First,"July 05, 2013",2h,,,,,,,,,
521,4867,Drayco90,PlayStation 3,2h,70%,,735063,Completed,First,,2h,,,,,,,,,
522,4867,Falchion17,PlayStation 4,2h,NR,,3507261,Completed,First,"October 10, 2016",2h,,,,,,,,,
523,4867,FarCraw,PC,2h,NR,,11971677,Completed,First,"June 12, 2020",2h,,,,,,,,,
524,4867,Felypson,PlayStation 4,2h,40%,,5003747,Completed,First,"September 11, 2016",2h,,,,,,,,,
525,4867,Ferrumoff,PlayStation 3,2h,NR,,1434610,Completed,First,"September 15, 2013",2h,,,,,,,,,
526,4867,FinnZL1030,PlayStation 4,2h,70%,,11559430,Completed,First,April 2020,2h,,,,,,,,,
527,4867,ForensicFrog,PC,2h,NR,,9160815,Completed,First,"April 18, 2020",2h,,,,,,,,,
528,4867,Private,PlayStation 4,2h,NR,,7959519,Completed,First,,2h,3h,5h,,,,,,,
529,4867,FrankHowley,PlayStation 3,2h,50%,,72585,Completed,First,"March 24, 2012",2h,,,,,,,,,
530,4867,FuzzyLapin,PlayStation 3,2h,70%,,5573412,Completed,First,"February 01, 2013",2h,,,,,,,,,
531,4867,Gallucci,PlayStation 4,2h,80%,,8711156,Completed,First,"May 02, 2019",2h,2h 30m,,,,,,,,
532,4867,GeoSkate,PlayStation 4,2h,NR,,6014960,Completed,First,"June 02, 2018",2h,,,,,,,,,
533,4867,GilJaysmith,PlayStation 3,2h,60%,,158149,Completed,First,"January 27, 2013",2h,,,,,,,,,
534,4867,Private,PlayStation 4,2h,60%,,11484415,Completed,First,"December 05, 2016",2h,,,,,,,,,
535,4867,Private,PlayStation 3,2h,100%,,474669,Completed,Replay,"May 11, 2013",2h,,,,,,,,,
536,4867,Gorbzilla,PlayStation 4,2h,60%,,226542,Completed,First,"September 06, 2015",2h,,,,,,,,,
537,4867,Gosset,PlayStation 3,2h,NR,,11789328,Completed,First,"May 20, 2020",2h,,,,,,,,,
538,4867,Grahamtams,PlayStation 3,2h,100%,Gorgeous & minimalistic,54785,Completed,First,"November 29, 2013",2h,,,,,,,,,
539,4867,Gryphex,PlayStation 3,2h,100%,,342099,Completed,First,"July 22, 2013",2h,,,,,,,,,
540,4867,HelloThereCece,PlayStation 4,2h,NR,,3544281,Completed,First,"November 11, 2016",2h,,,,,,,,,
541,4867,HenryVIIII,PlayStation 3,2h,80%,,1465439,Completed,First,"August 11, 2014",2h,,,,,,,,,
542,4867,Hesho17,PlayStation 3,2h,90%,,1780591,Completed,First,"September 07, 2015",2h,,,,,,,,,
543,4867,Hfor4,PlayStation 4,2h,100%,,5962909,Completed,First,"March 10, 2018",2h,,,,,,,,,
544,4867,Hivemind,PlayStation 4,2h,80%,,4248748,Completed,First,"March 29, 2017",2h,,,,,,,,,
545,4867,Huhn0rNud3lSupp3,PlayStation 3,2h,90%,,3410918,Completed,First,"September 10, 2016",2h,,,,,,,,,
546,4867,Icarium,PlayStation 4,2h,NR,,10997876,Completed,Replay,"February 16, 2020",2h,2h 30m,8h,,,,,,,
547,4867,Injuredhunter,PC,2h,100%,,332235,Completed,First,"July 19, 2013",2h,,,,,,,,,
548,4867,Itzama,PlayStation 3,2h,NR,,3318204,Replay Completed,Replay,,2h,2h 15m,,,,,18h /,,,
549,4867,Private,PlayStation 4,2h,NR,,3976173,Completed,First,"January 27, 2017",2h,,,,,,,,,
550,4867,Jaguar_Tacos,PlayStation 3,2h,100%,,1857175,Completed,First,,2h,,,,,,,,,
551,4867,Private,PlayStation 4,2h,NR,,6887846,Completed,First,"March 10, 2019",2h,,,,,,,,,
552,4867,JasIruka,PlayStation 4,2h,100%,,8414257,Completed,Replay,"December 23, 2017",2h,,,15h,,,,,,
553,4867,JasIruka,PlayStation 3,2h,100%,,8414258,Completed,First,"June 24, 2012",2h,,,25h,,,,,,
554,4867,Jobius,PlayStation 4,2h,NR,,8144939,Completed,First,"January 28, 2019",2h,,,,,,,,,
555,4867,Private,PlayStation 3,2h,NR,,3504690,Completed,First,"September 11, 2016",2h,,,,,,,,,
556,4867,Jona1975,PlayStation 4,2h,NR,,3726691,Completed,First,"December 06, 2016",2h,,,,,,,,,
557,4867,JoshieYoshie,PlayStation 4,2h,60%,,8839711,Completed,First,"July 09, 2019",2h,,,,,,,,,
558,4867,Joshubuh,PlayStation 4,2h,NR,,4846646,Completed,First,,2h,,,,,,,,,
559,4867,Jukka,PlayStation 3,2h,90%,,2422052,Completed,First,"January 01, 2016",2h,,,,,,,,,
560,4867,Kain5627,PlayStation 3,2h,100%,,176381,Completed,First,"December 30, 2012",2h,,,,,,,,,
561,4867,Kalel,PlayStation 3,2h,NR,,127193,Completed,First,"April 26, 2013",2h,,,,,,,,,
562,4867,KamikotoGasai,PlayStation 4,2h,80%,,3514880,Completed,First,"October 12, 2016",2h,,,,,,,,,
563,4867,Kassual,PlayStation 4,2h,NR,,6127626,Completed,First,"April 15, 2018",2h,,,,,,,,,
564,4867,Kecksohn,PlayStation 3,2h,90%,,605376,Completed,First,,2h,,,,,,,,,
565,4867,King_K,PlayStation 4,2h,70%,,8835295,Completed,First,"October 11, 2019",2h,2h 30m,,,,,,,,
566,4867,Kiritani,PlayStation 4,2h,NR,,3424495,Completed,First,"September 14, 2016",2h,,,,,,,,,
567,4867,Kirksplosion,PlayStation 3,2h,100%,,27670,Completed,First,,2h,,,,"I guess it's technically a ""Main Story +"" since we did explore some looking for the glowing bits, but there's very little extraneous stuff in this title.",,,,,
568,4867,Krowen,PlayStation 3,2h,NR,,8263188,Completed,First,"February 14, 2019",2h,,,,,,,,,
569,4867,Kshitij,PC,2h,90%,,9074625,Completed,First,"July 03, 2019",2h,,,,,,,,,
570,4867,LEGOslayer,PlayStation 3,2h,100%,,4374,Completed,First,,2h,,,,,,,,,
571,4867,Leon_Kennedy,PlayStation 3,2h,90%,,5368536,Completed,First,"November 23, 2016",2h,,,,,,,,,
572,4867,Leotaku,PlayStation 4,2h,80%,,11847381,Completed,First,"May 23, 2020",2h,,,,,,,,,
573,4867,LewaOhato,PlayStation 3,2h,NR,,2982183,Completed,First,,2h,,,,,,,,,
574,4867,LewaOhato,PlayStation 3,2h,NR,,4235274,Completed,First,"March 27, 2016",2h,,,,,,,,,
575,4867,Linetit,PC,2h,70%,,9082175,Completed,First,"July 04, 2019",2h,,,,,,,,,
576,4867,Llio,PlayStation 3,2h,NR,,1481860,Completed,First,"July 14, 2015",2h,,,,,,,,,
577,4867,Lothermus,PlayStation 4,2h,90%,,8446469,Completed,First,"March 02, 2019",2h,,,,,,,,,
578,4867,Lozicle,PC,2h,100%,"Traveled with a companion and collected some glowing symbols along the way, but otherwise stuck to the main path.",11998367,Completed,First,"June 14, 2020",2h,,,,,,,,,
579,4867,Private,PlayStation 4,2h,NR,,4395941,Completed,First,"September 02, 2017",2h,,,,,,,,,
580,4867,M34TP4CK3R85,PlayStation 4,2h,80%,,5700059,Completed,First,"July 26, 2015",2h,,,,,,,,,
581,4867,MLPBianca,PlayStation 3,2h,NR,,1088951,Backlog Completed,First,"February 07, 2015",2h,,,,,,,,,
582,4867,Ma31n,PC,2h,100%,Replayed it 5 times.,11404502,Replay Completed,Replay,"March 05, 2020",2h,,,,,,2h /,,,
583,4867,Macxim,PlayStation 3,2h,70%,,3237862,Completed,First,"June 02, 2014",2h,,,,,,,,,
584,4867,Mandulum,PC,2h,60%,,10987112,Completed,First,"February 13, 2020",2h,,,,,,,,,
585,4867,Manolero1,PlayStation 3,2h,90%,,931249,Completed,First,"September 06, 2014",2h,4h,6h,,,,,,,
586,4867,Manolero1,PlayStation 4,2h,90%,,5227821,Completed,First,"October 10, 2017",2h,4h,,,,,,,,
587,4867,Marloges,PlayStation 3,2h,60%,,6430222,Completed,First,"December 03, 2015",2h,,,,"Never really understood the hype for this. Sure, it's a beautiful looking game, but it's terribly short and the gameplay is as basic as it gets. It didn't manage to ""touch"" me in any way.",,,,,
588,4867,Mayanee,PlayStation 4,2h,70%,,11999723,Completed,First,"June 14, 2020",2h,,,,,,,,,
589,4867,Private,PlayStation 4,2h,100%,,1532010,Completed,First,"July 23, 2015",2h,,,,,,,,,
590,4867,Megafaun,PlayStation 3,2h,NR,,993359,Completed,First,,2h,,,,,,,,,
591,4867,Midos,PC,2h,NR,,9028014,Backlog Completed,First,"June 25, 2019",2h,,,,,,,,,
592,4867,Private,PlayStation 3,2h,70%,,5556533,Completed,First,"February 06, 2018",2h,,,,,,,,,
593,4867,MrBubbleKing,PlayStation 4,2h,80%,,11747336,Completed,First,"May 15, 2020",2h,,,,,,,,,
594,4867,MrCruesliPants,PlayStation 4,2h,NR,,11661092,Completed,First,"May 06, 2020",2h,,,,,,,,,
595,4867,MrKass,PlayStation 4,2h,70%,,4565534,Completed,First,"July 02, 2017",2h,,,,,,,,,
596,4867,MrNinjaSquirrel,PlayStation 3,2h,100%,,244908,Completed,First,,2h,,,,,,,,,
597,4867,MrPidf,PlayStation 4,2h,NR,,11221020,Completed,First,"April 17, 2020",2h,,,,,,,,,
598,4867,MutantSuccubus,PlayStation 4,2h,80%,,10924723,Completed,First,"February 01, 2020",2h,,,,,,,,,
599,4867,NSFWaffles,PlayStation 3,2h,80%,,3458040,Completed,Replay,,2h,,,,,,,,,
600,4867,Nanakix,PlayStation 3,2h,NR,,1693697,Completed,First,"August 21, 2015",2h,,,,,,,,,
601,4867,Naurion,PlayStation 4,2h,NR,,11541184,Completed,First,"April 24, 2020",2h,,,,,,,,,
602,4867,Ness,PlayStation 3,2h,90%,,468896,Completed,First,"November 06, 2013",2h,,,,,,,,,
603,4867,Nicholas4Tech,PlayStation 4,2h,NR,,10233823,Completed,First,"January 04, 2016",2h,,,,,,,,,
604,4867,NightfallUT,PlayStation 3,2h,100%,I beat the game on 4/12/12 after approx 2 hrs of gameplay! 4/14 trophies: 19%,97117,Completed,First,"April 12, 2012",2h,,,,,,,,,
605,4867,Obenus,PlayStation 4,2h,70%,,11633253,Completed,First,"May 09, 2020",2h,,,,,,,,,
606,4867,Occopuyo,PlayStation 3,2h,80%,,444220,Completed,First,2013,2h,,,,,,,,,
607,4867,OleBaba,PlayStation 4,2h,90%,,9254598,Completed,First,"November 26, 2016",2h,,,,,,,,,
608,4867,OneMinusTwoPlus,PlayStation 4,2h,90%,,11175651,Completed,First,"March 16, 2020",2h,,,,,,,,,
609,4867,Private,PlayStation 3,2h,NR,,1109300,Completed,First,"February 02, 2016",2h,,,,,,,,,
610,4867,Private,PlayStation 4,2h,NR,,11484776,Completed,First,"April 18, 2020",2h,,,,,,,,,
611,4867,PaperLuigi,PlayStation 4,2h,70%,,3649077,Completed,First,,2h,,,,,,,,,
612,4867,Private,PlayStation 4,2h,70%,,11703430,Completed,First,"May 10, 2020",2h,,,,,,,,,
613,4867,Pottsy69,PlayStation 4,2h,80%,,3403891,Completed,First,"September 09, 2016",2h,,,,,,,,,
614,4867,Protoclown,PlayStation 4,2h,80%,,11525630,Completed,First,"April 21, 2020",2h,,,,,,,,,
615,4867,Private,PlayStation 3,2h,100%,,133251,Completed,First,"December 24, 2012",2h,,,,,,,,,
616,4867,R_Masamune,PlayStation 4,2h,80%,,8648764,Completed,First,October 2017,2h,,,,,,,,,
617,4867,Private,PlayStation 4,2h,100%,,1614175,Completed,Replay,"August 06, 2015",2h,,,,,,,,,
618,4867,Private,PlayStation 3,2h,NR,,1967352,Completed,First,"May 29, 2016",2h,,,,,,,,,
619,4867,RebelliousRam,PlayStation 4,2h,NR,,5523868,Completed,First,"December 27, 2017",2h,,,,,,,,,
620,4867,Reviews,PlayStation 4,2h,60%,,4962965,Completed,First,"July 13, 2017",2h,,,,,,,,,
621,4867,RinsedBread,PlayStation 4,2h,NR,,11599422,Completed,First,"April 29, 2020",2h,,,,,,,,,
622,4867,Roman0703,PC,2h,NR,,8904587,Completed,First,"June 07, 2019",2h,,,,,,,,,
623,4867,Rubricant,PlayStation 3,2h,NR,,119855,Completed,First,"January 13, 2013",2h,,,,,,,,,
624,4867,Ruruja,PlayStation 4,2h,NR,,3223235,Completed,First,"October 29, 2016",2h,,,,,,,,,
625,4867,Ryukojin,PlayStation 4,2h,90%,,3362110,Completed,First,"August 25, 2016",2h,,,,,,,,,
626,4867,Sabin5995,PlayStation 4,2h,NR,,3395383,Completed,First,"September 16, 2016",2h,,,,,,,,,
627,4867,Samypoussin,PlayStation 4,2h,90%,,3707404,Completed,Replay,"November 28, 2016",2h,,,,,,,,,
628,4867,Santisantt,PlayStation 4,2h,NR,,6611490,Completed,First,"July 18, 2018",2h,,,,,,,,,
629,4867,SashaZ,PlayStation 4,2h,NR,,10540623,Completed,First,"December 05, 2019",2h,,,,,,,,,
630,4867,ScafTheChamp,PlayStation 4,2h,100%,,5533820,Completed,Replay,"December 28, 2017",2h,,,,,,,,,
631,4867,Sefirok,PC,2h,NR,,10731102,Completed,First,"January 02, 2020",2h,,,,,,,,,
632,4867,SimOniS,PlayStation 3,2h,NR,,2345876,Completed,First,"January 03, 2016",2h,,,,,,,,,
633,4867,Sjoost,PlayStation 4,2h,NR,,2211555,Completed,First,"November 13, 2015",2h,,,,,,,,,
634,4867,SkeletonBill,PlayStation 3,2h,100%,,168614,Completed,First,"January 23, 2013",2h,,,,,,,,,
635,4867,Skyloftgames,PlayStation 4,2h,70%,,11553356,Completed,First,"April 30, 2020",2h,,,,,,,,,
636,4867,SoManyLevels,PlayStation 4,2h,NR,,2114593,Completed,First,"November 10, 2015",2h,,,,,,,,,
637,4867,Solace,PlayStation 3,2h,100%,,1064360,Completed,First,October,2h,,,,,,,,,
638,4867,SorryJorry,PlayStation 4,2h,NR,,11461374,Completed,First,"April 15, 2020",2h,,,,,,,,,
639,4867,Speedvore,PlayStation 3,2h,NR,,3515469,Completed,First,"January 08, 2013",2h,,,,,,,,,
640,4867,SpongeBlob,PlayStation 4,2h,NR,,7944606,Completed,First,"January 04, 2019",2h,,,,,,,,,
641,4867,StaticSpine,PlayStation 4,2h,NR,,5297702,Completed,First,"November 11, 2017",2h,,,,,,,,,
642,4867,Stex,PlayStation 3,2h,NR,,160785,Completed,First,"August 11, 2012",2h,,,,,,,,,
643,4867,Subaphonic,PlayStation 3,2h,90%,,1144183,Completed,First,"December 19, 2015",2h,,,,,,,,,
644,4867,Tarbolin,PlayStation 3,2h,80%,,9241412,Completed,First,"July 27, 2019",2h,,,,,,,,,
645,4867,Th3taJ,PlayStation 4,2h,NR,,3959887,Completed,First,"January 23, 2017",2h,,,,,,,,,
646,4867,The_Leachman,PlayStation 3,2h,NR,,5436515,Completed,First,"March 08, 2012",2h,,,,,,,,,
647,4867,ThomasE,PlayStation 4,2h,70%,,7267896,Completed,First,"October 28, 2018",2h,,,,,,,,,
648,4867,TremorC,PlayStation 3,2h,60%,Having a companion makes for a pretty special experience.,3388007,Completed,First,"September 03, 2016",2h,,,,,,,,,
649,4867,Trojan113,PlayStation 4,2h,NR,,9206029,Completed,First,"September 17, 2019",2h,,,,,,,,,
650,4867,TsChala,PC,2h,60%,,8921966,Completed,First,"June 09, 2019",2h,,,,,,,,,
651,4867,UnHoly89,PlayStation 4,2h,NR,,3296064,Completed,First,"August 06, 2016",2h,,,,,,,,,
652,4867,UnearthlyTrance,PlayStation 3,2h,NR,,4998065,Completed,First,"September 02, 2017",2h,,,,,,,,,
653,4867,VatikanKlopper,PlayStation 3,2h,100%,,3891605,Completed,First,,2h,,,,,,,,,
654,4867,ViscerART,PlayStation 3,2h,NR,,5408950,Completed,First,2012,2h,,6h,,,,,,,
655,4867,Warpathx1,PlayStation 3,2h,80%,,546347,Completed,First,,2h,,,2h,,,,,,
656,4867,WesleyCheong,PlayStation 4,2h,NR,,11774267,Completed,First,"May 18, 2020",2h,,,,,,,,,
657,4867,WhiteLayer,PlayStation 3,2h,NR,,18408,Completed,First,,2h,,,,,,,,,
658,4867,Xor_van_Dorf,PlayStation 3,2h,NR,,3465512,Completed,First,,2h,,,,,,,,,
659,4867,YannickS,PlayStation 4,2h,70%,,6718407,Completed,First,"September 28, 2016",2h,,,,,,,,,
660,4867,ZayCon,PlayStation 4,2h,60%,,3300316,Completed,First,"August 07, 2016",2h,,,,,,,,,
661,4867,Private,PlayStation 3,2h,90%,,9065271,Completed,First,"June 28, 2019",2h,,,,,,,,,
662,4867,aMoosed,PlayStation 4,2h,100%,,8447365,Completed,First,,2h,,,,,,,,,
663,4867,abatage,PlayStation 3,2h,NR,,67315,Completed,First,,2h,,,,,,,,,
664,4867,adrian4370,PlayStation 4,2h,90%,,2584989,Completed,Replay,"December 07, 2015",2h,2h 30m,,,,,,,,
665,4867,af8artos,PlayStation 4,2h,NR,,5456536,Completed,First,"December 12, 2017",2h,,,,,,,,,
666,4867,alebeat,PlayStation 4,2h,80%,,8570124,Completed,First,"April 18, 2018",2h,,,,,,,,,
667,4867,ali_almubairik,PlayStation 4,2h,70%,,4214186,Completed,First,"September 16, 2016",2h,,,,,,,,,
668,4867,aliwahed,PlayStation 3,2h,NR,,7257018,Completed,First,"October 15, 2018",2h,,,,,,,,,
669,4867,alle1,PlayStation 4,2h,NR,,5537758,Completed,First,"December 29, 2017",2h,,,,,,,,,
670,4867,angelette,PlayStation 3,2h,100%,,40947,Completed,First,"December 08, 2012",2h,,,,,,,,,
671,4867,ao311,PlayStation 4,2h,NR,,10418427,Completed,First,,2h,,,,,,,,,
672,4867,Private,PlayStation 3,2h,NR,,3489619,Completed,First,,2h,,,,,,,,,
673,4867,Private,PlayStation 3,2h,NR,,3646964,Completed,First,"November 20, 2016",2h,,,,,,,,,
674,4867,Private,PlayStation 4,2h,NR,,4526926,Completed,First,"April 22, 2017",2h,,,,,,,,,
675,4867,becciroxmysox,PlayStation 4,2h,NR,,4354288,Completed,First,"September 15, 2016",2h,,,,,,,,,
676,4867,bigphil2003,PlayStation 4,2h,70%,,1762214,Completed,First,"August 30, 2015",2h,,,,,,,,,
677,4867,billy2513,PlayStation 4,2h,NR,,4332916,Completed,Replay,"April 19, 2017",2h,,,,,,,,,
678,4867,blackbebop,PlayStation 3,2h,100%,,673742,Completed,First,December 2012,2h,3h,,,,,,,,
679,4867,blast664,PlayStation 3,2h,100%,,1250269,Completed,First,"March 07, 2015",2h,,,,,,,,,
680,4867,blood,PlayStation 3,2h,90%,,41991,Completed,First,"December 17, 2012",2h,,,,,,,,,
681,4867,Private,PlayStation 3,2h,80%,,571450,Completed,First,"August 28, 2015",2h,,,,Played with LE,,,,,
682,4867,cojoha32,iOS,2h,60%,,10179099,Completed,First,"November 07, 2019",2h,,,,,,,,,
683,4867,commandercroft,PlayStation 3,2h,NR,,8326293,Completed,First,,2h,,,,,,,,,
684,4867,cottboi,PlayStation 4,2h,100%,,10574541,Completed,First,,2h,,,,,,,,,
685,4867,desunoto,PlayStation 4,2h,80%,,3554156,Completed,First,"October 27, 2016",2h,2h 30m,,30m,,,,,1h 30m,
