,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Completionist,Progress,Co-Op
505,43056,alejandroamaya,PC,42h 22m,80%,,8898536,Completed,First,"June 05, 2019",,,42h 22m,,,
506,43056,Kuruwin,PlayStation 4,42h 23m,NR,,5476085,Completed,First,"December 17, 2017",,,42h 23m,,,
507,43056,Private,PlayStation 4,42h 30m,NR,,6547975,Completed,First,"September 03, 2018",,,42h 30m,,,
508,43056,gu4n,PlayStation 4,42h 36m,NR,,9682203,Completed,First,"March 18, 2019",,,42h 36m 43s,,,
509,43056,She_Wolf,PC,43h,100%,,11842901,Completed,First,"June 10, 2020",,,43h,,,
510,43056,thelta,PC,43h,80%,,11095908,Completed,First,"March 02, 2020",,,43h,,,
511,43056,,PC,43h 12m,NR,,6815194,Completed,First,,,,43h 12m,,,
512,43056,thel4stSAIYAN,PlayStation 4,43h 40m,90%,18.45% game completion,4488541,Completed,First,"December 27, 2019",,,43h 40m,,,
513,43056,Private,PlayStation 4,43h 45m,NR,,6055761,Completed,First,"March 29, 2018",,,43h 45m,,,
514,43056,demonswordsman,PlayStation 4,43h 51m,NR,,3983297,Completed,First,"October 31, 2017",,,43h 51m,,,
515,43056,wenchwogg,PlayStation 4,43h 52m,80%,37 Sidequests,5315064,Completed,First,"November 07, 2017",,,43h 52m,,,
516,43056,SpongeBlob,PlayStation 4,44h,NR,,8610642,Completed,First,"April 13, 2019",,,44h,,,
517,43056,jaydeeess,PC,44h,NR,,7885583,Completed,First,"December 30, 2018",,,44h,,,
518,43056,F001i0,PlayStation 4,44h,100%,,11900875,Completed,First,"March 18, 2018",,,44h 57s,,,
519,43056,MrCruesliPants,PlayStation 4,44h 03m,NR,,11525325,Completed,First,"April 21, 2020",,,44h 03m,,,
520,43056,DeadGreenhouse,PlayStation 4,44h 08m,NR,,10904936,Completed,First,"January 28, 2020",,,44h 08m,,,
521,43056,,PlayStation 4,44h 30m,NR,Some side histories and some devolop Cabaret and Real State done,3997732,Completed,First,,,,44h 30m,,,
522,43056,Private,PlayStation 4,44h 30m,NR,,4903133,Completed,First,"August 13, 2017",,,44h 30m,,,
523,43056,Tamsin,PlayStation 4,44h 34m,NR,,6668284,Completed,First,"September 13, 2018",,,44h 34m,,,
524,43056,Private,PlayStation 4,44h 45m,NR,,10819911,Completed,First,"January 15, 2020",,,44h 45m,,,
525,43056,,PlayStation 4,44h 55m,NR,,7509600,Completed,First,,,,44h 55m 23s,,,
526,43056,Throwaway_Name,PlayStation 4,44h 56m,90%,,7175490,Completed,First,"November 28, 2019",,,44h 56m,,,
527,43056,,PlayStation 4,45h,NR,,9589137,Completed,First,,,,45h,,,
528,43056,Private,PlayStation 4,45h,90%,,7129068,Completed,First,"March 08, 2020",,,45h,,,
529,43056,EgoLain,PC,45h,90%,Did main story and a good chunk of optional missions.,11768067,Completed,First,"March 31, 2020",,,45h,,,
530,43056,Parkas,PlayStation 4,45h,NR,,6321328,Completed,First,"May 29, 2018",,,45h,,,
531,43056,demonofnight,PlayStation 4,45h,NR,,5235779,Completed,First,"October 30, 2017",,,45h,,,
532,43056,eklop,PlayStation 4,45h,90%,"19,5 % completion / normal mode",4931585,Completed,First,"August 20, 2017",,,45h,,,
533,43056,kevon24,PlayStation 4,45h,90%,,11951595,Completed,First,"June 10, 2020",,,45h,,,
534,43056,stonytark23,PlayStation 4,45h,NR,,5008401,Completed,First,"August 10, 2017",,,45h,,,
535,43056,Arukar83,PC,45h 01m,NR,Main Story and some stuff on the side,8009141,Completed,First,"January 11, 2019",,,45h 01m,,,
536,43056,goaterinos,PC,45h 05m,NR,"Hard, all substories, 84.49% Completion",8715811,Completed,Replay,"May 04, 2019",,,45h 05m,,,
537,43056,mattacrazy,PlayStation 4,45h 05m,NR,,6419888,Completed,First,"June 16, 2018",,,45h 05m,,,
538,43056,FameL,PC,45h 11m,100%,,7380153,Completed,First,"December 23, 2018",,,45h 11m 25s,,,
539,43056,RedAnnette,PlayStation 4,45h 18m,NR,,11757433,Completed,First,,,,45h 18m 25s,,,
540,43056,R4Zi3L,PlayStation 4,45h 21m,NR,42% Trophy,4052700,Completed,First,"February 11, 2017",,,45h 21m,,,
541,43056,Ghuled,PC,45h 30m,NR,,11368561,Completed,Replay,"November 11, 2018",,,45h 30m,,,
542,43056,Private,PlayStation 4,46h,100%,,4004879,Completed,First,"February 02, 2017",,,46h,,,
543,43056,METEORincoming,PC,46h,NR,,8392523,Completed,First,"March 02, 2019",,,46h,,,
544,43056,ensockerbagare,PC,46h,NR,,8873808,Completed,First,"May 31, 2019",,,46h,,,
545,43056,Private,PC,46h 13m,90%,,6401897,Completed,First,"August 30, 2018",,,46h 13m 20s,,,
546,43056,Travanoid,PC,46h 14m,90%,,9558618,Completed,First,"September 10, 2019",,,46h 14m,,,
547,43056,Private,PC,46h 22m,90%,,6976478,Completed,First,"October 09, 2018",,,46h 22m,,,
548,43056,Private,PlayStation 4,46h 26m,NR,25.13%,8540814,Completed,First,"March 29, 2019",,,46h 26m,,,
549,43056,Kyonashi,PlayStation 4,46h 32m,NR,,3971435,Custom List Completed,First,"December 22, 2017",,,46h 32m,,,
550,43056,Mugis,PlayStation 4,46h 32m,80%,,4056358,Completed,First,"February 12, 2017",,,46h 32m,,,
551,43056,sgames1,PlayStation 4,46h 44m,100%,,9024014,Completed,First,,,,46h 44m,,,
552,43056,Scorpus,PC,46h 49m,80%,,4546725,Completed,First,"September 12, 2018",,,46h 49m,,,
553,43056,MrFirebugJr,PlayStation 4,47h,90%,,6270253,Completed,First,"May 24, 2018",,,47h,,,
554,43056,Private,PlayStation 4,47h,NR,Some side quests and unlocks,10666962,Completed,First,"June 03, 2020",,,47h,,,
555,43056,sleepyzzz,PC,47h,NR,,10867055,Completed,First,,,,47h,,,
556,43056,,PlayStation 4,47h 03m,NR,,4147013,Completed,First,,,,47h 03m,,,
557,43056,politon2k,PlayStation 4,47h 07m,90%,,5042251,Completed,First,"September 24, 2017",,,47h 07m,,,
558,43056,Kazmar,PC,47h 14m,NR,,7516052,Completed,First,"November 23, 2018",,,47h 14m,,,
559,43056,HORSE_LORD,PlayStation 4,47h 16m,100%,,8357750,Completed Retired,First,"February 20, 2019",,,47h 16m,,,
560,43056,Private,PlayStation 4,47h 17m,NR,,5793607,Completed,First,"February 07, 2018",,,47h 17m,,,
561,43056,Tiberius,PlayStation 4,47h 22m,100%,,9464931,Completed,First,"June 14, 2019",,,47h 22m,,,
562,43056,Exelen,PlayStation 4,47h 25m,NR,,4052764,Completed,First,"February 11, 2017",,,47h 25m,,,
563,43056,rucury,PlayStation 4,47h 30m,NR,,4262740,Completed,First,"April 02, 2017",,,47h 30m,,,
564,43056,ClawViper,PC,47h 58m,70%,,6908211,Completed,First,,,,47h 58m,,,
565,43056,Helios1337,PC,48h,NR,,6582738,Completed,First,"November 05, 2018",,,48h,,,
566,43056,LAWSICK,PC,48h,NR,,8343983,Completed,First,"February 23, 2019",,,48h,,,
567,43056,MrKrabsxSquidward,PlayStation 4,48h,90%,,5052946,Completed,First,"September 15, 2017",,,48h,,,
568,43056,Orion_16RUS,PC,48h,90%,,8266599,Completed,First,"February 15, 2019",,,48h,,,
569,43056,_TwistedNerve,PC,48h,NR,,8319231,Completed,First,"February 21, 2019",,,48h,,,
570,43056,cloud12817,PlayStation 4,48h,NR,,8283025,Completed,First,"August 17, 2018",,,48h,,,
571,43056,downliner,PC,48h,NR,,10773985,Completed,First,"August 27, 2018",,,48h,,,
572,43056,dragmagpuff,PlayStation 4,48h,90%,,4497311,Completed,First,"June 18, 2017",,,48h,,,
573,43056,nikkornukov,PlayStation 4,48h,90%,,4985921,Completed,First,"February 27, 2017",,,48h,,,
574,43056,potatis_,PC,48h,NR,,10252840,Completed,First,"October 15, 2019",,,48h,,,
575,43056,youalreadyknow,PC,48h,NR,,9479087,Completed,First,"August 29, 2019",,"| Started: June 28th, 2019
| July 25th, 2019
| Aug 25th - Aug 29th, 2019 (Ch 5 - Ch 17, END)",48h,,,
576,43056,Private,PlayStation 4,48h 13m,NR,,8573122,Completed,First,"April 06, 2019",,,48h 13m,,,
577,43056,AdamRhodes536,PlayStation 4,48h 22m,NR,,10485440,Completed,Replay,"September 30, 2019",,,48h 22m 33s,,,
578,43056,PaperLuigi,PlayStation 4,48h 38m,90%,,6544645,Completed,First,"July 07, 2018",,,48h 38m 41s,,,
579,43056,wangdangdoodle,PlayStation 4,48h 42m,90%,,5562347,Completed,First,"January 05, 2018",,,48h 42m,,,
580,43056,apolloviper03,PlayStation 4,48h 46m,90%,,5384570,Completed,First,"December 29, 2017",,,48h 46m,,,
581,43056,Parasiteee,PC,48h 56m,NR,"56,85% complation",7727287,Completed,First,"March 08, 2019",,,48h 56m,,,
582,43056,Leanest,PC,49h,80%,,10374820,Completed,First,"November 07, 2018",33h,,49h,,,
583,43056,kedex,PC,49h,NR,,8177428,Completed,First,"April 01, 2019",,,49h,,,
584,43056,reddragonx,PlayStation 4,49h,90%,,5130475,Completed,First,"October 04, 2017",,,49h,,,
585,43056,cheffelly,PlayStation 4,49h 09m,80%,"Messing around on Normal completing the main story, doing some side missions and getting halfway with the businesses.",6426872,Completed,First,"June 26, 2018",,,49h 09m,,,
586,43056,demonic,PlayStation 4,49h 09m,70%,Some side storys,6376910,Completed,First,"June 26, 2018",,,49h 09m,,,
587,43056,Imran,PlayStation 4,49h 13m,100%,38% Overall Completion,6428424,Completed,First,"June 17, 2018",,,49h 13m 38s,,,
588,43056,Omega_312,PlayStation 4,49h 25m,NR,,4544171,Completed,First,"May 29, 2019",,,49h 25m 48s,,,
589,43056,derechtens,PlayStation 4,49h 29m,100%,NG+,11199931,Completed,Replay,"March 20, 2020",,,49h 29m,,,
590,43056,isendil,PlayStation 4,49h 30m,NR,,6313438,Completed,First,"May 02, 2018",,,49h 30m,,,
591,43056,Private,PlayStation 4,49h 40m,NR,28.61% completion.,6395270,Completed,First,"June 12, 2018",,,49h 40m,,,
592,43056,Campione,PlayStation 4,49h 53m,NR,,10976657,Completed,First,"February 11, 2020",,,49h 53m,,,
593,43056,,PlayStation 4,50h,NR,,5495010,Completed,First,,,,50h,,,
594,43056,,PC,50h,NR,,8773534,Completed,First,,,,50h,,,
595,43056,Brujalosmares,PC,50h,NR,,10854952,Completed,First,"January 21, 2020",,,50h,,,
596,43056,DreamEaglr,PlayStation 4,50h,NR,,7236639,Completed,First,"October 13, 2018",30h,,50h,80h,,
597,43056,JdeRin,PC,50h,90%,,8906260,Completed,First,"June 07, 2019",,,50h,,,
598,43056,Mechoshira,PlayStation 4,50h,90%,Including 30+ Substories,3965589,Completed,First,"February 05, 2017",,,50h,,,
599,43056,Private,PlayStation 4,50h,NR,,9110912,Completed,First,"July 08, 2019",,,50h,,,
600,43056,calakhazam,PlayStation 4,50h,NR,,5194251,Completed,First,"October 19, 2017",,,50h,,,
601,43056,gav422,PlayStation 4,50h,NR,,10161831,Completed,First,,,,50h,,,
602,43056,subrussian,PlayStation 4,50h,100%,,10903939,Completed,First,"January 29, 2020",,,50h,,,
603,43056,zeky28,PC,50h,80%,,8477276,Completed,First,,,,50h,,,
604,43056,Harisrox,PC,50h 11m,80%,,11060906,Completed,First,"February 25, 2020",,,50h 11m,,,
605,43056,atesman,PlayStation 4,50h 16m,100%,%34,6750723,Completed,First,"August 03, 2018",,,50h 16m,,,
606,43056,invi6ble,PlayStation 4,50h 20m,NR,,3978510,Completed,First,"February 02, 2017",,,50h 20m,,,
607,43056,OzanYabuki,PlayStation 4,50h 21m,NR,,11789974,Completed,First,"May 20, 2020",31h 35m,,50h 21m,,,
608,43056,Private,PlayStation 4,50h 30m,100%,,4201712,Completed,First,"February 20, 2017",,,50h 30m,,,
609,43056,powerhcm8,PC,50h 30m,NR,,9392631,Completed,First,"August 18, 2019",,,50h 30m,,,
610,43056,WhiteyWind,PC,50h 40m,90%,"67.91% completed, got both Legend styles for the characters and made almost all substories.",10572430,Completed,First,"December 27, 2019",,,50h 40m,,,
611,43056,finleyt32,PlayStation 4,50h 40m,70%,,6606157,Completed,First,,,,50h 40m 20s,,,
612,43056,,PC,50h 45m,NR,,11479482,Completed,First,,,,50h 45m,,,
613,43056,Verranicus,PC,50h 45m,NR,"2 days, 2 hours, 45 minutes and 13 seconds",9382161,Completed,First,"August 17, 2019",,,50h 45m 13s,,,
614,43056,Marwar,PlayStation 4,50h 48m,NR,,4178845,Completed,First,"March 13, 2017",,,50h 48m,,,
615,43056,Private,PlayStation 4,50h 53m,NR,,5071791,Completed,First,"May 03, 2017",,,50h 53m,,,
616,43056,neo7101,PlayStation 4,50h 53m,NR,,5692613,Completed,First,"January 20, 2018",,,50h 53m,,,
617,43056,GaebN,PC,51h,90%,,11819229,Completed,First,"May 23, 2020",,,51h,,,
618,43056,Grzybojad,PC,51h,80%,,6955510,Completed,First,"August 31, 2018",,,51h,,,
619,43056,Gunloader420,Xbox One,51h,90%,,11622828,Completed,First,,,,51h,,,
620,43056,Superashy,PC,51h,NR,,11908397,Completed,First,,,,51h,,,
621,43056,aliwahed,PlayStation 4,51h,NR,,7256995,Completed,First,"October 15, 2018",,,51h,,,
622,43056,brickarts295,PlayStation 4,51h,NR,,4631395,Completed,First,"June 25, 2017",,,51h,,,
623,43056,LewisHardiman,PlayStation 4,51h 06m,90%,,4048787,Completed,First,"February 10, 2017",,,51h 06m,,,
624,43056,mikasaessukasa,PlayStation 4,51h 28m,100%,,4114988,Completed,First,"January 26, 2018",,,51h 28m,,,
625,43056,Alexsanlo,PlayStation 4,51h 36m,90%,,5318695,Completed,First,"June 05, 2017",,,51h 36m 13s,,,
626,43056,Wedjwants,PlayStation 4,51h 49m,NR,,6230042,Completed,First,"May 10, 2018",,,51h 49m,,,
627,43056,kafkaesque_y,PlayStation 4,51h 56m,80%,,5591276,Completed,First,"January 05, 2018",,,51h 56m,,,
628,43056,xxxAceBlade,PlayStation 4,51h 59m,NR,"Probably spent 10ish hours on nonstory content, could have been more.",4125353,Completed,First,"February 27, 2017",,,51h 59m,,,
629,43056,,PC,52h,NR,,7037641,Completed,First,,,,52h,,,
630,43056,Rowkyu,PC,52h,90%,,12027558,Completed,First,,,,52h,,,
631,43056,SuperJimbo64,PC,52h,NR,Cabaret and Tachibana Fudousan Completed Alongside Maxed Out Stats,10934502,Completed,First,,,,52h,,,
632,43056,conrad,PlayStation 4,52h,90%,,6564661,Replay Completed,Replay,"July 10, 2018",,,52h,,,
633,43056,d2gher,PC,52h,70%,,8331211,Completed,First,"February 22, 2019",,,52h,,,
634,43056,Knuxie,PlayStation 4,52h 02m,NR,,8002698,Completed,First,"January 09, 2019",,,52h 02m,,,
635,43056,mrcrimpbiscuit,PlayStation 4,52h 17m,100%,43.58% Completion List.,3988054,Completed,First,"January 29, 2017",,,52h 17m,,,
636,43056,Bliss03,PlayStation 4,52h 30m,90%,"Still not complete, finished main story 52 hrs",10815857,Completed,First,"January 14, 2020",,,52h 30m,,,
637,43056,,PC,53h,NR,,7028806,Completed,First,,,,53h,,,
638,43056,,PC,53h,NR,"53 hours IGT, 93 hours on steam. Did as many substories as I could find, delaying story missions a decent amount",8500630,Completed,First,,,,53h,,,
639,43056,KellysRaven,PC,53h,80%,,9065224,Completed,First,"June 30, 2019",,,53h,,,
640,43056,Pulcinotti,PlayStation 4,53h,NR,,6099639,Completed,First,"April 09, 2018",,,53h,,,
641,43056,fredtwenty,PC,53h,NR,,9474057,Completed,First,"August 29, 2019",,,53h,,,
642,43056,gonzab,PlayStation 4,53h,NR,,8759671,Completed,First,"May 12, 2019",,,53h,,,
643,43056,jacobop13,PC,53h,100%,"44% completion, including Real Estate Royale.",7329355,Completed,First,"November 11, 2018",,,53h,,,
644,43056,hassan23,PlayStation 4,53h 03m,90%,28.61% Complete,6519267,Completed,First,"September 02, 2018",,,53h 03m,,,
645,43056,,PlayStation 4,53h 22m,NR,,8873858,Completed,First,,,,53h 22m,,,
646,43056,dranrab,PlayStation 4,53h 39m,NR,37.17% complete,6566319,Completed,First,"July 28, 2018",,,53h 39m,,,
647,43056,WaveSquirrel,PlayStation 4,53h 48m,80%,,5417713,Completed,First,"January 02, 2018",,,53h 48m,,,
648,43056,,PlayStation 4,53h 58m,NR,,6043582,Completed,First,,,,53h 58m,,,
649,43056,PaddyCM,PlayStation 4,54h,NR,,5934514,Completed,First,"March 05, 2018",,,54h,,,
650,43056,jdbish,PlayStation 4,54h,100%,,4276831,Completed,First,"April 05, 2017",,,54h,,,
651,43056,kiprick,PC,54h,100%,,8629313,Completed,First,"April 16, 2019",,,54h,,,
652,43056,Private,PC,54h 01m,NR,,10779952,Completed,Replay,"February 09, 2020",,,54h 01m 23s,,,
653,43056,kagetto,PC,54h 30m,NR,,11763194,Completed,First,"May 16, 2020",,,54h 30m,,,
654,43056,dospelos,PC,54h 40m,NR,,8147645,Completed,First,"January 29, 2019",,,54h 40m,,,
655,43056,Wuii,PC,54h 52m,90%,,10621858,Completed,First,,,,54h 52m,,,
656,43056,,PlayStation 4,55h,NR,,4215030,Completed,First,,25h,,55h,60h,,
657,43056,,PlayStation 4,55h,NR,,11934318,Completed,First,,35h,,55h,,,
658,43056,Hakuto,PC,55h,NR,,8436000,Completed,First,"March 05, 2019",,,55h,,,
659,43056,Layzie,PlayStation 4,55h,NR,,5981057,Completed,First,"March 13, 2018",,,55h,,,
660,43056,ToffeesXI,PlayStation 4,55h,90%,,5851521,Completed,First,2017,,,55h,,,
661,43056,baluszonie,PlayStation 4,55h,NR,,6431004,Completed,First,"June 18, 2018",,,55h,,,
662,43056,basedDAVE,PlayStation 4,55h,NR,,10721850,Completed,First,"July 17, 2019",,,55h,,,
663,43056,byronsakic,PlayStation 4,55h,100%,,5858641,Completed,First,"March 13, 2018",30h,,55h,,,
664,43056,danixdcj,PlayStation 4,55h,NR,,10421466,Completed,First,"November 13, 2019",30h,,55h,,,
665,43056,looney2,PC,55h,NR,,11582495,Completed,First,"April 27, 2020",,,55h,,,
666,43056,maelleth,PC,55h,100%,,10773097,Completed,First,"January 01, 2020",,,55h,,,
667,43056,robertoest,PC,55h,NR,,8990908,Completed,First,"June 17, 2019",,,55h,,,
668,43056,tabootay,PlayStation 4,55h,100%,,4532455,Completed,First,"June 05, 2017",,,55h,,,
669,43056,thrallinor,PC,55h,100%,"Leasured pace, did some sidecontent, mainstory completed",8917643,Completed,First,"June 06, 2019",,,55h,,,
670,43056,xlionheartx,PlayStation 4,55h,90%,,10689580,Completed,First,"December 20, 2019",,,55h,,,
671,43056,Zethael,PC,55h 21m,80%,,11473252,Completed,First,"April 17, 2020",,,55h 21m,,,
672,43056,Private,PlayStation 4,55h 23m,NR,100% Majima side...deal with Kiryu later.,5386530,Completed,First,"December 27, 2017",,,55h 23m,,,
673,43056,Konna,PlayStation 4,55h 24m,NR,About 60-75% of optional content done.,6970691,Completed,First,"September 04, 2018",,,55h 24m,,,
674,43056,,PlayStation 4,55h 50m,NR,,4891782,Completed,First,,,,55h 50m,,,
675,43056,Scrymer,PC,55h 53m,90%,,11413326,Completed,First,"April 11, 2020",,,55h 53m,,,
676,43056,Nikimaster,PlayStation 4,56h,100%,,9436460,Completed,First,"August 23, 2019",,,56h,,,
677,43056,uselesshobo,PlayStation 4,56h 04m,100%,,4086506,Completed,First,"February 20, 2017",,,56h 04m,,,
678,43056,,PC,56h 09m,NR,,6941497,Completed,First,,,,56h 09m,,,
679,43056,,PlayStation 4,56h 09m,NR,,8100655,Completed,First,,,,56h 09m,,,
680,43056,,PlayStation 4,56h 22m,NR,,6174021,Completed,First,,,,56h 22m,,,
681,43056,Nada,PlayStation 4,56h 29m,NR,,5857509,Completed,First,,,,56h 29m,,,
682,43056,Blakey101,PlayStation 4,56h 30m,100%,,3974150,Completed,First,"February 13, 2017",,,56h 30m,,,
683,43056,Raigel,PlayStation 4,56h 30m,100%,,6136305,Completed,First,,,,56h 30m 22s,,,
684,43056,VHSdinosaurGO,PlayStation 4,56h 55m,NR,,4082865,Completed,First,"February 17, 2017",,,56h 55m,,,
685,43056,Private,PlayStation 4,56h 58m,100%,,4132263,Completed,First,"June 13, 2017",,,56h 58m,,,
686,43056,KerJuno,PlayStation 4,57h,80%,,4972916,Completed,First,,,,57h,,,
687,43056,Pikachan,PlayStation 4,57h,100%,,5037603,Completed,First,"November 28, 2017",,,57h,,,
688,43056,Trashdaw,PC,57h,NR,,7934425,Completed,First,"January 03, 2019",,,57h,,,
689,43056,kalle,PlayStation 4,57h,100%,Main Story + 42% completed,4982300,Completed,First,"August 03, 2017",,,57h,,,
690,43056,lukas525252,PC,57h,NR,,8194574,Playing Completed,First,,30h,,57h,,57h /,
691,43056,Private,PlayStation 4,57h 27m,NR,,10576238,Completed,First,"December 11, 2019",,,57h 27m,,,
692,43056,Soloid,PC,57h 34m,90%,,6435735,Completed,First,"August 31, 2018",,,57h 34m 23s,,,
693,43056,garagon31,PlayStation 4,57h 44m,NR,,8686297,Completed,First,"April 29, 2019",,,57h 44m,,,
694,43056,,PlayStation 4,58h,NR,,5838868,Completed,First,,,,58h,,,
695,43056,,PC,58h,NR,,9674562,Completed,First,,,,58h,,,
696,43056,,PlayStation 4,58h,NR,,11956722,Completed,First,,,,58h,,,
697,43056,Amishpriest,PlayStation 4,58h,NR,,5783809,Completed,First,"May 22, 2018",,,58h,,,
698,43056,Ataricorn,PC,58h,90%,,8396890,Completed,First,"March 03, 2019",24h,,58h,,,
699,43056,Gupyyy,PC,58h,NR,,8443717,Completed,First,"March 10, 2019",,,58h,,,
700,43056,shenmui,PlayStation 4,58h,NR,,7850032,Completed,First,"December 28, 2018",36h,,58h,,,
701,43056,jbcillatwill,PlayStation 4,58h 01m,90%,,10791899,Completed,First,"January 01, 2020",,,58h 01m,,,
702,43056,TheRedLag00n,PlayStation 4,58h 16m,100%,,6172643,Completed,First,"March 22, 2017",,,58h 16m 34s,,,
703,43056,dogsoap,PlayStation 4,58h 19m,90%,50.27% completion rate,6942761,Completed,First,"September 20, 2018",,,58h 19m,,,
704,43056,Wallerot,PlayStation 4,58h 23m,NR,,4433796,Completed,First,"May 15, 2017",,,58h 23m,,,
705,43056,Private,PlayStation 4,58h 41m,90%,,6211009,Completed,First,"April 16, 2018",,,58h 41m,,,
706,43056,,PC,59h,NR,,9244366,Completed,First,,,,59h,,,
707,43056,,PC,59h,NR,,9392869,Completed,First,,,,59h,,,
708,43056,Zumigon,PC,59h,80%,,10512530,Replay Completed,Replay,"November 30, 2018",,,59h,,69h /,
709,43056,blag,PC,59h,90%,,10839149,Completed,First,,,,59h,,,
710,43056,mcpoowl,PC,59h,NR,,11820281,Completed,First,"May 23, 2020",,,59h,,,
711,43056,skualninja,PC,59h 36m,100%,80% de las misiones secundarias. 52.67% completado total.,7935152,Completed,First,"January 03, 2019",,,59h 36m,,,
712,43056,Gosset,PC,59h 37m,NR,,11190792,Completed,First,"March 19, 2020",,,59h 37m,,,
713,43056,MrLuchador,PlayStation 4,59h 40m,90%,,6965297,Completed,First,"September 03, 2018",,,59h 40m,,,
714,43056,,PlayStation 4,59h 45m,NR,,9262808,Completed,First,,,,59h 45m,,,
715,43056,,PlayStation 4,60h,NR,,4017817,Completed,First,,,,60h,,,
716,43056,,PC,60h,NR,,10966266,Completed,Replay,,,,60h,,,
717,43056,Alwa,Xbox One,60h,90%,,11055071,Completed,First,"April 07, 2020",,,60h,,,
718,43056,AwDeathsmile,PlayStation 4,60h,NR,,9007964,Completed,First,"May 03, 2018",,,60h,,,
719,43056,Dogmod,PlayStation 4,60h,NR,,6540409,Completed,First,"July 07, 2018",,,60h,,,
720,43056,Hossam_Cloud69,PC,60h,90%,,8867966,Completed,First,"May 29, 2019",,,60h,,,
721,43056,LinTians,PC,60h,100%,,11337358,Completed,First,,,,60h,,,
722,43056,Manguu,PC,60h,100%,,9194980,Completed,First,,30h,,60h,120h,,
723,43056,NeuVox,PlayStation 4,60h,80%,,5987131,Completed,First,"January 10, 2018",20h,,60h,,,
724,43056,SeraphimBey,PlayStation 4,60h,NR,,6620365,Completed,First,"July 20, 2018",,,60h,,,
725,43056,Shenyan,PlayStation 4,60h,100%,,11225947,Completed,First,,,,60h,,,
726,43056,SwagTyrant,PlayStation 4,60h,80%,"About half the sub-quests, unfinished real estate + cabaret",10821091,Completed,First,"November 15, 2019",,,60h,,,
727,43056,arm600,PlayStation 4,60h,90%,,7004499,Completed,First,"September 03, 2018",,,60h,,,
728,43056,footvaalvica,PlayStation 4,60h,NR,Just enough to get the Legend fighting styles,8813289,Completed,First,"May 19, 2019",,,60h,,,
729,43056,Private,PlayStation 4,60h,80%,,7679897,Completed,First,,,,60h,,,
730,43056,jjd90,PC,60h,NR,,11200231,Completed,First,"June 10, 2020",,,60h,,,
731,43056,jumbjumb,PlayStation 4,60h,NR,Completed main story in 30 hours. Did real estate for 30 more hours.,11778770,Completed,First,,,,60h,,,
732,43056,lwshpak,PC,60h,70%,~60 hrs,8995059,Completed,First,"May 01, 2019",,,60h,,,
733,43056,meptrep,PC,60h,NR,,8137874,Completed,First,"January 15, 2019",,,60h,,,
734,43056,novaviking,PC,60h,NR,,10931389,Completed,First,"March 12, 2019",,,60h,,,
735,43056,viachicago22,PlayStation 4,60h,NR,,6500310,Completed,First,,,,60h,,,
736,43056,HANdaMAN,PC,60h 01m,100%,,11493045,Completed,First,"April 17, 2020",,,60h 01m,,,
737,43056,Private,PlayStation 4,60h 30m,100%,,7245036,Completed,First,"March 03, 2017",29h,,60h 30m,,,
738,43056,G4MR,PlayStation 4,60h 42m,100%,16%,7106139,Completed,First,"September 23, 2018",,,60h 42m,,,
739,43056,70457,PlayStation 4,61h,NR,,5733104,Completed,First,"March 30, 2018",,,61h,,,
740,43056,itjustgotcold,PlayStation 4,61h,90%,,6092855,Completed,First,"April 07, 2018",,,61h,,,
741,43056,leeowens,PlayStation 4,61h,90%,Main Story and most side quests; Real estate complete up to Media King; Not a lot of Cabaret done; 50% total completion,11770760,Completed,First,"May 17, 2020",,,61h,,,
742,43056,tysia2512,PC,61h,NR,,10976393,Completed,First,"February 11, 2020",,,61h,,,
743,43056,OsuCelsius,PC,61h 03m,NR,,9471659,Completed,First,"August 29, 2019",,,61h 03m 21s,,,
744,43056,spiderguard,PlayStation 4,61h 34m,NR,,6685662,Completed,First,"June 10, 2018",,,61h 34m,,,
745,43056,JoshJ,PC,62h,NR,,7826790,Completed,First,"January 13, 2019",,,62h,,,
746,43056,Nefastus,PC,62h 34m,90%,,8384803,Completed,First,"March 01, 2019",,,62h 34m 12s,,,
747,43056,Nyerp,PlayStation 4,62h 59m,80%,,6222124,Completed,First,"May 08, 2018",,,62h 59m,,,
748,43056,,PlayStation 4,63h,NR,,9183909,Completed,First,,,,63h,,,
749,43056,,PC,63h,NR,,11045865,Completed,First,,,,63h,,,
750,43056,Private,PC,63h,NR,,11056342,Completed,First,,,,63h,,,
751,43056,,PC,63h 18m,NR,,11556963,Completed,First,,,,63h 18m,,,
752,43056,Private,PC,63h 19m,90%,,9052461,Completed,First,"November 11, 2019",,,63h 19m 12s,,,
753,43056,TheOnlyRail,PlayStation 4,63h 20m,NR,,6669502,Completed,First,"July 15, 2018",,,63h 20m,,,
754,43056,Kazuya,PlayStation 4,63h 21m,90%,,9193581,Completed,First,January 2020,,,63h 21m,,,
755,43056,Citricola,PlayStation 4,63h 22m,90%,,6263660,Completed,First,"January 17, 2019",,,63h 22m,,,
756,43056,Private,PlayStation 4,63h 22m,NR,,4752833,Completed,First,"February 14, 2017",,,63h 22m,,,
757,43056,Hiruma31,PlayStation 4,63h 30m,NR,,7826205,Completed,First,"October 09, 2019",,,63h 30m,,,
