,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Completionist,Main+Extras,Speedrun,Personal Notes,Progress,Retired Notes,Co-Op
962,57479,LaunchpadMcRoss,PC,12h 20m,NR,,7951427,Completed,First,"January 26, 2019",12h 20m,,,,,,,
963,57479,Tijuanabadger,Xbox One,12h 25m,NR,,8750257,Completed,First,,12h 25m,,,,,,,
964,57479,skualninja,PC,12h 28m,80%,,11536804,Completed,First,"April 03, 2020",12h 28m 22s,,,,,,,
965,57479,,PC,12h 34m,NR,,8511484,Completed,Replay,,12h 34m,41h,22h 41m,,,,,
966,57479,luigibandicoot,Xbox One,12h 36m,NR,,11261650,Completed,First,"March 26, 2020",12h 36m 02s,,,,,,,
967,57479,Xenodar,PC,12h 38m,NR,,8280371,Completed,First,"February 16, 2019",12h 38m 45s,,,,,,,
968,57479,GRT42,PC,12h 43m,NR,,10593071,Completed,First,"December 14, 2019",12h 43m,,,,,,,
969,57479,Ziltoid91,PlayStation 4,12h 43m,100%,,8132503,Completed,First,"January 27, 2019",12h 43m 02s,,,,,,,
970,57479,sirlysander,PC,12h 46m,NR,,10666615,Completed,First,"February 02, 2019",12h 46m 37s,,,,,,,
971,57479,Prettyboyragu,PlayStation 4,12h 47m,NR,,10964668,Completed Retired,First,"February 09, 2020",12h 47m 13s,,,,,,Just beat Leons story,
972,57479,Snootchie,PlayStation 4,12h 48m,90%,"Leon A, Claire B run",8286878,Completed,First,"February 14, 2019",12h 48m 31s,,,,,,,
973,57479,,Xbox One,12h 50m,NR,,11854243,Completed,First,,12h 50m,,,,,,,
974,57479,Kal_wardin,PC,12h 50m,80%,,11550345,Completed,First,"November 01, 2019",12h 50m,,13h 59m,,,,,
975,57479,,PC,12h 54m,NR,,11353782,Completed,First,,12h 54m,,,,,,,
976,57479,ripewithdecay,PlayStation 4,12h 58m,90%,,8120784,Completed,First,"January 27, 2019",12h 58m 46s,,,,,,,
977,57479,BoogeyDK,PlayStation 4,13h,80%,Leon A + Claire B,11192684,Completed,First,"March 17, 2020",13h,,,,,,,
978,57479,Djbernas10,PC,13h,NR,,8373431,Completed,First,"February 28, 2019",13h,,,,,,,
979,57479,MrGunnerPT,Xbox One,13h,NR,,11231728,Completed,First,"March 24, 2020",13h,,,,,,,
980,57479,Narpet2112,PlayStation 4,13h,NR,,11391493,Completed,First,"April 19, 2020",13h,,,,,,,
981,57479,Private,Xbox One,13h,NR,,8130559,Completed,First,"March 24, 2019",13h,,,,,,,
982,57479,Private,PC,13h,NR,,9572569,Completed,First,"September 09, 2019",13h,,,,,,,
983,57479,joseasd,PlayStation 4,13h,NR,,10626254,Completed,First,"December 21, 2019",13h,,,,,,,
984,57479,leafgum,Xbox One,13h,100%,Leon and Claire Runs,9379571,Completed,First,"August 16, 2019",13h,,,,,,,
985,57479,pnxbwood,PlayStation 4,13h,NR,,10324800,Completed,First,"October 30, 2019",13h,,,,,,,
986,57479,trape,PlayStation 4,13h,80%,,11808945,Completed,First,2019,13h,,,,,,,
987,57479,DMC_Dante,Xbox One,13h 01m,NR,4 Playthroughs,10734425,Completed,First,"February 17, 2019",13h 01m 05s,,22h 32m 39s,,,,,
988,57479,kstress71,PlayStation 4,13h 02m,NR,,10917335,Completed,First,,13h 02m,,,,,,,
989,57479,StrankMajstr,PC,13h 06m,80%,,10778993,Completed,First,"January 03, 2020",13h 06m,,,,,,,
990,57479,LocalAutist,PlayStation 4,13h 11m,60%,"Hardcore, Leon Campaign Only",11300376,Completed,First,"June 09, 2020",13h 11m 25s,,,,,,,
991,57479,Pillendreher,PC,13h 16m,80%,,10809689,Completed,First,"January 13, 2020",13h 16m,,,,,,,
992,57479,,PC,13h 18m,NR,,8119984,Completed,First,,13h 18m 49s,,,,,,,
993,57479,Rubricant,PC,13h 20m,NR,,8626125,Completed,First,"April 15, 2019",13h 20m,,,,,,,
994,57479,Private,Xbox One,13h 21m,90%,,10899533,Completed,First,"January 11, 2020",13h 21m,,,,,,,
995,57479,iaap,Xbox One,13h 22m,NR,,8170421,Completed,First,"February 15, 2019",13h 22m,,,,,,,
996,57479,DankVulture,PC,13h 27m,90%,"Leon A 7:44:01 (Rank B), Claire B 5:43:27 (Rank C)",11977855,Completed,First,"June 12, 2020",13h 27m 28s,,,,"Leon A 7:44:01 (Rank B), Claire B 5:43:27 (Rank C)
No patience to play ""The 4th Survivor and The Ghost Survivors"", they are more like Minigames than proper DLCs",,,
997,57479,Mixadencik,PC,13h 30m,NR,,8177442,Completed,First,"February 01, 2019",13h 30m,,,,,,,
998,57479,whatagreatcoffee,PlayStation 4,13h 31m,NR,,8194705,Completed,First,"February 03, 2019",13h 31m 03s,,,,,,,
999,57479,asarg2001,Xbox One,13h 35m,NR,,11671996,Completed,First,"May 06, 2020",13h 35m,,,,,,,
1000,57479,,PC,14h,NR,,11037902,Completed,First,,14h,,,1h 35m,,,,
1001,57479,,PlayStation 4,14h,NR,,11509262,Completed,First,,14h,,,,,,,
1002,57479,Akitrotro,PlayStation 4,14h,NR,,8379956,Completed,First,"February 28, 2019",14h,,,,,,,
1003,57479,GodotIV,PlayStation 4,14h,80%,,11015036,Completed,First,"February 17, 2020",14h,,,,,,,
1004,57479,KummaChristopher,PlayStation 4,14h,80%,,8885345,Completed,First,"February 08, 2019",14h,,,,,,,
1005,57479,LinTians,PlayStation 4,14h,100%,,11337460,Completed,First,,14h,,,,,,,
1006,57479,MarquitosBR88,PC,14h,100%,Played Claire A and Leon B,11457540,Completed,First,"April 15, 2020",14h,,,,,,,
1007,57479,RAVEN_OF_WAR,PlayStation 4,14h,NR,,8137623,Completed,First,"February 09, 2019",14h,,,,,,,
1008,57479,Private,PlayStation 4,14h,NR,,8087749,Completed,First,"May 20, 2019",14h,,,,,,,
1009,57479,killshia,PC,14h,NR,,8178119,Completed,First,"February 01, 2019",14h,,,,,,,
1010,57479,raegazel,PC,14h,90%,,8313132,Completed,First,"January 26, 2019",14h,,,,,,,
1011,57479,b4idie,PC,14h 07m,100%,,10768958,Completed,First,"January 10, 2020",14h 07m 55s,,,,"Claire A (Standard)
Total time: 12:55:48
Saves: 63
C rank",,,
1012,57479,levyanimeman,PC,14h 13m,NR,,11381755,Completed,First,"November 07, 2019",14h 13m,,,,,,,
1013,57479,Lunar90,PC,14h 35m,NR,,11437276,Completed,First,"April 14, 2020",14h 35m 43s,,,,,,,
1014,57479,Private,PC,14h 40m,80%,,9361027,Completed,First,"February 17, 2019",14h 40m,,,,,,,
1015,57479,Dario64,PC,14h 55m,90%,,9137004,Completed,First,"February 21, 2019",14h 55m,,,,,,,
1016,57479,,Xbox One,15h,NR,,10880318,Completed,Replay,,15h,,20h,,,,,
1017,57479,,PC,15h,NR,,11814982,Completed,First,,15h,,,,,,,
1018,57479,,PC,15h,NR,,11892794,Completed,First,,15h,,,,,,,
1019,57479,Dabikon,PlayStation 4,15h,NR,,10583011,Completed,First,"December 13, 2019",15h,,,,,,,
1020,57479,HAGROLD,PC,15h,NR,,11610417,Completed,First,"January 12, 2020",15h,,,,,,,
1021,57479,Headbanger,PC,15h,90%,,8817228,Completed,First,"May 19, 2019",15h,,,,,,,
1022,57479,JayTee,PC,15h,NR,,8962142,Completed,First,,15h,,,,,,,
1023,57479,JoseSLD,PC,15h,100%,,10261022,Completed,First,"October 17, 2019",15h,,,,,,,
1024,57479,cloud12817,PlayStation 4,15h,NR,,11146362,Completed,First,"March 12, 2020",15h,,,,,,,
1025,57479,kisamek05,PlayStation 4,15h,80%,,9369285,Completed,First,,15h,,,,,,,
1026,57479,lliuttuk,PC,15h,100%,,8446227,Completed,First,"March 11, 2019",15h,,,,,,,
1027,57479,motashi,PC,15h,NR,,11041854,Completed,First,"February 23, 2020",15h,,,,,,,
1028,57479,sakujou87,PlayStation 4,15h,90%,,8240962,Completed,First,"February 05, 2019",15h,,,,,,,
1029,57479,scoutwolf,PlayStation 4,15h,NR,,8739214,Completed,First,"March 19, 2020",15h,,,,,,,
1030,57479,woodendoors,PlayStation 4,15h,100%,,9342250,Completed,First,"June 23, 2019",15h,,20h,,,,,
1031,57479,borz,PC,15h 02m,NR,,8272044,Completed,First,"February 16, 2019",15h 02m 11s,,,,,,,
1032,57479,,PlayStation 4,15h 05m,NR,"Leon A, my first RE playthrough ever",10898781,Completed,First,,15h 05m 25s,,,,,,,
1033,57479,MyChaos,PC,15h 24m,80%,,10222319,Completed,First,"February 26, 2019",15h 24m,,,,,,,
1034,57479,Eyzmaster,PlayStation 4,15h 57m,NR,4th Survivor + DLC,8116391,Completed,First,"May 20, 2019",15h 57m,21h 20m,21h,,,,,
1035,57479,Ckit,PC,16h,NR,,8530736,Completed,First,"March 27, 2019",16h,,20h,,,,,
1036,57479,IsThatBearick,PC,16h,NR,,10285118,Completed,First,"October 21, 2019",16h,,,,,,,
1037,57479,yourwhiteshadow,PC,16h,NR,Leon 1st then Claire,8674414,Completed,First,"May 04, 2019",16h,,,,,,,
1038,57479,lolasaurusrex,PC,16h 06m,NR,,10564455,Completed,First,"December 09, 2019",16h 06m,,,,,,,
1039,57479,Soloid,PC,16h 13m,90%,Story A and story B,9052024,Completed,First,"January 18, 2020",16h 13m 15s,,,,,,,
1040,57479,bae99,PlayStation 4,16h 33m,NR,,10775189,Completed,First,,16h 33m 12s,,22h 12m 11s,,,,,
1041,57479,Private,PC,16h 35m,90%,,10514776,Completed,First,"December 05, 2019",16h 35m,,38h 05m,,,,,
1042,57479,Pinkku,PlayStation 4,16h 49m,NR,The First + Second Stories,11111406,Completed,First,,16h 49m,,31h 14m,,,,,
1043,57479,,PlayStation 4,17h,NR,,9325074,Completed,First,,17h,,,,,,,
1044,57479,Myros00,PC,17h,NR,,8173485,Completed,First,"January 31, 2019",17h,,,,,,,
1045,57479,Private,PlayStation 4,17h 11m,100%,Leon A Hardcore,8146864,Completed,First,"January 29, 2019",17h 11m 06s,,,,,,,
1046,57479,BloodGod65,PC,17h 18m,90%,,10493589,Completed,First,"December 01, 2019",17h 18m,,,,,,,
1047,57479,CandyStrike,PC,17h 47m,100%,,8258593,Completed,First,"April 13, 2019",17h 47m,,,,,,,
1048,57479,,PlayStation 4,18h,NR,Leon A + Claire B,10145240,Completed,First,,18h,,,,,,,
1049,57479,nefi,PC,18h,NR,,11310082,Completed,First,"March 29, 2020",18h,,,,,,,
1050,57479,t0nin0t,PlayStation 4,18h,NR,"Leon A, Claire B",8490467,Completed,First,"March 11, 2019",18h,,,,,,,
1051,57479,piotros_org,PlayStation 4,3h 51m,100%,"Claire Normal, 42 saves, rang A",8231558,Completed,Replay,"February 03, 2019",,,3h 51m 10s,,"start 01.02.2019
shot all 15 Racoons - unlimited knife",,,
1052,57479,seznam88,PlayStation 4,4h 02m,100%,"Times of both scenarios combined. Times were taken from the Results screen, so the time may not be entirely accurate.",10252361,Completed,Replay,"November 28, 2019",,,4h 02m 52s,,"Standard difficulty. Playthroughs without using a healing item and without using the item box. Claire (1st Run/A) - 1h 41m 30s, 8 Saves, S Rank. Without using a healing item (Frugalist). Used infinite weapons. Leon (2nd Run/B) - 2h 21m 22s, 13 Saves, S Rank. Without using the item box (Minimalist).",,,
1053,57479,piotros_org,PlayStation 4,4h 31m,100%,"Leon 2nd normal, 33 saves, rang B",8231568,Completed,Replay,"February 08, 2019",,,4h 31m 06s,,start 05.02.2019,,,
1054,57479,ntylerwetrust,PC,4h 31m,100%,,8290754,Completed,Replay,"March 30, 2019",,,4h 31m 15s,,,,,
1055,57479,jbcillatwill,PlayStation 4,4h 32m,NR,,9437662,Replay Completed,Replay,"August 23, 2019",,,4h 32m 18s,,,,,
1056,57479,Reviews,PlayStation 4,4h 39m,90%,,8221577,Completed,Replay,"February 07, 2019",,,4h 39m 15s,,,,,
1057,57479,theworldisadrag,PlayStation 4,4h 44m,100%,"Leon A, Claire A on Hardcore",11458976,Completed,Replay,"March 31, 2020",,,4h 44m,,,,,
1058,57479,DrGonzo86,Xbox One,4h 46m,NR,Claire B. Standard difficulty.,8130556,Completed,First,"January 26, 2019",,,4h 46m 12s,,,,,
1059,57479,MessyPizzaBoy,Xbox One,4h 52m,NR,,8201462,Replay Completed,Replay,"February 02, 2019",,,4h 52m 51s,,,4h 52m 51s /,,
1060,57479,DampestLasagna,Xbox One,4h 54m,NR,,8228701,Replay Completed,Replay,"February 08, 2019",,,4h 54m,,,,,
1061,57479,belligerant,Xbox One,5h,100%,,8415421,Completed,First,"March 06, 2019",,,5h,,,,,
1062,57479,Thiago,PC,5h 07m,80%,Claire B,8389855,Completed,First,"February 28, 2019",,,5h 07m,,,,,
1063,57479,BestSinceDayO134,PlayStation 4,5h 11m,90%,,11362093,Completed,First,"April 05, 2020",,,5h 11m 24s,,,,,
1064,57479,Private,PC,5h 22m,NR,"Claire Scenario B, Hardcore",11032903,Replay Completed,Replay,"February 21, 2020",,,5h 22m 47s,,,,,
1065,57479,Roman0703,PC,5h 27m,NR,Clair campaign 2nd run; all side quests; most items collected.,8236172,Completed,First,"February 10, 2019",,,5h 27m 47s,,,,,
1066,57479,raytsh,PlayStation 4,5h 41m,NR,"standard, Clair B, 30 saves",10937503,Completed,Replay,"February 04, 2020",,,5h 41m 52s,,,,,
1067,57479,zenmike,PC,5h 46m,90%,,11638183,Completed,Replay,"May 03, 2020",,,5h 46m,,,,,
1068,57479,raytsh,PlayStation 4,5h 51m,NR,"Leon 2nd standard, 35 saves",10937511,Completed,Replay,"February 01, 2019",,,5h 51m 19s,,,,,
1069,57479,thescaredshadow,Xbox One,5h 53m,70%,,11419245,Completed,First,"April 11, 2020",,,5h 53m 05s,,,,,
1070,57479,modaren,PlayStation 4,5h 54m,NR,Claire A,8122928,Completed,First,"January 26, 2019",,,5h 54m 19s,1h 40m 06s,,,,
1071,57479,MessyPizzaBoy,PC,5h 56m,NR,,8201460,Completed,First,"January 26, 2019",,,5h 56m 39s,,,,,
1072,57479,,PC,5h 57m,NR,,8132697,Completed,First,,,,5h 57m,,,,,
1073,57479,ArokLazarus,PlayStation 4,5h 58m,NR,,8940768,Replay Completed,Replay,"June 12, 2019",,,5h 58m 30s,,,,,
1074,57479,DrGonzo86,Xbox One,5h 59m,NR,Leon A. Standard difficulty. First playthrough.,8130539,Completed,First,"January 25, 2019",,,5h 59m 31s,,First playthrough. Leon A. Standard difficulty.,,,
1075,57479,DevDogg,PlayStation 4,6h,NR,,8292327,Completed,First,"April 03, 2019",,,6h,,,,,
1076,57479,LeToothpick,PlayStation 4,6h,70%,,11795340,Completed,First,"May 20, 2020",,,6h,,,,,
1077,57479,,PlayStation 4,6h 04m,NR,,8384318,Completed,First,,3h 32m 19s,20h,6h 04m 36s,1h 01m 56s,,,,
1078,57479,JP1620,PlayStation 4,6h 06m,100%,,8168371,Completed,Replay,"January 30, 2019",,,6h 06m,,Leon B (Hardcore),,,
1079,57479,Private,PC,6h 08m,70%,2nd playthrough with Claire. In-game time.,8974722,Completed,Replay,"June 16, 2019",,,6h 08m 32s,,,,,
1080,57479,Tash92,PlayStation 4,6h 08m,NR,,10620056,Completed,Replay,"December 19, 2019",,,6h 08m 33s,,,,,
1081,57479,,PC,6h 10m,NR,,8137700,Completed,First,,,,6h 10m,,,,,
1082,57479,,PlayStation 4,6h 15m,NR,,8260607,Completed,First,,5h,25h,6h 15m,,,,,
1083,57479,RickyButler,PC,6h 15m,90%,,10907265,Completed,Replay,"January 29, 2020",,,6h 15m,,,,,
1084,57479,Lothermus,PlayStation 4,6h 17m,90%,Leon 1º Jornada,8146643,Completed,First,"January 27, 2019",4h 43m 03s,,6h 17m 05s,,,,,
1085,57479,Private,PlayStation 4,6h 17m,NR,,8125885,Completed,First,"January 26, 2019",,,6h 17m 38s,,,,,
1086,57479,NekoTom,PC,6h 24m,100%,,11660641,Completed,Replay,"May 05, 2020",,,6h 24m,,,,,
1087,57479,Sebf98,PlayStation 4,6h 26m,NR,,8168759,Completed,First,"January 30, 2019",,,6h 26m 20s,,,,,
1088,57479,TheBanterMan,PC,6h 28m,NR,,11033853,Completed,First,"February 22, 2020",,,6h 28m,,,,,
1089,57479,,PC,6h 28m,NR,,8327291,Completed,First,,,,6h 28m 58s,,,,,
1090,57479,,Xbox One,6h 30m,NR,Got all hip pouches and attachments as well as some collectibles,11613195,Completed,First,,,,6h 30m,,,,,
1091,57479,SgAkErRu,PC,6h 30m,90%,"Claire B (all extre quests, all or almost all items)",8496625,Completed,Replay,,,,6h 30m,,replay,,,
1092,57479,Private,PC,6h 30m,70%,,8280026,Completed,First,,6h,,6h 30m,,,,,
1093,57479,Private,PC,6h 30m,NR,,11066495,Completed,Replay,"May 13, 2020",,,6h 30m,,,,,
1094,57479,mixabuben,PC,6h 30m,100%,,8289823,Completed,Replay,"February 14, 2019",,,6h 30m,,,,,
1095,57479,Private,PC,6h 32m,NR,,10871569,Completed,First,"January 24, 2020",,,6h 32m 11s,,,,,
1096,57479,,Xbox One,6h 32m,NR,,8130533,Completed,First,,5h 59m 31s,,6h 32m 46s,,,,,
1097,57479,DrGonzo86,Xbox One,6h 32m,NR,Claire A. Hardcore difficulty.,8130551,Completed,First,"January 26, 2019",,,6h 32m 46s,,,,,
1098,57479,MatterofM,PlayStation 4,6h 33m,90%,Leon: Standard. 43 Saves. Rank B,8497745,Completed,First,"January 26, 2019",,,6h 33m 09s,,,,,
1099,57479,beyondthegun,PlayStation 4,6h 33m,NR,Leon: StandardL Saves: 43 Rank B,8127899,Completed,First,"January 26, 2019",,,6h 33m 09s,,,,,
1100,57479,,PlayStation 4,6h 35m,NR,,8163389,Completed,First,,,,6h 35m,,,,,
1101,57479,JP1620,PlayStation 4,6h 38m,100%,,8141518,Completed,Replay,"January 28, 2019",,,6h 38m,,Claire B,,,
1102,57479,Private,PC,6h 39m,70%,"Standard mode, Leon playthrough. Time is from in-game completion, actual time with cutscenes was 8 hours.",8185263,Completed,First,"February 06, 2019",,,6h 39m 29s,,,,,
1103,57479,firegamer273,PC,6h 42m,NR,,6958629,Replay Completed,Replay,"April 13, 2020",,,6h 42m 29s,,,6h 42m 29s /,,
1104,57479,,PC,6h 43m,NR,Leon 1st Run | All Weapons (Upgrades) | All Documents,10932477,Completed,First,,,,6h 43m 19s,,,,,
1105,57479,Extant,PlayStation 4,6h 43m,NR,Leon (A),11378911,Completed,First,"April 05, 2020",,,6h 43m 24s,,,,,
1106,57479,,PC,6h 44m,NR,,8122855,Completed,First,,,,6h 44m,,,,,
1107,57479,FilipRakos,Xbox One,6h 45m,NR,,8235356,Completed,First,"February 10, 2019",,,6h 45m 20s,,,,,
1108,57479,Jlord666,PC,6h 46m,NR,Leon - 39 Saves,8132648,Backlog Completed,First,"January 26, 2019",,,6h 46m,,,,,
1109,57479,lowdefal,PlayStation 4,6h 52m,NR,"Leon A, did some unlock work.",11143585,Completed,First,"March 18, 2020",,,6h 52m,,,,,
1110,57479,,PC,6h 53m,NR,Main story and every area explored but not all unlockables found,8493458,Completed,First,,,,6h 53m,,,,,
1111,57479,Roman0703,PC,6h 57m,NR,Leon campaign 1st run; all side quests; most items collected.,8211145,Completed,First,"February 05, 2019",,,6h 57m 48s,,,,,
1112,57479,Harpy,PlayStation 4,6h 59m,NR,,8185686,Completed,Replay,"February 02, 2019",,,6h 59m 57s,,,,,
1113,57479,,PlayStation 4,7h,NR,,8117005,Completed,First,,6h,,7h,,,,,
1114,57479,,PC,7h,NR,,8159824,Completed,First,,,,7h,,,,,
1115,57479,Barshal,PC,7h,NR,,10885121,Completed,First,"January 26, 2020",5h,,7h,,,,,
1116,57479,Private,PlayStation 4,7h,NR,,8168355,Completed,First,"January 27, 2019",,,7h,,,,,
1117,57479,leyeti,PlayStation 4,7h,80%,,9137444,Completed,First,"March 29, 2020",,,7h,,,,,
1118,57479,mrjorsh,PlayStation 4,7h,NR,,8328446,Completed,Replay,"February 10, 2019",,,7h,,,,,
1119,57479,Private,PC,7h 03m,NR,Claire (1) [7h03m00s IG Time],11128718,Completed,Replay,"March 14, 2020",,,7h 03m,,,,,
1120,57479,stationtostation,PlayStation 4,7h 04m,90%,,8245709,Completed,First,January 2019,,,7h 04m,,,,,
1121,57479,Private,PlayStation 4,7h 06m,100%,,7697054,Completed,First,"March 11, 2019",,,7h 06m,,,,,
1122,57479,Scoosh,Xbox One,7h 06m,80%,Claire A,8239862,Completed,Replay,"February 10, 2019",,,7h 06m 53s,,,,,
1123,57479,JP1620,PlayStation 4,7h 08m,100%,,7981605,Completed,First,"January 27, 2019",,,7h 08m,,Leon A,,,
1124,57479,taranwalker,PC,7h 09m,NR,,8991235,Completed,First,"June 17, 2019",,,7h 09m,,,,,
1125,57479,ntylerwetrust,PC,7h 09m,100%,Claire A playthrough,8110542,Completed,First,"February 17, 2019",,,7h 09m 42s,,,,,
1126,57479,MadSexual,PC,7h 10m,90%,,8265672,Completed,First,"February 14, 2019",,,7h 10m 11s,,,,,
1127,57479,DkryptX3,PC,7h 11m,NR,"In-game Clock, Claire Side A, Extra Exploration.",10810937,Completed,First,"January 13, 2020",,,7h 11m 30s,,,,,
1128,57479,djneji,PlayStation 4,7h 14m,NR,,11307033,Completed,First,"March 29, 2020",,,7h 14m 08s,,,,,
1129,57479,,Xbox One,7h 15m,NR,1 Scenario (Leon or Claire),8200664,Completed,First,,6h 30m,22h 45m,7h 15m,,,,,
1130,57479,fefidoh,PC,7h 15m,NR,,8130071,Completed,First,"January 27, 2019",,,7h 15m 34s,,,,,
1131,57479,Calvo,PC,7h 18m,90%,,8221391,Completed,Replay,"February 07, 2019",,,7h 18m,,,,,
1132,57479,ramsys,PlayStation 4,7h 19m,100%,,8145833,Completed,Replay,"January 28, 2019",,,7h 19m 50s,,,,,
1133,57479,ntylerwetrust,PC,7h 23m,100%,"Leon A, Claire B, 4th Survivor",10839179,Completed,Replay,"January 23, 2020",,,7h 23m 08s,,,,,
1134,57479,ryzhko,PC,7h 26m,NR,main story (klaire) + some extras,10536438,Completed,First,"December 04, 2019",,,7h 26m 35s,,,,,
1135,57479,PrincessAsh1ey,PC,7h 26m,NR,,11230464,Replay Completed,Replay,"March 23, 2020",,,7h 26m 59s,,,,,
1136,57479,Reviews,PlayStation 4,7h 28m,90%,,8151692,Completed,First,"January 29, 2019",,,7h 28m 06s,,,,,
1137,57479,LmNoPg007,Xbox One,7h 29m,NR,,8616634,Playing Completed,First,"March 14, 2019",,,7h 29m 44s,,,7h 29m 44s /,,
1138,57479,,PlayStation 4,7h 30m,NR,,8139750,Completed,First,,,,7h 30m,,,,,
1139,57479,,PlayStation 4,7h 30m,NR,,8342713,Completed,First,,,25h,7h 30m,,,,,
1140,57479,Metalhearf,PC,7h 30m,NR,,8175464,Completed,First,"January 31, 2019",,,7h 30m,,,,,
1141,57479,jeradw,PC,7h 30m,NR,,8214516,Completed,First,"February 06, 2019",,,7h 30m,,,,,
1142,57479,Jjzwak,Xbox One,7h 34m,90%,,8168807,Completed,First,"February 13, 2019",,,7h 34m,,,,,
1143,57479,Aquid,PC,7h 35m,60%,,8131677,Completed,First,"January 26, 2019",,,7h 35m 47s,,,,,
1144,57479,MrAnamorphic,PlayStation 4,7h 38m,80%,,11087416,Playing Completed,First,"March 03, 2020",,,7h 38m,,,,,
1145,57479,Private,PC,7h 38m,NR,,10871567,Completed,First,"January 29, 2019",,,7h 38m 29s,,,,,
1146,57479,Yusepe,PC,7h 43m,NR,,8234515,Completed,First,"February 09, 2019",,,7h 43m,,,,,
1147,57479,collarstothewind,PC,7h 44m,NR,,8291853,Completed,First,"February 17, 2019",,,7h 44m,,,,,
1148,57479,tripss3,PC,7h 48m,NR,Claire A,11693501,Completed,First,"May 10, 2020",,,7h 48m 39s,,,,,
1149,57479,MootToot,PlayStation 4,7h 49m,80%,,11710255,Completed,First,"May 11, 2020",,,7h 49m,,,,,
1150,57479,,PlayStation 4,7h 50m,NR,,8275497,Completed,First,,,,7h 50m,,,,,
1151,57479,Anguy,PlayStation 4,7h 50m,80%,,8191386,Completed,First,"February 02, 2019",,,7h 50m,,,,,
1152,57479,Vesemir45,Xbox One,7h 50m,NR,"Leon A careless blind playthrough, wasted a lot of time, ammo and meds in first half of the game.",8581830,Completed,First,"April 07, 2019",,,7h 50m,,,,,
1153,57479,jbcillatwill,PlayStation 4,7h 50m,NR,,9437660,Replay Completed,Replay,"August 16, 2019",,,7h 50m 03s,,,,,
1154,57479,raytsh,PlayStation 4,7h 50m,NR,"clair standard, 43 saves",8194251,Completed,First,"January 31, 2019",,,7h 50m 22s,,,,,
1155,57479,piotros_org,PlayStation 4,7h 53m,100%,"Claire 2nd Assisted, 49 saves, rang B",8231553,Completed,Replay,"February 01, 2019",,,7h 53m 16s,,start 28.01.2019,,,
1156,57479,,PlayStation 4,7h 56m,NR,,8230790,Completed,First,,,,7h 56m,,,,,
1157,57479,realsolution,PlayStation 4,7h 57m,90%,,8127999,Completed,First,"January 27, 2019",,,7h 57m 53s,,,,,
1158,57479,firehawk3456,PlayStation 4,7h 59m,NR,,8384334,Completed,First,"February 26, 2019",4h 30m,15h,7h 59m 50s,1h 01m,,,,
1159,57479,,PlayStation 4,8h,NR,,10825838,Completed,Replay,,,,8h,,,,,
1160,57479,Private,PlayStation 4,8h,NR,,11990563,Completed,First,"June 14, 2020",,,8h,,,,,
1161,57479,SgAkErRu,PC,8h,90%,"Leon A (all extra things, all items)",8496620,Completed,First,,,,8h,,,,,
1162,57479,VincentVael,Xbox One,8h,90%,,11064171,Completed,First,"February 27, 2020",,,8h,,,,,
1163,57479,lemdog85,PlayStation 4,8h 02m,NR,,8477066,Completed,First,"March 16, 2019",,,8h 02m,,,,,
1164,57479,knapper,Xbox One,8h 02m,100%,,8735169,Completed,First,"January 30, 2019",3h,,8h 02m 31s,2h 24s,,,,
1165,57479,stevenkuerble,PlayStation 4,8h 05m,NR,Plat,8298518,Completed Retired,First,"January 30, 2019",,25h,8h 05m,1h 34m 52s,,,,
1166,57479,CaptainAmerica,Xbox One,8h 05m,90%,"Standard difficulty, Leon A Scenario, S rank",6785412,Completed,First,"January 25, 2019",,,8h 05m 52s,1h 59m 52s,,,,
1167,57479,INKEDinARIZONA,PC,8h 05m,NR,,11417189,Completed,First,"April 12, 2020",,,8h 05m 53s,,,,,
1168,57479,Thiago,PC,8h 06m,80%,Leon A,8389848,Completed,First,"February 26, 2019",,,8h 06m,,,,,
1169,57479,EvaPilot1,PlayStation 4,8h 08m,90%,Leon B,11389021,Completed,Replay,"April 08, 2020",,,8h 08m 33s,,,,,
1170,57479,CathyWyrd,PC,8h 09m,NR,,8287114,Replay Completed,First,"February 06, 2019",,,8h 09m 28s,,,,,
1171,57479,Private,PC,8h 10m,100%,"Leon Scenario A, Hardcore.",11032899,Completed,First,,,,8h 10m 52s,,,,,
1172,57479,SadBoy,PC,8h 11m,100%,,8272251,Completed,First,"February 16, 2019",,,8h 11m 49s,,,,,
1173,57479,KaiserChaton,PC,8h 13m,NR,,8125268,Completed,First,,,,8h 13m 47s,,,,,
1174,57479,faqsimil,PlayStation 4,8h 14m,NR,"Leon's First Campaign, Assisted mode, 36 Saves, 38% Trophies, Fully searched ~95% of map, never played the original RE2",8172734,Completed,First,"February 04, 2019",,,8h 14m 22s,,,,,
1175,57479,OnkelPuni,PC,8h 15m,80%,,8308533,Completed,First,"March 01, 2019",,,8h 15m,,,,,
1176,57479,Sparell,PlayStation 4,8h 18m,NR,Leon A Run,8139424,Completed,First,"January 28, 2019",,,8h 18m 44s,,Leon A Run,,,
1177,57479,mixabuben,PC,8h 20m,100%,,8195643,Completed,First,"February 03, 2019",,,8h 20m,,,,,
1178,57479,HaveBigNick,PlayStation 4,8h 21m,100%,,11490362,Completed,First,"September 15, 2019",,,8h 21m,,,,,
