,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Main+Extras,Completionist,Completion,Progress,Personal Notes,Speedrun,100% Speedrun
1133,26286,,PC,35h,NR,"100% complete according to the game's definition, but still some gameplay elements and several achievements missed.",4683733,Completed,First,,35h,,,,,,
1134,26286,,PC,35h,NR,,5586511,Completed,First,,35h,,,,,,
1135,26286,,PC,35h,NR,,5629704,Completed,First,30h,35h,,,,,,
1136,26286,,PC,35h,NR,,6869445,Completed,First,26h,35h,55h,,,,,
1137,26286,,PC,35h,NR,,8195761,Completed,First,25h,35h,,,,,,
1138,26286,,Nintendo Switch,35h,NR,,8986059,Completed,First,,35h,,,,,,
1139,26286,005alpha,PC,35h,100%,,8960597,Completed,First,,35h,,June 2019,,,,
1140,26286,Brujalosmares,Nintendo Switch,35h,NR,,10708162,Completed,First,,35h,,"December 31, 2019",,,,
1141,26286,Private,Nintendo Switch,35h,NR,,7765703,Completed,First,25h,35h,,,,,,
1142,26286,Henralen,Nintendo Switch,35h,90%,,8942338,Completed,First,,35h,,"October 23, 2019",,,,
1143,26286,LionLynx231,Nintendo Switch,35h,100%,Everything except Godslayer DLC,8468623,Completed,First,,35h,,,,,,
1144,26286,MagVinAnc,PC,35h,90%,,8546503,Completed,First,,35h,,"February 23, 2019",,,,
1145,26286,MagwitchOo,PC,35h,NR,,8891325,Completed,First,,35h,,"June 03, 2019",,,,
1146,26286,Nebulos,PC,35h,90%,,8243403,Completed,First,,35h,,"April 24, 2018",,,,
1147,26286,Nehuyva,PC,35h,100%,,6135467,Playing Completed,First,,35h,,"September 09, 2017",,,,
1148,26286,PrincessAdelaide,PC,35h,NR,,8430639,Completed,First,,35h,,"September 06, 2019",,,,
1149,26286,Writerguy,PC,35h,NR,,7952800,Completed,First,,35h,,,,,,
1150,26286,Zamolife,PC,35h,NR,,6523956,Completed,First,,35h,,"February 15, 2018",,,,
1151,26286,cillajon,PC,35h,NR,,11082941,Completed,First,,35h,,"March 02, 2018",,,,
1152,26286,dariaste,Nintendo Switch,35h,NR,,9506473,Completed,First,30h,35h,40h,,,,,
1153,26286,eatsleepchuck,PC,35h,100%,,8571024,Completed,First,,35h,,"January 06, 2019",,,,
1154,26286,iHassanFTW,Nintendo Switch,35h,NR,,9173468,Completed,First,20h,35h,50h,"July 17, 2018",,,,
1155,26286,inselwissen,PC,35h,100%,,10906408,Completed,First,,35h,,"January 29, 2020",,,,
1156,26286,kmonahan45,Nintendo Switch,35h,100%,,11232394,Completed,First,26h 30m,35h,45h,"March 23, 2020",,,,
1157,26286,machacachon,Nintendo Switch,35h,NR,,11277918,Completed,First,26h,35h,50h,"August 06, 2018",,,,
1158,26286,micharon5,Nintendo Switch,35h,NR,,11432393,Completed,First,,35h,,"April 13, 2020",,,,
1159,26286,mickeyc22,Nintendo Switch,35h,80%,,7373772,Completed,First,,35h,,,,,,
1160,26286,minecarman,PC,35h,100%,just beat it %112 it will worth your time,11171290,Completed,First,30h,35h,49h 30m,"March 17, 2020",,,,
1161,26286,rebel_lion,PC,35h,NR,,7207000,Completed,First,,35h,,"October 07, 2018",,,,
1162,26286,seagull_seagull,PC,35h,90%,,4949084,Custom List Completed,First,,35h,,"August 15, 2018",,,,
1163,26286,slashgear29,Nintendo Switch,35h,NR,,6929748,Completed,First,20h,35h,48h 58m 54s,"August 27, 2018",,,,
1164,26286,xinoHITO,PC,35h,NR,,7133046,Completed,First,,35h,,"September 27, 2018",,,,
1165,26286,conditionals,Nintendo Switch,35h 01m,80%,81%,10944734,Completed,First,,35h 01m 50s,,"March 14, 2019",,,,
1166,26286,,PC,35h 02m,NR,,9287242,Completed,First,28h,35h 02m,,,,,,
1167,26286,Rattlesnark,PC,35h 03m,90%,"108% Completion. Completed all content incl. DLC, except Godmaster. Guide reference used. [37h 24m]",7753930,Completed,First,,35h 03m 35s,,"December 17, 2018",,"Played 2/5 Godmaster DLC Pantheons, skipping. [39h 30m]
Time obtained from in-game hours played.
Previous completion [with Steam Store hours played]:
1. 89% Completion. Explored all visible content on map. No DLC. - 21h 17m 10s [22h 24m]",,
1168,26286,,PC,35h 04m,NR,,6617942,Completed,First,,35h 04m 51s,,,,,,
1169,26286,,Linux,35h 06m,NR,98%,4733956,Completed,First,,35h 06m 36s,,,,,,
1170,26286,Helios,PC,35h 08m,100%,,11925215,Completed,First,,35h 08m 25s,,"June 06, 2020",,,,
1171,26286,pkughost,PC,35h 11m,100%,,5638399,Completed,First,,35h 11m,42h 19m,"January 13, 2018",,,,
1172,26286,RafUnforgiven,Nintendo Switch,35h 11m,NR,,6815363,Completed,First,,35h 11m 02s,,"August 12, 2018",,,,
1173,26286,LikeARyder,PC,35h 20m,100%,Everything - every DLC - All achievments including Godmaster,8928741,Completed,First,,35h 20m,79h 34m,"June 10, 2019",,,4h 34m,11h 51m
1174,26286,relwotwerdna,PlayStation 4,35h 25m,NR,,8068804,Playing Completed,First,,35h 25m,,"January 19, 2019",,,,
1175,26286,,PC,35h 28m,NR,,6631582,Completed,First,20h 32m 19s,35h 28m 16s,55h 29m 54s,,,,,
1176,26286,Blesmi,Nintendo Switch,35h 29m,100%,,11534470,Completed,First,,35h 29m 46s,,"April 22, 2020",,,,
1177,26286,,PC,35h 30m,NR,,5496648,Completed,First,20h 10m,35h 30m,51h,,,,,
1178,26286,,PC,35h 30m,NR,,6557487,Completed,First,,35h 30m,,,,,,
1179,26286,Erliand,PC,35h 40m,90%,,5026351,Completed,First,20h,35h 40m,60h 50m,"September 08, 2017",,,,
1180,26286,PrinceTails,PC,35h 40m,NR,,8473158,Completed,First,,35h 40m,,"March 16, 2019",,,,
1181,26286,vladd_,PC,35h 45m,NR,For 100% in 20 hours achievement,9657675,Completed,First,29h 40m,35h 45m,63h 30m,"September 15, 2019",,,3h 20m,13h 30m
1182,26286,lakester,PC,35h 57m,90%,,10758257,Completed,First,,35h 57m,,"January 18, 2020",,,,
1183,26286,,PC,36h,NR,"No Major Glitches. 1.1.1.8 Not a great time, but it is what I got.",5428602,Completed,First,,36h,,,,,1h 08m 27s,
1184,26286,,PC,36h,NR,,6660748,Completed,First,,36h,,,,,,
1185,26286,,Nintendo Switch,36h,NR,,7574879,Completed,First,24h,36h,52h,,,,,
1186,26286,,Nintendo Switch,36h,NR,,9346377,Completed,First,26h 55m,36h,,,,,,
1187,26286,EnderLady,PC,36h,90%,,7886230,Completed,First,,36h,,"December 30, 2018",,,,
1188,26286,FrankAshbell,PC,36h,100%,"Got First, Second and Third endings (According to HollowWiki) + some Extra Quests/Unlockables",8365154,Completed,First,,36h,,"February 26, 2019",,,,
1189,26286,LimpBagel,Nintendo Switch,36h,NR,,10835978,Completed,First,,36h,,"December 31, 2018",,,,
1190,26286,Rin,PC,36h,NR,,6625070,Completed,First,,36h,,,,,,
1191,26286,allanschnorr,PC,36h,90%,,4752311,Completed,First,,36h,,"July 15, 2017",,,,
1192,26286,btorquato25,PC,36h,100%,,11373065,Completed,First,,36h,,"March 19, 2020",,,,
1193,26286,jhanson9012,PC,36h,100%,,9393288,Completed,First,,36h,,"August 19, 2019",,,,
1194,26286,leommj,Mac,36h,NR,,10647323,Completed,First,,36h,,,,,,
1195,26286,melkizedekthepure,PC,36h,70%,81% completion,11040040,Completed,First,,36h,,"February 22, 2020",,,,
1196,26286,Private,PC,36h,NR,,6068105,Completed,First,,36h,,"August 16, 2019",,,,
1197,26286,JLP101,PC,36h 01m,80%,,10878449,Completed,First,,36h 01m,,"May 22, 2019",,,,
1198,26286,KAKKEA,Nintendo Switch,36h 15m,NR,80% (2/3 colloseum),10601180,Completed,First,,36h 15m,,"December 13, 2019",,,,
1199,26286,Private,Nintendo Switch,36h 15m,NR,"83% complete, got first ending",7353773,Completed,First,,36h 15m 39s,,"October 29, 2018",,,,
1200,26286,themshow118,PlayStation 4,36h 15m,NR,"82%, blind run",7521284,Completed,First,,36h 15m 47s,,"May 26, 2019",,,,
1201,26286,Wolfe_Stedro,Nintendo Switch,36h 20m,100%,,6972178,Completed,First,,36h 20m 28s,,"August 04, 2018",,,,
1202,26286,Private,PC,36h 22m,NR,,5894722,Completed,First,,36h 22m,,"February 26, 2018",,,,
1203,26286,Jurr,Nintendo Switch,36h 23m,NR,,10705968,Completed,First,,36h 23m 55s,,"December 30, 2019",,,,
1204,26286,Private,PC,36h 24m,100%,,11815725,Completed,First,,36h 24m,,"January 23, 2020",,,,
1205,26286,TiavioliGaming,PC,36h 26m,NR,,7892340,Completed,First,,36h 26m 21s,,"December 30, 2018",,,,
1206,26286,atacama,PC,36h 28m,90%,"104% completion, did 3 endings.",11102081,Completed,First,,36h 28m 28s,,"March 29, 2020",,,,
1207,26286,Noldar,PC,36h 30m,NR,,7310765,Completed,First,,36h 30m,,"September 06, 2018",,Had a blast! Great game.,,
1208,26286,Sinizin,Nintendo Switch,36h 36m,NR,,8332049,Completed,First,,36h 36m,,"February 22, 2019",,,,
1209,26286,kafaw,PC,36h 36m,NR,,9592449,Completed,First,,36h 36m,,"September 12, 2019",,,,
1210,26286,Private,Nintendo Switch,36h 45m,NR,,6501035,Completed,First,,36h 45m,,,,,,
1211,26286,grayman407,Nintendo Switch,36h 47m,100%,,8495077,Completed,First,,36h 47m 25s,,"March 21, 2019",,,,
1212,26286,,Xbox One,36h 54m,NR,,9144717,Completed,First,28h,36h 54m,,,,,,
1213,26286,seb231,Nintendo Switch,36h 55m,NR,,6900478,Custom List Completed,First,,36h 55m 16s,,"December 02, 2018",,,,
1214,26286,Antrakos,Nintendo Switch,37h,NR,,6741569,Completed,First,,37h,,"August 06, 2018",,,,
1215,26286,CertainRandom,Nintendo Switch,37h,NR,,6591501,Completed,First,,37h,51h,"July 14, 2018",,,,
1216,26286,DermoPower,PC,37h,NR,"Beat The Radiance, 107% Completion (before trying out Godhome content)",10593695,Completed,First,23h 40m,37h,,"December 10, 2019",,,,
1217,26286,Lobim,PC,37h,NR,98%,11807926,Completed,First,,37h,,"May 22, 2020",,,,
1218,26286,Quasimofo,PC,37h,100%,,8533275,Completed,First,,37h,,"September 06, 2018",,,,
1219,26286,Quetzalorado,Nintendo Switch,37h,80%,,10233063,Completed,First,29h,37h,,"May 30, 2020",,,,
1220,26286,Vodoka,PC,37h,90%,"Optional endings, arena, some collectibles gathered, experimenting in different areas and with NPCs.",4226945,Completed,First,25h,37h,,"March 17, 2017",,,,
1221,26286,darkaxe,PC,37h,NR,,7308718,Completed,First,,37h,,"October 23, 2018",,,,
1222,26286,dmd0144,Nintendo Switch,37h,NR,,6630667,Completed,First,,37h,,"May 02, 2020",,,,
1223,26286,grayfox91,Nintendo Switch,37h,100%,,9195907,Completed,First,,37h,,"July 21, 2019",,,,
1224,26286,Private,PC,37h,NR,,7284156,Completed,First,,37h,,"June 26, 2017",,,,
1225,26286,m4rkoni,Nintendo Switch,37h,100%,,8978512,Completed,First,,37h,,"July 08, 2019",,,,
1226,26286,muleroid,Nintendo Switch,37h,NR,,8488877,Completed,First,24h,37h,,"March 19, 2019",,,,
1227,26286,CongoUnrest,PC,37h,90%,,11028785,Completed,First,,37h 22s,,"February 21, 2020",,,,
1228,26286,Fxcrv,PC,37h 05m,NR,91%,4119193,Completed,First,,37h 05m 32s,,"March 05, 2017",,,,
1229,26286,LeGrosMartin,Nintendo Switch,37h 10m,NR,,6970011,Completed,First,,37h 10m,,"September 03, 2018",,,,
1230,26286,riquerico,Nintendo Switch,37h 11m,100%,True ending + almost everything collected (missed 2 mask fragments). Didn't play Grimm ou God DLC.,8582118,Completed,First,,37h 11m,,"April 07, 2019",,,,
1231,26286,Logophiliac,PC,37h 15m,NR,106% completion of the regular game. 48/57 Steam achievements.,5623824,Completed,First,,37h 15m,,"January 08, 2018",,,,
1232,26286,,PC,37h 16m,NR,,8678713,Completed,First,,37h 16m 50s,69h 13m 22s,,,,,
1233,26286,,PC,37h 20m,NR,,8414496,Completed,First,,37h 20m,,,,,,
1234,26286,leejieun,Nintendo Switch,37h 22m,NR,,11853685,Completed,First,,37h 22m 13s,,"May 28, 2020",,,,
1235,26286,,PC,37h 22m,NR,,4865671,Completed,First,,37h 22m 23s,,,,,,
1236,26286,daca2117,Nintendo Switch,37h 24m,NR,,8358097,Completed,First,,37h 24m,,"February 25, 2019",,,,
1237,26286,tacticalcraptical,PC,37h 28m,90%,,10993334,Completed,First,,37h 28m,,"February 15, 2020",,,,
1238,26286,CSBint98,Nintendo Switch,37h 30m,NR,108% completion; no Godmaster DLC,7859337,Completed,First,,37h 30m,46h 47m 42s,"March 09, 2019",,,,
1239,26286,faqsimil,PC,37h 34m,100%,"104% completion, had hidden dreams + grimm troupe, dream no more ending",5570982,Completed,First,,37h 34m 15s,,"February 03, 2018",,,,
1240,26286,tabootay,Nintendo Switch,37h 40m,100%,,6556397,Completed,First,,37h 40m,,"July 09, 2018",,,,
1241,26286,Hotcakes,Nintendo Switch,37h 48m,NR,,7359307,Completed,First,,37h 48m 14s,,"July 20, 2019",,,,
1242,26286,,PlayStation 4,37h 49m,NR,,10217906,Completed,First,25h,37h 49m,,,,,,
1243,26286,korokleif,Nintendo Switch,37h 50m,NR,93% complete,11919599,Completed,Replay,,37h 50m,,,,,,
1244,26286,leassel,PC,37h 50m,NR,,9195525,Completed,First,,37h 50m,,"July 21, 2019",,,,
1245,26286,PieChild,PC,37h 54m,NR,92% completion,10231287,Completed,First,,37h 54m,,"October 16, 2019",,,,
1246,26286,,PC,37h 54m,NR,,4208532,Completed,First,,37h 54m 33s,47h 28m 34s,,,,,
1247,26286,,Mac,38h,NR,"True ending, but didn't do everything",8054625,Completed,First,,38h,,,,,,
1248,26286,,Nintendo Switch,38h,NR,,10376941,Completed,First,,38h,,,,,,
1249,26286,Private,PC,38h,90%,,8367329,Completed,First,,38h,,"July 02, 2019",,,,
1250,26286,RonbleBronble,PC,38h,80%,"Marking this down as 112%. A lot of this time is dumped into Godmaster and the Radiant bosses, but not done that yet",9049186,Completed,First,,38h,,"June 12, 2019",,"Started mid 2017, tried again April 2019 and finished",,
1251,26286,Vastman,PC,38h,90%,91%,11495763,Completed,First,,38h,,"May 08, 2020",,,,
1252,26286,Waillio,PC,38h,90%,,8891455,Completed,First,27h,38h,,"January 05, 2019",,,,
1253,26286,Zhols,PC,38h,NR,,8408071,Completed,First,,38h,,,,,,
1254,26286,iDoDemGames,PC,38h,NR,,11672611,Completed,First,23h,38h,,"May 07, 2020",,,,
1255,26286,melkior,Nintendo Switch,38h,NR,,8123439,Completed,First,,38h,,"March 29, 2019",,,,
1256,26286,razielsghost,PC,38h,NR,87%,5412748,Completed,First,,38h,,"December 03, 2017",,,,
1257,26286,truewarhead,PC,38h,NR,,11310909,Completed,First,,38h,,"March 31, 2020",,,,
1258,26286,,PC,38h 11m,NR,,8201116,Completed,First,,38h 11m 10s,,,,,,
1259,26286,,Nintendo Switch,38h 15m,NR,,8384463,Completed,First,,38h 15m,,,,,,
1260,26286,nauticalgh0st,PC,38h 19m,NR,,4687727,Completed,First,,38h 19m,,"March 29, 2019",,,,
1261,26286,Psyfex,Nintendo Switch,38h 30m,90%,85%,6600363,Completed,First,,38h 30m,,"August 12, 2018",,,,
1262,26286,RevelGrande,PC,38h 30m,NR,"Hacked in Pantheon of Hallownest completion, because Markoth can suck a cock. Legit PoP completion, all bosses. 112%.",7556889,Completed,First,,38h 30m,73h 01s,"January 08, 2019",,,,
1263,26286,,PC,38h 34m,NR,,7137354,Completed,First,24h 43m,38h 34m,51h 12m,,,,,
1264,26286,makario,Nintendo Switch,38h 37m,80%,,10186345,Completed,First,,38h 37m 41s,,"October 04, 2019",,,,
1265,26286,possumjesus,Nintendo Switch,38h 52m,100%,,11837001,Completed,First,,38h 52m,,"May 24, 2020",,,,
1266,26286,Private,Nintendo Switch,38h 53m,NR,,8274582,Completed,First,,38h 53m,,"February 16, 2019",,,,
1267,26286,RiptoR,Nintendo Switch,38h 53m,NR,"True ending, 90%",10653155,Completed,First,,38h 53m 37s,,"December 25, 2019",,,,
1268,26286,TechShooter,PC,38h 55m,NR,"78%, 24/57 achievements",11677883,Completed,First,,38h 55m,,"February 03, 2018",,,,
1269,26286,AaronWeiKru,PC,39h,100%,,10802916,Completed,First,22h,39h,,"October 10, 2018",,,,
1270,26286,Not_Kei,PC,39h,90%,,10391815,Custom List Completed,First,,39h,,,,,,
1271,26286,PhineasVonTrapp,PlayStation 4,39h,NR,,8358358,Completed,First,,39h,72h,"February 25, 2019",,,,
1272,26286,SplashFTW,Nintendo Switch,39h,90%,,11267560,Completed,First,,39h,,"July 27, 2018",,,,
1273,26286,anem27,PC,39h,NR,,11383020,Completed,First,,39h,,,,,,
1274,26286,darkglaive,Nintendo Switch,39h,NR,"106%, Grimm Troupe, Lifeblood, and Hidden Dreams DLC. Incomplete bestiary, did not do Grey Mourner quest",6863107,Completed,First,,39h,,,,,,
1275,26286,maxwell,PC,39h,NR,,8699602,Completed,First,,39h,,,,,,
1276,26286,moxian,PC,39h,NR,,4199787,Completed,First,,39h,,"March 17, 2017",,,,
1277,26286,Private,Nintendo Switch,39h,100%,,6869178,Completed,First,,39h,,"August 19, 2018",,,,
1278,26286,wecreus,PC,39h,NR,,8353553,Completed,First,,39h,,"January 20, 2019",,,,
1279,26286,forwhommetallica,Nintendo Switch,39h 01m,NR,,6770640,Completed,First,,39h 01m 48s,,"September 16, 2018",,,,
1280,26286,Nintencats,Nintendo Switch,39h 06m,90%,,8283974,Backlog Completed,First,20h 11m,39h 06m,,"February 18, 2019",20h 11m /,,,
1281,26286,radiocabeza,Nintendo Switch,39h 13m,100%,,9055774,Completed,First,,39h 13m 26s,,"July 12, 2019",,,,
1282,26286,chadilak,Nintendo Switch,39h 17m,100%,True ending. 88% Game Completion.,6936132,Completed,First,,39h 17m 38s,,"September 29, 2018",,,,
1283,26286,VanFinale,Nintendo Switch,39h 19m,NR,,7109991,Completed,First,,39h 19m,,"September 24, 2018",,,,
1284,26286,kaybert,Nintendo Switch,39h 21m,NR,,9492882,Completed,First,,39h 21m,,,,,,
1285,26286,Giygas3D,Nintendo Switch,39h 30m,100%,104% Completion,8955853,Completed,First,,39h 30m,,"June 18, 2019",,,,
1286,26286,heavydrop,Nintendo Switch,39h 30m,NR,,6640709,Completed,First,,39h 30m,,"July 22, 2018",,,,
1287,26286,,PlayStation 4,39h 32m,NR,,9451067,Completed,First,,39h 32m 20s,,,,,,
1288,26286,Reido50,PC,39h 40m,90%,,4628019,Completed,First,,39h 40m,,"June 25, 2017",,,,
1289,26286,BSRgamer,PC,39h 41m,NR,,11641097,Completed,First,,39h 41m,,"May 04, 2020",,,,
1290,26286,Gabish,PC,39h 48m,NR,108%,5474518,Completed,First,,39h 48m,,"September 23, 2018",,,,
1291,26286,,PC,39h 50m,NR,,6309080,Completed,First,,39h 50m,,,,,,
1292,26286,Cooby,Nintendo Switch,39h 51m,80%,,10450341,Completed,First,25h,39h 51m,,"November 18, 2019",,,,
1293,26286,,Nintendo Switch,39h 54m,NR,,9505374,Completed,First,34h 25m,39h 54m,112h 37m,,,,,
1294,26286,totalbehaved,PC,39h 57m,80%,,9425255,Completed,First,,39h 57m 07s,,"February 02, 2020",,,,
1295,26286,KohakuZeta,PC,39h 58m,90%,"108%, didn't finish Godhome",10544363,Completed,Replay,,39h 58m,,"December 05, 2019",,,,
1296,26286,,PC,40h,NR,,8038860,Completed,First,,40h,,,,,,
1297,26286,,Nintendo Switch,40h,NR,,8211310,Completed,First,20h,40h,60h,,,,,
1298,26286,,PlayStation 4,40h,NR,,8266275,Completed,First,30h,40h,60h,,,,,
1299,26286,,Nintendo Switch,40h,NR,,8296729,Completed,First,,40h,,,,,,
1300,26286,,Nintendo Switch,40h,NR,,8508412,Completed,First,,40h,65h 30m,,,,,
1301,26286,,PC,40h,NR,,9061481,Completed,First,25h,40h,65h,,,,,
1302,26286,,PC,40h,NR,,9647867,Completed,First,20h,40h,50h,,,,,
1303,26286,,PC,40h,NR,,10964503,Completed,First,,40h,,,,,,
1304,26286,,Nintendo Switch,40h,NR,,11224452,Completed,First,15h,40h,60h,,,,,
1305,26286,,PC,40h,NR,,11988014,Completed,First,30h,40h,50h,,,,,
1306,26286,And1_007,Nintendo Switch,40h,NR,,7012736,Completed,First,,40h,,"September 10, 2018",,,,
1307,26286,Aquid,Nintendo Switch,40h,80%,,6402073,Completed,First,,40h,,"July 16, 2018",,,,
1308,26286,Ashkaan,Nintendo Switch,40h,100%,,6851510,Completed,First,,40h,,"October 13, 2018",,,,
1309,26286,Blackiris,PC,40h,NR,"True ending, 89% completion",6037252,Completed,First,,40h,,"March 14, 2018",,,,
1310,26286,Bravelion609,Nintendo Switch,40h,NR,,11326988,Completed,First,20h,40h,,,,,,
1311,26286,BrittleBonesJones,PC,40h,100%,,10730982,Completed,Replay,30h,40h,50h,"January 02, 2020",,,,
1312,26286,Chaoscontrol,Nintendo Switch,40h,90%,,10808124,Completed,First,,40h,,"December 30, 2019",,,,
1313,26286,Davidko,PC,40h,NR,100% but not all achievements,7505269,Completed,First,,40h,,"November 22, 2018",,,,
1314,26286,Dsebii,PC,40h,NR,,7211022,Completed,First,,40h,,,,,,
1315,26286,Earthborn,Nintendo Switch,40h,100%,Excep Godhome,11171806,Completed,First,,40h,,"September 21, 2019",,,,
1316,26286,EdelweissSteam,PC,40h,NR,,10680596,Completed,First,,40h,,"December 29, 2019",,,,
1317,26286,Jib47,Nintendo Switch,40h,90%,,7279579,Completed,First,,40h,,"October 10, 2018",,,,
1318,26286,Private,Nintendo Switch,40h,90%,,11395841,Completed,First,,40h,,,,,,
1319,26286,Karma_kun,Nintendo Switch,40h,90%,,10247105,Completed,First,,40h,,"October 14, 2019",,,,
1320,26286,Laftsir,PC,40h,80%,,11721090,Completed,First,,40h,,"May 12, 2020",,,,
1321,26286,Private,PlayStation 4,40h,100%,,11803200,Completed,First,,40h,,"April 20, 2019",,,,
1322,26286,Moonborne,PlayStation 4,40h,100%,"Beat the main game with the Dream No More ending, plus some Hidden Dreams and Lifeblood content",11932969,Completed,First,,40h,,"December 23, 2018",,"12/23/18, 9:24pm",,
1323,26286,MriLuvPizza,PC,40h,100%,,10707864,Completed,First,,40h,,"January 04, 2020",,,,
1324,26286,MrowieniePluc,PC,40h,100%,,7366481,Completed,Replay,30h,40h,55h,"October 29, 2018",,,4h 29m,11h 04m
1325,26286,NyctoGhost,PC,40h,90%,,9506816,Completed,First,20h 54m 34s,40h,80h,"September 01, 2019",,,3h 23m 12s,
1326,26286,Ravena,PC,40h,NR,,11369370,Completed,First,,40h,,"April 06, 2020",,"75% completed, 1 ending",,
1327,26286,TotinoJones27,PC,40h,NR,,7127217,Completed,First,,40h,,,,,,
1328,26286,Vaug,PC,40h,NR,,7045591,Completed,First,,40h,,,,,,
1329,26286,bnicolino,Nintendo Switch,40h,100%,,10278957,Completed,First,,40h,,,,,,
1330,26286,bsbert,Nintendo Switch,40h,100%,,11938421,Completed,First,,40h,,"June 08, 2020",,,,
1331,26286,dielone,Nintendo Switch,40h,NR,,9545446,Completed,First,,40h,,"March 17, 2019",,,,
1332,26286,dragonfire89,PC,40h,NR,,9029544,Completed,First,,40h,,"June 12, 2019",,,,
1333,26286,francofola,Nintendo Switch,40h,NR,,11220353,Completed,First,,40h,,"October 22, 2019",,,,
1334,26286,gus_morales,Nintendo Switch,40h,NR,,6582209,Completed,First,30h,40h,58h,"July 12, 2018",,,,
1335,26286,j0nnynoname,Mac,40h,90%,with all DLC installed,7275866,Completed,First,,40h,,"October 19, 2018",,,,
1336,26286,johnnyc14,PlayStation 4,40h,NR,,7256665,Completed,First,32h,40h,,"November 02, 2018",,,,
1337,26286,josu91,PC,40h,NR,,6527718,Completed,First,33h,40h,,"March 28, 2020",,,,
1338,26286,koroX,PC,40h,NR,,4911940,Completed,First,,40h,,"July 31, 2017",,,,
1339,26286,mateus_232,Mac,40h,90%,,8699628,Completed,First,,40h,,"June 30, 2019",,,,
1340,26286,mnop,Nintendo Switch,40h,100%,,7068923,Completed,First,,40h,,"October 16, 2017",,,,
1341,26286,Private,PC,40h,90%,"Minor Skips, Normal Mode",8110378,Playing Completed,First,,40h,,"December 05, 2018",,,3h 30m,
1342,26286,saaaahil,Nintendo Switch,40h,100%,,8005018,Completed,First,,40h,,"March 12, 2018",,,,
1343,26286,termx88,PC,40h,NR,got 81%,11403238,Completed,First,,40h,,,,,,
1344,26286,Junkfox,Nintendo Switch,40h 04m,NR,,7075496,Completed,First,,40h 04m,,"September 16, 2018",,,,
1345,26286,,Nintendo Switch,40h 05m,NR,,6597240,Completed,First,22h 33m 31s,40h 05m 57s,53h 51m 28s,,,,,
1346,26286,Private,Nintendo Switch,40h 07m,NR,83% complete,6931001,Completed,First,,40h 07m 31s,,"January 20, 2019",,,,
1347,26286,Private,PC,40h 12m,60%,,11381320,Completed,First,,40h 12m,,"September 05, 2019",,,,
1348,26286,,Nintendo Switch,40h 12m,NR,,8209925,Completed,First,,40h 12m 25s,,,,,,
1349,26286,Private,PC,40h 14m,NR,99%,10919115,Completed,First,,40h 14m 39s,,"February 10, 2020",,,,
1350,26286,Mokatavatah,PC,40h 15m,NR,,7968129,Completed,First,,40h 15m,,"February 09, 2019",,,,
1351,26286,Private,PC,40h 16m,NR,,8842961,Completed,First,,40h 16m,,"May 24, 2019",,,,
1352,26286,,Nintendo Switch,40h 19m,NR,,6929398,Completed,First,,40h 19m,,,,,,
1353,26286,Zergplex,PC,40h 19m,100%,,11048728,Completed,Replay,,40h 19m,,"March 21, 2020",,"Start Date: 2/23/20, Modded with Lightbringer, EnemyHPBars, and Custom Knight (royal purple)",,
1354,26286,cphillips124,PC,40h 27m,NR,,4828637,Completed,First,,40h 27m 27s,,"July 28, 2017",,,,
1355,26286,,Nintendo Switch,40h 30m,NR,,11914589,Completed,First,,40h 30m,,,,,,
1356,26286,ThomasE,PlayStation 4,40h 30m,100%,79%,8674670,Completed,First,,40h 30m,,"May 29, 2019",,,,
1357,26286,PsychoFox,PC,40h 31m,100%,,8266362,Completed,First,,40h 31m,,"February 15, 2019",,,,
1358,26286,dragmagpuff,PC,40h 32m,100%,,4866402,Completed,First,,40h 32m,,"August 26, 2018",,,,
1359,26286,clydeumney,PC,40h 37m,NR,,7813515,Completed,First,,40h 37m,,"May 28, 2019",,,,
1360,26286,Iriscience,PC,40h 38m,NR,,5065345,Completed,First,,40h 38m,,"September 17, 2017",,,,
1361,26286,Private,PC,40h 45m,90%,"Sealed Siblings Ending, all grubs rescued,",10510741,Completed,First,,40h 45m,,"December 31, 2019",,11/28/19-12/31/19,,
1362,26286,c_trigger,Xbox One,40h 45m,NR,,9247476,Completed,First,,40h 45m 46s,,"July 25, 2019",,,,
1363,26286,ndv1998,Nintendo Switch,40h 52m,90%,"Main Story + ""Dream No More"" Ending + All Grubs + All Charms + All 9 Vessel Fragments + 102% Completion",6459309,Completed,First,,40h 52m 48s,,"December 12, 2018",,,,
1364,26286,CKoguzhan,Nintendo Switch,40h 56m,NR,,11446408,Completed,First,,40h 56m,,,,,,
1365,26286,,Nintendo Switch,41h,NR,,7315104,Completed,First,,41h,,,,,,
1366,26286,Dante_Campos,PC,41h,70%,,7108224,Completed,First,,41h,,"January 23, 2018",,,,
1367,26286,Private,PC,41h,NR,,10894155,Completed,First,,41h,,"October 30, 2018",,,,
1368,26286,Keshuanec,Nintendo Switch,41h,100%,,11034610,Completed,First,,41h,,"February 22, 2020",,,,
1369,26286,Pikachan,PlayStation 4,41h,100%,,8443552,Completed,First,,41h,,"March 13, 2019",,,,
1370,26286,bwhittyboy22,Nintendo Switch,41h,90%,,7508475,Completed,First,,41h,,"November 22, 2018",,,,
1371,26286,Quatoky,PC,41h 06m,90%,,8989648,Completed,First,,41h 06m 16s,,"June 17, 2019",,,,
