,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Progress,Speedrun,Personal Notes,Co-Op
1074,30385,Private,Nintendo Switch,5h,80%,,10422709,Completed,First,,2019,5h 37s,,,,,
1075,30385,,Mac,5h 03m,NR,Winning Thundersnail,3846801,Completed,First,,,5h 03m 50s,,,,,
1076,30385,COOLREX7,PC,5h 08m,80%,,7770162,Completed,First,,"December 18, 2018",5h 08m 39s,,,,,
1077,30385,,PC,5h 10m,NR,,8221516,Completed,First,,,5h 10m,,,,,
1078,30385,,Nintendo Switch,5h 10m,NR,,10424874,Completed,First,,,5h 10m,,,,,
1079,30385,MrKass,PC,5h 15m,90%,,2674797,Completed,First,,"March 01, 2016",5h 15m,,,,,
1080,30385,seroc000,PC,5h 20m,NR,,5119880,Completed,First,,"May 16, 2017",5h 20m,,,,,
1081,30385,astraeusXIX,PC,5h 22m,NR,,7377707,Completed,First,,"November 04, 2018",5h 22m,,,,,
1082,30385,Merclow,PC,5h 26m,NR,,2232865,Completed,First,,"December 15, 2015",5h 26m 36s,,,,,
1083,30385,,PC,5h 30m,NR,,2148156,Completed,First,5h,,5h 30m,16h,,,,
1084,30385,,PC,5h 30m,NR,True Pacifist run in one blind playthrough.,2621080,Completed,First,,,5h 30m,,,,,
1085,30385,,PC,5h 30m,NR,,2669885,Completed,First,,,5h 30m,,,,,
1086,30385,,Nintendo Switch,5h 30m,NR,,7480875,Completed,Replay,,,5h 30m,7h 20m,,,,
1087,30385,,Nintendo Switch,5h 30m,NR,,7480887,Completed,Replay,,,5h 30m,8h 22m,,,,
1088,30385,,Nintendo Switch,5h 30m,NR,Main Story listen to/read all text Netural run,9206168,Completed,First,,,5h 30m,,,,,
1089,30385,MrMista,PC,5h 30m,NR,,4689502,Completed,First,,"July 03, 2017",5h 30m,,,,,
1090,30385,cerberustrainer,Nintendo Switch,5h 30m,NR,"all dialogue from npc and read every sign. but missed some side quests ""fish lady""",9206209,Completed,First,,"July 20, 2019",5h 30m,,,,,
1091,30385,,PC,5h 30m,NR,,6050632,Completed,Replay,,,5h 30m 23s,,,,,
1092,30385,Colossus816,PlayStation 4,5h 34m,NR,Game completed. All trophies obtained. Spared many enemies,4930341,Completed,First,,"August 19, 2017",5h 34m,,,,,
1093,30385,,PC,5h 34m,NR,,2545096,Completed,First,,,5h 34m 12s,,,,,
1094,30385,ntylerwetrust,PC,5h 43m,80%,Neutral Ending,3663800,Completed,First,,"January 05, 2017",5h 43m 49s,,,,,
1095,30385,TwoThrones,PC,5h 45m,90%,,2186540,Completed,First,,"January 08, 2016",5h 45m,,,,,
1096,30385,Private,PC,5h 45m,90%,True Pacifist Run,10499881,Completed,Replay,,"November 28, 2019",5h 45m,,,,,
1097,30385,Private,Nintendo Switch,5h 45m,80%,,8457088,Completed,First,,,5h 45m,,,,,
1098,30385,TeraDax,Nintendo Switch,5h 50m,NR,,9575059,Completed,First,,"December 14, 2019",5h 50m 24s,,,,,
1099,30385,Lisek,PC,5h 53m,100%,True Ending route,2374809,Completed,First,4h 12m,"December 26, 2015",5h 53m 01s,,,,,
1100,30385,cyniford,Nintendo Switch,5h 54m,NR,,9008537,Completed,First,3h 34m,"September 24, 2018",5h 54m 35s,,,,,
1101,30385,Private,Nintendo Switch,5h 55m,NR,,9109257,Completed,First,,"July 08, 2019",5h 55m,,,,,
1102,30385,bloodiris0312,PC,5h 55m,NR,,3887706,Completed,First,4h 11m,"January 15, 2017",5h 55m 30s,,,,True Pacifist.,
1103,30385,edenecho89,PC,5h 58m,NR,True Pacifist Run,2151841,Completed,Replay,,"November 28, 2015",5h 58m,,,,,
1104,30385,Private,PC,5h 59m,90%,Pacifist,8667089,Completed,First,,"July 21, 2019",5h 59m 03s,,,,"24.04 - 21.07
20.07 4:45 - neutral end, didn't kill anyone",
1105,30385,,PC,6h,NR,,1929313,Completed,First,4h,,6h,8h,,,,
1106,30385,,PC,6h,NR,,1962768,Completed,First,5h,,6h,15h,,,,
1107,30385,,PC,6h,NR,,2069213,Completed,First,,,6h,,,,,
1108,30385,,PC,6h,NR,,4325919,Completed,First,,,6h,,,,,
1109,30385,,PC,6h,NR,,4595422,Completed,First,5h,,6h,,,,,
1110,30385,,PC,6h,NR,,10808179,Completed,First,,,6h,,,,,
1111,30385,AmyKoz,Nintendo Switch,6h,NR,,10377353,Completed,First,,"November 02, 2019",6h,,,,,
1112,30385,Breadmaker,PC,6h,80%,,9462771,Completed,First,,"August 27, 2019",6h,,,,,
1113,30385,Dispator,PlayStation 4,6h,NR,,10959323,Completed,First,5h,"February 08, 2020",6h,,,,,
1114,30385,Gabriel_Do_Cafe,PC,6h,100%,,10271917,Completed,First,,,6h,,,,,
1115,30385,Never4ever4,PC,6h,100%,,2319420,Completed,First,,"January 01, 2016",6h,,,,Didn't kill anyone but got the generic ending.,
1116,30385,Schwagle,PC,6h,NR,,2016571,Completed,First,,"October 27, 2015",6h,,,,,
1117,30385,SpiritWave,Nintendo Switch,6h,90%,,8357671,Completed,First,,"February 25, 2019",6h,,,,,
1118,30385,TheTrueGaro,PC,6h,60%,,3423326,Completed,First,,"December 02, 2015",6h,,,,,
1119,30385,XxobbsxX,PC,6h,90%,,11009219,Replay Completed,First,4h 20m,,6h,,6h /,,,
1120,30385,Xxyba,Mac,6h,80%,,3441544,Completed,First,,"January 08, 2016",6h,,,,,
1121,30385,acrossoceans,Nintendo Switch,6h,NR,,7515261,Completed,First,,"December 03, 2018",6h,,,,,
1122,30385,gobbldygook,PC,6h,NR,stuck on genocide runthrough,3317298,Completed,First,,"December 29, 2015",6h,,,,,
1123,30385,jhamonnet,Nintendo Switch,6h,100%,,7750599,Completed,First,,"December 24, 2018",6h,,,,,
1124,30385,johnperkinyt,Nintendo Switch,6h,100%,,12050147,Completed,First,,"June 20, 2020",6h,,,,,
1125,30385,micharon5,Nintendo Switch,6h,NR,,11444310,Completed,First,,"March 25, 2020",6h,,,,,
1126,30385,otayo,PlayStation 4,6h,NR,,11242411,Completed,First,,,6h,,,,,
1127,30385,world88,PC,6h,NR,,4422717,Completed,First,,"May 13, 2017",6h,,,,,
1128,30385,yogolotsatono,Mac,6h,NR,,9301505,Playing Completed,First,,"August 13, 2019",6h,,,,,
1129,30385,Private,PC,6h 01m,NR,,5257040,Completed,First,,"September 23, 2018",6h 01m,,,,,
1130,30385,Ramasit,PC,6h 02m,NR,,2391118,Backlog Completed,First,,"February 27, 2016",6h 02m 26s,,6h 02m 26s /,,,
1131,30385,djobeid,PC,6h 08m,NR,,1923212,Completed,First,,"October 08, 2015",6h 08m 40s,,,,,
1132,30385,Vapact,PC,6h 10m,80%,Pacifist run - Neutral Ending,2016861,Completed,First,,"October 29, 2015",6h 10m 41s,,,,,
1133,30385,Hottston,PC,6h 12m,80%,,2040558,Completed,First,,"November 06, 2015",6h 12m,,,,,
1134,30385,,PC,6h 14m,NR,"Basically hung out with papyrus, and got neutral ending",7605311,Completed,First,,,6h 14m 23s,,,,,
1135,30385,FakeKisser,PlayStation Vita,6h 15m,NR,First Neutral Play-through Only,5550372,Completed,First,,"December 31, 2017",6h 15m,,,,,
1136,30385,Kordesh,PC,6h 16m,NR,"Pacifist playthrough, full pacifist ending",1933698,Completed,First,,"October 10, 2015",6h 16m 21s,,,,,
1137,30385,Private,Nintendo Switch,6h 19m,NR,,10715446,Completed,First,5h 33m 19s,"December 16, 2019",6h 19m 12s,10h 15m 49s,,,,
1138,30385,Firebatz13,Nintendo Switch,6h 20m,60%,,8040263,Completed,First,,"January 14, 2019",6h 20m,,,,,
1139,30385,,PC,6h 21m,NR,,8023734,Completed,Replay,5h 24m,,6h 21m,,,,,
1140,30385,Fdlpc4454,PC,6h 22m,90%,,4688689,Completed,First,,"July 26, 2017",6h 22m 02s,,,,,
1141,30385,AlbionHero,PC,6h 25m,NR,,1904455,Completed,First,,"October 05, 2015",6h 25m,,,,,
1142,30385,Santiagobill,Nintendo Switch,6h 25m,NR,,10454593,Completed,First,5h 32m,,6h 25m,,,,,
1143,30385,Private,Nintendo Switch,6h 27m,70%,,8533199,Completed,First,,"March 27, 2019",6h 27m,,,,,
1144,30385,,PC,6h 30m,NR,Pacifist Neutral Run + True Neutral Ending.,3338242,Completed,First,,,6h 30m,,,,,
1145,30385,fat_S,Nintendo Switch,6h 30m,90%,,11642996,Completed,First,5h 30m,"May 04, 2020",6h 30m,40h,,,,
1146,30385,lucalaure1007,PC,6h 30m,90%,,10297731,Completed,First,,,6h 30m,,,,,
1147,30385,wehopeuchoke,PC,6h 30m,NR,,3685562,Completed,First,,"November 27, 2016",6h 30m,,,,,
1148,30385,Nanakix,PC,6h 31m,NR,being really nice.,2503540,Completed,First,,"January 30, 2016",6h 31m 52s,,,,I have been a nice guy but killed some people. Next run i'll kill EVERYONE,
1149,30385,Thomakaze,PC,6h 32m,90%,True Pacifist,4415166,Completed,First,,"November 01, 2015",6h 32m,,,,,
1150,30385,Akulakhan,PC,6h 34m,90%,,1855196,Completed,First,,"September 21, 2015",6h 34m 07s,,,,,
1151,30385,Kalina,PC,6h 35m,90%,,3779779,Completed,First,,"December 25, 2016",6h 35m,,,,,
1152,30385,ExMachina,PC,6h 37m,NR,,10156535,Completed,First,,"September 28, 2019",6h 37m 58s,,,,,
1153,30385,Private,Mac,6h 40m,70%,,3170835,Completed,First,,"July 03, 2016",6h 40m,,,,,
1154,30385,Deathmethod,PC,6h 40m,100%,,3146076,Completed,First,,"July 08, 2016",6h 40m,,,,,
1155,30385,Chaoscrusher,PC,6h 41m,NR,True pacifist route,10925124,Completed,First,,"February 02, 2020",6h 41m 47s,,,,,
1156,30385,Chillu,PC,6h 45m,NR,,4347237,Completed,First,,"April 23, 2017",6h 45m 02s,,,,,
1157,30385,,PC,6h 46m,NR,,8112413,Completed,Replay,,,6h 46m 08s,,,,,
1158,30385,Jasinski,PC,6h 49m,100%,,2421622,Completed,First,,"January 15, 2016",6h 49m,,,,,
1159,30385,altrewin,PC,6h 50m,NR,Pacifist Run,5958880,Completed,First,,"October 25, 2018",6h 50m,,,,,
1160,30385,Private,PC,6h 50m,NR,,2899299,Completed,First,,,6h 50m,,,,,
1161,30385,mike_kirby,PC,6h 51m,100%,,1952486,Completed,First,,"October 14, 2015",6h 51m,,,,,
1162,30385,Applesaucejaxon,PC,6h 52m,NR,,4650721,Completed,First,,"August 22, 2017",6h 52m,,,,,
1163,30385,Singis111,PlayStation 4,6h 52m,70%,"(Spoilers) Went for True Pacifist Ending, staying with Toriel.",4959027,Completed,Replay,,"August 24, 2017",6h 52m 33s,,,,,
1164,30385,Simplicity8,PC,6h 53m,NR,Pacifist run.,2818171,Completed,First,4h 44m 17s,"April 03, 2016",6h 53m 58s,,,,"Finished neutral, pacifist, and genocide runs.",
1165,30385,,Mac,6h 56m,NR,,6959160,Completed,Replay,,,6h 56m 57s,,,,,
1166,30385,,PC,7h,NR,,1888401,Completed,First,5h 30m,,7h,,,,,
1167,30385,,Nintendo Switch,7h,NR,,7169470,Completed,First,,,7h,,,,,
1168,30385,Abutreca,PC,7h,NR,,1899290,Completed,First,6h,"October 03, 2015",7h,15h,,,,
1169,30385,ArticunoBreeze,PlayStation 4,7h,80%,,10151612,Completed,Replay,,,7h,,,,,
1170,30385,FranticFinesse,PC,7h,NR,,5896816,Completed,First,,"February 26, 2018",7h,,,,,
1171,30385,Hampopo,PC,7h,70%,,6206370,Completed,First,,,7h,,,,,
1172,30385,Heartscar,PC,7h,NR,,5891667,Completed,First,,"March 31, 2018",7h,,,,,
1173,30385,ImLaura,PlayStation 4,7h,80%,,8573239,Completed,First,5h,"October 21, 2018",7h,52h,,,,
1174,30385,Kooshy,PC,7h,NR,Neutral and True Pacifist Endings,6075304,Completed,First,6h,"April 02, 2018",7h,,,,,
1175,30385,Private,PC,7h,60%,,5348953,Completed,First,,,7h,,,,,
1176,30385,Miserix,PC,7h,70%,,2337106,Completed,First,,"January 02, 2016",7h,,,,,
1177,30385,SabreCat,PC,7h,NR,Genocide run,4605376,Completed,First,6h,"January 24, 2016",7h,8h,,,,
1178,30385,Shmookie,PC,7h,NR,,3277423,Completed,First,,"August 01, 2016",7h,,,,,
1179,30385,SwordSaint892,PC,7h,100%,"Neutral Route, True Pacifist Route and Genocide Route.",2867846,Completed,First,4h,,7h,12h,,,,
1180,30385,Treggan,PC,7h,NR,,11608599,Completed,First,,"May 08, 2020",7h,,,,,
1181,30385,dahgraz,Nintendo Switch,7h,NR,True Pacifist ending + Mew Mew bossfight. Rushed through dialogue after Waterfall.,7091686,Completed,Replay,,"September 23, 2018",7h,,,,"Started: September 20, 2018 | Completed: September 23, 2018",
1182,30385,dragmagpuff,PC,7h,90%,,2176414,Completed,First,,"December 29, 2015",7h,,,,,
1183,30385,jole,PC,7h,NR,,4877638,Completed,First,,,7h,,,,,
1184,30385,jole,PC,7h,NR,,4877639,Completed,Replay,,,7h,,,,,
1185,30385,kierwynn,PC,7h,NR,,3988947,Completed,First,,"October 21, 2015",7h,,,,,
1186,30385,meybax,Nintendo Switch,7h,100%,,11634526,Completed,First,6h,"May 03, 2020",7h,,,,,
1187,30385,reddragonx,PC,7h,80%,,1908188,Completed,First,,"October 04, 2015",7h,,,,,
1188,30385,rem02,PC,7h,100%,True pacifist,3227133,Completed,Replay,,"July 14, 2016",7h,,,,,
1189,30385,slinch,PlayStation 4,7h,NR,,11212548,Completed,First,,"March 21, 2020",7h,,,,,
1190,30385,Private,PC,7h,100%,,5527503,Completed,First,,"September 13, 2018",7h,,,,,
1191,30385,trinity,PlayStation 4,7h,NR,,10267837,Completed,First,,"February 09, 2020",7h,,,,,
1192,30385,Nowea,PC,7h 07m,NR,,8620801,Completed,First,,"April 14, 2019",7h 07m 41s,,,,,
1193,30385,GamerComedy,PC,7h 08m,NR,,11021806,Completed,First,,,7h 08m,,,,,
1194,30385,Private,Nintendo Switch,7h 09m,90%,,9329713,Completed,First,,"August 16, 2019",7h 09m 20s,,,,,
1195,30385,ZeroNine,Nintendo Switch,7h 10m,NR,,10896703,Custom List Completed,First,,"January 27, 2020",7h 10m,,,,,
1196,30385,DangerDave,Linux,7h 12m,80%,,3873303,Completed,First,,"January 05, 2017",7h 12m,,,,,
1197,30385,MadSexual,PC,7h 14m,90%,,5702183,Completed,First,,"January 21, 2018",7h 14m 04s,,,,,
1198,30385,,PC,7h 15m,NR,,1933855,Completed,First,,,7h 15m,,,,,
1199,30385,Nightblade1,PlayStation 4,7h 22m,NR,True Pacifist ending,5535934,Completed,First,5h 44m 12s,"April 23, 2018",7h 22m 39s,,,,,
1200,30385,Caliden,PC,7h 24m,NR,,3342875,Completed,First,,,7h 24m,,,,,
1201,30385,silentgamerbr,PC,7h 25m,NR,,6586650,Completed,First,,"November 17, 2018",7h 25m,,,,,
1202,30385,Bravelion609,Nintendo Switch,7h 30m,NR,,11327027,Completed,First,,"April 02, 2020",7h 30m,,,,,
1203,30385,JoshJ,PC,7h 30m,NR,,2264980,Completed,First,,"January 04, 2016",7h 30m,,,,,
1204,30385,Private,PC,7h 30m,100%,Pacifist Route,2920746,Replay Completed,Replay,,"April 28, 2016",7h 30m,,,,,
1205,30385,catroot,PC,7h 30m,30%,,6619349,Completed,First,,"July 20, 2018",7h 30m,,,,,
1206,30385,cdiana,PC,7h 30m,100%,,2579365,Completed,First,,"February 13, 2016",7h 30m,,,,,
1207,30385,sacklochio,PC,7h 30m,NR,,2338428,Completed,First,,,7h 30m,,,,,
1208,30385,vaguelymaybe,PC,7h 30m,NR,"First playthrough, neutral, killed a couple of bosses and about half the encounters",1893593,Completed,First,,"October 03, 2015",7h 30m,,,,,
1209,30385,Private,PC,7h 32m,100%,,1958199,Completed,First,6h 16m 32s,"October 15, 2015",7h 32m 50s,,,,,
1210,30385,,PlayStation 4,7h 35m,NR,,7562777,Completed,First,,,7h 35m,,,,,
1211,30385,Appelsina,PC,7h 36m,90%,,2402906,Completed,First,6h 17m 17s,"December 28, 2015",7h 36m 09s,,,,,
1212,30385,BeetBeetGaming,PC,7h 39m,NR,,2077069,Completed,Replay,,"November 09, 2015",7h 39m,,,,,
1213,30385,JOSHDILISI,PC,7h 39m,NR,,2702618,Completed,Replay,,"November 09, 2015",7h 39m,,,,,
1214,30385,Senth,PC,7h 39m,80%,,2366715,Completed,First,,"July 26, 2016",7h 39m,,,,,
1215,30385,mbracero53,PlayStation Vita,7h 39m,NR,Normal ending + True Pacifist,7220860,Completed,First,,"November 11, 2018",7h 39m,,,,,
1216,30385,,PC,7h 40m,NR,,4232259,Completed,First,,,7h 40m,,,,,
1217,30385,RebelliousRam,PlayStation 4,7h 40m,NR,,8357309,Completed,First,,"February 25, 2019",7h 40m,,,,,
1218,30385,Wolfen,PC,7h 40m,90%,Completed Pacifist Route,2041197,Completed,First,,"December 20, 2015",7h 40m,,,,,
1219,30385,GruuLV,PC,7h 41m,NR,,5390484,Completed,First,,,7h 41m,,,,,
1220,30385,DrRedshaw,Nintendo Switch,7h 41m,100%,True Pacifist Ending,10169128,Playing Completed,First,6h 30m,"September 30, 2019",7h 41m 28s,,,,,
1221,30385,Private,PC,7h 41m,90%,,3058329,Completed,First,,"June 06, 2016",7h 41m 41s,,,,,
1222,30385,MissMokushiroku,PC,7h 42m,90%,,2402810,Completed,First,,"January 11, 2016",7h 42m,,,,,
1223,30385,JMBland94,Mac,7h 45m,NR,"neutral run, then pacifist (i also grinded for the temmie armour)",5874965,Completed,First,,"February 22, 2018",7h 45m,,,,,
1224,30385,Xzevix,PC,7h 47m,90%,,4356076,Completed,First,6h 25m,,7h 47m,,,,,
1225,30385,KidMarvel,Mac,7h 47m,NR,Pacifist run,1964888,Completed,First,,"October 18, 2015",7h 47m 51s,,,,,
1226,30385,uinku,PC,7h 48m,NR,"Pacifist except for Toriel, secret house key, date with Papyrus, friends with Alphys.",2308321,Completed,First,,"December 28, 2015",7h 48m,,,,,
1227,30385,Bluujj,PC,7h 50m,90%,True Pacifict Ending,7554341,Completed,Replay,,"December 04, 2018",7h 50m,,,,,
1228,30385,victorprs,PC,7h 51m,NR,,2375404,Completed,First,,"January 07, 2016",7h 51m,,,,,
1229,30385,Private,PC,7h 51m,NR,True Pacifist Ending,2314359,Replay Completed,Replay,,"December 31, 2015",7h 51m 10s,,,,,
1230,30385,Private,PC,7h 51m,100%,,1901378,Completed,First,5h 20m 01s,"October 09, 2015",7h 51m 33s,13h 58m 20s,,,,
1231,30385,Nerdran,Nintendo Switch,7h 51m,100%,,7446784,Completed,First,,"December 12, 2018",7h 51m 56s,,,,,
1232,30385,Muff,PC,7h 56m,80%,"Neutral no Kills, first play",2264386,Completed,First,,"January 03, 2016",7h 56m 17s,,,,,
1233,30385,,PC,8h,NR,True Pacifist and Revisiting Towns,1897179,Completed,First,6h 30m,,8h,,,,,
1234,30385,,PC,8h,NR,"Some backtracking with a pacifist run, approximately 8 hours due to some afk time",1929149,Completed,First,,,8h,,,,,
1235,30385,,PC,8h,NR,,2466110,Completed,First,6h,,8h,15h 30m,,,,
1236,30385,,Nintendo Switch,8h,NR,,8358273,Completed,First,,,8h,,,,,
1237,30385,BreakerBlues,PC,8h,NR,,10978636,Completed,First,,"February 11, 2020",8h,,,,,
1238,30385,Cacuu,PC,8h,NR,,7236637,Completed,First,5h,,8h,19h,,,,
1239,30385,Private,PC,8h,70%,,7792634,Completed,First,,,8h,,,,,
1240,30385,DmDungeon,PC,8h,80%,,11680394,Completed,First,,"July 08, 2019",8h,,,,,
1241,30385,Framaaw_,PC,8h,NR,,7887168,Completed,First,,"December 28, 2018",8h,,,,,
1242,30385,Gorbzilla,PC,8h,90%,Pacifist Neutral then True Pacifist route,6284201,Completed,Replay,,"May 23, 2018",8h,,,,,
1243,30385,JayTee,PC,8h,NR,,8962144,Completed,First,,"June 15, 2019",8h,,,,,
1244,30385,Jump,PC,8h,80%,,2220631,Completed,First,,"October 25, 2015",8h,,,,,
1245,30385,LeonRez,PC,8h,80%,,5915402,Completed,First,6h 20m,June 2016,8h,20h,,,,
1246,30385,Metsuryu,PC,8h,NR,,3271598,Completed,First,,,8h,,,,,
1247,30385,MostlyReliable,PC,8h,NR,,8504038,Completed,Replay,,"March 22, 2019",8h,,,,,
1248,30385,Natebaby,PC,8h,NR,,4636497,Completed,First,,"January 16, 2016",8h,,,,,
1249,30385,TremorC,PlayStation Vita,8h,80%,For neutral and pacifist endings. Platinum trophy earned.,5189243,Completed,First,,"February 17, 2018",8h,,,,,
1250,30385,Private,PC,8h,NR,,2636023,Completed,First,,"February 22, 2016",8h,,,,,
1251,30385,Ventelus,Nintendo Switch,8h,100%,,6605507,Replay Completed,Replay,6h 30m,,8h,14h,,,,
1252,30385,WhiteyWind,PC,8h,NR,,7090432,Completed,Replay,,,8h,,,,,
1253,30385,Zyangarr,PC,8h,100%,,3346098,Completed,First,,"August 21, 2016",8h,,,,,
1254,30385,bolzer,PC,8h,50%,,7744573,Completed,First,,"December 15, 2018",8h,,,,,
1255,30385,d2gher,PC,8h,80%,,9362107,Completed,First,,"August 13, 2019",8h,,,,,
1256,30385,dekenfrost,Nintendo Switch,8h,NR,,8594052,Completed,First,,"April 10, 2019",8h,,,,,
1257,30385,flippthebunny,PC,8h,NR,,1877338,Replay Completed,Replay,,,8h,,,,,
1258,30385,gilbster,PC,8h,NR,,10400516,Completed,First,,"April 23, 2017",8h,,,,,
1259,30385,hikle00,PlayStation 4,8h,NR,,10778709,Replay Completed,Replay,6h,"August 07, 2019",8h,9h,35h /,,,
1260,30385,imapera,PC,8h,NR,First main story + extra quests to get the good ending,8215483,Completed,First,,"February 06, 2019",8h,,,,,
1261,30385,insidexml,PC,8h,NR,,10241362,Completed,First,,,8h,,,,,
1262,30385,Private,PC,8h,NR,,7396735,Completed,First,,"November 06, 2018",8h,,,,,
1263,30385,letsfail1,PC,8h,NR,,6582540,Completed,First,,"February 17, 2018",8h,,,,,
1264,30385,micharon,Nintendo Switch,8h,NR,,11227890,Completed,First,,"March 29, 2020",8h,,,,,
1265,30385,mtahatemur,PC,8h,NR,,11538515,Completed,First,,"May 25, 2018",8h,,,,,
1266,30385,nintenbrojo,Nintendo Switch,8h,100%,True Pacifist Ending,10146681,Completed,First,,"September 26, 2019",8h,,,,"Thanks to the Switch’s stupid 5 hour increments when tracking time I don’t know how long this game took me to beat. The save file shows 399 minutes, but I died so many times I’d tack on almost an extra two hours to that so I just put 8 hours in the main + extra section since I did the true pacifist ending. Great game, worth the hype definitely will replay once I figure out what ending I want to go for next. On to Deltarune.",
1267,30385,obake,PC,8h,NR,,5316438,Completed,First,,,8h,,,,,
1268,30385,rararakkombo,PC,8h,90%,,2629257,Completed,First,5h 03m,"March 13, 2016",8h,,,,,
1269,30385,retrobotjr,PlayStation Vita,8h,100%,,5882433,Completed,First,,,8h,,,,,
1270,30385,soulfluff,PC,8h,NR,,11859967,Completed,First,,December 2015,8h,,,,,
1271,30385,soulxstlr,PC,8h,70%,,5863047,Completed,First,,,8h,,,,,
1272,30385,tabootay,PlayStation Vita,8h,90%,,5546674,Completed,First,,"December 31, 2017",8h,,,,,
1273,30385,thoseposers,PC,8h,60%,,3818878,Completed,First,,"December 25, 2017",8h,,,,,
1274,30385,zaciroth,PC,8h,NR,,7440530,Completed,First,,"December 21, 2018",8h,,,,,
1275,30385,R_Masamune,PC,8h 02m,90%,,4454753,Completed,First,,"September 27, 2015",8h 02m,,,,,
1276,30385,LEGOslayer,PC,8h 06m,80%,,2017404,Completed,First,,"October 29, 2015",8h 06m,,,,,
1277,30385,Ciclon,PC,8h 07m,80%,,7497018,Completed,First,,"July 03, 2018",8h 07m,,,,,
1278,30385,,PC,8h 10m,NR,,2476003,Completed,First,,,8h 10m,,,,,
1279,30385,,Mac,8h 10m,NR,,2536848,Completed,First,,,8h 10m,,,,,
1280,30385,Brentinitis,PC,8h 10m,80%,,2735985,Completed,First,,"April 25, 2016",8h 10m,,,,,
1281,30385,jxzk1218,PC,8h 12m,100%,,3817401,Completed,First,,"March 18, 2017",8h 12m,,,,,
1282,30385,Deadly4shadow,PC,8h 14m,80%,,2067453,Completed,First,,"November 02, 2015",8h 14m,,,,,
1283,30385,DarkWeavel,PC,8h 15m,NR,Good ending,10951141,Completed,Replay,,"April 12, 2016",8h 15m,,,,,
1284,30385,Kaiso,PC,8h 15m,NR,,5172368,Completed,First,,"November 13, 2017",8h 15m,,,,,
1285,30385,meowchin,PC,8h 15m,NR,,4055903,Completed,First,,"February 11, 2017",8h 15m,,,,,
1286,30385,oracle49,PC,8h 15m,80%,All 3 Routes,3985662,Completed,First,2h 21m,"August 20, 2016",8h 15m,,,,,
1287,30385,bsmith800,PC,8h 19m,NR,Main Story + True Pacifist Ending,2399579,Playing Completed,First,7h,"January 10, 2016",8h 19m,,9h 31m /,,,
1288,30385,toastyimp,PC,8h 20m,NR,,11884541,Completed,First,,"March 21, 2016",8h 20m,,,,,
1289,30385,Dragon2205,PC,8h 23m,NR,,8605303,Completed,First,,,8h 23m,,,,,
1290,30385,,Mac,8h 27m,NR,Main ending + TPE + Backtracking to beginning,2420644,Completed,First,,,8h 27m 18s,,,,,
1291,30385,Avaritia,PC,8h 28m,70%,,2281365,Completed,First,,"December 27, 2015",8h 28m 38s,,,,,
1292,30385,,PC,8h 28m,NR,"I did not complete this, as this category requires doing neutral, true pacifist and genocide. I decided not to do genoci",11430170,Completed,First,4h 30m 30s,,8h 28m 49s,,,,,
1293,30385,,PC,8h 30m,NR,,2229475,Completed,First,,,8h 30m,,,,,
1294,30385,,PC,8h 30m,NR,,5526641,Completed,Replay,,,8h 30m,,,,,
1295,30385,,PC,8h 30m,NR,,11857808,Completed,First,,,8h 30m,,,,,
1296,30385,Dukio,Nintendo Switch,8h 30m,NR,"True pacific, just after first finish",10751023,Completed,First,7h,"January 04, 2020",8h 30m,,,,,
1297,30385,FinalFalconberry,Nintendo Switch,8h 30m,NR,Pacifist and Normal endings,8494488,Completed,First,,"January 29, 2019",8h 30m,,,,,
1298,30385,Private,Nintendo Switch,8h 30m,NR,,8626738,Completed,First,,"February 24, 2019",8h 30m,,,,,
1299,30385,Private,Nintendo Switch,8h 30m,100%,"Pacifist run, walked around and talked to people before ending",7115404,Completed,Replay,7h 01m,"October 18, 2018",8h 30m,,,,,
1300,30385,SirTalpa,PC,8h 30m,90%,,8791341,Completed,First,,"May 17, 2017",8h 30m,,,,,
1301,30385,blazercade,Nintendo Switch,8h 30m,80%,,10562606,Completed,First,7h,,8h 30m,,,,,
1302,30385,donnishark,PC,8h 30m,90%,,2572590,Completed,First,,"February 13, 2016",8h 30m,,,,,
1303,30385,ethnictrailmix,PC,8h 30m,90%,,8736615,Completed,First,,"February 27, 2016",8h 30m,,,,,
1304,30385,skateman222,PC,8h 30m,NR,neutral + true pacifist,2206320,Completed,First,,"November 22, 2015",8h 30m,,,,,
1305,30385,skroy,PC,8h 30m,NR,,6128445,Completed,First,,"April 15, 2018",8h 30m,,,,,
1306,30385,Lynxie,PC,8h 33m,NR,,2649049,Completed,First,,"February 28, 2016",8h 33m,,,,,
1307,30385,munki331,Nintendo Switch,8h 33m,NR,,7834032,Completed,First,,"April 25, 2019",8h 33m 30s,,,,,
1308,30385,OhGrayt,PC,8h 36m,NR,Neutral + True Pacifist,3945644,Completed,First,7h,"January 17, 2017",8h 36m,,,,,
1309,30385,Ghost3030,PC,8h 40m,100%,,2357191,Custom List Completed,First,,"January 05, 2016",8h 40m,,,,True Pacifist ending.,
1310,30385,KyleKlutchinham,PlayStation 4,8h 40m,NR,Platinum Trophy!,5019858,Completed,First,,"September 07, 2017",8h 40m,,,,,
1311,30385,BriGuy92,PC,8h 40m,NR,,2126522,Completed,First,,"September 27, 2015",8h 40m 11s,,,,,
