,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Progress,Vs.,Main+Extras,Completionist,Co-Op,Retired Notes,Personal Notes
498,46121,ervk,PC,8h 20m,NR,,11530179,Completed,First,"April 13, 2020",,,,8h 20m,,,,
499,46121,zelfit,PC,8h 20m,60%,,5305092,Completed,First,"November 11, 2017",,,,8h 20m,,,,
500,46121,DithmarsiaAgrar,PlayStation 4,8h 27m,NR,,10695739,Playing Completed,First,"December 30, 2019",,,,8h 27m,,,,
501,46121,Private,PC,8h 30m,70%,,10192873,Completed,First,"October 18, 2019",,,,8h 30m,,,,
502,46121,guitarbydevin,Xbox One,8h 30m,NR,,9020235,Completed,First,"June 23, 2019",,,,8h 30m,,,,
503,46121,warfarian,PC,8h 30m,NR,,10284134,Completed,First,"October 21, 2019",,,,8h 30m,,,,
504,46121,kaczorws,PC,8h 46m,NR,Single player campaing + 31 of 35 achievements,10264453,Completed,First,"October 18, 2019",,,,8h 46m,,,,
505,46121,mOrOkura,PC,9h,80%,,5512585,Completed,First,"December 25, 2017",,,,9h,,,,
506,46121,mrseannathan,PC,9h,90%,,5980973,Custom List Completed Retired,First,"January 01, 2018",,23h /,,9h,,,,
507,46121,neoXclusive,PlayStation 4,9h,NR,,11888757,Completed,First,,,,,9h,,,,
508,46121,Private,PC,9h,90%,,10557938,Completed,First,"December 08, 2019",,,,9h,,,,
509,46121,reiben92,PC,9h,NR,,11915791,Completed,First,"June 05, 2020",,,,9h,,,,
510,46121,inmuse,Xbox One,9h 03m,NR,610/1000G - Separate Multiplayer time to reach Prestige 1,4495347,Completed,First,"May 20, 2018",,,42h 06m,9h 03m,,,,"[04/16/18] Started playing
[05/20/18] Finished Main+ & MP"
511,46121,Raftacon,PlayStation 4,9h 15m,70%,,10223149,Completed,First,"November 04, 2017",,,8h,9h 15m,,2h,,
512,46121,greatmrlizard,Xbox One,9h 22m,80%,,5456852,Completed,First,"December 03, 2017",,,,9h 22m,,,,
513,46121,Private,PC,9h 25m,90%,,6649967,Completed,First,"April 07, 2018",,,,9h 25m,,,,
514,46121,,PC,9h 30m,NR,,8198938,Completed,First,,6h 45m,,,9h 30m,21h 30m,,,
515,46121,Pecorleone,Xbox One,9h 30m,NR,,6471381,Completed,First,"December 14, 2017",,,,9h 30m,,,,
516,46121,nikopl,PC,9h 36m,NR,,10396155,Completed,First,"February 16, 2020",,,,9h 36m,,,,
517,46121,pontgod,PC,9h 46m,NR,,6710239,Completed,First,"November 26, 2017",,,,9h 46m,,,,
518,46121,Private,Xbox One,9h 49m,NR,,8530427,Completed,First,"June 26, 2018",8h 15m 35s,,,9h 49m 18s,24h 35m 42s,,,
519,46121,Spizzik,PC,9h 54m,NR,Veteran,5305400,Completed,First,"November 12, 2017",,,,9h 54m,,,,
520,46121,,PC,10h,NR,veteran,6282730,Completed,First,,,,,10h,,,,
521,46121,,PC,10h,NR,,11989707,Completed,First,,,,,10h,,,,
522,46121,Private,PC,10h,NR,,5458598,Completed,First,"December 13, 2017",,,,10h,,,,
523,46121,Saghbiny,PlayStation 4,10h,60%,,5320750,Completed,First,"November 27, 2017",,,24h,10h,,4h,,
524,46121,dthong,PlayStation 4,10h,NR,,5855861,Completed,First,"February 17, 2018",,,,10h,,,,
525,46121,Private,PlayStation 4,10h,70%,,6604363,Completed,First,"June 10, 2018",7h,,160h,10h,,,,160 hours to get 10th prestige level 55
526,46121,Private,PC,10h,80%,,11907401,Completed,First,"June 05, 2020",,,15h,10h,,,,
527,46121,renegademrp,Xbox One,10h,NR,,6286523,Completed,First,"November 10, 2017",,,73h 12m 31s,10h,73h 12m 31s,,,
528,46121,ShooterMcGavin101284,PC,10h 24m,NR,,9448152,Completed,First,"May 18, 2019",,,,10h 24m,,,,
529,46121,Kajoj,PC,11h,70%,"Veteran difficulty, 10/33 souvenirs, almost all heroic deeds",11817908,Completed,First,"May 22, 2020",,,,11h,,,,
530,46121,Private,PlayStation 4,11h,70%,,5318069,Completed,First,"March 17, 2018",8h,,,11h,20h,,,
531,46121,Vegapocalypse,PlayStation 4,11h,100%,,5613425,Completed,First,"January 02, 2018",8h,,,11h,,,,
532,46121,ChubblesTheGoat,PC,11h 15m,NR,,6056595,Completed,First,"March 29, 2018",7h 30m,,,11h 15m,,,,
533,46121,penguinflakes,PlayStation 4,11h 15m,90%,Hardened Difficulty,6271002,Completed,First,"May 20, 2018",,,,11h 15m,,,,
534,46121,dgrdsv,PC,11h 42m,90%,,5490512,Completed,First,"December 20, 2017",,,,11h 42m,,,,
535,46121,RattleSnakePit3,Xbox One,12h,70%,,10768870,Completed,First,"January 27, 2019",,,,12h,,,,
536,46121,Uganda2,Xbox One,12h,60%,,11560027,Completed,First,"November 20, 2019",8h,,,12h,,,,
537,46121,mattvasc,PC,12h,NR,,11320340,Completed,First,,,,,12h,,,,
538,46121,Chaser336600,PlayStation 4,12h 40m,90%,Veteran + Collectibles,11840769,Completed,First,"May 28, 2020",,,11h 12m,12h 40m 26s,,,,
539,46121,Reaper2017,Xbox One,13h,NR,,7991585,Completed,First,"January 08, 2019",,,,13h,,,,
540,46121,THohared,PC,13h 10m,NR,,5332738,Completed,First,"November 15, 2017",,,,13h 10m,,,,
541,46121,TitaniumDragon,PC,14h,40%,"Got most collectibles, beat the main campaign.",10443688,Completed,First,"October 23, 2019",,,,14h,,,,
542,46121,Private,Xbox One,14h 30m,80%,,5449650,Completed,First,"December 10, 2017",,,,14h 30m,,,,
543,46121,iFeli,PlayStation 4,15h,NR,,5547472,Completed,First,,,,,15h,,,,
544,46121,p0t4t054ck,PC,15h 23m,NR,,10296255,Completed,First,"October 22, 2019",,,,15h 23m,,,,
545,46121,DACottam,Xbox One,15h 36m,NR,,7440464,Completed,First,"November 13, 2018",,,,15h 36m,,,,
546,46121,TheGamingRock_,PC,16h,NR,,11726363,Completed,First,"May 09, 2020",,,,16h,,,,
547,46121,Private,Xbox One,16h 35m,60%,,6087006,Completed,First,"March 23, 2018",,,,16h 35m,,,,
548,46121,Bee892,Xbox One,16h 40m,NR,,10969602,Completed,First,,,,,16h 40m,,,,
549,46121,shaggy0131,Xbox One,24h,90%,,5344697,Completed,First,"November 18, 2017",,,,24h,,,,
550,46121,aliharkous98,PlayStation 4,7h,100%,,5464568,Playing Completed,First,"December 14, 2017",6h,,,6h 30m,7h,,,
551,46121,G4M3failer,Xbox One,10h,NR,,9094024,Completed,First,"July 06, 2019",,,461h,,10h,3h 03m,,
552,46121,daderiusz,PC,10h,NR,,6044540,Completed,First,"March 27, 2018",,,,,10h,,,
553,46121,thanalis,PC,10h 48m,80%,,11001370,Completed,First,"March 16, 2020",,,,,10h 48m 51s,,,
554,46121,DryreL,PC,11h 30m,NR,Veteran Difficulty,11770074,Completed,First,"May 18, 2020",,,,,11h 30m,,,
555,46121,,PlayStation 4,11h 55m,NR,100%,6197659,Completed,First,,5h 22m 41s,,,6h 12m,11h 55m 21s,,,
556,46121,JLP101,PC,12h,80%,,11360872,Completed,First,"April 03, 2020",,,,,12h,,,
557,46121,CatalystMUFC,PC,13h 04m,NR,"All 35 Steam achievements unlocked. All mementos found, all soldiers rescued. Veteran difficulty.",10557650,Completed,First,"December 21, 2019",,,,,13h 04m 39s,,,
558,46121,Private,PC,13h 54m,NR,All steam achievements in single player,10926787,Completed,First,"February 02, 2020",,,,,13h 54m,,,
559,46121,BCarsonElite,PlayStation 4,14h,NR,,8925034,Completed,Replay,,6h,,350h,,14h,,,
560,46121,YourBoyBradPitt,PC,17h,NR,,7990561,Completed,First,"November 11, 2017",,,,,17h,,,
561,46121,withouttheoth3r,PC,18h,80%,,10571684,Completed,First,"December 20, 2019",,,,,18h,,,
562,46121,Private,PlayStation 4,20h,70%,,5318069,Completed,First,"March 17, 2018",8h,,,11h,20h,,,
563,46121,ShadowZ97,PC,20h,NR,Veteran,8438534,Completed,First,"November 27, 2018",,,,,20h,,,
564,46121,bodom1666,PlayStation 4,21h,NR,,6278729,Completed,First,"May 22, 2018",,,2h,,21h,,,
565,46121,,PC,21h 30m,NR,,8198938,Completed,First,,6h 45m,,,9h 30m,21h 30m,,,
566,46121,Hallgier,PlayStation 4,23h 24m,90%,,7283866,Completed,First,"October 21, 2018",,,63h,,23h 24m,,,
567,46121,Private,Xbox One,24h 35m,NR,,8530427,Completed,First,"June 26, 2018",8h 15m 35s,,,9h 49m 18s,24h 35m 42s,,,
568,46121,Brandtobrand,PC,26h,80%,,7812089,Backlog Completed,First,,,,,,26h,,,35/35 steam ach.
569,46121,,PC,49h,NR,,5795115,Completed,Replay,,,,,,49h,,,
570,46121,TheBlackWolv,PlayStation 4,50h,70%,Platinum Trophy,5518380,Completed,First,"December 13, 2017",,,,,50h,,,
571,46121,renegademrp,Xbox One,73h 12m,NR,,6286523,Completed,First,"November 10, 2017",,,73h 12m 31s,10h,73h 12m 31s,,,
572,46121,BSchwarz95,PlayStation 4,90h,70%,Times Beaten: 2,7900938,Replay Completed,First,"August 30, 2018",9h,,,,90h,,,
573,46121,Son_of_a_Pitch,PlayStation 4,38m,80%,"Regular difficulty. Found one collectible, but didn’t go out of my way to find it.",5512637,Completed,First,"January 07, 2018",5h 36m 57s,,18h 02m,,,38m 58s,,
574,46121,tbcy6591,PlayStation 4,1h,80%,,10792728,Playing Completed,First,,6h 37m,20h 39m /,12h 48m,,,1h 14m,,
575,46121,Raftacon,PlayStation 4,2h,70%,,10223149,Completed,First,"November 04, 2017",,,8h,9h 15m,,2h,,
576,46121,lomburt,PC,2h,70%,,10219745,Completed,First,,,,,,,2h,,
577,46121,G4M3failer,Xbox One,3h,NR,,9094024,Completed,First,"July 06, 2019",,,461h,,10h,3h 03m,,
578,46121,Saghbiny,PlayStation 4,4h,60%,,5320750,Completed,First,"November 27, 2017",,,24h,10h,,4h,,
579,46121,Brun0Duart3,PlayStation 4,6h,70%,,11865007,Completed,First,"June 04, 2020",,,,7h,,6h 30m,,
580,46121,arthur_alves,PlayStation 4,10h,80%,,7107028,Completed,First,"June 13, 2018",,,,6h,,10h,,
581,46121,A_Normal_Bush,PlayStation 4,23h,40%,,11127335,Completed,First,"March 10, 2020",12h,,7h,,,23h,,
582,46121,connorco77,Xbox One,232h,70%,,6388673,Completed Retired,First,"November 18, 2017",5h 40m 52s,,,,,232h 13m 23s,,
583,46121,Rafaelnrn,PlayStation 4,30m,80%,,6777988,Completed,First,"August 05, 2018",6h 30m,,30m,,,,,
584,46121,bodom1666,PlayStation 4,2h,NR,,6278729,Completed,First,"May 22, 2018",,,2h,,21h,,,
585,46121,Gomidas2007,Xbox One,2h,NR,,5401489,Custom List Completed,First,"December 02, 2017",4h 20m,7h 01m 58s /,2h 40m 21s,,,,,
586,46121,motuman,Xbox One,5h,NR,,9100538,Completed,First,"April 07, 2018",10h,,5h,,,,,
587,46121,Realtione,PlayStation 4,6h,70%,,6036135,Completed,First,2018,6h,,6h,,,,,
588,46121,A_Normal_Bush,PlayStation 4,7h,40%,,11127335,Completed,First,"March 10, 2020",12h,,7h,,,23h,,
589,46121,Raftacon,PlayStation 4,8h,70%,,10223149,Completed,First,"November 04, 2017",,,8h,9h 15m,,2h,,
590,46121,memol,PC,9h,NR,,6980981,Completed,First,"February 08, 2018",6h,,9h,,,,,
591,46121,Giggykibbles709,PlayStation 4,10h,NR,,10934400,Completed,First,,7h,,10h,,,,,
592,46121,artur102430,PC,10h,70%,,11766311,Completed,First,"May 16, 2020",,,10h,,,,,
593,46121,Chaser336600,PlayStation 4,11h,90%,Veteran + Collectibles,11840769,Completed,First,"May 28, 2020",,,11h 12m,12h 40m 26s,,,,
594,46121,tbcy6591,PlayStation 4,13h,80%,,10792728,Playing Completed,First,,6h 37m,20h 39m /,12h 48m,,,1h 14m,,
595,46121,DOMINUSXY,PlayStation 4,13h,NR,Veteran completed,10358748,Completed Retired,First,"November 04, 2019",7h 32m,,13h,,,,,
596,46121,Private,PC,15h,80%,,11907401,Completed,First,"June 05, 2020",,,15h,10h,,,,
597,46121,Son_of_a_Pitch,PlayStation 4,18h,80%,"Regular difficulty. Found one collectible, but didn’t go out of my way to find it.",5512637,Completed,First,"January 07, 2018",5h 36m 57s,,18h 02m,,,38m 58s,,
598,46121,Dyspersja_Absurdu,Xbox One,21h,70%,,4576628,Custom List Completed Retired,First,"January 25, 2018",7h,7h /,21h 09m,,,,,
599,46121,LibertMalina,PC,24h,NR,,10296955,Completed,First,"October 24, 2019",,,24h,8h,,,,
600,46121,Saghbiny,PlayStation 4,24h,60%,,5320750,Completed,First,"November 27, 2017",,,24h,10h,,4h,,
601,46121,Quintin,Xbox One,28h,80%,,11625148,Completed,First,,,,28h,,,,,
602,46121,dirtbikerupnorth,Xbox One,39h,70%,,5846351,Completed,First,,6h 30m,,39h,,,,,
603,46121,inmuse,Xbox One,42h,NR,610/1000G - Separate Multiplayer time to reach Prestige 1,4495347,Completed,First,"May 20, 2018",,,42h 06m,9h 03m,,,,"[04/16/18] Started playing
[05/20/18] Finished Main+ & MP"
604,46121,Cheesy,PC,45h,NR,,9461230,Completed,First,"December 20, 2017",7h,,45h,,,,,
605,46121,84Gaming,PlayStation 4,48h,70%,,8238388,Completed,First,"November 04, 2017",6h 20m,,48h,,,,,
606,46121,,PlayStation 4,50h,NR,,5588276,Completed,First,,6h,,50h,,,,,
607,46121,Hallgier,PlayStation 4,63h,90%,,7283866,Completed,First,"October 21, 2018",,,63h,,23h 24m,,,
608,46121,renegademrp,Xbox One,73h,NR,,6286523,Completed,First,"November 10, 2017",,,73h 12m 31s,10h,73h 12m 31s,,,
609,46121,heavydrop,PlayStation 4,104h,NR,,7445007,Completed,First,"October 31, 2018",,,104h,,,,,
610,46121,heavydrop,PC,120h,NR,,6136764,Completed,First,December 2017,,,120h,,,,,
611,46121,Private,PlayStation 4,160h,70%,,6604363,Completed,First,"June 10, 2018",7h,,160h,10h,,,,160 hours to get 10th prestige level 55
612,46121,HIERBA,Xbox One,202h,NR,,10582096,Completed,First,"May 16, 2018",9h 08m,,202h 20m,,,,,
613,46121,Private,PlayStation 4,296h,70%,,9148615,Completed,First,,,,296h,,,,,
614,46121,BCarsonElite,PlayStation 4,350h,NR,,8925034,Completed,Replay,,6h,,350h,,14h,,,
615,46121,Doc_Ezra,Xbox One,400h,90%,,5635064,Completed,First,"January 14, 2018",7h 32m,,400h,,,,,
616,46121,G4M3failer,Xbox One,461h,NR,,9094024,Completed,First,"July 06, 2019",,,461h,,10h,3h 03m,,
617,46121,Private,PlayStation 4,1000h,80%,,11907097,Completed,First,"June 05, 2020",,,1000h,,,,,
