,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Progress,Completionist,Main+Extras,Personal Notes,Speedrun
990,44852,sroche,PlayStation 4,27h,100%,,7306039,Custom List Completed,First,,"January 23, 2020",26h /,,27h,,
991,44852,bluevalle,PlayStation 4,27h,NR,,7857083,Completed,First,,"December 28, 2018",,,27h 08s,,
992,44852,Great_MadScientist04,PlayStation 4,27h 09m,NR,,8898062,Completed,First,,,,,27h 09m,,
993,44852,rhickey,PlayStation 4,27h 23m,NR,,8146662,Completed,First,,"January 29, 2019",,,27h 23m,,
994,44852,Bo_farooos83,PlayStation 4,27h 30m,NR,,8136888,Completed,First,20h 10m,"December 14, 2018",,,27h 30m,,
995,44852,Bo_farooos83,PlayStation 4,27h 30m,NR,,8196794,Completed,First,20h 10m,,,,27h 30m,,
996,44852,Bo_farooos83,PlayStation 4,27h 30m,NR,,8196802,Completed,First,20h 10m,,,,27h 30m,,
997,44852,pukecloud,PlayStation 4,27h 30m,70%,,7129384,Completed,First,,"September 21, 2018",,,27h 30m,,
998,44852,hassan23,PlayStation 4,27h 39m,80%,,9092407,Completed,First,,"July 28, 2019",,,27h 39m 21s,,
999,44852,Shazapp,PlayStation 4,27h 40m,NR,,7003595,Completed,First,,"October 20, 2018",,,27h 40m,,
1000,44852,SmallSloth,PlayStation 4,27h 41m,100%,,7756503,Completed,First,19h 52m,"September 16, 2018",,36h 22m,27h 41m,,
1001,44852,travis44,PlayStation 4,27h 45m,NR,,8295321,Completed,First,,"February 18, 2019",,,27h 45m,,
1002,44852,JustinMHC,PlayStation 4,27h 50m,NR,,7171294,Completed,First,,"November 10, 2018",,,27h 50m,,
1003,44852,djobeid,PlayStation 4,27h 54m,NR,"Platinum Trophy, not all gold challenges or whatever",8086676,Completed,First,,"January 21, 2019",,,27h 54m 40s,,
1004,44852,Bloodymeatballz,PlayStation 4,28h,NR,,8178061,Completed,First,20h,"February 01, 2019",,34h,28h,,
1005,44852,GeoSkate,PlayStation 4,28h,NR,,9387874,Completed,First,,"February 22, 2020",,,28h,,
1006,44852,Jjzwak,PlayStation 4,28h,100%,,6414077,Custom List Completed,First,,"January 30, 2019",,,28h,,
1007,44852,PaperLuigi,PlayStation 4,28h,70%,,8868177,Completed,First,,"May 30, 2019",,,28h,,
1008,44852,Superhans91,PlayStation 4,28h,NR,,8686036,Completed,Replay,20h,"April 29, 2019",,45h,28h,,
1009,44852,WhiteyWind,PlayStation 4,28h,90%,,7090423,Completed,First,,"October 26, 2018",,,28h,,
1010,44852,a7x_ramirezt14,PlayStation 4,28h,NR,,7122454,Playing Completed,First,,"September 21, 2018",28h /,,28h,,
1011,44852,andersontsantos,PlayStation 4,28h,NR,,10649809,Completed,First,,"December 24, 2019",,,28h,,
1012,44852,carlikay13,PlayStation 4,28h,100%,,8268736,Completed,First,,,,,28h,,
1013,44852,mjricco,PlayStation 4,28h,90%,,7093024,Backlog Completed,First,,"October 07, 2018",,,28h,,
1014,44852,romoan,PlayStation 4,28h,80%,,8470650,Completed,First,,"March 16, 2019",,,28h,,
1015,44852,skualninja,PlayStation 4,28h,100%,Platino,7662563,Completed,First,,"December 06, 2018",,30h,28h,,
1016,44852,spiros91,PlayStation 4,28h,90%,Main story in Normal difficulty plus progressing the map to 100%,7765324,Completed,First,,"December 26, 2018",,,28h,,
1017,44852,ramsys,PlayStation 4,28h 04m,70%,,8685509,Completed,First,,"April 28, 2019",,,28h 04m 22s,,
1018,44852,thausael,PlayStation 4,28h 10m,100%,,10365686,Completed,First,,"May 10, 2019",,,28h 10m 12s,,
1019,44852,amal,PlayStation 4,28h 15m,90%,,7097768,Completed,First,,"October 05, 2018",,,28h 15m,,
1020,44852,New_Brew,PlayStation 4,28h 16m,NR,,7228975,Completed,First,,"October 11, 2018",,,28h 16m,,
1021,44852,Painicus,PlayStation 4,28h 16m,NR,"Did all backpacks, landmarks, black cats, and research stations",10600454,Completed,First,,"December 12, 2019",,,28h 16m,,
1022,44852,erniek86,PlayStation 4,28h 25m,NR,,9428483,Completed,First,,"August 22, 2019",,,28h 25m,,
1023,44852,Raftacon,PlayStation 4,28h 30m,80%,,10222767,Completed,First,,"September 11, 2018",,,28h 30m,,
1024,44852,danielmc42,PlayStation 4,28h 35m,80%,Did some side content. Not everything.,7002510,Completed,First,,"January 13, 2019",,,28h 35m,,
1025,44852,,PlayStation 4,28h 36m,NR,,7376779,Completed,First,18h 15m 22s,,,38h 45m 25s,28h 36m 15s,,
1026,44852,Private,PlayStation 4,28h 40m,80%,,10166200,Completed,First,,"June 21, 2019",,,28h 40m 56s,,
1027,44852,WaldoWonderful,PlayStation 4,28h 47m,NR,"Platinum, Amazing Difficulty",8656029,Completed,First,,"April 14, 2020",,,28h 47m 44s,,
1028,44852,emisuuu,PlayStation 4,28h 49m,100%,,9010486,Completed,First,26h 12m,"December 17, 2018",,31h 25m,28h 49m,,
1029,44852,BCarsonElite,PlayStation 4,29h,NR,,8916439,Completed,First,,,,41h,29h,,
1030,44852,jardo,PlayStation 4,29h,NR,,8289973,Completed,First,,"December 14, 2019",,,29h,,
1031,44852,Fanha,PlayStation 4,29h 14m,100%,,7385104,Completed,First,,"November 04, 2018",,,29h 14m,,
1032,44852,gilchrd,PlayStation 4,29h 22m,NR,,7100245,Completed,First,,"April 26, 2019",,,29h 22m,,
1033,44852,Insanitysoul_PC,PlayStation 4,29h 30m,NR,,7097037,Completed,First,,"September 22, 2018",,,29h 30m,,
1034,44852,gibberish224,PlayStation 4,29h 34m,90%,"Difficulty: amazing, 100% completion, platinum trophy",11844463,Completed,First,,"June 05, 2020",,,29h 34m,,
1035,44852,,PlayStation 4,29h 45m,NR,,7063957,Completed,First,15h 25m 45s,,,32h,29h 45m 11s,,
1036,44852,YawningPanda96,PlayStation 4,29h 50m,NR,,10499995,Playing Completed,First,,"May 09, 2020",32h 12m 06s /,32h 12m 06s,29h 50m 32s,,
1037,44852,boxboxsnake,PlayStation 4,29h 59m,70%,,10961026,Completed,First,,"March 01, 2020",,,29h 59m 57s,,
1038,44852,,PlayStation 4,30h,NR,,7003585,Completed,First,15h 30m 55s,,,45h 30m,30h,,
1039,44852,,PlayStation 4,30h,NR,,7014356,Completed,First,20h,,,35h,30h,,
1040,44852,,PlayStation 4,30h,NR,,7016688,Completed,First,20h,,,31h,30h,,
1041,44852,,PlayStation 4,30h,NR,,7085868,Completed,First,20h,,,40h,30h,,
1042,44852,,PlayStation 4,30h,NR,,7133820,Completed,First,12h 55m 08s,,,35h,30h,,
1043,44852,,PlayStation 4,30h,NR,,7208621,Completed,First,15h,,,40h,30h,,
1044,44852,,PlayStation 4,30h,NR,,7370718,Completed,First,,,,40h,30h,,
1045,44852,AlleyViper620,PlayStation 4,30h,90%,,8969826,Completed,First,20h,"August 17, 2019",,40h,30h,,
1046,44852,Ashron101,PlayStation 4,30h,100%,,7698071,Completed,First,,"December 11, 2018",,,30h,,
1047,44852,AskingForTrouble,PlayStation 4,30h,90%,,11087520,Completed,First,20h,"April 07, 2020",,40h,30h,"Just the base game, doesn’t include DLC.",
1048,44852,Blodappelsin,PlayStation 4,30h,100%,"Done a lot of extra stuff, close to 100%",7268332,Completed,First,,"January 17, 2019",,,30h,,
1049,44852,Cronox,PlayStation 4,30h,NR,,9670769,Completed,First,,"October 14, 2019",,,30h,,
1050,44852,Daremo,PlayStation 4,30h,90%,,7736559,Completed,First,,"October 14, 2018",,,30h,,
1051,44852,Eastsenecayetti,PlayStation 4,30h,NR,,10573303,Completed,First,,"December 08, 2019",,,30h,,
1052,44852,Eternitype_YT,PlayStation 4,30h,90%,,11600127,Completed Retired,First,17h,"April 29, 2020",,33h,30h,,
1053,44852,Franchescanado,PlayStation 4,30h,NR,,9018431,Completed,First,,"August 04, 2019",,,30h,,
1054,44852,GeneDriver,PlayStation 4,30h,NR,,10369242,Completed,First,,"November 06, 2019",,,30h,,
1055,44852,Hazz3r,PlayStation 4,30h,NR,,8111436,Completed,First,,"January 30, 2019",,,30h,,
1056,44852,Headbanger,PlayStation 4,30h,90%,,7223723,Completed,First,,"October 10, 2018",,,30h,,
1057,44852,JipiMan,PlayStation 4,30h,100%,,8892701,Completed,First,20h,"July 13, 2019",,40h,30h,,
1058,44852,Kurygeon,PlayStation 4,30h,NR,,9030527,Completed,First,,"June 25, 2019",,,30h,,
1059,44852,Marcelloz,PlayStation 4,30h,NR,,8068367,Completed,First,,"October 05, 2018",,,30h,,
1060,44852,Moonborne,PlayStation 4,30h,100%,"Every single side mission done once, except for a handful of crimes in each location. Max level. 87% completion",10494208,Completed,First,,"December 05, 2019",,,30h,Spectacular difficulty,
1061,44852,MrBubbleKing,PlayStation 4,30h,90%,,7555191,Completed,First,,"September 29, 2018",,,30h,,
1062,44852,Nick_bs,PlayStation 4,30h,NR,,10427273,Completed,First,22h,"November 15, 2019",,42h,30h,,
1063,44852,Reviews,PlayStation 4,30h,100%,,10200416,Completed,First,,"October 07, 2019",,,30h,,
1064,44852,SanyaisOK,PlayStation 4,30h,NR,,12009283,Completed,First,,"August 22, 2019",,,30h,,
1065,44852,Shuurai,PlayStation 4,30h,90%,,8658201,Completed,First,,,,,30h,,
1066,44852,SirMick56,PlayStation 4,30h,90%,,10964805,Completed,First,,"March 30, 2020",,,30h,,
1067,44852,SkidAce,PlayStation 4,30h,NR,,10918595,Completed,First,,"February 13, 2020",,,30h,,
1068,44852,SneakyCode,PlayStation 4,30h,100%,,8521226,Completed,First,,"October 14, 2018",,,30h,,
1069,44852,Taipan21,PlayStation 4,30h,NR,,11681671,Completed,First,16h,"May 08, 2020",,31h,30h,,
1070,44852,Umbrawolf,PlayStation 4,30h,NR,,11226161,Completed,First,,,,,30h,,
1071,44852,Private,PlayStation 4,30h,70%,,8632966,Custom List Completed,First,15h,"May 13, 2019",40h /,40h,30h,,
1072,44852,axv,PlayStation 4,30h,90%,,10493315,Completed,First,,"August 03, 2019",,,30h,,
1073,44852,evangelism,PlayStation 4,30h,NR,Did everything but the crime tokens.,7236809,Completed,First,,"September 27, 2018",,,30h,,
1074,44852,grog,PlayStation 4,30h,80%,,10875686,Completed,First,,"January 25, 2020",,,30h,,
1075,44852,hikle00,PlayStation 4,30h,NR,,10778667,Completed,First,20h,"September 15, 2018",,45h,30h,,
1076,44852,Private,PlayStation 4,30h,80%,,6953694,Completed,First,,"August 31, 2018",,,30h,,
1077,44852,maksym100,PlayStation 4,30h,NR,,8726345,Completed,First,,"May 06, 2019",,,30h,,
1078,44852,Private,PlayStation 4,30h,100%,,7199670,Completed,First,,"November 04, 2018",,,30h,,
1079,44852,Private,PlayStation 4,30h,100%,,11985537,Completed,First,20h,"January 26, 2019",,35h,30h,,
1080,44852,newException,PlayStation 4,30h,100%,,8320735,Custom List Completed,First,,January 2019,,,30h,,
1081,44852,Private,PlayStation 4,30h,NR,,7751370,Completed,First,,"December 16, 2018",,,30h,,
1082,44852,rschaer,PlayStation 4,30h,NR,,7057152,Completed,First,10h,"September 15, 2018",,,30h,,
1083,44852,will0909,PlayStation 4,30h,NR,,8768350,Completed,First,25h 30m,"May 14, 2019",,33h 29m,30h,,
1084,44852,eXeViuS,PlayStation 4,30h,90%,Platinum Trophy,7492264,Completed,First,20h,"September 17, 2018",,40h,30h 05s,,
1085,44852,BigClarkDogg,PlayStation 4,30h 10m,NR,,11406641,Completed,First,,"April 10, 2020",,,30h 10m,,
1086,44852,Shadowfenix1705,PlayStation 4,30h 22m,100%,,8634224,Completed,First,,"April 14, 2019",,,30h 22m,95% Complete,
1087,44852,BravestAsh8434,PlayStation 4,30h 22m,100%,"All gadget upgrades, side quests, Taskmaster Challenges @ Ultimate, Secret Photo Ops, Districts, Lab Work, Suit Mods",7071872,Completed,First,23h 49m 11s,"September 15, 2018",,42h 20m 39s,30h 22m 27s,,
1088,44852,,PlayStation 4,30h 22m,NR,,11615679,Completed,First,19h 18m 56s,,,,30h 22m 37s,,
1089,44852,indecisivetank,PlayStation 4,30h 30m,NR,,7103458,Completed,First,,"October 01, 2018",,,30h 30m 49s,,
1090,44852,fcoutinho,PlayStation 4,31h,NR,,11022467,Completed,First,,"February 20, 2020",,,31h,,
1091,44852,Private,PlayStation 4,31h 53m,80%,"All Quest, all achievements, no NG+",11795399,Completed,First,,"May 20, 2020",,,31h 53m 33s,,
1092,44852,Doc_Ezra,PlayStation 4,32h,100%,,7889301,Completed,First,,"January 20, 2019",,60h,32h,,
1093,44852,KeeneyTime64,PlayStation 4,32h,NR,,7801140,Playing Completed,First,20h,"September 14, 2018",40h /,34h,32h,,
1094,44852,Lothermus,PlayStation 4,32h,90%,,7039328,Completed,First,,"September 10, 2018",,,32h,,
1095,44852,MrKass,PlayStation 4,32h,100%,"99%, no timer, guessed at play time",8132109,Completed,First,,"February 23, 2019",,,32h,,
1096,44852,bam_1117,PlayStation 4,32h,NR,in progress,11597382,Completed,First,27h,,,,32h,,
1097,44852,,PlayStation 4,32h 04m,NR,"Perfect for anyone, a game not too long and still super fun. Perfect for those who have a full time job.",7001830,Completed,First,19h 22m,,,,32h 04m,,
1098,44852,Centershot25,PlayStation 4,32h 12m,100%,,8979693,Replay Completed,First,24h 12m,"June 16, 2019",,34h 24m,32h 12m,,
1099,44852,Niskyah,PlayStation 4,32h 25m,90%,,9389508,Completed,First,,"August 18, 2019",,,32h 25m,,
1100,44852,Private,PlayStation 4,32h 30m,90%,,11294493,Completed,First,,,,,32h 30m,,
1101,44852,SoothingRabbit,PlayStation 4,32h 30m,90%,,8030327,Completed,First,,"January 13, 2019",,,32h 30m,,
1102,44852,solairesflair,PlayStation 4,32h 30m,NR,,7233055,Completed,First,,"October 19, 2018",,,32h 30m,,
1103,44852,jukeboxbaby,PlayStation 4,32h 30m,90%,"Platinum, plus all the DLCs",7311615,Completed,First,,"April 30, 2020",,50h 30m,32h 30m 48s,,
1104,44852,Saifcreed89,PlayStation 4,32h 31m,NR,,8200018,Completed,First,25h 12m,"February 04, 2019",,36h,32h 31m,,
1105,44852,terryshih,PlayStation 4,32h 31m,100%,,8393138,Completed,First,,"April 20, 2019",,,32h 31m,,
1106,44852,Frugajn,PlayStation 4,33h 08m,80%,,7342764,Completed,First,21h 47m 01s,"October 28, 2018",,34h 38m 42s,33h 08m 35s,,
1107,44852,cnikirk,PlayStation 4,33h 15m,NR,,7245823,Completed,First,,"October 13, 2018",,,33h 15m,,
1108,44852,Private,PlayStation 4,33h 19m,NR,Awesome,7949111,Completed,First,19h 59m,"January 05, 2019",,37h 40m,33h 19m,,
1109,44852,Beardman,PlayStation 4,33h 20m,NR,,8910389,Completed,First,16h 23m 11s,"June 20, 2019",,40h 37m 36s,33h 20m 18s,,
1110,44852,,PlayStation 4,33h 25m,NR,,7018562,Completed,First,21h 40m 45s,,,40h 10m,33h 25m,,
1111,44852,cstebar,PlayStation 4,33h 36m,NR,,7111118,Completed,First,,"October 15, 2018",,,33h 36m 14s,,
1112,44852,,PlayStation 4,35h,NR,,7444910,Completed,First,25h,,,60h 30m,35h,,
1113,44852,,PlayStation 4,35h,NR,,11949209,Completed,First,20h,,,45h,35h,,
1114,44852,DR_BIG_Tasty59,PlayStation 4,35h,100%,,7109766,Completed,Replay,16h,"September 21, 2018",,40h,35h,,
1115,44852,GURPS2098,PlayStation 4,35h,NR,,8171810,Completed,First,20h,"January 31, 2019",,40h,35h,,
1116,44852,Go_Hobo_Go,PlayStation 4,35h,NR,,8167718,Completed,First,,"January 30, 2019",,,35h,,
1117,44852,Private,PlayStation 4,35h,90%,,7101145,Completed,First,,"September 10, 2018",,,35h,,
1118,44852,Minotia,PlayStation 4,35h,NR,,8277377,Completed,First,,"February 16, 2019",,,35h,,
1119,44852,Private,PlayStation 4,35h,90%,,11957588,Custom List 3 Completed,First,,,,,35h,,
1120,44852,Naak,PlayStation 4,35h,NR,,10875116,Completed,First,25h,"January 25, 2020",,45h,35h,,
1121,44852,aleek556,PlayStation 4,35h,100%,Just a guess. No time-clock in game. Beat over ten days.,8364195,Completed,First,,"February 26, 2019",,,35h,,
1122,44852,ardaxokutan,PlayStation 4,35h,80%,,11475893,Completed,First,,,,,35h,,
1123,44852,harison22,PlayStation 4,35h,NR,,8496198,Completed,First,,"December 30, 2018",,,35h,,
1124,44852,neoXclusive,PlayStation 4,35h,NR,,10324681,Completed,First,,,,,35h,,
1125,44852,niddelicious,PlayStation 4,35h,NR,,10281168,Completed,First,,,,40h,35h,,
1126,44852,sakujou87,PlayStation 4,35h,80%,,11165514,Completed,First,,"March 15, 2020",,,35h,,
1127,44852,valdogg21,PlayStation 4,35h,NR,,8689236,Completed,First,,,,,35h,,
1128,44852,,PlayStation 4,35h 12m,NR,,8640932,Completed,First,21h 54m 38s,,,60h 48m 21s,35h 12m 01s,,
1129,44852,,PlayStation 4,35h 12m,NR,,7905227,Completed,First,20h 30m 10s,,,43h 58m 04s,35h 12m 08s,,
1130,44852,wangdangdoodle,PlayStation 4,35h 48m,90%,"Platinum, no dlc",7814136,Completed,First,,"July 12, 2019",,,35h 48m 19s,,
1131,44852,Gorgonyte,PlayStation 4,35h 55m,NR,,9624912,Completed,First,,"September 14, 2019",,,35h 55m,,
1132,44852,Charlizard,PlayStation 4,37h 20m,NR,Difficulty: Amazing (Medium) - 93% - Completed a large majority of optional content and messed around a lot.,7107966,Completed,First,,"September 23, 2018",,,37h 20m,,
1133,44852,BruceL337,PlayStation 4,37h 26m,NR,w/o gold challenges,6995370,Completed,First,,"September 12, 2018",,38h 30m,37h 26m,9/6 PSN 80$ deluxe edition,
1134,44852,mikeypants,PlayStation 4,38h,NR,,7952771,Completed,First,,"September 28, 2018",,,38h,,
1135,44852,Erick_Oliveira,PlayStation 4,38h 09m,NR,,11279790,Completed,First,19h 28m 05s,"April 12, 2020",,47h 57m 40s,38h 09m 31s,,
1136,44852,,PlayStation 4,40h,NR,"Dlc's included, each providing a solid 6-8 hours each to 100%",8074982,Completed,First,15h,,,50h,40h,,
1137,44852,,PlayStation 4,40h,NR,,11576547,Completed,First,,,,,40h,,
1138,44852,JammyJoker,PlayStation 4,40h,90%,,11981937,Completed,First,,"April 13, 2020",,,40h,,
1139,44852,JaredTequila,PlayStation 4,40h,80%,,8066696,Completed Retired,First,,"May 10, 2019",,50h,40h,,
1140,44852,Jmdiaz,PlayStation 4,40h,NR,40 hours,10340842,Completed,First,,"November 01, 2019",,,40h,,
1141,44852,Martin_Cake,PlayStation 4,40h,NR,,7918642,Completed,First,,"January 02, 2019",,,40h,,
1142,44852,MikioBo,PlayStation 4,40h,NR,,10794434,Completed,First,,"January 11, 2020",,,40h,,
1143,44852,Vlash,PlayStation 4,40h,100%,"Every trophy, and 100% map",7000986,Completed,First,,"September 18, 2018",,43h,40h,,
1144,44852,catmuffin,PlayStation 4,40h,NR,,9510358,Completed,First,,"September 08, 2019",,,40h,,
1145,44852,cupofbeans,PlayStation 4,40h,90%,,7080396,Completed,First,25h,"September 18, 2018",,,40h,,
1146,44852,greigie,PlayStation 4,40h,NR,,6994969,Completed,First,,"October 14, 2018",,,40h,,
1147,44852,parley,PlayStation 4,40h,80%,,11007835,Completed,First,,"February 17, 2020",,,40h,,
1148,44852,Private,PlayStation 4,41h 52m,90%,,11005116,Completed,First,,"February 17, 2020",,,41h 52m,,
1149,44852,Mailon,PlayStation 4,42h,90%,,8817483,Completed,First,20h,"October 19, 2019",,46h,42h,,
1150,44852,Matttske,PlayStation 4,42h,90%,,9533987,Completed,First,,"September 05, 2019",,,42h,,
1151,44852,The1nteger,PlayStation 4,42h,90%,94% achievement completion,6971980,Completed,First,,"September 25, 2018",,,42h,,
1152,44852,nandos3000,PlayStation 4,42h,90%,,11378170,Completed,First,,"April 07, 2020",,,42h,,
1153,44852,rad_slime,PlayStation 4,42h,80%,,11499797,Completed,First,,"April 19, 2019",,,42h,,
1154,44852,BigWeebOwO,PlayStation 4,42h 39m,90%,,10418757,Completed,First,20h,"November 12, 2019",,50h 29m 12s,42h 39m 21s,,
1155,44852,Shuffled,PlayStation 4,18h,NR,,7128870,Completed,First,10h,"September 25, 2018",,18h,14h,,
1156,44852,,PlayStation 4,18h 03m,NR,,11316092,Completed,First,12h 32m 06s,,,18h 03m 24s,16h 58m 03s,,
1157,44852,SocialOutkast,PlayStation 4,19h 41m,NR,,7387616,Completed,First,,"November 05, 2018",,19h 41m 17s,,,
1158,44852,modaren,PlayStation 4,19h 52m,NR,78%,10246991,Completed,First,12h 28m,"October 15, 2019",,19h 52m,18h 02m,,
1159,44852,,PlayStation 4,20h,NR,,8599031,Completed,First,,,,20h,,,
1160,44852,84Gaming,PlayStation 4,20h,100%,"Great story, one of my favorite games of all time!",8238323,Completed,Replay,16h 32m,"February 10, 2019",,20h,19h,,
1161,44852,BossPT,PlayStation 4,20h,NR,I've got my platinum,9296067,Completed,First,11h 30m,"June 13, 2019",,20h,18h,,
1162,44852,HitmanSB07,PlayStation 4,20h,90%,Platinum,7093100,Completed,First,10h,"September 19, 2018",,20h,15h,,
1163,44852,Marter,PlayStation 4,20h,70%,,7997064,Completed,First,,"September 16, 2018",,20h,,,
1164,44852,Private,PlayStation 4,20h,NR,,7178498,Completed,First,,"September 18, 2018",,20h,,,
1165,44852,Sadness,PlayStation 4,20h,80%,,10906171,Completed,First,,"February 04, 2020",,20h,,,
1166,44852,collingpc,PlayStation 4,20h,NR,100% Game. Platnuim trophy,11169016,Completed,First,,,,20h,,,
1167,44852,diobrando88,PlayStation 4,20h,NR,Platinum,7402830,Completed,First,,"October 20, 2018",,20h,,,
1168,44852,dmgash,PlayStation 4,20h,NR,,7109709,Completed,First,,"September 15, 2018",,20h,,,
1169,44852,emilyydragneel,PlayStation 4,20h,NR,,8116291,Completed,Replay,,,,20h,,,
1170,44852,,PlayStation 4,20h 20m,NR,,10184345,Completed,First,16h 08m,,,20h 20m 20s,18h 50m 09s,,
1171,44852,HexGinnkgo,PlayStation 4,20h 44m,90%,,7258648,Completed,First,10h,"October 01, 2018",,20h 44m 59s,14h,,
1172,44852,,PlayStation 4,20h 51m,NR,,7273333,Completed,First,14h 24m 21s,,,20h 51m 24s,18h 48m 36s,,
1173,44852,,PlayStation 4,21h,NR,"Finished of remaining side quests, sable sites & taskmaster challenges in this time",7012436,Completed,First,12h 30m,,,21h,17h,,
1174,44852,,PlayStation 4,21h,NR,,11379430,Completed,First,,,,21h,,,
1175,44852,500kevc,PlayStation 4,21h,80%,,7515123,Completed,First,16h,"September 09, 2018",,21h,,,
1176,44852,Private,PlayStation 4,21h,NR,,9015231,Completed,First,,"June 22, 2019",,21h,,,
1177,44852,LewisTheScotty,PlayStation 4,21h,90%,,10934353,Playing Replay Completed,Replay,10h 30m,"February 03, 2020",,21h,15h,Game never gets old such a masterpiece.,
1178,44852,digitaltempest,PlayStation 4,21h 34m,NR,,7290245,Completed,First,,"October 14, 2018",,21h 34m,,,
1179,44852,Parillan,PlayStation 4,21h 45m,NR,,8571233,Completed,First,10h,"April 07, 2019",,21h 45m,15h,,
1180,44852,,PlayStation 4,22h,NR,,8051555,Completed,First,,,,22h,,,
1181,44852,Private,PlayStation 4,22h,NR,,9219210,Completed,First,,"July 24, 2019",,22h,,,
1182,44852,Ryliis,PlayStation 4,22h,NR,platinum,7915542,Completed,First,,"January 06, 2019",,22h,,,
1183,44852,Wedjwants,PlayStation 4,22h,NR,,8458184,Completed,First,,"September 19, 2018",,22h,,,
1184,44852,claudiowann,PlayStation 4,22h,NR,,8540645,Completed,First,,"March 29, 2019",,22h,,,
1185,44852,Vodka_Knot,PlayStation 4,22h 30m,NR,,8787621,Completed Retired,First,,"May 16, 2019",,22h 30m,,,
1186,44852,Private,PlayStation 4,22h 44m,NR,Platinum trophy 04/02/19,6793765,Completed,First,,"February 02, 2019",,22h 44m 57s,21h 04m 48s,,
1187,44852,Realtione,PlayStation 4,22h 45m,NR,,8996110,Completed,First,,"October 06, 2018",,22h 45m,,,
1188,44852,Barch,PlayStation 4,22h 55m,NR,,7245904,Backlog Completed,Replay,,"October 20, 2018",22h 55m 32s /,22h 55m 32s,,,
1189,44852,,PlayStation 4,23h,NR,"Amazing Difficulty, Platinum Trophy, everything unlocked.",7025336,Completed,First,,,,23h,,,
1190,44852,,PlayStation 4,23h,NR,,10759251,Completed,First,,,,23h,,,
1191,44852,,PlayStation 4,23h,NR,,11473961,Completed,First,15h,,,23h,21h,,
1192,44852,GeorgeHxwell,PlayStation 4,23h,90%,,10861362,Completed,First,,"September 29, 2018",,23h,,,
1193,44852,IssaB9400,PlayStation 4,23h,90%,,8593511,Completed,First,,"September 18, 2018",,23h,,,
1194,44852,,PlayStation 4,23h 45m,NR,"100% displayed in game, all trophies, not all challenge tokens or suit mods",7072499,Completed,First,,,,23h 45m,,,
1195,44852,DeepFrost,PlayStation 4,23h 45m,NR,,8199093,Completed,First,13h 30m,"February 03, 2019",,23h 45m,,,
1196,44852,,PlayStation 4,24h,NR,,8878526,Completed,First,,,,24h,,,
1197,44852,Private,PlayStation 4,24h,100%,,9317573,Completed,First,16h,"August 04, 2019",,24h,20h,,
1198,44852,BeatGinger,PlayStation 4,24h,80%,,7221023,Completed,First,16h,"October 09, 2018",,24h,20h,,
1199,44852,CastorSalvaj,PlayStation 4,24h,NR,,8252458,Completed,First,14h 15m 10s,"January 19, 2019",,24h,20h,,
1200,44852,Chaser329,PlayStation 4,24h,70%,"100% complete, no dlc, nov 21 for full completion, nov 10 story completion",7491044,Completed,First,,"November 10, 2018",,24h,,,
1201,44852,girjeu21,PlayStation 4,24h,NR,,7297075,Completed,First,,"October 21, 2018",,24h,,,
1202,44852,justavio,PlayStation 4,24h,NR,,10665563,Completed,First,,"September 10, 2018",,24h,,,
1203,44852,madavis9,PlayStation 4,24h,90%,,7744958,Completed,First,,"September 17, 2018",,24h,,,
1204,44852,nevesbattousai,PlayStation 4,24h,NR,,7341982,Completed,First,20h,"October 01, 2018",,24h,,,
1205,44852,pez,PlayStation 4,24h,80%,,10899971,Completed,First,,"September 25, 2018",,24h,,,
1206,44852,Unbound_Selrahc,PlayStation 4,24h 12m,NR,Platinum achieved,7096900,Completed,First,,"September 11, 2018",,24h 12m 34s,,,
1207,44852,Roberoo,PlayStation 4,24h 15m,NR,,7008536,Completed,First,,"September 30, 2018",,24h 15m,,,
1208,44852,,PlayStation 4,24h 15m,NR,,8501802,Completed,First,,,,24h 15m 24s,,,
1209,44852,,PlayStation 4,24h 15m,NR,,8501804,Completed,First,,,,24h 15m 24s,,,
1210,44852,SweLoFe,PlayStation 4,24h 16m,NR,"Platinum Trophy, Amazing difficulty",6992540,Completed,First,,"September 11, 2018",,24h 16m,,,
1211,44852,saisiuchiha,PlayStation 4,24h 17m,90%,,7268640,Completed,First,20h 45m 14s,"September 24, 2018",,24h 17m 58s,23h 51m 12s,,
1212,44852,Dario64,PlayStation 4,24h 22m,90%,100% Main Game,10347242,Completed,First,,"May 31, 2019",,24h 22m,16h 32m,,
1213,44852,SimonMiller,PlayStation 4,24h 30m,100%,,8151551,Completed,First,14h 30m,"October 10, 2018",,24h 30m,20h 05m,,
1214,44852,TheJayster,PlayStation 4,24h 32m,80%,,7507828,Completed,First,,"November 29, 2018",,24h 32m 38s,18h 56m 39s,,
1215,44852,buranty,PlayStation 4,24h 54m,80%,Platinum Trophy,8239326,Completed,First,,"January 28, 2019",,24h 54m,,,
1216,44852,,PlayStation 4,25h,NR,,7377990,Completed,First,9h 30m,,,25h,13h,,
1217,44852,,PlayStation 4,25h,NR,,7471920,Completed,First,12h 25m,,,25h,19h,,
1218,44852,,PlayStation 4,25h,NR,,7858444,Completed,First,15h,,,25h,20h,,
1219,44852,,PlayStation 4,25h,NR,,7919360,Completed,First,15h,,,25h,,,
