,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Personal Notes,Co-Op,Completionist,Progress,100% Speedrun,Speedrun
507,21680,DerekCroswhite,PC,10h 10m,100%,"96% Didn't get every coin but I got most of them. 260 Deaths on Regular mode, first play through.",7270733,Completed,First,"October 19, 2018",,10h 10m,,,,,,
508,21680,ShafieeKay,PC,10h 10m,NR,,6781589,Completed,First,"February 07, 2018",,10h 10m,,,,,,
509,21680,Seripmav_Deredrum,Xbox One,10h 12m,NR,,6131544,Completed,First,,9h,10h 12m,,,,,,
510,21680,Chrisinger,PC,10h 15m,NR,,5479576,Completed,First,"December 17, 2017",,10h 15m,,,,,,
511,21680,capmxm,PC,10h 25m,NR,,5273936,Completed,First,"September 30, 2017",,10h 25m,,,,,,
512,21680,ChosenUndead99,PC,10h 30m,70%,,5412593,Completed,First,"December 03, 2017",,10h 30m,,,,,,
513,21680,Sonizard,PC,10h 30m,NR,,6664222,Completed,First,"July 29, 2018",,10h 30m,,,,,,
514,21680,videogameslab,Xbox One,10h 37m,90%,98% Complete. Finished on Normal.,5929222,Completed,First,"March 11, 2018",,10h 37m 03s,Game Started: 3/4/18.,,,,,
515,21680,narvs,PC,10h 42m,100%,23/28 achievements,10477058,Completed,First,"November 27, 2019",,10h 42m,,,,,,
516,21680,Pyeff,PC,10h 48m,100%,"100%, regular, all coins",8358397,Completed,First,"February 25, 2019",,10h 48m,,,,,,
517,21680,Private,PC,10h 54m,NR,"98%, all run and gun stages.",5497410,Completed,First,"January 01, 2018",,10h 54m,,,,,,
518,21680,,PC,11h,NR,,5551690,Completed,First,,,11h,,,,,,
519,21680,Private,PC,11h,NR,,10961254,Completed,First,"February 07, 2020",,11h,,,,,,
520,21680,Great_MadScientist04,Nintendo Switch,11h,80%,,8898126,Completed,First,,,11h,,,,,,
521,21680,Luxar,PC,11h,90%,,10469678,Completed,First,,,11h,,,,,,
522,21680,NikDude,PC,11h,90%,,5155457,Completed,First,"December 05, 2017",,11h,,,24h,,,
523,21680,Torahl,PC,11h,NR,,5281880,Completed,First,"November 06, 2017",,11h,,,,,,
524,21680,basedDAVE,Nintendo Switch,11h,NR,,10721960,Completed,First,"August 09, 2019",,11h,,,,,,
525,21680,cloudst,PC,11h,NR,,5122172,Completed,First,"October 01, 2017",9h,11h,,,,,,
526,21680,diego18792,PC,11h,NR,,10711215,Completed,First,,,11h,,,,,,
527,21680,Private,PC,11h,NR,,5629620,Completed,First,"January 09, 2018",,11h,,,,,,
528,21680,gav422,PC,11h,NR,,5577771,Completed,First,"January 03, 2018",,11h,,,,,,
529,21680,,PC,11h 04m,NR,,5546225,Completed,First,,,11h 04m,,,,,,
530,21680,Snixen,PC,11h 10m,NR,,11823787,Completed,First,"April 24, 2020",,11h 10m,,,,,,
531,21680,KingMajora271,PC,11h 13m,100%,,6023872,Completed,First,"March 23, 2018",,11h 13m,,,,,,
532,21680,RolandRock,PC,11h 15m,NR,"Co-op, all levels/bosses beat on regular, all but 4 coins collected, 98% completion overall",5457845,Completed,First,"January 07, 2018",,11h 15m,,11h 15m,,,,
533,21680,chiefwhodey,Xbox One,11h 16m,90%,,5437058,Completed,First,"December 26, 2017",,11h 16m,,,,,,
534,21680,,PC,11h 25m,NR,,5575683,Completed,First,,,11h 25m,,,,,,
535,21680,,PC,11h 36m,NR,"97% completed. Collected most coins in the platform levels, and got all super abilities",5118701,Completed,First,,,11h 36m,,,,,,
536,21680,Gayfraud,PC,11h 45m,100%,,5112789,Completed,First,"January 02, 2018",,11h 45m 09s,,,,,,
537,21680,ArticunoBreeze,Xbox One,11h 46m,80%,,10151160,Completed,First,,,11h 46m,,,,,,
538,21680,DecBek,Nintendo Switch,11h 50m,NR,,10986723,Completed,First,"February 17, 2020",,11h 50m,,,,,,
539,21680,fancymike,PC,11h 51m,100%,,5456916,Completed,First,"January 01, 2018",,11h 51m,,,,,,
540,21680,,Xbox One,12h,NR,,5133689,Completed,First,,8h,12h,,,16h,,,
541,21680,,PC,12h,NR,,5183675,Completed,First,,10h,12h,,,18h,,,
542,21680,,PC,12h,NR,,7198595,Completed,First,,,12h,,,,,,
543,21680,,PC,12h,NR,"defeated on regular, playing every run n' gun stage",8178098,Completed,First,,,12h,,,,,,
544,21680,Arenow,PC,12h,90%,,5316317,Completed,First,"November 13, 2017",,12h,,,,,,
545,21680,CurryMeniac,PC,12h,90%,,6155446,Completed,First,"June 19, 2019",,12h,,,,,,
546,21680,Daaynreg2,PC,12h,NR,,5831161,Completed,First,,,12h,,,,,,
547,21680,EKG5013,PC,12h,NR,,10248878,Completed,First,"October 14, 2019",,12h,,,,,,
548,21680,Melchiorblade7,PC,12h,100%,,11195257,Completed,First,"March 17, 2020",,12h,,,,,,
549,21680,Merclow,PC,12h,100%,,5234828,Completed,First,"October 29, 2017",,12h,,,,,,
550,21680,Nanakix,PC,12h,90%,,6007587,Completed,First,"March 19, 2018",,12h,,,,,,
551,21680,Phillis,PC,12h,NR,,10421401,Completed,First,"November 08, 2019",11h 30m,12h,,,12h 05m,,,
552,21680,Sindiewen,PC,12h,NR,,5617264,Completed,First,"January 07, 2018",,12h,,,,,,
553,21680,UltraScrub05,Nintendo Switch,12h,NR,,11469828,Completed,First,,,12h,,,,,,
554,21680,Private,PC,12h,100%,,5781150,Completed,First,,10h,12h,,,20h,,,
555,21680,azulu,PC,12h,NR,,9666757,Completed,First,"August 26, 2019",,12h,,,,,,
556,21680,equasezy,PC,12h,NR,,10596636,Completed,First,,,12h,,,,,,
557,21680,itzikala1,PC,12h,NR,,6765243,Completed,First,,,12h,,,17h,,,
558,21680,jadrianr,PC,12h,80%,,7780012,Completed,First,"December 20, 2018",,12h,,,,,,
559,21680,kooldude65,PC,12h,NR,,8718951,Completed,First,"January 20, 2017",,12h,,,,,,
560,21680,louisoc,PC,12h,NR,,11741316,Completed,First,"May 15, 2020",,12h,,,,,,
561,21680,swankyr,PC,12h,NR,,8098518,Completed,First,"June 05, 2019",10h,12h,,,23h,,,
562,21680,valdogg21,Xbox One,12h,NR,,5846253,Completed,First,,,12h,,,,,,
563,21680,zfede45,PC,12h,NR,,8206565,Completed,First,"January 31, 2019",,12h,,,,,,
564,21680,Footnice,PC,12h 04m,NR,,7756359,Completed,First,"December 16, 2018",,12h 04m,,,,,,
565,21680,BewaretheBatman,Xbox One,12h 08m,90%,,5408795,Completed,First,"August 01, 2018",9h 16m 12s,12h 08m 34s,,,,,,
566,21680,kafaw,PC,12h 12m,NR,,9066297,Completed,First,"January 02, 2018",,12h 12m,,,,,,
567,21680,Borzy,PC,12h 13m,NR,,6153464,Completed,First,,,12h 13m,,,,,,
568,21680,,PC,12h 24m,NR,Completed every stage in the game with almost all unlockables. Expert mode ignored.,5159286,Completed,First,,,12h 24m,,,,,,
569,21680,,Xbox One,12h 30m,NR,,5833179,Completed,First,,9h 30m,12h 30m,,,17h 30m,,,
570,21680,Captrico,Xbox One,12h 32m,100%,,6963734,Completed,First,"January 04, 2019",,12h 32m,,,,,,
571,21680,LEGOslayer,PC,12h 35m,90%,,8169102,Completed,First,"January 30, 2019",,12h 35m,,,,,,
572,21680,exsound,PC,12h 40m,NR,,6333528,Completed,First,"June 01, 2018",,12h 40m,,,,,,
573,21680,tacticalcraptical,PC,12h 45m,100%,,6336103,Completed,First,"June 01, 2018",,12h 45m,,,,,,
574,21680,BlackOpal,PC,12h 49m,80%,,7963671,Completed,First,"January 06, 2019",,12h 49m 08s,,,,,,
575,21680,DMC_Dante,Xbox One,12h 59m,NR,,7938238,Completed,First,,12h,12h 59m,,,,,,
576,21680,,PC,13h,NR,"All Bosses, Run & Guns, and Coins",5384073,Completed,First,,,13h,,,,,,
577,21680,,PC,13h,NR,,5611484,Completed,First,,,13h,,13h,,,,
578,21680,Alexalder,PC,13h,NR,,5536551,Completed,First,,,13h,,13h,,,,
579,21680,Ashkaan,PC,13h,90%,,5099865,Completed,First,"October 07, 2017",,13h,,,,,,
580,21680,Carco,PC,13h,NR,,11140027,Completed,First,"March 11, 2020",10h,13h,,,,,,
581,21680,CrabCakes,PC,13h,NR,,5202349,Completed,First,"October 22, 2017",,13h,,,,,,
582,21680,Private,PC,13h,NR,,5172058,Completed,First,,,13h,,,,,,
583,21680,Guyius,PC,13h,NR,,5511155,Completed,First,"December 24, 2017",,13h,,,,,,
584,21680,Private,PC,13h,NR,,6019060,Completed,First,,,13h,,,,,,
585,21680,KlausKappa,PC,13h,NR,94% Completion,10275098,Completed,First,"October 19, 2019",,13h,,,,,,
586,21680,Private,PC,13h,NR,,11221029,Completed,First,December 2017,,13h,,,,,,
587,21680,PleasantlyTwstd,PC,13h,NR,,11221367,Completed,First,,,13h,,,,,,
588,21680,PurpleCrab,PC,13h,90%,,5283420,Completed,First,"November 11, 2017",,13h,,,,,,
589,21680,RobertsGonzalez,PC,13h,NR,,6039167,Completed,First,"March 25, 2018",,13h,,,,,,
590,21680,TitaniumDragon,PC,13h,100%,"Beat all the levels, beat the final boss on expert, got all but four achievements.",5529124,Completed,First,"December 28, 2017",,13h,,,,,,
591,21680,ban_evasion,Xbox One,13h,80%,,10922613,Completed,First,"February 15, 2020",,13h,,,,,,
592,21680,gabardyne,Xbox One,13h,NR,100% completion on my save file,6329106,Completed,First,"May 31, 2018",,13h,,,,,,
593,21680,litheflipper7,Xbox One,13h,100%,,6490957,Completed,First,"December 15, 2017",10h,13h,,,25h 24m,,,
594,21680,lob19,PC,13h,NR,,7250517,Completed,First,,,13h,,,,,,
595,21680,GoldenSpaceman,Nintendo Switch,13h 13m,90%,,8654749,Completed,First,"April 23, 2019",,13h 13m 51s,,,,,,
596,21680,SolidusPlus,Nintendo Switch,13h 17m,80%,First completed playthrough.,11716764,Completed,Replay,"May 04, 2019",,13h 17m,"Total playtime combines:
PC - 7 hours
Switch - 13 hours",,,,,
597,21680,Private,PC,13h 28m,100%,,11821624,Completed,First,"July 20, 2019",,13h 28m,,,,,,
598,21680,,PC,13h 30m,NR,,8994514,Completed,First,,,13h 30m,,,,,,
599,21680,CallOfCasual,PC,13h 30m,NR,,5540272,Completed,First,"December 31, 2017",,13h 30m,,,,,,
600,21680,Sap1ing,Nintendo Switch,13h 30m,NR,,8638374,Completed,First,"May 31, 2019",,13h 30m,,,,,,
601,21680,af8artos,PC,13h 30m,NR,,5539298,Completed,First,"December 30, 2017",,13h 30m,,,,,,
602,21680,fuzilly,PC,13h 30m,90%,,8449315,Completed,First,"March 11, 2019",10h,13h 30m,,,,,,
603,21680,knalb,PC,13h 35m,90%,All coins,5469738,Completed,First,"December 25, 2017",,13h 35m 11s,,,,,,
604,21680,screamas,Xbox One,13h 36m,NR,,6250678,Completed,First,"May 15, 2018",,13h 36m,,,,,,
605,21680,Bold_Wolf,PC,13h 40m,80%,,7426786,Replay Custom List Completed,First,"December 08, 2018",9h 30m,13h 40m,,,,28h 58m /,,
606,21680,pez,PC,13h 40m,80%,,10899874,Completed,First,"November 14, 2017",,13h 40m,,,,,,
607,21680,Private,Nintendo Switch,13h 55m,90%,,8556616,Completed,First,"April 29, 2019",,13h 55m,,,,,,
608,21680,,PC,14h,NR,,6586104,Completed,First,,,14h,,,,,,
609,21680,AtlanteanGoldfish,PC,14h,NR,,5143026,Completed,First,"October 07, 2017",,14h,,,,,,
610,21680,ChiasPet,PC,14h,NR,,11478409,Completed,First,,,14h,,,,,,
611,21680,CurseOfTheMumu,PC,14h,NR,,10352671,Completed,First,,10h,14h,,,,,,
612,21680,Dinho,PC,14h,90%,,5192397,Completed,First,"November 01, 2017",,14h,,,14h 05m,,,
613,21680,Shrekkie,Nintendo Switch,14h,NR,,8880530,Completed,First,"June 02, 2019",,14h,,,,,,
614,21680,Skikkiks,PC,14h,100%,,6290661,Completed,First,"October 02, 2017",,14h,,,,,,
615,21680,besighyawn,Xbox One,14h,90%,,8857197,Custom List Completed,First,"May 27, 2019",,14h,,,,,,
616,21680,cerebruul,PC,14h,NR,,5789360,Completed,First,"December 09, 2017",,14h,,,,,,
617,21680,fatkidplaygame,PC,14h,NR,,5201966,Completed,First,"October 22, 2017",,14h,,,,,,
618,21680,harkalada,PC,14h,100%,,9441496,Completed,First,"August 24, 2019",,14h,,,,,,
619,21680,Private,PC,14h,90%,,5201938,Completed,First,2017,,14h,,,,,,
620,21680,swankyr,PC,14h,NR,"All achievements unlocked, P-rank'd and Expert mode",8911536,Completed,First,"June 07, 2019",12h 30m,14h,,,23h,,,
621,21680,whipert,PC,14h,NR,,11330573,Completed,First,"January 31, 2018",,14h,,,,,,
622,21680,Chaser329,PC,14h 10m,100%,"79% Achievements, 22 of 28, tried to S a few",5907156,Completed,First,"October 04, 2017",,14h 10m,"Sep 30, 2017 for 20sgd",,,,,
623,21680,BreakoutAR,PC,14h 11m,90%,,11958513,Completed,First,,,14h 11m,,,,,,
624,21680,pkughost,Mac,14h 12m,100%,,7402607,Completed,First,"November 08, 2018",,14h 12m,,,,,,
625,21680,Private,PC,14h 26m,NR,,5268651,Completed,First,"November 14, 2017",,14h 26m 34s,,,,,,
626,21680,,PC,14h 30m,NR,,5161216,Completed,First,,,14h 30m,,,,,,
627,21680,SirTalpa,PC,14h 30m,90%,All levels and coins.,8771223,Completed,First,"October 02, 2017",,14h 30m,,,,,,
628,21680,Genjutsuhh,PC,14h 33m,70%,,5413476,Completed,First,"January 19, 2018",,14h 33m 43s,,,,,,
629,21680,Fanha,Xbox One,14h 50m,90%,,6241979,Completed,First,"May 13, 2018",,14h 50m,,,,,,
630,21680,,PC,15h,NR,,5145551,Completed,Replay,,13h 30m,15h,,,,,,
631,21680,,PC,15h,NR,,5354667,Completed,First,,,15h,,,,,,
632,21680,,PC,15h,NR,,8561075,Completed,First,,11h,15h,,,20h,,,
633,21680,Blade_of_Corvo,Xbox One,15h,100%,,8409304,Completed,First,"March 05, 2019",,15h,,,,,,
634,21680,DaemonXHUN,PC,15h,80%,,7250218,Completed,First,"October 14, 2018",,15h,,,,,,
635,21680,DarKong,PC,15h,100%,,10256900,Completed,First,"September 28, 2019",,15h,,,,,,
636,21680,Hellzinho,Nintendo Switch,15h,90%,,11027641,Completed,First,"February 21, 2020",,15h,,,,,,
637,21680,Igor7,PC,15h,70%,,8662442,Completed,First,"January 23, 2018",,15h,,,,,,
638,21680,Moist_Wrist,Nintendo Switch,15h,90%,"Some messing about in 2 player too, 1246 deaths lmao",8960647,Completed,First,"September 13, 2019",,15h,,,,,,
639,21680,StDiabeetus,Nintendo Switch,15h,NR,,8696724,Completed,First,"May 01, 2019",,15h,,,,,,
640,21680,TiavioliGaming,PC,15h,NR,,6878209,Completed,First,"June 21, 2018",,15h,,,,,,
641,21680,Uncle_Kaz,PC,15h,NR,,10228833,Completed,First,"October 10, 2019",,15h,,,,,,
642,21680,Private,PC,15h,NR,,9420965,Completed,First,"July 07, 2019",,15h,,,,,,
643,21680,Private,Nintendo Switch,15h,NR,,9023811,Completed,First,"June 23, 2019",,15h,,,,,,
644,21680,cam312,Nintendo Switch,15h,NR,,10286143,Completed,First,,,15h,,,,,,
645,21680,fcruz82,Nintendo Switch,15h,100%,,10653516,Completed,First,"December 24, 2019",,15h,,,,,,
646,21680,guandumn,PC,15h,NR,,10146883,Completed,First,"September 26, 2019",,15h,,,,,,
647,21680,mojazu,Nintendo Switch,15h,90%,105%. 442 deaths. All bosses with at least A-.,8692883,Completed,First,"May 01, 2019",,15h,,,,,,
648,21680,Private,PC,15h,70%,,6034784,Completed,First,,,15h,,,,,,
649,21680,thepunkface,PC,15h,80%,,11385324,Completed,First,,,15h,,,,,,
650,21680,toothpickwilly,PC,15h,100%,,8859001,Completed,First,"May 25, 2019",,15h,,,,,,
651,21680,sptassi,Nintendo Switch,15h 10m,NR,,9572903,Completed,First,"September 09, 2019",,15h 10m,,,,,,
652,21680,,PC,15h 12m,NR,,5447031,Completed,First,,10h 55m 12s,15h 12m 32s,,,16h 59m,,,
653,21680,Etrox,PC,15h 24m,90%,,6659284,Completed,First,"July 24, 2018",,15h 24m,,,,,,
654,21680,aviggo77,PC,15h 30m,100%,,8112323,Completed,First,"March 22, 2018",,15h 30m,,,,,,
655,21680,SeraphGamer,Nintendo Switch,15h 30m,90%,All but one coin. Forget that coin.,11131370,Completed,First,"March 10, 2020",,15h 30m 30s,,,,,,
656,21680,Petrov,PC,15h 36m,NR,,5158200,Completed,First,"December 12, 2017",,15h 36m 41s,,,,,,
657,21680,TheBarbato,Xbox One,15h 40m,100%,"750/1000 Gamerscore. All stages completed on Normal and Expert, every item and coin collected.",5122455,Completed,First,"October 14, 2017",,15h 40m,,,,,,
658,21680,allanschnorr,PC,15h 40m,100%,,5119503,Completed,First,"October 12, 2017",,15h 40m,,,,,,
659,21680,bboyz3ro,Xbox One,15h 46m,NR,"115%, 24/28 achievements completed",11324885,Completed,Replay,"January 03, 2019",,15h 46m,,,,,,
660,21680,lakester,PC,15h 50m,90%,,5175950,Completed,First,"October 29, 2017",,15h 50m,,,,,,
661,21680,,PC,16h,NR,,10969568,Completed,First,,,16h,,,,,,
662,21680,Animanis,PC,16h,NR,,7346902,Completed,First,"February 21, 2019",,16h,,,,,,
663,21680,BurgerJuice24,Xbox One,16h,90%,Includes beating it on expert which is unlocked after beating it on regular and it is HARD,5235702,Completed,First,"September 29, 2017",14h 30m,16h,,,25h,,,
664,21680,Crashius38,PC,16h,90%,,7342001,Completed,First,,15h,16h,,,,,,
665,21680,CriticalMax,PC,16h,NR,,5589928,Completed,First,"January 05, 2018",,16h,,,,,,
666,21680,ErikPerikSperik,PC,16h,NR,,10779054,Completed,First,"December 31, 2019",,16h,,,,,,
667,21680,EssThree,PC,16h,NR,,5318071,Completed,First,"November 12, 2017",,16h,,,,,,
668,21680,Fokko,PC,16h,90%,,10196385,Completed,First,"April 22, 2019",,16h,,,,,,
669,21680,animotiks,Nintendo Switch,16h,100%,,9162954,Completed,First,,13h,16h,,,25h,,,
670,21680,kdta123,PC,16h,NR,,5748304,Completed,First,"January 30, 2018",,16h,,,,,,
671,21680,pere3,PC,16h 06m,80%,,6105296,Completed,First,"April 10, 2018",,16h 06m,,,,,,
672,21680,MKami,Nintendo Switch,16h 15m,90%,All Bosses A+,11756334,Completed,Replay,"May 22, 2020",,16h 15m,,,,,,
673,21680,TheFaddey,PC,16h 17m,NR,Completion times without trying for the best score / getting all the coins in Run-and-Gun sections.,11150065,Completed,First,"March 25, 2020",,16h 17m 08s,,,,,,
674,21680,strwbrryjams,Xbox One,16h 21m,NR,,10791748,Completed,First,"October 26, 2018",12h 33m,16h 21m,,,23h 22m,,,
675,21680,Respomar,PC,16h 23m,90%,Not all Extra Quests: All except A ranks.,7515430,Custom List Custom List 3 Completed,First,"January 01, 2018",,16h 23m,"Cracked the game on this first playthrough, of course, I bought it later on Steam ;)",,,18h 48m /,,
676,21680,siam2020,PC,16h 25m,NR,,5471534,Completed,First,"December 16, 2017",,16h 25m 33s,,,,,,
677,21680,Lv25_Magikarp,PC,16h 39m,100%,,5998756,Completed,First,"March 17, 2018",,16h 39m,,,,,,
678,21680,dragmagpuff,Xbox One,16h 46m,90%,,5669771,Completed,First,"January 15, 2018",,16h 46m,,,,,,
679,21680,Akulakhan,PC,16h 51m,80%,97% completion.,5171088,Completed,First,"October 13, 2017",,16h 51m,,,,,,
680,21680,,PC,17h,NR,,5179682,Completed,First,,,17h,,,,,,
681,21680,,Xbox One,17h,NR,,5293012,Completed,First,,,17h,,,,,,
682,21680,,PC,17h,NR,,6099660,Completed,First,,,17h,,,,,,
683,21680,,PC,17h,NR,,11675290,Completed,First,,,17h,,,,,,
684,21680,JohnnyHendrix,Nintendo Switch,17h,100%,,10740915,Completed,First,"January 05, 2020",,17h,,,,,,
685,21680,Ka0sph3re,PC,17h,90%,,8994208,Completed,First,,,17h,,,,,,
686,21680,King_K,Xbox One,17h,90%,,7263510,Completed,First,"October 08, 2017",15h,17h,,,,,,
687,21680,NickPG44,PC,17h,100%,,10591984,Completed,First,"December 07, 2019",14h,17h,,,24h,,,
688,21680,PKCoolness,PC,17h,NR,,8313664,Completed,First,2018,,17h,,,,,,
689,21680,PsychShaman,PC,17h,NR,,7007874,Completed,First,"December 19, 2019",,17h,,,,,,
690,21680,horkenfanboy,PC,17h,100%,,7829570,Replay Completed,First,,,17h,,,,17h 43m /,,
691,21680,xNexu5x,PC,17h,90%,,11983426,Completed,First,"December 31, 2018",,17h,,,,,,
692,21680,Darthaegis,PC,17h 30m,80%,,5891983,Completed,First,"February 25, 2018",,17h 30m,,,,,,
693,21680,Private,PC,17h 30m,90%,"200%, 353 deaths",8556259,Completed,First,"April 01, 2019",7h 45m,17h 30m,,,,,,
694,21680,yeetboys,Xbox One,17h 30m,90%,,7329625,Completed,First,"October 26, 2018",,17h 30m,,,,,,
695,21680,,PC,18h,NR,,5293184,Completed,First,,,18h,,,,,,
696,21680,,Nintendo Switch,18h,NR,,8966369,Completed,First,,,18h,,,,,,
697,21680,Memeieu,PC,18h,NR,,11158716,Completed,Replay,"March 15, 2020",,18h,,,,,,
698,21680,Private,PC,18h,NR,,6355002,Replay Completed,First,"August 13, 2018",,18h,,,,,,
699,21680,Yenn,Nintendo Switch,18h,NR,,11658895,Completed,First,"May 06, 2020",,18h,,,,,,
700,21680,Mawingu21,Xbox One,18h 12m,90%,20/28 Achievements. All coins obtained. Regular difficulty. Played co-op.,5289553,Completed,First,"June 03, 2018",,18h 12m,Entire game was played 2-player co-op.,18h 12m,,,,
701,21680,AndrewTziAnChan,PC,18h 30m,80%,,11059652,Completed,First,"February 26, 2020",,18h 30m,Run and Gun missions cannot be completed to the best rating without an ability. I wasted hours trying to do so. I had to look online to see what I was missing and I found out after making at least a hundred attempts.,,,,,
702,21680,Glammer,PC,18h 40m,70%,98%,10788535,Completed,First,"January 10, 2020",,18h 40m,,,,,,
703,21680,MitchPotato,PC,18h 40m,80%,,6119788,Completed,First,,,18h 40m,,,,,,
704,21680,authoritah,PC,18h 49m,90%,,5505865,Completed,First,"January 16, 2018",,18h 49m 27s,,,,,,
705,21680,,PC,19h,NR,,5619634,Completed,First,,,19h,,,,,,
706,21680,,PC,19h,NR,,7822641,Completed,First,,,19h,,,,,,
707,21680,Llobster12,PC,19h,NR,,5334627,Completed,First,"November 09, 2017",,19h,,,,,,
708,21680,blackMamba1187,Nintendo Switch,19h,100%,,8841823,Replay Completed,Replay,"May 25, 2019",,19h,almost all played portable,,,,,
709,21680,filanke,PC,19h,NR,,7009652,Completed,First,,,19h,,,,,,
710,21680,fledermauss,PC,19h,NR,,8869540,Completed,First,"March 10, 2020",,19h,,,,,,
711,21680,lunarobserver,PC,19h,NR,,10658627,Completed,First,"December 26, 2019",,19h,,,,,,
712,21680,Private,Xbox One,19h,NR,,5153641,Completed,First,"October 09, 2017",,19h,,,,,,
713,21680,GuillermoF1,PC,19h 25m,NR,,5477063,Completed,First,"December 17, 2017",,19h 25m,,,,,,
714,21680,sunspear16,Xbox One,19h 30m,NR,,5150390,Completed,First,"October 20, 2017",,19h 30m,,,,,,
715,21680,Reicha7,PC,19h 31m,NR,,12008504,Completed,First,"June 13, 2020",,19h 31m,,,,,,
716,21680,,PC,19h 38m,NR,,5279168,Completed,First,,9h 56m,19h 38m,,,,,,
717,21680,NebulaND,Nintendo Switch,19h 39m,100%,,9515439,Completed,First,"October 09, 2019",,19h 39m,,,,,,
718,21680,Ardiffaz,PC,19h 49m,NR,,11393959,Completed,First,,,19h 49m,,,,,,
719,21680,,PC,20h,NR,,5151232,Completed,First,,,20h,,,,,,
720,21680,,PC,20h,NR,,5205582,Completed,First,,,20h,,,,,,
721,21680,,Xbox One,20h,NR,"this is all the levels done, then pacifist and all but a couple ranked A, and finally 1 S-rank",7085882,Completed,First,,,20h,,,,,,
722,21680,,PC,20h,NR,,9133531,Completed,First,,,20h,,,,,,
723,21680,,Nintendo Switch,20h,NR,,11952266,Completed,Replay,,18h,20h,,,30h,,,
724,21680,BL4CKOWL,PC,20h,80%,,11411263,Completed,First,"April 11, 2020",,20h,,,,,,
725,21680,Benjax14,PC,20h,NR,,9205472,Completed,First,"July 22, 2019",,20h,,,,,,
726,21680,HugiMunnin,Xbox One,20h,NR,,5161219,Completed,First,"August 11, 2019",,20h,,,,,,
727,21680,Private,PC,20h,NR,All bosses. All endings. All run and gun. 100% (no Expert mode). 20/28 achivements 71%. 543 deaths,5603615,Completed,First,"January 06, 2018",,20h,,,,,,
728,21680,LlamaBoombama,PC,20h,90%,,8656991,Completed,First,"April 22, 2019",,20h,,,,,,
729,21680,Private,Xbox One,20h,NR,,8073996,Completed,First,"October 20, 2017",12h,20h,,,,,,
730,21680,SturmgeistX,Nintendo Switch,20h,90%,Time is estimate. All achievements except for beating the game on expert (one day!),11495247,Completed,First,,,20h,,,,,,
731,21680,TheDeadSkin,PC,20h,NR,,5166898,Completed,First,"October 11, 2017",18h,20h,,,,,,
732,21680,Zprite,PC,20h,NR,,5734164,Completed,First,"January 27, 2018",,20h,,,,,,
733,21680,chasehartsook,Nintendo Switch,20h,NR,,11953977,Completed,First,"May 31, 2020",,20h,,,,,,
734,21680,ellusionist,Nintendo Switch,20h,NR,,10460097,Completed,First,"January 21, 2020",,20h,,,,,,
735,21680,Private,PC,20h,70%,,10478308,Completed,First,,,20h,,,,,,
736,21680,patryk1410,PC,20h,90%,,11000202,Completed,First,"February 16, 2020",,20h,,,,,,
737,21680,withouttheoth3r,PC,20h,100%,,8572267,Completed,First,"June 19, 2019",,20h,,,,,,
738,21680,aklon84,PC,20h 12m,100%,,5670668,Completed,First,"January 16, 2018",,20h 12m,,,37h,,,
739,21680,jjatr,Nintendo Switch,20h 30m,80%,,9114032,Completed,First,"July 09, 2019",,20h 30m,,,,,,
740,21680,silentgamerbr,PC,20h 50m,100%,,5781760,Completed,First,"July 10, 2018",,20h 50m,,,,,,
741,21680,,PC,21h,NR,,5123102,Completed,First,,,21h,,,,,,
742,21680,IanDecker,Xbox One,21h,100%,,5212792,Completed,First,"October 13, 2017",,21h,,,,,,
743,21680,Private,PC,21h,NR,,5684724,Completed,First,"February 26, 2018",,21h,,,,,,
744,21680,Skeuomorvis,PC,21h,70%,,11952112,Completed,First,"June 09, 2019",,21h,,,,,,
745,21680,duncandraws,PC,21h,NR,,6359835,Completed,First,"June 06, 2018",,21h,,,,,,
746,21680,idolmind,PC,21h,100%,,5256712,Completed,First,"December 17, 2017",,21h,,,,,,
747,21680,nafers623,PC,21h,90%,,5150392,Completed,First,"October 20, 2017",,21h,,,,,,
748,21680,TT1990,PC,21h 13m,NR,,5724349,Completed,First,"January 25, 2018",,21h 13m,,,,,,
749,21680,seznam88,PC,21h 22m,90%,,5112245,Completed,First,"October 30, 2017",,21h 22m,All Bosses done on Regular Difficulty. All Run and Gun Levels done with all Gold Coins. 99% Overall Completion on the Save File.,,,,,
750,21680,TheJayster,PC,22h,100%,All coins collected,5711715,Completed,First,"October 24, 2017",,22h,,,,,,
751,21680,Private,PC,22h,NR,,6202868,Completed,First,"April 28, 2018",,22h,,,,,,
752,21680,LeoKasper,PC,22h 37m,80%,,6732655,Completed,First,"August 01, 2018",,22h 37m,,,,,,
753,21680,,PC,23h,NR,,5337939,Completed,First,,,23h,,,,,,
754,21680,,PC,23h,NR,,5669504,Completed,First,,,23h,,,,,,
755,21680,GreenStarfish,Nintendo Switch,23h,70%,"Wanted to go for 100 % completion, but the game is just too difficult.",10777340,Completed,First,"March 25, 2020",,23h,,,,,,
756,21680,Kitradu,PC,23h,NR,,5199032,Completed,First,"March 10, 2018",,23h,,,,,,
757,21680,,PC,23h 36m,NR,,6803458,Completed,First,,,23h 36m,,,,,,
