,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Vs.,Progress,Personal Notes,Speedrun,Co-Op
1072,12707,,PC,36h,NR,,1142955,Completed,First,,,36h,,,,,,
1073,12707,,PC,36h,NR,,1407155,Completed,First,,,36h,,,,,,
1074,12707,,PlayStation 4,36h,NR,"Awesome game, worth every minute of your playtime",11837482,Completed,First,,15h 30m,36h,55h 30m,,,,,
1075,12707,Flawii,PC,36h,NR,,2625266,Completed,First,,,36h,,,,,,
1076,12707,Private,Xbox One,36h,50%,,11754809,Completed,First,"September 15, 2016",,36h,,,,,,
1077,12707,Private,PC,36h,90%,,11485420,Completed,First,"June 30, 2015",,36h,,,,,,
1078,12707,TremorC,PlayStation 4,36h,100%,,491580,Completed,First,"December 29, 2013",,36h,,,,,,
1079,12707,Private,PC,36h,NR,,4082549,Completed,First,,,36h,,,,,,
1080,12707,hydrosung,PC,36h,90%,,531995,Completed,First,"December 26, 2013",,36h,,,,,,
1081,12707,jasroman,PC,36h,80%,,10754489,Completed,First,,,36h,,,,,,
1082,12707,neoXclusive,PC,36h,NR,,8546112,Completed,First,,,36h,,,,,,
1083,12707,Private,Xbox 360,36h,90%,,1306573,Completed,First,"April 30, 2015",,36h,,,,,,
1084,12707,phxalpha2,PlayStation 3,36h,NR,,3971889,Completed,First,,,36h,,,,,,
1085,12707,seanmn,Xbox One,36h,50%,,3460823,Completed,First,"November 27, 2013",,36h,,,,,,
1086,12707,tcwleblanc,PC,36h 19m,NR,,3841347,Completed,First,"December 03, 2013",,36h 19m,,,,,,
1087,12707,Private,Xbox 360,36h 20m,80%,,599351,Completed,First,"January 27, 2014",,36h 20m,43h,,,,,
1088,12707,Straw,PC,36h 23m,NR,98% (except sync of main missions) - Ship 100% - 82% Edward - Craft 100% - 82 Challenges - All sticky notes and hacks,5744373,Completed,First,"January 29, 2018",,36h 23m 04s,,,,,,
1089,12707,Ranentaketon,PC,36h 35m,NR,,11615335,Completed,First,,,36h 35m,,,,,,
1090,12707,Koolstr,PC,36h 40m,90%,Completed collectibles and side quests as I came across them. At 76% completion.,8818164,Playing Completed,First,"May 19, 2019",,36h 40m,,,,,,
1091,12707,arumbaut24,Xbox 360,36h 45m,100%,,593674,Completed,First,"January 11, 2014",,36h 45m 12s,,,,,,
1092,12707,Reljack,Xbox 360,36h 50m,80%,,7306418,Completed Retired,First,"January 12, 2016",25h 40m,36h 50m,,,,,,
1093,12707,Crazyman2450,PlayStation 4,36h 50m,NR,,693379,Completed,First,"March 02, 2014",19h 40m,36h 50m 55s,,,,,,
1094,12707,,Xbox One,37h,NR,,973026,Completed,First,,27h,37h,50h,,,,,
1095,12707,,PlayStation 3,37h,NR,,2846225,Completed,First,,,37h,,,,,,
1096,12707,,PC,37h,NR,,4293344,Completed,First,,,37h,,,,,,
1097,12707,CGidari,Xbox One,37h,90%,,608603,Completed,First,"March 16, 2014",,37h,,,,,,
1098,12707,Firedragon100,PC,37h,NR,,4312239,Completed,First,"April 15, 2015",,37h,,,,,,
1099,12707,Flashback,PC,37h,70%,,506831,Completed,First,"August 08, 2014",,37h,,,,,,
1100,12707,Frensis13,Nintendo Switch,37h,70%,,10834033,Completed,First,"March 10, 2020",,37h,,,,,,
1101,12707,Gidner,PC,37h,90%,,7191433,Completed,Replay,"March 30, 2018",,37h,,,,,,
1102,12707,Injuredhunter,PlayStation 4,37h,NR,,511976,Completed,First,"July 04, 2014",,37h,,,,,,
1103,12707,Khan,Xbox 360,37h,NR,,3124753,Completed,First,"July 04, 2016",,37h,,,,,,
1104,12707,Olwen,PC,37h,90%,,7166233,Completed,First,"October 02, 2018",,37h,,,,,,
1105,12707,TheLegend,PlayStation 3,37h,NR,,7567094,Completed,First,"February 23, 2015",,37h,,,,,,
1106,12707,The_Traveller,PC,37h,NR,,2626314,Completed,First,"February 18, 2016",,37h,,,,,,
1107,12707,arjungunner,PC,37h,80%,,1271302,Completed,First,January 2014,,37h,,,,,,
1108,12707,hasnatbashir,Xbox 360,37h,90%,,7449791,Completed,First,March 2014,18h,37h,,,,,,
1109,12707,infernuseg,PC,37h,90%,,589505,Completed,First,"January 22, 2014",,37h,,,,,,
1110,12707,Private,Nintendo Switch,37h,90%,,10694587,Completed,First,"February 09, 2020",,37h,,,,,,
1111,12707,kennethfinnerup,PC,37h,NR,,1102025,Completed,First,"January 06, 2015",,37h,,,,,,
1112,12707,tugberk31,PlayStation 4,37h,NR,,5700348,Completed,First,"January 21, 2018",,37h,,,,,,
1113,12707,Beowulf94,PlayStation 4,37h 04m,90%,,10514633,Completed,First,"November 30, 2015",,37h 04m 05s,,,,,,
1114,12707,Private,PC,37h 05m,NR,,12006408,Completed,First,"June 15, 2020",,37h 05m,,,,,,
1115,12707,insidexml,PC,37h 18m,NR,,10240832,Completed,First,,,37h 18m,,,,,,
1116,12707,ViPeZz,Xbox One,37h 20m,100%,,7436624,Custom List Completed,First,"July 10, 2014",,37h 20m,,,37h 20m /,,,
1117,12707,atacama,PC,37h 22m,90%,95% completion,494739,Completed,First,"February 18, 2020",,37h 22m,,,,,,
1118,12707,BlackMageIV,PlayStation 4,37h 30m,100%,,659188,Completed,First,"December 15, 2013",,37h 30m,,,,,,
1119,12707,Private,PlayStation 3,37h 30m,100%,,610964,Completed,First,,,37h 30m,,,,,,
1120,12707,,Xbox 360,38h,NR,not done,6177712,Completed,First,,20h,38h,,,,,,
1121,12707,2theTardis,PlayStation 4,38h,NR,,5419507,Completed,First,,,38h,,,,,,
1122,12707,DaRkSh4doW,PC,38h,NR,,4752270,Completed,Replay,,25h 20m,38h,46h,,,,,
1123,12707,Gallucci,Xbox One,38h,90%,,5906220,Completed,First,"March 28, 2014",23h,38h,,,,,,
1124,12707,HTownBoi,Xbox 360,38h,80%,,10228202,Completed,First,"April 17, 2019",,38h,,,,,,
1125,12707,Private,PC,38h,NR,,4435707,Completed,First,,,38h,,,,,,
1126,12707,ManInBlack,PC,38h,70%,,8998505,Completed,First,"May 02, 2019",25h,38h,,,,,,
1127,12707,Maneige,PC,38h,NR,,2454827,Completed,First,"January 20, 2016",,38h,,,,,,
1128,12707,Mechakoopa,PC,38h,NR,,5416019,Completed,First,,,38h,,,,,,
1129,12707,Zumigon,PC,38h,70%,,10512552,Replay Completed,Replay,"November 30, 2016",,38h,,,54h /,,,
1130,12707,altoid,PC,38h,NR,,503875,Completed,First,"December 01, 2013",,38h,,,,,,
1131,12707,Private,PC,38h,NR,,1327802,Completed,First,"May 02, 2015",,38h,,,,,,
1132,12707,engda59,PC,38h,NR,,11410369,Completed,First,"May 26, 2020",,38h,,,,,,
1133,12707,heap,PC,38h,90%,,10863527,Completed,First,"May 12, 2020",,38h,,,,,,
1134,12707,khyos,PlayStation 4,38h,NR,,1047363,Completed,First,,25h,38h,,,,,,
1135,12707,lenmqlenmq,PC,38h,NR,,6769681,Completed,First,"August 05, 2018",,38h,,,,,,
1136,12707,muneeb_3,PlayStation 4,38h 01m,NR,,1723625,Completed,First,"February 22, 2016",,38h 01m 27s,,,,,,
1137,12707,,PlayStation 4,38h 05m,NR,,636947,Completed,First,,20h 51m 26s,38h 05m,,,,,,
1138,12707,LifeGaveLemons,PlayStation 3,38h 05m,90%,68%,494750,Completed,First,"November 24, 2013",,38h 05m 30s,,,,,,
1139,12707,That1CrappyGuy,PlayStation 4,38h 06m,NR,,11499976,Completed,First,"January 28, 2019",,38h 06m 12s,,,,,,
1140,12707,Private,PlayStation 3,38h 33m,NR,,710827,Completed,First,"November 29, 2013",25h 18m 44s,38h 33m 05s,,,,,,
1141,12707,XxMegaHD,Xbox One,38h 36m,NR,,8495788,Custom List Completed,First,"November 18, 2017",,38h 36m,,,,,,
1142,12707,Toddisodd21,PlayStation 4,38h 41m,90%,,656020,Completed,First,"January 22, 2014",,38h 41m 26s,,,,,,
1143,12707,GreenKing,PC,38h 44m,90%,,4386146,Completed,First,"August 05, 2014",,38h 44m,,,,,,
1144,12707,Classic_Rank,PlayStation 4,38h 45m,NR,,482753,Completed,First,"January 26, 2014",,38h 45m 24s,,,,,,
1145,12707,Gojira1988,PC,38h 47m,NR,,3849224,Completed,First,"July 28, 2016",,38h 47m,,,,,,
1146,12707,thecountrymans,Xbox 360,38h 47m,100%,,554968,Completed,First,"December 29, 2013",,38h 47m 13s,,,,,,
1147,12707,Aranelle,PlayStation 4,38h 52m,NR,,740266,Completed,First,"March 20, 2014",,38h 52m 02s,,,,,,
1148,12707,Latouffe,PC,38h 53m,NR,,828671,Completed,First,,,38h 53m,,,,,,
1149,12707,,PlayStation 4,39h,NR,,673385,Completed,First,,,39h,,,,,,
1150,12707,,PC,39h,NR,,1073650,Completed,First,,26h,39h,43h,,,,14h,
1151,12707,,Nintendo Switch,39h,NR,,11001376,Completed,First,,,39h,,,,,,
1152,12707,Akros,PC,39h,80%,,4169013,Completed,First,,,39h,,,,,,
1153,12707,Christophe,PC,39h,10%,,2305680,Completed,First,"December 30, 2015",,39h,,,,,,
1154,12707,Mathes,PC,39h,90%,,600488,Completed,First,,,39h,,,,,,
1155,12707,Private,PC,39h,NR,,4429282,Completed,First,"May 14, 2017",,39h,,,,,,
1156,12707,Spiquente,PC,39h,NR,,3099992,Completed,First,,,39h,,,,,,
1157,12707,Tommyk20,PlayStation 4,39h,80%,,5253528,Completed Retired,First,"November 01, 2017",20h,39h,46h,,,,,
1158,12707,carosella24,PlayStation 3,39h,80%,,551730,Completed,First,"December 28, 2013",,39h,,6h,,,,1h
1159,12707,night6840,PlayStation 3,39h,NR,,8584236,Completed,First,,,39h,,,,,,
1160,12707,Luky369,Xbox One,39h 01m,80%,,3796805,Custom List Completed,First,"January 26, 2017",,39h 01m 28s,,,2h /,,,
1161,12707,celynn,PlayStation 4,39h 04m,NR,,7306548,Completed,First,"November 06, 2018",,39h 04m,,,,,,
1162,12707,NBSN,PC,39h 07m,90%,"Spent a lot of time getting the special armor, maxing out the ship, and collecting a lot of collectibles.",1190202,Completed,First,,,39h 07m,,,,,,
1163,12707,kyle1924,PlayStation 4,39h 09m,NR,"All Story, All Templar Hunt, All Collectables, 80 challenges, 1 Legendary Ship, All Assassin missions, All Naval Con",3717218,Completed,First,"December 05, 2016",,39h 09m 26s,,,,,,
1164,12707,luizp21,Wii U,39h 27m,80%,79%,6428750,Completed,First,"June 18, 2018",,39h 27m,,,,,,
1165,12707,bilu,PC,39h 28m,90%,,1370085,Completed,First,"June 22, 2018",,39h 28m,,,,,,
1166,12707,,Xbox One,39h 30m,NR,,1122779,Completed,First,,,39h 30m,,,,,,
1167,12707,Nijunana,PlayStation 4,39h 30m,NR,,745869,Completed,First,"June 08, 2014",,39h 30m,,,,,,
1168,12707,mrvorgoth,PC,39h 33m,100%,,3379448,Completed,Replay,"August 31, 2016",22h 21m,39h 33m,55h 58m,,,,,
1169,12707,Private,Xbox One,39h 34m,NR,,581619,Completed,First,"February 01, 2016",,39h 34m,,,,,,
1170,12707,CrazyCatman,PC,39h 35m,NR,60-something percent,6502754,Completed,First,"July 15, 2018",,39h 35m 40s,,,,,,
1171,12707,darkmyre,PC,39h 37m,NR,,5535463,Completed,First,"July 12, 2018",,39h 37m,,,,,,
1172,12707,ayoungone3,PlayStation 3,39h 49m,100%,,10919302,Completed,First,"January 12, 2015",,39h 49m,,,,,,
1173,12707,indecisivetank,PC,39h 50m,NR,,1071331,Completed,First,"August 25, 2017",,39h 50m 01s,53h 02m 35s,,,,,
1174,12707,,PC,40h,NR,,524072,Completed,First,,,40h,,,,,,
1175,12707,,PlayStation 4,40h,NR,"I've done everything except collectables, hacking and optional objectives",621967,Completed,First,,,40h,,,,,,
1176,12707,,PlayStation 4,40h,NR,,1151941,Completed,First,,,40h,,,,,,
1177,12707,,PC,40h,NR,,1929140,Completed,First,,,40h,,,,,,
1178,12707,,PC,40h,NR,,2466683,Completed,First,,,40h,,,,,,
1179,12707,,PlayStation 4,40h,NR,,3734783,Completed,First,,30h,40h,70h,,,,,
1180,12707,,PlayStation 3,40h,NR,,4746023,Completed,First,,24h 30m,40h,54h 55m,,,,,
1181,12707,,PC,40h,NR,,6772430,Completed,First,,25h,40h,65h,,,,,
1182,12707,,PlayStation 3,40h,NR,,7918590,Completed,First,,20h,40h,57h,,,,,
1183,12707,AlleyViper620,PlayStation 3,40h,90%,,1064631,Completed,First,"June 03, 2015",20h,40h,,,,,,
1184,12707,Private,PC,40h,NR,,4341673,Completed,First,2013,,40h,,,,,,
1185,12707,Aster1,PlayStation 4,40h,NR,,699122,Completed,First,"November 15, 2013",20h,40h,,,,,,
1186,12707,Blackhammer0,PC,40h,80%,"Disappointing plot but very good gameplay, had fun but had to force myself to finish the main plot.",541284,Completed,First,"December 12, 2013",,40h,,,,,,
1187,12707,BrycenRC,Xbox 360,40h,90%,,11528046,Completed,First,,,40h,,,,,,
1188,12707,Private,Xbox 360,40h,90%,,627853,Completed,First,"January 28, 2014",,40h,,,,,,
1189,12707,DamnataAnimus,PC,40h,100%,,497865,Completed,First,"November 29, 2013",15h,40h,,,,,,
1190,12707,Dirt_McGirt,PC,40h,NR,,2632331,Completed,First,"May 04, 2015",,40h,,,,,,
1191,12707,Gigz,PlayStation 3,40h,NR,,836141,Completed,First,,20h,40h,,,,,,
1192,12707,HYRUL3,Xbox 360,40h,90%,,461310,Completed,First,"January 06, 2014",,40h,,,,,,
1193,12707,JP1620,PlayStation 4,40h,90%,,488816,Completed,First,"January 07, 2014",,40h,,,,,,
1194,12707,Jammy115,Xbox One,40h,NR,,4959900,Replay Completed,Replay,"August 24, 2017",,40h,,,,,,
1195,12707,Joey8Bit,Xbox 360,40h,80%,,1968655,Completed,First,,30h 40m,40h,,,,,,
1196,12707,JubeiXL,PlayStation 4,40h,90%,,2629520,Completed,First,,,40h,,,,,,
1197,12707,Jukka,Nintendo Switch,40h,90%,51%,11039981,Completed,First,"February 23, 2020",,40h,,,,,,
1198,12707,KujiraP1,Nintendo Switch,40h,60%,,10765416,Completed,First,,,40h,,,,,,
1199,12707,Linetit,PC,40h,80%,,7771806,Completed,First,,,40h,,,,,,
1200,12707,MarcinW78,PC,40h,100%,,1888471,Completed,First,"September 30, 2015",,40h,,,,,,
1201,12707,MazowskiMaz,PlayStation 3,40h,NR,,11243109,Completed,First,"March 25, 2013",,40h,,,,,,
1202,12707,Mus3yeah,PlayStation 3,40h,100%,,10156519,Completed,First,"September 28, 2014",,40h,,,,,,
1203,12707,NiKEL,PC,40h,70%,,8540486,Completed,First,"June 22, 2019",,40h,,,,,,
1204,12707,OMWi,PC,40h,NR,,10907321,Completed,First,"February 10, 2020",,40h,,,,,,
1205,12707,OleBaba,PlayStation 4,40h,90%,,9252671,Completed,First,"March 19, 2014",22h,40h,,,,,,
1206,12707,PaperLuigi,PlayStation 3,40h,80%,,3616525,Completed,First,"September 23, 2014",,40h,,,,,,
1207,12707,Parikollo,PC,40h,NR,,10889935,Completed,First,"May 10, 2016",,40h,,,,,,
1208,12707,Polar,PC,40h,100%,,10554705,Completed,First,"July 27, 2019",30h,40h,57h,,,,,
1209,12707,Pottsy69,Xbox One,40h,90%,,689667,Completed,First,"May 06, 2014",,40h,,,,,,
1210,12707,PumaZebrato,PlayStation 4,40h,NR,,11502023,Completed,First,"May 20, 2018",,40h,,,,,,
1211,12707,PunkRockCarl,PlayStation 4,40h,100%,,9435362,Completed,First,2014,22h,40h,,,,,,
1212,12707,Realapollo1980,PC,40h,NR,,6782474,Completed,First,"August 07, 2018",,40h,,,,,,
1213,12707,Rippou,PC,40h,80%,,1336989,Completed,First,"August 07, 2014",,40h,,,,,,
1214,12707,Rossweiss,PC,40h,80%,,1123029,Completed,First,"February 15, 2015",,40h,,,,,,
1215,12707,Seroon,PC,40h,NR,Estimated time.,6929525,Completed,First,2014,,40h,,,,,,
1216,12707,Silvak,PC,40h,80%,,536836,Completed,First,"January 06, 2014",,40h,,,,,,
1217,12707,Stormblessed417,PlayStation 3,40h,90%,,2673782,Completed,First,"February 24, 2016",30h,40h,,,,,,
1218,12707,Subaphonic,Xbox 360,40h,50%,,791455,Completed,First,"July 29, 2014",,40h,,,,,,
1219,12707,Takwin,PlayStation 4,40h,NR,,3233517,Completed,First,,,40h,,,,,,
1220,12707,Wizbiscuit,PlayStation 4,40h,90%,,571597,Completed,First,"January 15, 2014",,40h,,,,,,
1221,12707,Yunnlith,PlayStation 3,40h,80%,,1481830,Completed,Replay,,,40h,,,,,,
1222,12707,amlan_x3n0,PC,40h,NR,,2046930,Completed,First,,,40h,,,,,,
1223,12707,Private,PlayStation 4,40h,90%,,543960,Completed,First,"January 02, 2014",,40h,,,,,,
1224,12707,benderisgreat,PC,40h,80%,,1843096,Completed,First,"September 19, 2015",,40h,,,,,,
1225,12707,blackMamba1187,PlayStation 4,40h,90%,,7014163,Completed,First,"December 28, 2013",,40h,,,,,,
1226,12707,blackop234,PC,40h,100%,,1348346,Completed,First,"December 23, 2013",,40h,,,,,,
1227,12707,butters,PC,40h,NR,,6089554,Completed,Replay,,23h,40h,60h,,,,,
1228,12707,butters,Xbox 360,40h,NR,,6089555,Completed,First,,23h,40h,60h,,,,,
1229,12707,dark_420,PlayStation 3,40h,NR,,2391381,Completed,First,"February 28, 2016",,40h,,,,,,
1230,12707,dragmagpuff,PC,40h,80%,,536575,Completed,First,"February 02, 2014",,40h,,,,,,
1231,12707,edgybravo,PlayStation 3,40h,80%,,10601586,Completed,First,"October 29, 2013",,40h,,,,,,
1232,12707,ehransom13,PC,40h,80%,"Did the Templar Hunts, lots of treasure hunts, missions, etc. Not quite a 100% clear.",603458,Completed,First,"April 11, 2014",,40h,,,,,,
1233,12707,eliasbakhos,PlayStation 4,40h,NR,,3391534,Completed,First,"September 04, 2014",,40h,,,,,,
1234,12707,hailadilan,PC,40h,NR,,4433223,Completed,First,"May 15, 2017",,40h,,,,,,
1235,12707,Private,Xbox 360,40h,NR,,6003691,Completed,First,"March 18, 2018",,40h,,,,,,
1236,12707,jengle10,PC,40h,NR,,1432492,Completed,First,"May 17, 2014",,40h,,,,,,
1237,12707,kenholic,PlayStation 4,40h,70%,,5291412,Completed,First,,,40h,,,,,,
1238,12707,korvmos,PC,40h,NR,,4807013,Completed,First,"July 23, 2017",,40h,,,,,,
1239,12707,koutsdimis,PC,40h,100%,,1361830,Completed,First,"December 19, 2013",,40h,,,,,,
1240,12707,lykaios,PC,40h,NR,,11642451,Completed,First,"May 03, 2020",,40h,,,,,,
1241,12707,pjfitz,Xbox 360,40h,NR,,1258040,Completed,First,"March 01, 2015",,40h,,,,,,
1242,12707,retorra,PlayStation 3,40h,90%,,8033710,Completed,First,"January 13, 2019",,40h,,,,,,
1243,12707,shiuan,PC,40h,90%,,1141587,Completed,First,"January 10, 2014",,40h,,,,,,
1244,12707,Private,PC,40h,NR,,3839894,Completed,First,,,40h,,,,,,
1245,12707,Beherzt,PC,40h 03m,NR,,4659632,Completed,First,"June 30, 2017",21h 58m,40h 03m,,,,,,
1246,12707,Joshster_1,PlayStation 3,40h 12m,80%,,3566187,Completed,First,"November 18, 2014",24h 36m,40h 12m,,,,,,
1247,12707,Procyon,PC,40h 15m,NR,,894279,Completed,First,"August 14, 2014",,40h 15m,,,,70% Completion,,
1248,12707,Aevumm,Xbox One,40h 16m,NR,,10884892,Completed,First,"February 08, 2017",,40h 16m,,,,,,
1249,12707,Singolo,Xbox 360,40h 20m,90%,,2028184,Completed,First,,25h 30m,40h 20m,,,,,,
1250,12707,Private,PlayStation 4,40h 21m,90%,,1151602,Completed,First,"January 25, 2015",,40h 21m,,,,,,
1251,12707,Footnice,Xbox 360,40h 22m,NR,,7756355,Completed,First,"December 16, 2018",,40h 22m,,,,,,
1252,12707,brianos1611,PC,40h 24m,NR,,536705,Completed,First,,,40h 24m,,,,,,
1253,12707,jclark41,PlayStation 3,40h 25m,NR,,3886745,Completed,First,,,40h 25m 31s,,,,,,
1254,12707,AhmedYossef1988,PlayStation 4,40h 25m,NR,,5168620,Completed,First,"November 10, 2017",,40h 25m 38s,,,,,,
1255,12707,Evamitchelle,PlayStation 3,40h 25m,NR,,779024,Completed,First,"June 28, 2014",,40h 25m 44s,,,,,,
1256,12707,BarrelRoll,PC,40h 30m,NR,,860224,Completed,First,"December 09, 2018",23h,40h 30m,57h,,,,,
1257,12707,TrapGod112,PlayStation 3,40h 30m,NR,,1717532,Completed,First,,20h 55m,40h 30m,,,,,,
1258,12707,faemir,PC,40h 30m,NR,,579551,Completed,First,"January 16, 2014",,40h 30m,,,,,,
1259,12707,zippyzo,PC,40h 30m,NR,,1031240,Completed,First,"November 23, 2014",,40h 30m,,,,,,
1260,12707,KalenBentley,Xbox One,40h 30m,NR,,11810035,Completed,First,"May 22, 2020",,40h 30m 06s,,,,,,
1261,12707,Strasko,PC,40h 31m,NR,,8222890,Completed,First,,,40h 31m,,,,,,
1262,12707,Wytann,PlayStation 4,40h 32m,80%,73% completion. Full Edward upgrades.,4954910,Completed,First,"August 23, 2017",,40h 32m,,,,,,
1263,12707,saladass,Xbox One,40h 35m,NR,,4644089,Completed,First,,,40h 35m,,,,,,
1264,12707,TheOnlyRail,PlayStation 4,40h 37m,NR,,6669788,Completed,First,"December 17, 2013",,40h 37m,,,,,,
1265,12707,dougalism,PlayStation 4,40h 37m,NR,Leval 8 in multilayer. 2 MP trophies from Platinum.,1349185,Completed,First,"April 13, 2020",,40h 37m 56s,,,,,,
1266,12707,APGamerZ,PC,40h 42m,NR,,3877967,Completed,First,"January 07, 2017",,40h 42m 31s,,,,,,
1267,12707,Private,PlayStation 4,40h 43m,100%,,11294651,Completed,First,,,40h 43m,,,,,,
1268,12707,DevilDawg,Xbox One,40h 47m,70%,,8463191,Custom List 2 Completed,First,"October 16, 2018",,40h 47m,,,,,,
1269,12707,Illairn,PlayStation 3,40h 47m,NR,,2128104,Completed,First,,,40h 47m,,,,,,
1270,12707,Radicchio32,PC,40h 47m,NR,,10739885,Completed,First,"January 26, 2020",,40h 47m 49s,,,,,,
1271,12707,virtualmayhem,PlayStation 4,40h 49m,NR,,781281,Completed,First,"July 21, 2014",,40h 49m 31s,,,,92% total sync...,,
1272,12707,FakeKisser,PC,41h,NR,,685146,Completed,First,"March 30, 2014",,41h,,,,,,
1273,12707,LinTians,PlayStation 3,41h,90%,,11338887,Completed,First,,,41h,,,,,,
1274,12707,MrMustacheRyyydd,PlayStation 3,41h,80%,,1284901,Completed,First,"December 07, 2013",,41h,,,,,,
1275,12707,PaulDS,PC,41h,NR,,9177842,Completed,First,"July 18, 2019",,41h,,,,,,
1276,12707,Shuurai,PC,41h,90%,,705874,Completed,First,,,41h,,,,,,
1277,12707,Splimmie,PC,41h,NR,,8900279,Completed,First,,,41h,,,,,,
1278,12707,gomi,PC,41h,70%,,728146,Completed,First,"October 03, 2014",,41h,,,,,,
1279,12707,Private,PC,41h,NR,,1049183,Completed,First,"June 19, 2014",,41h,,,,,,
1280,12707,vangeko,Xbox 360,41h,NR,,9228174,Completed,First,"May 01, 2015",,41h,,,,,,
1281,12707,ozzyrys,PC,41h 06m,NR,65% total sync,582215,Completed,First,"August 12, 2014",,41h 06m,,,,,,
1282,12707,takuma_xoaxe,PlayStation 3,41h 15m,80%,,11485932,Completed,First,2014,,41h 15m,,,,,,
1283,12707,Turbonious,Xbox One,41h 22m,NR,,8728576,Completed,First,"May 06, 2019",,41h 22m,,,,,,
1284,12707,humpydoe,PlayStation 4,41h 22m,90%,,3625178,Completed,First,"July 07, 2014",20h 19m 34s,41h 22m 35s,,,,,,
1285,12707,EvilsBane,PC,41h 24m,NR,,3749697,Completed,Replay,,,41h 24m,,,,,,
1286,12707,Nik_,PlayStation 3,41h 25m,NR,,6555085,Completed,First,"October 03, 2018",,41h 25m,,,,,,
1287,12707,,Xbox 360,41h 30m,NR,,2488798,Completed,First,,,41h 30m,,,,,,
1288,12707,OneMinusTwoPlus,Xbox One,41h 30m,90%,,743289,Completed,First,"May 30, 2014",,41h 30m,,,,,,
1289,12707,Lv25_Magikarp,Xbox One,41h 41m,70%,,5892157,Completed,First,"February 25, 2018",,41h 41m 58s,,,,,,
1290,12707,Private,PlayStation 4,41h 43m,NR,,905752,Completed,First,"August 21, 2014",,41h 43m 24s,,,,,,
1291,12707,Private,PlayStation 3,41h 44m,NR,,653638,Completed,First,"March 28, 2014",,41h 44m 04s,,,,,,
1292,12707,,Xbox 360,41h 47m,NR,,5033569,Completed,First,,36h 07m 23s,41h 47m 12s,68h 34m 29s,,,,,
1293,12707,lichao,PlayStation 4,41h 51m,NR,,3261662,Completed,First,"July 27, 2016",,41h 51m,,,,,,
1294,12707,Chaser336600,PlayStation 4,41h 51m,80%,,3012453,Completed,First,"January 04, 2015",,41h 51m 12s,,,,,,
1295,12707,,Xbox One,42h,NR,,551152,Completed,First,,25h 22m,42h,48h,,,,,
1296,12707,,PC,42h,NR,,11718146,Completed,Replay,,,42h,,,,,,
1297,12707,0__U,PC,42h,NR,,6185490,Completed,First,"April 29, 2018",,42h,,,,,,
1298,12707,Aech_AS,PlayStation 4,42h,NR,,11107393,Completed,First,,,42h,,,,,,
1299,12707,Burretploof,PC,42h,60%,"92% sync, everything except buried chests and sync on a bunch of main missions",7830019,Completed,Replay,"December 26, 2018",,42h,,,,,,
1300,12707,Private,PC,42h,100%,,7342215,Completed,First,"October 27, 2018",25h,42h,60h 30m,1h,,,,
1301,12707,Fakse,Xbox 360,42h,NR,,6128267,Completed,First,,,42h,,,,,,
1302,12707,Private,PC,42h,NR,,3175786,Completed,First,"December 30, 2018",,42h,,,,,,
1303,12707,HendriksRicardo01,PC,42h,NR,97%,8042503,Completed,First,"January 15, 2019",,42h,,,,,,
1304,12707,MartinEzy225,PlayStation 4,42h,NR,,9171244,Completed,First,"July 17, 2019",26h,42h,,,,,,
1305,12707,MonsieurEpic,PC,42h,NR,,1224436,Completed,First,"July 26, 2014",,42h,,,,,,
1306,12707,PedAngle,Xbox 360,42h,70%,,3165753,Completed,First,"March 09, 2014",,42h,,,,,,
1307,12707,RavenGuard,PlayStation 4,42h,NR,,3936573,Completed,First,,,42h,,,,,,
1308,12707,TiboRec,Xbox 360,42h,NR,,777566,Completed,First,2014,,42h,,,,,,
1309,12707,Tiger_1400,PC,42h,100%,,6872583,Completed,First,"December 31, 2013",23h 55m,42h,57h 47m,,,,,
1310,12707,Zuko,PC,42h,NR,,2067869,Completed,First,"November 09, 2015",33h,42h,43h,,,,,
1311,12707,casslong52,PC,42h,NR,,1191378,Completed,First,"February 12, 2015",,42h,,,,,,
1312,12707,chrisgats03,PC,42h,90%,,6411708,Completed,First,"January 21, 2018",,42h,,,,,,
1313,12707,donpd,PlayStation 4,42h,NR,,4567346,Completed,First,"June 14, 2017",28h,42h,,,,,,
1314,12707,faqsimil,PC,42h,NR,,11168524,Completed,First,"December 04, 2014",,42h,,,,,,
1315,12707,flunderingchipper,PlayStation 4,42h,NR,,1862148,Completed,First,"September 24, 2015",,42h,,,,,,
1316,12707,olympian,PC,42h,NR,,1091196,Completed,First,"January 02, 2015",,42h,,,,,,
1317,12707,pbkeeney17,Xbox One,42h,NR,80% Completion,910664,Completed,First,"March 07, 2014",24h,42h,,,,,,
1318,12707,swift,PC,42h,80%,,587677,Completed,First,"February 05, 2014",,42h,,,,,,
1319,12707,xRaphle,PC,42h,90%,,4384353,Completed,First,,,42h,,,,,,
1320,12707,nandika,Xbox One,42h 04m,NR,very few extras,5237662,Completed,First,"October 30, 2017",,42h 04m,,,,,,
1321,12707,Private,PlayStation 3,42h 07m,90%,,1858918,Custom List 2 Completed,First,"June 10, 2014",20h 30m,42h 07m,,,,,,
1322,12707,AlphaOmega247,PlayStation 4,42h 10m,80%,,745881,Completed,First,"May 09, 2014",,42h 10m,,,,,,
