,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Progress,Personal Notes
544,41638,Flip,PC,8h 15m,NR,,10374648,Completed,First,"November 07, 2019",8h 15m,,,,
545,41638,alzahhar,PC,8h 15m,80%,,7188013,Completed,First,"October 02, 2018",8h 15m,,,,
546,41638,,Nintendo Switch,8h 17m,NR,,8818245,Completed,First,,8h 17m 32s,,,,
547,41638,Alexsanlo,Xbox One,8h 20m,70%,,8233337,Completed,First,"April 29, 2019",8h 20m,,,,
548,41638,,PC,8h 21m,NR,,6098998,Completed,First,,8h 21m,,,,
549,41638,limitlessbritt,PC,8h 21m,50%,,7122147,Completed,First,"October 27, 2018",8h 21m,,,,
550,41638,Mortamir,PC,8h 22m,80%,,10497851,Completed,First,"November 27, 2019",8h 22m,,,,
551,41638,Thranto,PlayStation 4,8h 23m,90%,,11055073,Completed,First,"March 08, 2020",8h 23m,,,,
552,41638,EmperorGandhi,PC,8h 24m,70%,,6624246,Completed,First,"June 24, 2018",8h 24m,,,,
553,41638,,PC,8h 25m,NR,,11213210,Completed,First,,8h 25m,,,,
554,41638,ROBALEXXX_CP,Xbox One,8h 25m,90%,,6133508,Completed,First,"April 16, 2018",8h 25m,,,,
555,41638,,Xbox One,8h 25m,NR,,10645218,Completed,First,,8h 25m 35s,9h 30m 55s,,,
556,41638,LucasOS,Xbox One,8h 27m,90%,Completed,8480082,Completed,First,"March 17, 2019",8h 27m,,,,
557,41638,coldvantage,Xbox One,8h 27m,90%,,7779421,Completed,First,"December 19, 2018",8h 27m,,,,
558,41638,,PC,8h 30m,NR,,10687572,Completed,First,,8h 30m,,,,
559,41638,0x0000000000000000,PC,8h 30m,NR,,10735797,Completed,First,"April 19, 2020",8h 30m,,,,
560,41638,Asder,PC,8h 30m,NR,,8551203,Completed,First,"March 31, 2019",8h 30m,,,,
561,41638,Cieszyn91,PlayStation 4,8h 30m,NR,,10766169,Completed,First,"January 06, 2020",8h 30m,,,,
562,41638,Civilwarfare101,PlayStation 4,8h 30m,80%,,7353985,Completed,First,"January 22, 2019",8h 30m,,,,
563,41638,CursedArc9542,PC,8h 30m,NR,,8941157,Completed,First,"June 12, 2019",8h 30m,,,,
564,41638,FeMtcco,PlayStation 4,8h 30m,100%,,10465849,Completed,First,"November 22, 2018",8h 30m,,,,
565,41638,Gabface,PC,8h 30m,80%,,11577356,Completed,First,,8h 30m,9h 30m,,,
566,41638,Gavgamez,PC,8h 30m,NR,,5724633,Completed,First,"January 25, 2018",8h 30m,,,,
567,41638,Insanitysoul_PC,PlayStation 4,8h 30m,NR,,10884522,Completed,First,"January 26, 2020",8h 30m,,,,
568,41638,Krutki,Xbox One,8h 30m,80%,,11223868,Completed,First,"March 23, 2020",8h 30m,,,,
569,41638,Private,PC,8h 30m,100%,,5304593,Completed,First,"November 11, 2017",8h 30m,9h,,,
570,41638,Sankt_Magni,PC,8h 30m,NR,,10376883,Completed,First,"November 08, 2019",8h 30m,,,,
571,41638,The_Gunhand,Xbox One,8h 30m,NR,,10835142,Completed,First,"January 20, 2020",8h 30m,,,,
572,41638,XanMaster,PC,8h 30m,NR,,9422988,Completed,First,"August 18, 2019",8h 30m,,,,
573,41638,bisks,PlayStation 4,8h 30m,NR,,9021220,Completed,First,"July 07, 2019",8h 30m,,,,
574,41638,joeco0l_,PC,8h 30m,80%,"All achievements minus the lore stone one, Probably only missed one",10743642,Custom List 2 Completed,First,"January 11, 2020",8h 30m,,,,
575,41638,johnburo,PC,8h 30m,100%,,7259212,Completed,First,"October 16, 2018",8h 30m,,,,
576,41638,jthespacec,PC,8h 30m,NR,,5929589,Completed,First,"March 04, 2018",8h 30m,,,,
577,41638,rad_slime,PC,8h 30m,80%,,6131542,Completed,First,"April 15, 2018",8h 30m,,,,
578,41638,rocknroll08,Xbox One,8h 30m,NR,,11719881,Completed,First,,8h 30m,,,,
579,41638,shreds11,Nintendo Switch,8h 30m,NR,,8753878,Completed,First,"May 11, 2019",8h 30m,,,,
580,41638,,PC,8h 34m,NR,,10922538,Completed,First,,8h 34m 55s,9h 01m 23s,9h 18m 36s,,
581,41638,Aevumm,Xbox One,8h 35m,NR,,10869085,Completed,First,"January 24, 2020",8h 35m,,,,
582,41638,shinbun,PC,8h 36m,100%,,6458166,Replay Completed,First,"July 07, 2018",8h 36m,,,8h 36m /,
583,41638,,Xbox One,8h 40m,NR,,6380333,Completed,First,,8h 40m,,,,
584,41638,Deuteros,PlayStation 4,8h 41m,100%,,4882655,Completed,First,"August 24, 2017",8h 41m 30s,,,,
585,41638,,PC,8h 42m,NR,,5662492,Completed,First,,8h 42m,,,,
586,41638,hieimax,PC,8h 45m,NR,,7564554,Completed,First,"November 30, 2018",8h 45m,,,,
587,41638,,PC,8h 45m,NR,,10296307,Completed,First,,8h 45m 16s,,,,
588,41638,Mailon,PlayStation 4,8h 46m,NR,,8817387,Completed,First,"May 19, 2019",8h 46m,,,,
589,41638,Piletina,PC,8h 46m,90%,,7406606,Completed,First,"January 12, 2020",8h 46m 03s,,,,
590,41638,Tapioquito,PC,8h 47m,100%,,5541885,Completed,First,"December 30, 2017",8h 47m,,,,
591,41638,,PlayStation 4,8h 50m,NR,,10980695,Completed,First,,8h 50m,,,,
592,41638,Private,PC,8h 59m,100%,,11018889,Completed,First,"February 19, 2020",8h 59m 18s,,,,
593,41638,,PC,9h,NR,,5443692,Completed,First,,9h,10h,10h 05s,,
594,41638,,PC,9h,NR,,5522590,Completed,First,,9h,,,,
595,41638,,PC,9h,NR,,7245811,Completed,First,,9h,,,,
596,41638,,PC,9h,NR,,8137895,Completed,First,,9h,,,,
597,41638,,PC,9h,NR,,8244212,Completed,First,,9h,,,,
598,41638,,PC,9h,NR,,10554765,Completed,First,,9h,,,,
599,41638,,PC,9h,NR,,10883662,Completed,First,,9h,,,,
600,41638,,PC,9h,NR,,11012722,Completed,First,,9h,,,,
601,41638,Aebal34,PC,9h,NR,,11848001,Completed,First,"May 12, 2020",9h,,,,
602,41638,Delfar,PC,9h,100%,,10424950,Completed,First,"July 04, 2018",9h,9h 40m,,,
603,41638,Dikkas,PC,9h,NR,,8413251,Completed,First,"March 06, 2019",9h,,,,
604,41638,FLIPBARZBDT,PlayStation 4,9h,100%,"One of my favorite games of all time, platinum was a necessary",6968296,Completed,First,"November 15, 2018",9h,9h 15m,9h 30m,,
605,41638,Ican111,PC,9h,NR,,7807734,Completed,First,"December 23, 2018",9h,,,,
606,41638,JoseSLD,PC,9h,80%,,7832108,Custom List Completed,First,"June 12, 2018",9h,,,9h /,
607,41638,Mixmaster333,PC,9h,80%,,9224661,Completed,First,"July 24, 2019",9h,,,,
608,41638,Narpet2112,PlayStation 4,9h,100%,,4880136,Completed,First,"June 04, 2018",9h,,,,
609,41638,Pulcinotti,PlayStation 4,9h,NR,,6099640,Completed,First,"April 09, 2018",9h,,,,
610,41638,Routsna,PC,9h,NR,,10779533,Completed,First,"January 09, 2020",9h,10h,11h,,
611,41638,Silent74,PC,9h,90%,,9370730,Completed,First,"August 15, 2019",9h,,,,
612,41638,Synapse14,PC,9h,NR,,11152790,Completed,First,"March 14, 2020",9h,,,,
613,41638,TheFurbs,Xbox One,9h,NR,,7973162,Completed,First,"December 26, 2018",9h,,,,
614,41638,Valcicc,PC,9h,70%,,10423577,Completed,First,December 2017,9h,,,,
615,41638,Private,PC,9h,NR,,7822661,Completed,First,"January 01, 2019",9h,,,,
616,41638,h4lc0n,PC,9h,NR,,7199078,Completed,First,"October 10, 2018",9h,,,,
617,41638,janjatinho,PC,9h,80%,,10632353,Completed,First,"January 05, 2020",9h,,,,
618,41638,josu91,PC,9h,NR,,5840260,Completed,First,"February 16, 2018",9h,,,,
619,41638,killero94,PC,9h,NR,,7905189,Completed,First,"January 01, 2019",9h,,,,
620,41638,nitchbigga,PC,9h,80%,,6684668,Completed,First,"July 28, 2018",9h,,,,
621,41638,Private,PC,9h,NR,,7780401,Completed,First,"December 20, 2018",9h,,,,
622,41638,potionjunkie,PC,9h,NR,,9084585,Completed,First,"November 05, 2019",9h,,,,
623,41638,rodolink,PC,9h,NR,,5398918,Completed,First,"November 29, 2017",9h,,,,
624,41638,rusocabron,PC,9h,90%,,8944322,Completed,First,"June 12, 2019",9h,,,,
625,41638,slimifyd,PC,9h,NR,,11031424,Completed,First,,9h,,,,
626,41638,sunglee87,Xbox One,9h,80%,,8583039,Completed,First,"October 21, 2019",9h,,,,
627,41638,thekiller299120,PC,9h,80%,,10987925,Completed,First,"February 14, 2020",9h,,,,
628,41638,world88,PC,9h,NR,,11889524,Completed,First,"June 02, 2020",9h,,,,
629,41638,xAbyssWatcher,PC,9h,NR,,10460625,Completed,First,"November 20, 2019",9h,,,,
630,41638,,PC,9h 05m,NR,,6524773,Completed,First,,9h 05m,,,,
631,41638,Szydlacz,PlayStation 4,9h 06m,NR,,8074715,Completed,First,"January 30, 2019",9h 06m 38s,,,,
632,41638,,PC,9h 10m,NR,,9049505,Completed,First,,9h 10m,,,,
633,41638,nealosis,PC,9h 10m,70%,,4926068,Completed,First,"August 31, 2017",9h 10m,,,,
634,41638,Clainekun,PC,9h 10m,NR,,11553993,Completed,First,"April 25, 2020",9h 10m 08s,,,,
635,41638,,PC,9h 11m,NR,,10351362,Completed,First,,9h 11m 26s,,,,
636,41638,,PC,9h 14m,NR,,10339429,Completed,First,,9h 14m 52s,,,,
637,41638,,PC,9h 15m,NR,,10990792,Completed,First,,9h 15m,,,,
638,41638,ChallengeLauren,PlayStation 4,9h 21m,NR,,4925267,Completed,First,"August 10, 2017",9h 21m,,,,
639,41638,chadilak,Xbox One,9h 21m,90%,,11216468,Completed,First,"March 24, 2020",9h 21m,,,,
640,41638,Pillendreher,PC,9h 26m,80%,,10866067,Completed,First,"January 23, 2020",9h 26m,,,,
641,41638,IFriedkin,PC,9h 30m,100%,,8194936,Completed,First,"February 03, 2019",9h 30m,,,,
642,41638,SkernStation,PC,9h 30m,70%,,11009204,Completed,First,"September 17, 2017",9h 30m,,,,www.twitch.tv/skernstation
643,41638,gsmaciel,PC,9h 40m,NR,,11385289,Completed,First,,9h 40m,,,,
644,41638,rodrigoreis743,PC,9h 41m,NR,,8898150,Completed,First,"June 05, 2019",9h 41m 55s,,,,
645,41638,Hacthic,PC,9h 50m,100%,,10156118,Completed,First,"September 15, 2019",9h 50m,,10h,,
646,41638,,PC,10h,NR,,4951322,Completed,First,,10h,,,,
647,41638,,PC,10h,NR,,4987450,Completed,First,,10h,,,,
648,41638,CornellPlant,PC,10h,NR,,10184364,Completed,First,"July 20, 2019",10h,,,,
649,41638,Croner97,PlayStation 4,10h,NR,,11518465,Completed,First,"January 25, 2020",10h,12h,,,
650,41638,Epoch1,Nintendo Switch,10h,NR,,10505727,Completed,First,,10h,,,,
651,41638,Evilmarmotte,PlayStation 4,10h,NR,,10894427,Completed,First,"March 27, 2019",10h,,,,
652,41638,Tyrvali,PC,10h,NR,,11483654,Completed,First,"April 18, 2020",10h,,,,
653,41638,YhonathonPlayz,Nintendo Switch,10h,100%,,8948006,Completed,First,,10h,,,,This is one of my favourite games.This game is hard
654,41638,Yuniac,PC,10h,90%,,11952364,Completed,First,"March 11, 2020",10h,,,,
655,41638,anatlus89,PC,10h,NR,,10883687,Backlog Completed,First,"January 25, 2020",10h,,,,
656,41638,dersmoll,PC,10h,NR,,7600246,Completed,First,"December 03, 2018",10h,,,,
657,41638,f00d4tehg0dz,PC,10h,90%,,4991494,Completed,First,"August 19, 2017",10h,,,,
658,41638,harison22,PlayStation 4,10h,NR,,5905744,Completed,First,"February 23, 2018",10h,,,,
659,41638,hytham63,PlayStation 4,10h,70%,,5916691,Completed,First,"March 02, 2018",10h,,,,
660,41638,ieio,PC,10h,NR,,8257386,Custom List Completed,First,"March 05, 2019",10h,,,10h /,
661,41638,lucas9x,PC,10h,90%,,8259763,Completed,First,"February 13, 2019",10h,,,,
662,41638,midsch,PC,10h,NR,,10477307,Completed,First,"November 24, 2019",10h,,,,
663,41638,newsophist,PlayStation 4,10h,NR,,6944403,Completed,First,"August 26, 2018",10h,,,,
664,41638,robsonbn,PC,10h,NR,,6561200,Completed,First,"August 28, 2017",10h,,,,
665,41638,seejaylamb,PC,10h,NR,,10315813,Completed,First,"January 28, 2020",10h,,,,
666,41638,,PC,10h 05m,NR,At leisure,9364200,Completed,First,,10h 05m,,,,
667,41638,fufful,Xbox One,10h 05m,90%,,6191768,Completed,First,"June 16, 2018",10h 05m,,,,
668,41638,Rusco08,Xbox One,10h 12m,NR,,9275971,Completed,First,"July 31, 2019",10h 12m,,,,
669,41638,HalfHead,PC,10h 24m,NR,,8401958,Completed,First,"February 04, 2019",10h 24m,,,,
670,41638,seeeeew,Linux,10h 30m,NR,,11311216,Completed,First,"March 31, 2020",10h 30m,,,,
671,41638,,PC,11h,NR,,8280345,Completed,First,,11h,,,,
672,41638,,PC,11h,NR,,8280357,Completed,First,,11h,,,,
673,41638,,PC,11h,NR,,11911806,Completed,First,,11h,,,,
674,41638,Jio49,PlayStation 4,11h,NR,,5210219,Playing Completed,First,"October 26, 2017",11h,,,11h /,
675,41638,Private,PC,11h,NR,,11930325,Completed,First,"June 07, 2020",11h,11h 30m,,,
676,41638,SavagE,PC,11h,60%,,8501510,Completed,First,"November 16, 2018",11h,,,,
677,41638,RahmBro,PC,11h 12m,NR,,5001151,Completed,First,"January 20, 2018",11h 12m,,,,
678,41638,kobayashi93,PC,11h 30m,80%,,10497142,Completed,First,"December 10, 2019",11h 30m,,,,
679,41638,Private,PC,11h 30m,100%,,11921329,Playing Completed,First,"June 07, 2020",11h 30m,,,11h 30m /,
680,41638,Amog_86,PC,11h 55m,80%,,11774229,Completed,First,"June 15, 2020",11h 55m,,,,
681,41638,AXUZOXA,PC,12h,70%,,11342296,Completed,First,"April 02, 2020",12h,,,,
682,41638,She_Wolf,PC,12h,80%,,11268374,Completed,First,"March 30, 2020",12h,,,,
683,41638,,PC,4h 04m,NR,,5038028,Completed,First,,,4h 04m,,,
684,41638,Private,Nintendo Switch,5h,NR,,10303307,Completed,First,"January 04, 2020",,5h,,,
685,41638,Ryukotowo,PC,5h,NR,,9192998,Completed,First,"July 20, 2019",,5h,,,
686,41638,ares28,PC,5h,70%,,12026343,Completed,First,"April 03, 2020",,5h,,,
687,41638,Travanoid,PC,5h 09m,80%,,11958873,Completed,First,"June 10, 2020",,5h 09m,,,
688,41638,,PC,5h 12m,NR,,6289913,Completed,First,,,5h 12m 06s,,,
689,41638,JerBearVII,PlayStation 4,5h 12m,100%,,5931889,Completed,First,"February 11, 2018",,5h 12m 32s,,,
690,41638,,PC,5h 30m,NR,,5427403,Completed,First,,5h,5h 30m,6h,,
691,41638,,PlayStation 4,5h 30m,NR,,11703046,Completed,First,,,5h 30m,,,
692,41638,DarkHostle,PC,5h 30m,NR,,10901748,Completed,First,"January 28, 2020",,5h 30m,,,
693,41638,MatthewJayHey,PC,5h 30m,NR,,11050161,Completed,First,"April 11, 2020",,5h 30m,,,
694,41638,TT1990,PC,5h 30m,NR,,11280289,Completed,First,"March 29, 2020",,5h 30m,,,
695,41638,forrestguard,PC,5h 30m,NR,,10941395,Completed,First,"February 05, 2020",,5h 30m,,,
696,41638,Tusk,PC,5h 31m,100%,14 missing runes,4876493,Completed,First,"August 08, 2017",,5h 31m,,,
697,41638,hutmaniac,PC,5h 34m,NR,Easy combat difficulty. Found all but five lore stones.,7786042,Completed,First,"April 22, 2019",,5h 34m,,,
698,41638,agentx213,PC,5h 36m,NR,Entire game excluding collectible audio stones,10564989,Completed,First,"September 22, 2019",5h,5h 36m,,,
699,41638,benipersia,Xbox One,5h 40m,NR,,7969534,Completed,First,"January 09, 2019",,5h 40m,,,
700,41638,Daaynreg2,PC,5h 45m,NR,,5831160,Completed,First,"March 03, 2018",,5h 45m,,,
701,41638,Bentrooper,PC,5h 50m,NR,,12020390,Completed,First,"June 17, 2020",4h 30m,5h 50m,,,
702,41638,Private,PC,5h 55m,NR,,5333695,Completed,First,"November 15, 2017",,5h 55m,,,
703,41638,evilghost,PC,5h 55m,NR,,10744425,Completed,First,"January 02, 2020",5h 50m,5h 55m,,,
704,41638,m00shpit,PlayStation 4,5h 56m,70%,,6006378,Completed,First,"April 20, 2018",,5h 56m 08s,,,
705,41638,,PlayStation 4,6h,NR,,6927033,Completed,First,,,6h,,,
706,41638,,PC,6h,NR,,7964522,Completed,First,,,6h,,,
707,41638,,PC,6h,NR,,9315199,Completed,First,,,6h,,,
708,41638,,PC,6h,NR,,10348464,Completed,First,,,6h,,,
709,41638,,PC,6h,NR,,10371395,Completed,First,,,6h,,,
710,41638,BenJaiK,Xbox One,6h,60%,Normal difficulty. Most lorestones found.,10897448,Completed,First,"January 28, 2020",,6h,,,
711,41638,Brizik,PC,6h,90%,"All but 1 rune collected, 4 faces found",8915693,Completed,First,"June 08, 2019",,6h,,,
712,41638,CorticusMaximus,PC,6h,90%,,4985429,Completed,First,"August 29, 2017",,6h,,,
713,41638,Emiel,PC,6h,NR,4 runes missing,4925370,Completed,First,"August 19, 2017",,6h,,,
714,41638,Guena42,PC,6h,NR,,6965157,Completed,First,"September 03, 2018",,6h,,,
715,41638,Joshster_1,PlayStation 4,6h,80%,,4902294,Completed,First,"August 13, 2017",5h 45m,6h,6h 15m,,
716,41638,Kordesh,PC,6h,NR,Missed 5 or so runes ):,4912556,Completed,First,"August 15, 2017",,6h,,,
717,41638,Ptah,PC,6h,NR,,5469767,Completed,First,"December 15, 2017",,6h,,,
718,41638,ThreePinkApples,PC,6h,NR,,9387209,Completed,First,"May 03, 2019",,6h,,,
719,41638,Zarlani,PC,6h,NR,,11342429,Completed,First,"December 12, 2019",,6h,,,
720,41638,babomancer,PC,6h,NR,,5844996,Completed,First,"June 18, 2018",,6h,,,
721,41638,Private,PC,6h,90%,,9095440,Completed,First,"July 06, 2019",,6h,,,"90%
pros:
best graphics at this point in time
great combat though can be a bit easy
really intersting story
great atmosphere
cons:
game is essentially a walking simulator
the puzzles for the most part are find a matching shape
stutters a bit
great story but i prefer games like enslaved story - tries to be deep and enslaved is more wholesome and lighthearted"
722,41638,cladstrife911,PC,6h,80%,,8216420,Completed,First,"March 03, 2019",,6h,,,
723,41638,dmgash,PC,6h,NR,,6764975,Completed,First,"August 04, 2018",,6h,,,
724,41638,ejhale,PC,6h,NR,,10982983,Completed,First,"February 12, 2020",,6h,,,
725,41638,johndtad,PC,6h,NR,,6128479,Completed Retired,First,"April 07, 2018",,6h,,,
726,41638,mrghostinec,PC,6h,90%,,8607337,Completed,First,"April 12, 2019",,6h,,,
727,41638,wilson576,PC,6h,NR,,5508705,Completed,First,"December 27, 2017",,6h,,,
728,41638,wishIwasabear,PC,6h,60%,,11262649,Completed,First,"March 25, 2020",,6h,,,
729,41638,Antrakos,Nintendo Switch,6h 05m,NR,,10827105,Completed,First,"February 15, 2020",,6h 05m,,,
730,41638,Anguy,PC,6h 06m,70%,,9247684,Completed,First,"July 28, 2019",,6h 06m,,,
731,41638,PlanetaryEWE,PC,6h 06m,100%,,12007698,Completed,First,"June 15, 2020",,6h 06m,,,
732,41638,chiefwhodey,PlayStation 4,6h 08m,90%,,5435871,Completed,First,"December 17, 2017",,6h 08m,,,
733,41638,KyrieIvi14,PC,6h 09m,80%,,10898151,Completed,First,"January 23, 2020",,6h 09m,,,
734,41638,Private,PC,6h 11m,NR,,4890260,Completed,First,August 2017,,6h 11m,,,
735,41638,remo1998,PC,6h 14m,NR,,11107745,Completed,First,"March 14, 2020",,6h 14m 24s,,,
736,41638,Blakey101,PC,6h 15m,70%,,5705493,Completed,First,"January 15, 2018",,6h 15m,,,
737,41638,Legendares,PC,6h 17m,90%,,4874194,Completed,First,"August 17, 2017",,6h 17m 57s,,,
738,41638,dragmagpuff,PC,6h 20m,NR,,5561279,Completed,First,"March 14, 2018",,6h 20m,,,
739,41638,,PlayStation 4,6h 20m,NR,,11777723,Completed,First,,,6h 20m 31s,,,
740,41638,,PC,6h 22m,NR,,9070157,Completed,First,,,6h 22m,,,
741,41638,Private,PC,6h 24m,NR,,9005042,Completed,First,"June 24, 2019",,6h 24m,,,
742,41638,Tumayto,PC,6h 25m,80%,,9415238,Completed,First,"August 20, 2019",,6h 25m,,,
743,41638,RebelBlob,PC,6h 25m,70%,,11365460,Completed,First,"April 06, 2020",,6h 25m 24s,,,
744,41638,,PC,6h 30m,NR,,4922235,Completed,First,,,6h 30m,,,
745,41638,ColdHand,PC,6h 30m,90%,,10802839,Completed,First,"January 12, 2020",,6h 30m,,,
746,41638,GigamanTheSinner,PC,6h 30m,70%,,9369733,Completed,First,"August 15, 2019",,6h 30m,,,
747,41638,LeToothpick,PC,6h 30m,60%,,10216105,Completed,First,"October 08, 2019",,6h 30m,,,
748,41638,MrPulp31,PC,6h 30m,NR,,5966650,Completed,First,,,6h 30m,,,
749,41638,Nanakix,Xbox One,6h 30m,80%,,10766865,Completed,First,"January 06, 2020",,6h 30m,,,
750,41638,Okerlund,PC,6h 30m,NR,,9701217,Completed,First,"December 22, 2019",,6h 30m,,,
751,41638,RevanVI,PC,6h 30m,90%,,12019649,Completed,First,,,6h 30m,,,
752,41638,Zsaz,PC,6h 30m,70%,,5848272,Completed,First,"March 06, 2018",,6h 30m,,,
753,41638,Private,PC,6h 30m,NR,,11749179,Completed,First,"May 15, 2020",,6h 30m,,,
754,41638,berkaybor,PC,6h 30m,NR,,11601818,Completed,First,"April 30, 2020",,6h 30m,,,
755,41638,invenio,PC,6h 32m,NR,,4912015,Completed,First,"August 15, 2017",,6h 32m,,,
756,41638,ShotgunRain32,PC,6h 33m,NR,,4890462,Completed,First,"August 24, 2017",,6h 33m,,,
757,41638,Private,Xbox One,6h 33m,NR,,10788605,Completed,First,"January 10, 2020",,6h 33m 06s,,,
758,41638,heychrisfox,PC,6h 35m,70%,,10770208,Completed,First,"January 11, 2020",,6h 35m 59s,,,
759,41638,tbcy6591,PlayStation 4,6h 36m,70%,,10793654,Completed,First,"December 31, 2017",,6h 36m,,,
760,41638,MatterofM,PlayStation 4,6h 36m,90%,90% Trophy Completion. Just missed some of the Lore Stones,9130247,Completed,First,"July 10, 2019",,6h 36m 11s,,,
761,41638,kenzan18,PC,6h 41m,100%,,11835555,Completed,First,"May 25, 2020",,6h 41m,,,
762,41638,Krilledood,Xbox One,6h 42m,80%,,7830085,Completed,First,"October 04, 2019",,6h 42m,,,
763,41638,Rus_Kulyasov,PC,6h 42m,NR,,7716302,Completed,First,,,6h 42m,,,
764,41638,joraplay2,PC,6h 42m,NR,,5576099,Completed,First,"January 03, 2018",,6h 42m,,,
765,41638,Private,PC,6h 44m,90%,,6664413,Completed,First,,,6h 44m,,,
766,41638,,PC,6h 45m,NR,,10329067,Completed,First,,,6h 45m,,,
767,41638,Calvo,PC,6h 45m,100%,,7787634,Completed,First,"August 16, 2019",,6h 45m,,,
768,41638,,PC,6h 46m,NR,Almost all of the hidden runes,10876696,Completed,First,,,6h 46m,,,
769,41638,MiSP,PC,6h 48m,NR,,5518847,Completed,First,"May 04, 2019",,6h 48m 38s,,,
770,41638,Private,PC,6h 49m,NR,,5012498,Completed,First,"August 31, 2017",,6h 49m,,,
771,41638,Benjirman88,PC,6h 50m,80%,,5637886,Completed,First,,,6h 50m,,,
772,41638,aviggo77,PC,6h 50m,70%,,8918231,Completed,First,"June 08, 2019",,6h 50m,,,
773,41638,cstebar,PlayStation 4,6h 50m,NR,Replay to collect all lorestones,6945873,Replay Completed,Replay,"August 30, 2018",,6h 50m 17s,,6h 50m 17s /,
774,41638,faqsimil,PC,6h 51m,NR,"Auto combat difficulty, all but 5 or so of the collectible stories",6424456,Completed,First,"November 13, 2018",,6h 51m,,,
775,41638,Mills,PC,6h 52m,NR,,11583924,Completed,First,"April 28, 2020",6h 14m 28s,6h 52m 12s,7h 14m 22s,,
776,41638,JoelPLay,PC,6h 54m,NR,couple symbols not collected,5622423,Completed,First,"September 02, 2017",,6h 54m,,,
777,41638,Private,PC,6h 55m,NR,,8553365,Completed,First,"June 29, 2019",,6h 55m,,,
778,41638,gibberish224,PlayStation 4,6h 56m,90%,"Auto difficulty, all Lorestones and faces",5493018,Completed,First,"January 08, 2020",,6h 56m,,,
779,41638,sojer,PC,6h 57m,80%,,5146546,Completed,First,"October 14, 2017",6h,6h 57m,7h 30m,,start 2017-10-08; end 2017-10-15.
780,41638,,PC,7h,NR,,4973115,Completed,First,,,7h,,,
781,41638,,PC,7h,NR,,5397270,Completed,First,,,7h,,,
782,41638,,PC,7h,NR,,6372698,Completed,First,,6h 25m,7h,,,
783,41638,,PC,7h,NR,,10157541,Completed,First,,,7h,,,
784,41638,,PC,7h,NR,,10832707,Completed,Replay,,5h,7h,7h 01s,,
785,41638,2lee,PC,7h,90%,,9353338,Completed,First,"December 22, 2017",,7h,,,
786,41638,AirHead,PC,7h,NR,,5394505,Completed,First,"November 28, 2017",,7h,,,
787,41638,BioHazard,PC,7h,80%,Missing all lorestones achievement,5638710,Completed,First,"April 20, 2018",,7h,,,
788,41638,Bromo,PC,7h,NR,,7515248,Completed,First,"November 23, 2018",,7h,,,
789,41638,Cephas28,PC,7h,100%,,10850160,Completed,First,"November 11, 2019",,7h,,,
790,41638,Private,Xbox One,7h,NR,,9219217,Completed,First,"July 24, 2018",,7h,,,
791,41638,Private,PC,7h,NR,,10894132,Completed,First,"December 30, 2019",,7h,,,
792,41638,FluffyTHK,PlayStation 4,7h,80%,"Hard difficulty, all but 4 stories collected.",11120440,Completed,First,"May 09, 2020",,7h,,,
793,41638,Foreverseeking,PC,7h,80%,,9346432,Completed,First,,,7h,,,
794,41638,Galvest0N,PC,7h,NR,,7547601,Completed,First,"November 27, 2018",5h 55m,7h,8h,,
795,41638,Hyndez,PC,7h,NR,,10608795,Completed,First,"March 17, 2019",,7h,,,
796,41638,Jozeevis,PC,7h,NR,,6157450,Completed,First,"January 30, 2018",,7h,,,
797,41638,MaudAurora,PC,7h,NR,,10560403,Completed,First,,,7h,,,
798,41638,Private,PC,7h,70%,,10662907,Completed,First,"November 21, 2019",,7h,,,
799,41638,Oever1,PC,7h,NR,,6479330,Completed,First,"June 26, 2018",,7h,,,
800,41638,OlleBolle,PC,7h,100%,,9245023,Completed,First,"October 10, 2018",,7h,,,
801,41638,Private,PC,7h,NR,,10390682,Completed,First,"November 09, 2019",,7h,,,
802,41638,StreetBushido,PC,7h,NR,,5033156,Completed,First,,,7h,,,
803,41638,TakerThePhenom,PlayStation 4,7h,80%,,10562815,Completed,First,"December 08, 2019",,7h,,,
804,41638,Tech_priest,PC,7h,NR,,6874640,Completed,First,"August 20, 2018",,7h,,,
805,41638,Tino,PC,7h,80%,,4907167,Completed,First,"August 09, 2017",,7h,,,
806,41638,TotzIsInsane,PC,7h,NR,,7375742,Completed,First,,,7h,,,
807,41638,ZanAlex,PC,7h,NR,,9052553,Completed,First,"July 19, 2019",,7h,,,
808,41638,andrelvb,PC,7h,70%,,11018604,Completed,First,"February 19, 2020",,7h,,,
809,41638,andrelvb,PC,7h,70%,,11058939,Completed,First,,,7h,,,
810,41638,blackname,PC,7h,100%,,6416376,Completed,First,"December 04, 2017",,7h,,,
811,41638,davidmaggs,PlayStation 4,7h,NR,,5473307,Completed,First,"December 16, 2017",,7h,,,
812,41638,demonic,PC,7h,80%,,5418780,Completed,First,"December 25, 2017",,7h,,,
813,41638,eldersmot,PC,7h,NR,7 stone missing,10901587,Completed,First,"January 28, 2020",,7h,,,
814,41638,ensockerbagare,PC,7h,NR,,8873809,Completed,First,"May 31, 2019",,7h,,,
815,41638,Private,PC,7h,NR,,8825998,Completed,First,,,7h,9h,,
816,41638,koika,PC,7h,80%,,5447056,Completed,First,,,7h,,,
