,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Completionist,Progress,Main+Extras,Personal Notes,Speedrun
506,36755,robbierr,PC,10h,90%,,6457675,Completed,First,10h,"June 23, 2018",,,,,
507,36755,Private,PC,10h,NR,,3632364,Completed,First,10h,"September 26, 2017",,,,,
508,36755,,PC,10h,NR,,11210372,Completed,First,10h 07s,,,,,,
509,36755,FznRfq,PC,10h 04m,80%,Difficulty - Hard,3471830,Completed,First,10h 04m 12s,"September 30, 2016",,,,,
510,36755,Montimorti,Nintendo Switch,10h 08m,70%,,10621871,Custom List Completed,First,10h 08m,"April 10, 2020",,,,,
511,36755,SyncronJr,PC,10h 11m,NR,,5461859,Completed,First,10h 11m 25s,"December 14, 2017",,,,,
512,36755,trailblazingnugs,Xbox One,10h 11m,100%,Great great story. Tissues needed.,8002758,Completed,First,10h 11m 30s,"January 09, 2019",,,,,
513,36755,Radurco,PC,10h 12m,NR,,6156207,Completed,First,10h 12m,,,,,,
514,36755,,Xbox One,10h 20m,NR,,4812874,Completed,First,10h 20m,,,,,,
515,36755,ajarov,PC,10h 20m,100%,,4072246,Completed,First,10h 20m,"January 30, 2017",,,,,
516,36755,gringlas,PC,10h 20m,80%,,10163987,Completed,First,10h 20m,"September 29, 2019",,,,,
517,36755,Private,PC,10h 24m,NR,Most abilities and upgrades,4616853,Completed,First,10h 24m 58s,"June 22, 2017",,,,,
518,36755,MrRibena,PC,10h 27m,NR,,6963708,Completed,First,10h 27m 52s,"September 02, 2018",,,,,
519,36755,,PC,10h 30m,NR,,11273157,Completed,First,10h 30m,,,,,,
520,36755,GWG_meshy,Nintendo Switch,10h 30m,90%,,11141264,Completed,First,10h 30m,"February 12, 2020",,,11h 15m,,
521,36755,Kdesktop,PC,10h 30m,NR,,8173493,Completed,First,10h 30m,"January 31, 2019",,,,,
522,36755,MrPisamierdas,PC,10h 30m,NR,,9000632,Completed,First,10h 30m,"June 20, 2019",,,,,
523,36755,,Xbox One,10h 32m,NR,,11637850,Completed,First,10h 32m,,,,,,
524,36755,Yoshi29,PC,10h 32m,100%,,11860225,Playing Completed,First,10h 32m 28s,"June 11, 2020",,7h /,,,
525,36755,,Xbox One,10h 33m,NR,,11169477,Completed,First,10h 33m,,,,,,
526,36755,Pjaeronpaj,Xbox One,10h 33m,NR,,11778026,Completed,First,10h 33m 46s,"May 18, 2020",,,,,
527,36755,zap8,Xbox One,10h 35m,80%,,11175224,Completed,First,10h 35m,"March 19, 2020",,,,,
528,36755,Quintin,Xbox One,10h 35m,100%,Normal Difficulty. 85%,11424272,Completed,First,10h 35m 47s,2017,,,,,
529,36755,,Nintendo Switch,10h 40m,NR,,10633212,Completed,First,10h 40m,,,,,,
530,36755,theletterN,Nintendo Switch,10h 45m,70%,,11733885,Completed,First,10h 45m,"January 13, 2020",,,,,
531,36755,Rurarirurara,PC,10h 45m,100%,,10587601,Completed,First,10h 45m 50s,"January 05, 2020",,,,,
532,36755,Arsonist180,Xbox One,10h 47m,70%,,11070238,Completed,First,10h 47m,"February 29, 2020",,,,,
533,36755,Private,PC,10h 51m,NR,,5913707,Replay Completed,First,10h 51m 43s,"July 12, 2018",,,,,
534,36755,AlexOfAlexia,PC,10h 55m,NR,,11848824,Completed,First,10h 55m,"May 27, 2020",,,11h 01m 42s,,
535,36755,Olwyne,PC,10h 59m,90%,,10932607,Completed,First,10h 59m,"April 14, 2019",,,,,
536,36755,,PC,10h 59m,NR,,11597221,Completed,First,10h 59m 55s,,,,,,
537,36755,,PC,11h,NR,,4802560,Completed,First,11h,,,,,,
538,36755,AndresHdz,PC,11h,NR,,11479409,Completed,First,11h,,,,,,
539,36755,Caps,Xbox One,11h,NR,,9148484,Completed,First,11h,"June 20, 2019",14h,,11h 30m,,
540,36755,DarkMatta,PC,11h,NR,,11764027,Completed,First,11h,"May 01, 2020",,,,,
541,36755,Neta00,PC,11h,NR,,4337642,Completed,First,11h,"April 20, 2017",,,,,
542,36755,Qonqueror,PC,11h,NR,,11932163,Completed,First,11h,"January 10, 2017",,,,,
543,36755,Rozelly,PC,11h,NR,,9390896,Completed,First,11h,"August 19, 2019",,,,,
544,36755,Private,PC,11h,90%,,10653797,Completed,First,11h,"March 18, 2020",,,,,
545,36755,ferb,Xbox One,11h,NR,,11446527,Completed,First,11h,"April 30, 2020",,,,,
546,36755,gabardyne,Xbox One,11h,NR,,8471165,Completed,First,11h,"May 05, 2019",,,,,
547,36755,goldbedr,PC,11h,80%,,4065411,Completed,First,11h,"April 28, 2018",,,,,
548,36755,horkenfanboy,PC,11h,80%,,7829603,Completed,First,11h,"January 06, 2019",,,,,
549,36755,Private,PC,11h,70%,,8075868,Completed,First,11h,"February 27, 2016",,,,,
550,36755,renzoe,Xbox One,11h,80%,,10603854,Completed,First,11h,"December 16, 2019",,,12h,"played 4 hours in xbox, and the rest on pc",
551,36755,siGlle,Xbox One,11h,80%,,11253060,Completed,First,11h,"April 13, 2020",,,,,
552,36755,tjmccaig95,Nintendo Switch,11h,NR,,10815874,Completed,First,11h,"January 14, 2020",,,,,
553,36755,DestroyerOfEvil,PC,11h 04m,NR,,11491624,Completed,First,11h 04m,,,,,,
554,36755,HANdaMAN,PC,11h 04m,90%,,11493259,Completed,First,11h 04m,"February 29, 2020",,,,,
555,36755,Tats_McGee,Xbox One,11h 07m,NR,,8935156,Completed,First,11h 07m,"June 11, 2019",,,,,
556,36755,ssj4gogeta,Xbox One,11h 09m,NR,almost 90%,8422166,Completed,First,11h 09m,"March 07, 2019",,,,,
557,36755,ser1us,Xbox One,11h 15m,NR,,10568094,Completed,First,11h 15m,"December 18, 2019",,,,,
558,36755,doomshmuck,PC,11h 17m,90%,,5662755,Completed,First,11h 17m,"March 13, 2017",,,,,
559,36755,djaggie,PC,11h 26m,NR,,5142602,Completed,First,11h 26m,"October 07, 2017",,,,,
560,36755,SSGGambit,Xbox One,11h 35m,NR,,6718320,Completed,First,11h 35m,"July 31, 2018",,,,,
561,36755,SmearPlaysRBLX,PC,11h 37m,NR,,5521008,Completed,First,11h 37m 02s,"December 26, 2017",,,,,
562,36755,LeftHandedMatt,PC,11h 38m,80%,"Didn't backtrack to explore too much. Only played the main game, not the bonus areas.",8941079,Completed,First,11h 38m,"June 13, 2019",,,,,
563,36755,dvaldez742,Nintendo Switch,11h 39m,NR,,10510712,Completed,First,11h 39m,"November 29, 2019",,,,,
564,36755,MadChinchilla,PC,11h 40m,NR,,3835416,Completed,First,11h 40m,"December 27, 2016",,,,,
565,36755,,Nintendo Switch,11h 42m,NR,Main story completed. DLC areas not visited,11883105,Completed,First,11h 42m,,,,,,
566,36755,Private,PC,11h 42m,90%,,6181695,Completed,First,11h 42m,"July 07, 2017",,,,,
567,36755,snipher,Xbox One,11h 42m,NR,,9313938,Completed,First,11h 42m,"August 06, 2019",,,,,
568,36755,Ahkrin,PC,11h 44m,NR,,11133319,Completed,First,11h 44m,"March 11, 2020",,,,,
569,36755,AZRoboto,Xbox One,11h 45m,NR,,10911062,Completed,First,11h 45m,"January 29, 2020",,,12h 44m,,
570,36755,,PC,11h 50m,NR,,6311987,Completed,First,11h 50m,,,,,,
571,36755,Private,PC,11h 50m,NR,,9474602,Completed,First,11h 50m,"August 29, 2019",,,,,
572,36755,artnow44,PC,11h 50m,NR,,3366560,Completed,First,11h 50m,"August 27, 2016",,,12h 55m,,
573,36755,ShinjiTFP,Xbox One,11h 53m,80%,,7951473,Completed,First,11h 53m,"March 28, 2020",,,,,
574,36755,,PC,12h,NR,,4942478,Completed,First,12h,,,,,,
575,36755,,PC,12h,NR,,5319848,Completed,First,12h,,,,,,
576,36755,,PC,12h,NR,,9242821,Completed,First,12h,,15h 53m,,,,
577,36755,,PC,12h,NR,,9321783,Completed,First,12h,,,,,,
578,36755,,PC,12h,NR,,11165691,Completed,First,12h,,,,,,
579,36755,Private,PC,12h,NR,,8767403,Completed,First,12h,"November 25, 2016",,,14h,,
580,36755,Beelo,PC,12h,NR,,11165697,Completed,First,12h,"March 16, 2020",,,,,
581,36755,CarlosACJR,PC,12h,NR,,9437058,Completed,First,12h,,,,,,
582,36755,FinnZL1030,Nintendo Switch,12h,90%,,11044192,Completed,First,12h,March 2020,,,,,
583,36755,Kapsfire,PC,12h,NR,,9159646,Completed,First,12h,,,,,,
584,36755,Lucas10E,PC,12h,80%,,11650396,Completed,First,12h,"April 10, 2020",,,,,
585,36755,PJChem,PC,12h,80%,,11415049,Completed,First,12h,"April 17, 2020",,,,,
586,36755,TimelessCrap,PC,12h,100%,Main Story + Extra Quests/Unlockables,6221879,Completed,First,12h,"May 08, 2018",,,14h,,
587,36755,grisenti,PC,12h,NR,,5188303,Completed,First,12h,"October 18, 2017",,,,,
588,36755,Private,PC,12h,NR,,11305093,Completed,First,12h,"April 18, 2020",,,,,
589,36755,vfmachado,PC,12h,100%,,11217837,Completed Retired,First,12h,"February 24, 2018",,,,,
590,36755,DRCruxer,Xbox One,12h 03m,90%,,11303310,Completed,Replay,12h 03m,"March 07, 2020",,,26h,,
591,36755,,PC,12h 05m,NR,,6558242,Completed,First,12h 05m 57s,,,,,,
592,36755,,PC,12h 08m,NR,,11158992,Completed,First,12h 08m 06s,,,,,,
593,36755,Private,PC,12h 15m,100%,~76% completion,7364651,Completed,First,12h 15m,"December 02, 2018",,,,,
594,36755,yeetboys,PC,12h 20m,90%,,7329615,Completed,First,12h 20m,"March 26, 2018",,,,,
595,36755,Taladar,PC,12h 22m,90%,,8660450,Completed,First,12h 22m,"April 22, 2019",,,,,
596,36755,Knowcik,PC,12h 24m,NR,,11592150,Completed,First,12h 24m,"April 28, 2020",,,,,
597,36755,Toeter,Xbox One,12h 39m,80%,,11100756,Completed,First,12h 39m 53s,"March 01, 2020",,,,,
598,36755,,Xbox One,12h 50m,NR,,7054484,Completed,First,12h 50m,,,,17h 55m,,
599,36755,,Nintendo Switch,12h 50m,NR,,11048953,Completed,First,12h 50m,,14h 35m,,,,
600,36755,durrukoyun,PC,12h 50m,NR,,4121613,Completed,First,12h 50m,"February 27, 2017",,,,,
601,36755,BigNeebus,PC,13h,70%,,11143855,Completed,First,13h,"March 12, 2020",,,,,
602,36755,Flipp147,PC,13h,100%,,11143229,Completed,First,13h,"April 28, 2020",,,,,
603,36755,Private,PC,13h,NR,,7798540,Completed,First,13h,,,,,,
604,36755,Shish0u,Xbox One,13h,NR,,9003787,Completed,First,13h,"January 27, 2019",,,,,
605,36755,Vastman,PC,13h,80%,,11345221,Completed,First,13h,"April 12, 2020",,,,,
606,36755,p4n7r0,PC,13h,NR,,7039327,Completed,First,13h,"September 14, 2018",,,,,
607,36755,Private,Nintendo Switch,13h,NR,,11774716,Completed,First,13h,"June 14, 2020",,,,,
608,36755,zombeescott,PC,13h,NR,,7111830,Completed,First,13h,"September 11, 2018",,,,,
609,36755,Mynotaurio,Xbox One,13h 02m,90%,,11960381,Completed,First,13h 02m,2020,,,,,
610,36755,,Nintendo Switch,13h 30m,NR,,10274428,Completed,First,13h 30m,,,,,,
611,36755,Marthisuy,PC,13h 30m,100%,,6204604,Completed,First,13h 30m,"May 01, 2018",,,,,
612,36755,jelze,PC,13h 45m,NR,74%,4285363,Completed,First,13h 45m,"October 29, 2017",,,,,
613,36755,Sertara,Nintendo Switch,13h 52m,90%,,10627645,Completed,First,13h 52m 40s,"January 02, 2020",,,,,
614,36755,kobayashi93,PC,13h 55m,80%,,6399879,Completed,First,13h 55m,"August 13, 2018",,,,,
615,36755,,Xbox One,14h,NR,,4106711,Completed,First,14h,,,,,,
616,36755,Drosophila,PC,14h,NR,,10771809,Completed,First,14h,"January 07, 2020",,,,,
617,36755,Fatal_Error,PC,14h,NR,,11958770,Completed,First,14h,"April 27, 2020",,,,,
618,36755,funnybecker,Nintendo Switch,14h,NR,,11286436,Completed,First,14h,"March 29, 2020",,,,,
619,36755,maversnipe,PC,14h,NR,,6938914,Completed,First,14h,,,,,,
620,36755,Private,PC,14h,NR,,9033942,Completed,First,14h,"June 26, 2019",,,,,
621,36755,,Nintendo Switch,14h 15m,NR,,10828450,Completed,First,14h 15m,,,,,,
622,36755,DashProcessor,PC,14h 21m,90%,Got lost sometimes and explored a bit. Was playing on hard.,3977512,Completed,First,14h 21m 44s,,,,,,
623,36755,0x0000000000000000,PC,14h 35m,90%,100% items collected,10735855,Completed,First,14h 35m 15s,"December 29, 2019",,,,,
624,36755,poumpi,PC,14h 54m,90%,,11383067,Completed,First,14h 54m,"April 07, 2020",,,,,
625,36755,Mapa17,Nintendo Switch,15h,90%,,11327691,Completed,First,15h,"April 02, 2020",,,,,
626,36755,Private,PC,15h,100%,Unlocked all in-game content but not all achievements,7109120,Completed,First,15h,"February 12, 2018",,,16h 06m,,
627,36755,davidmaggs,Nintendo Switch,15h,NR,,11654637,Completed,First,15h,"January 09, 2020",,,,,
628,36755,friendlyfirepewpew,PC,15h,90%,,7906309,Completed,First,15h,"January 01, 2019",,,20h,,
629,36755,gabriro,PC,15h,NR,,11775926,Completed,First,15h,,,,,,
630,36755,joseant137,Nintendo Switch,15h,NR,,11201470,Completed,First,15h,"March 20, 2020",,,,,
631,36755,keen1994,PC,15h,100%,,8868184,Completed,First,15h,"March 31, 2018",,,,With Xbox One controller,
632,36755,kluu,PC,15h,NR,,7759606,Completed,First,15h,"September 17, 2016",,,,,
633,36755,nam3pj,Nintendo Switch,15h,NR,,11819378,Completed,First,15h,"May 23, 2020",,,,,
634,36755,tale,PC,15h,NR,,10607175,Completed,First,15h,"December 15, 2019",19h 16m,,,,
635,36755,wspeare,PC,15h,NR,,5981634,Completed,First,15h,,,,,,
636,36755,,Nintendo Switch,15h 50m,NR,,11577539,Completed,First,15h 50m 54s,,,,,,
637,36755,CosWeLL,PC,16h,NR,,8753405,Completed,First,16h,"May 11, 2019",25h,,,,
638,36755,Private,Xbox One,3h 40m,100%,,9336027,Completed,Replay,,"August 09, 2019",,,3h 40m 51s,,
639,36755,Nicoen,PC,5h,60%,,10424881,Completed,First,,"November 18, 2019",,,5h,XBOX GAME PASS,
640,36755,Scrash_119,PC,5h,80%,,11455491,Completed,First,,"April 22, 2020",,,5h,,
641,36755,,PC,5h 17m,NR,,8993989,Completed,Replay,,,,,5h 17m 03s,,
642,36755,Avium,Nintendo Switch,5h 30m,NR,,10608172,Completed,First,,"December 18, 2019",,,5h 30m,,
643,36755,Petrov,PC,5h 32m,NR,,6541835,Completed,First,,"July 20, 2018",,,5h 32m 25s,,
644,36755,Dougindonuts,Xbox One,5h 51m,NR,,8773634,Completed,First,,"May 14, 2019",,,5h 51m 08s,,
645,36755,TiaRossie,PC,6h,NR,,11572492,Completed,First,,"April 27, 2020",,,6h,,
646,36755,Timmara,Xbox One,6h,NR,"All major colletibles found, skills unlocked, and achievments not based on difficulty or time",11328796,Completed,Replay,,"April 02, 2020",,,6h,,
647,36755,Odma,PC,6h 10m,90%,,11028815,Completed,Replay,,"February 23, 2020",,,6h 10m,,
648,36755,agentx213,PC,6h 12m,NR,,11239407,Completed,First,,"March 24, 2020",,,6h 12m,,
649,36755,sparks3800,PC,6h 13m,90%,,4036389,Completed,First,,"September 14, 2017",,,6h 13m 18s,,
650,36755,Private,PC,6h 13m,NR,,11882268,Completed,First,,"June 06, 2020",,,6h 13m 48s,,
651,36755,FireAgostini,PC,6h 15m,NR,,11130191,Completed,First,,"March 10, 2020",,,6h 15m,,
652,36755,Private,Xbox One,6h 17m,80%,,8685641,Completed,First,,"May 18, 2020",,,6h 17m,,
653,36755,SixthRoman,Xbox One,6h 20m,NR,,4467992,Completed,First,,"June 23, 2017",,,6h 20m 51s,,
654,36755,Yorubushi,PC,6h 21m,70%,,11578287,Completed,First,,"April 27, 2020",,,6h 21m 07s,Die and retry frustrant.,
655,36755,,PC,6h 24m,NR,Got some Collectables but not others. Normal Difficulty,11557538,Completed,First,,,,,6h 24m,,
656,36755,,PC,6h 30m,NR,,6685538,Completed,Replay,6h,,7h,,6h 30m,,
657,36755,babomancer,PC,6h 30m,90%,Normal Difficulty,5844974,Completed,First,,"March 18, 2018",8h,,6h 30m,,
658,36755,Poplecznik,PC,6h 33m,NR,,11142257,Completed,First,,"March 12, 2020",,,6h 33m,,
659,36755,Enslavedtuna,PC,6h 34m,80%,,10642721,Completed,First,,"February 03, 2020",,,6h 34m,,
660,36755,Glemn,PC,6h 34m,NR,,3348618,Completed,First,,"August 21, 2016",,,6h 34m 35s,,
661,36755,Colossus816,Xbox One,6h 35m,NR,Game completed with over half of secrets found and many upgrades.,5057862,Completed,First,,"September 16, 2017",,,6h 35m,,
662,36755,SirPenguinton,PC,6h 39m,NR,,7554453,Completed,First,,"November 29, 2018",,,6h 39m 28s,,
663,36755,SourSpecialist,PC,6h 40m,100%,,9178610,Completed,First,,"July 18, 2019",,,6h 40m,,
664,36755,ikari88,Xbox One,6h 40m,80%,,5109867,Completed,First,,"November 26, 2017",,,6h 40m,,
665,36755,Private,Nintendo Switch,6h 44m,90%,100% exploration (44/57 Achievements),10160538,Completed,First,,"September 29, 2019",8h 16m 45s,,6h 44m 23s,,
666,36755,overclicked,Xbox One,6h 45m,70%,,5543752,Completed,First,,"September 24, 2019",,,6h 45m,,
667,36755,FrankAshbell,PC,6h 50m,90%,Hard,9124290,Completed,Replay,,"July 10, 2019",,,6h 50m 09s,,
668,36755,JabrZee,PC,6h 51m,NR,,5359784,Completed,First,,"November 21, 2017",,,6h 51m 31s,,
669,36755,Private,Xbox One,6h 53m,100%,,7637320,Completed,First,,"December 05, 2018",9h 36m 58s,,6h 53m 30s,Completed on normal.,
670,36755,ban_evasion,Xbox One,6h 53m,70%,,11700922,Completed,First,,"May 11, 2020",,,6h 53m 59s,,
671,36755,Tangerz,PC,6h 58m,80%,,9034649,Completed,First,,"June 26, 2019",,,6h 58m 02s,,
672,36755,Dvorka8,PC,7h,NR,,7825496,Completed,First,,"December 26, 2018",,,7h,,
673,36755,Private,PC,7h,NR,,4818969,Completed,First,,"July 05, 2018",,,7h,,
674,36755,Karan03,PC,7h,NR,,4615977,Completed,Replay,,"June 23, 2017",,,7h,,
675,36755,Saltty,PC,7h,NR,,6483842,Completed,First,,"June 25, 2018",,,7h,,
676,36755,brenDANG,PC,7h,NR,,11330286,Completed,First,,"June 12, 2020",,,7h,,
677,36755,robogiraffe,Xbox One,7h,NR,"All life/energy/ability cells, all skills and abilities. 132 deaths. 99% (skipped some small spirit light containers)",8856334,Completed,First,,"October 19, 2019",,,7h,,
678,36755,thelusive,PC,7h,90%,,7170979,Completed,Replay,,"June 25, 2017",,,7h,,
679,36755,,PC,7h 02m,NR,,8991230,Completed,First,,,,,7h 02m,,
680,36755,Xepherian,PC,7h 03m,NR,completed the black root burrows section. played on ps4 controller.,10621201,Completed,First,,"January 02, 2020",,,7h 03m 54s,,
681,36755,vertigo325,Xbox One,7h 06m,NR,88% completion,8242781,Completed,First,,"April 04, 2019",,,7h 06m,,
682,36755,Athruntalan,Nintendo Switch,7h 06m,90%,"In game timer, 78%",10638217,Completed,First,,"April 02, 2020",,,7h 06m 22s,,
683,36755,,PC,7h 07m,NR,85% completion.,4858575,Completed,First,,,,,7h 07m 12s,,
684,36755,TheBarbato,Xbox One,7h 08m,80%,"1015/1250 Gamerscore. 100% completion on Normal difficulty (all maps explored, all upgrades and cells found).",10924531,Completed,First,,"February 03, 2020",,,7h 08m 24s,,
685,36755,Alex5101,Nintendo Switch,7h 10m,90%,,10512732,Completed,First,,"December 11, 2019",,,7h 10m,,
686,36755,Jaxos,PC,7h 10m,NR,89% completion,11328454,Completed,First,,"April 02, 2020",,,7h 10m 09s,,
687,36755,danny4223,Xbox One,7h 11m,100%,,5389914,Playing Completed,First,,"December 02, 2017",,7h 11m 08s /,7h 11m 08s,,
688,36755,liorfigman,PC,7h 12m,90%,,4991522,Completed,First,,"August 31, 2017",,,7h 12m,,
689,36755,neoharu07,Nintendo Switch,7h 14m,NR,,10228952,Completed,First,,"October 10, 2019",,,7h 14m,,
690,36755,Thomakaze,PC,7h 20m,NR,89% Completion,4949213,Completed,First,,"August 24, 2017",,,7h 20m,,
691,36755,Private,PC,7h 20m,NR,,3887795,Completed,First,,"January 12, 2017",,,7h 20m,,
692,36755,franzhoerler,PC,7h 23m,NR,,4719006,Completed,First,,"July 07, 2017",,,7h 23m 30s,,
693,36755,Fehu666,PC,7h 24m,80%,,3820313,Completed,First,,"February 12, 2017",,,7h 24m 53s,77%,
694,36755,Savrals,PC,7h 26m,60%,,11103188,Completed,First,,"March 22, 2020",,,7h 26m 01s,,
695,36755,Private,PC,7h 27m,80%,,10656289,Completed,First,,December 2019,,,7h 27m,,
696,36755,Aquid,Nintendo Switch,7h 27m,80%,,10149954,Completed,Replay,,"February 12, 2020",,,7h 27m 04s,,
697,36755,Private,PC,7h 29m,NR,,4380361,Completed,First,,"May 03, 2017",,,7h 29m,,
698,36755,CorticusMaximus,PC,7h 30m,80%,,11125638,Completed,First,,"March 10, 2020",,,7h 30m,,
699,36755,JohnWordsworth,PC,7h 30m,NR,,11422658,Completed,First,6h 30m,"April 12, 2020",,,7h 30m,,
700,36755,RST43,Nintendo Switch,7h 30m,90%,,10890511,Completed,First,,,,,7h 30m,,
701,36755,Rattlesnark,PC,7h 30m,100%,Exact in-game time. 10 hours Steam time. Full 100% completion in all areas.,4575743,Completed,Replay,,"June 16, 2017",8h 39s,,7h 30m,Completed original Ori and the Blind Forest before.,
702,36755,,PC,7h 32m,NR,84%,5002643,Completed,First,,,,,7h 32m 01s,,
703,36755,DevoidLazarus,Nintendo Switch,7h 32m,NR,,9084560,Completed,First,,"December 20, 2019",,,7h 32m 04s,,
704,36755,sayberblade,PC,7h 34m,NR,,4594117,Completed,First,,"June 19, 2017",,,7h 34m,,
705,36755,timemaster,Nintendo Switch,7h 34m,NR,,9009400,Completed,Replay,,"October 08, 2019",,,7h 34m,,
706,36755,tb860,PC,7h 34m,100%,,10180088,Completed,First,,"October 03, 2019",,,7h 34m 51s,,
707,36755,Danipe,PC,7h 36m,NR,,11144615,Completed,First,,"March 15, 2020",,,7h 36m 35s,,
708,36755,djneji,PC,7h 38m,NR,,11533396,Completed,First,,"April 23, 2020",,,7h 38m 18s,,
709,36755,Ba1ken,Xbox One,7h 39m,NR,,8940698,Completed,First,,"June 16, 2019",,,7h 39m,,
710,36755,Marloges,PC,7h 40m,90%,"The content of the definitive edition is extra stuff, that I did after the story. Took me about 40 minutes.",6489869,Completed,First,7h,"June 28, 2018",,,7h 40m,"Played the game on hard and had quite a few deaths while playing through the game. Did the additional content from the Definitive Edition, but didn't go for 100%",
711,36755,Nachino,PC,7h 40m,90%,,7625929,Completed,First,6h 50m,"December 04, 2018",,,7h 40m,,
712,36755,Private,PC,7h 41m,NR,All Skills - 12/12 Life Cells - 15/15 Energy Cells - 98% Completion - Normal Difficulty,10520894,Completed,Replay,,"March 18, 2020",,,7h 41m 52s,,
713,36755,PieChild,PC,7h 46m,NR,,11283091,Completed,First,,"April 07, 2020",,,7h 46m 46s,Collected just over 50% of secrets,
714,36755,backup_sound,Xbox One,7h 46m,NR,,11318161,Completed,First,,"April 01, 2020",,,7h 46m 56s,,
715,36755,backupsound,Xbox One,7h 46m,70%,,11185802,Completed,First,,"March 18, 2020",,,7h 46m 56s,,
716,36755,,PC,7h 47m,NR,Main Story + Most of the life and energy orbs collected.,9225075,Completed,First,,,,,7h 47m 19s,,
717,36755,,PC,7h 48m,NR,,6489877,Completed,First,,,,,7h 48m 06s,,
718,36755,rumil,PC,7h 49m,90%,,11882112,Completed,First,,"June 02, 2020",,,7h 49m,,
719,36755,xoodesu,PC,7h 50m,NR,~85%,11145972,Completed,First,,"March 13, 2020",,,7h 50m,,
720,36755,Private,PC,7h 55m,NR,BLESS THIS GAME!!!,11190479,Completed,First,,"March 19, 2020",,,7h 55m 29s,JUST PLAY THIS AND FEAST YOUR EYES ON THE ART,
721,36755,not_macklemore,PC,7h 59m,NR,"All life cells, 12 energy cells, missing 1 ability",11288518,Completed,First,,"March 28, 2020",,,7h 59m,,
722,36755,,Nintendo Switch,7h 59m,NR,,10180278,Completed,Replay,,,,,7h 59m 28s,,
723,36755,,PC,8h,NR,,5767604,Completed,Replay,7h,,11h,,8h,,
724,36755,,PC,8h,NR,,9005993,Completed,First,,,,,8h,,
725,36755,Empereol,PC,8h,NR,,3872622,Completed,First,,"January 05, 2017",,,8h,,
726,36755,Gabivad,PC,8h,NR,,9622799,Completed,First,,"September 14, 2019",9h 28m 36s,,8h,,
727,36755,HidxdeN,PC,8h,NR,97% complete,3681822,Completed,First,,"November 27, 2016",,,8h,,
728,36755,Jach,PC,8h,NR,,4618347,Completed,First,,"June 11, 2019",,,8h,,
729,36755,Jayrab,PC,8h,90%,"Completed main story, unlocked most of the map, collected some of the secrets.",5523890,Completed,First,,"December 27, 2017",,,8h,,
730,36755,Kynois77,Nintendo Switch,8h,NR,,11878085,Completed,First,,"May 31, 2020",,,8h,,
731,36755,Lotark,PC,8h,NR,,7504832,Completed,First,7h 30m,"December 24, 2018",,,8h,,
732,36755,MatheusJack,Xbox One,8h,NR,,3004087,Completed,First,,"May 21, 2016",,,8h,,
733,36755,Moist_Wrist,PC,8h,70%,100 % on the save file but not all achievements,10496415,Completed,First,6h 01m 31s,"December 28, 2019",,,8h,,
734,36755,Ontarus,PC,8h,NR,,8176357,Completed,First,,,,,8h,,
735,36755,PrincessAdelaide,PC,8h,NR,,3668661,Completed,First,,"November 27, 2016",,,8h,,
736,36755,Private,PC,8h,30%,,4420094,Completed,First,,"May 12, 2017",,,8h,,
737,36755,Shedir,PC,8h,NR,,5997754,Completed,First,7h,"March 17, 2018",,,8h,,
738,36755,VaapaD,PC,8h,100%,,6412881,Completed,First,,,,,8h,,
739,36755,Whitezombie92,PC,8h,80%,,11718808,Completed,First,,"May 12, 2020",,,8h,,
740,36755,benderisgreat,PC,8h,80%,,3921061,Completed,First,,"January 15, 2017",,,8h,,
741,36755,derkysback,PC,8h,80%,,11430259,Completed,First,,"February 26, 2017",,,8h,,
742,36755,electronsonmars,Nintendo Switch,8h,NR,,11972834,Completed,First,,"January 12, 2020",,,8h,,
743,36755,endyvidual,PC,8h,80%,,5012966,Completed,First,,"November 28, 2017",,,8h,,
744,36755,fuzilly,PC,8h,90%,,9130201,Completed,First,7h 30m,"July 10, 2019",9h,,8h,,
745,36755,huckleberryfairy,Nintendo Switch,8h,NR,,11117914,Completed,First,7h,,10h,,8h,,
746,36755,magnudae,PC,8h,NR,,7322985,Completed,First,,"October 25, 2017",,,8h,,
747,36755,Private,PC,8h,NR,,11135290,Completed,First,7h,"March 11, 2020",,,8h,,
748,36755,ocha,PC,8h,NR,,3267149,Completed,First,,"July 28, 2016",,,8h,,
749,36755,pbsme,Xbox One,8h,NR,,11276751,Completed,Replay,,,,,8h,,
750,36755,Private,PC,8h,90%,,7169578,Completed,First,6h,"March 30, 2020",,,8h,,
751,36755,,PC,8h,NR,,4770779,Completed,First,,,9h 17m,,8h 36s,,
752,36755,ramsys,PC,8h 01m,100%,,8014614,Completed,First,,"January 11, 2019",,,8h 01m 23s,,
753,36755,Condooo,PC,8h 03m,90%,,5050575,Completed,First,,"September 14, 2017",,,8h 03m 06s,,
754,36755,soharborcoat,PC,8h 04m,NR,,4802986,Completed,First,,"July 21, 2017",,,8h 04m,,
755,36755,shiuan,PC,8h 05m,100%,,6052762,Completed,First,,"March 29, 2018",,,8h 05m 49s,,
756,36755,TeraDax,Nintendo Switch,8h 06m,90%,,9391668,Completed,First,,"December 11, 2019",,,8h 06m 04s,,
757,36755,Jodin,PC,8h 09m,100%,,6524221,Completed,First,6h 32m,"July 04, 2018",,,8h 09m,,
