,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Speedrun,Personal Notes,Progress,Co-Op,Vs.,Retired Notes,100% Speedrun
1615,42833,Private,Nintendo Switch,22h,100%,,5216169,Completed,First,2017,,22h,,,,,,,,
1616,42833,micharon5,Nintendo Switch,22h,NR,,11432410,Completed,First,"April 13, 2020",,22h,,,,,,,,
1617,42833,mikeypants,Nintendo Switch,22h,NR,,6203127,Completed,First,"May 03, 2018",,22h,,,,,,,,
1618,42833,pedroperezz03,Nintendo Switch,22h,100%,,11263529,Completed,First,,,22h,,,,,,,,
1619,42833,robertaxin,Nintendo Switch,22h,90%,281 moons,5234324,Completed,First,"October 29, 2017",,22h,,,,,,,,
1620,42833,smcnamee22,Nintendo Switch,22h,NR,,6323474,Completed,First,"February 11, 2018",,22h,,,,,,,,
1621,42833,cathery,Nintendo Switch,22h 09m,60%,,10501047,Completed,First,"November 06, 2018",,22h 09m,,,,,,,,
1622,42833,Kazual999,Nintendo Switch,22h 16m,NR,,11440236,Completed,First,"June 18, 2020",,22h 16m,,,,,,,,
1623,42833,N4RUK4MI,Nintendo Switch,22h 17m,100%,,7921442,Completed,First,"January 02, 2018",,22h 17m 13s,,,,,,,,
1624,42833,Twistizee,Nintendo Switch,22h 20m,NR,,5664281,Completed,First,,11h 40m,22h 20m,55h 45m,,,,,,,
1625,42833,,Nintendo Switch,22h 30m,NR,,6313147,Completed,First,,,22h 30m,,,,,,,,
1626,42833,Lucarey,Nintendo Switch,22h 30m,NR,Unprecise due to the Switch's activity log being shit,8682959,Completed,First,"April 28, 2019",,22h 30m,,,,,,,,
1627,42833,guitarbydevin,Nintendo Switch,22h 30m,100%,,6169034,Backlog Completed,First,"December 29, 2018",,22h 30m,,,,22h 30m /,,,,
1628,42833,romancook,Nintendo Switch,22h 30m,100%,,5622149,Completed,First,"January 08, 2018",,22h 30m,,,,,,,,
1629,42833,Ryu_Rare,Nintendo Switch,22h 32m,70%,,5252536,Completed,First,"November 11, 2017",,22h 32m,,,,,,,,
1630,42833,TheMSN,Nintendo Switch,22h 35m,100%,,5873587,Completed,First,2017,,22h 35m,,,,,,,,
1631,42833,,Nintendo Switch,22h 39m,NR,,7990562,Completed,First,,10h 24m 40s,22h 39m 20s,,,,,,,,
1632,42833,,Nintendo Switch,22h 45m,NR,,9384705,Completed,First,,7h 25m 03s,22h 45m 23s,54h 22m 14s,,,,,,,
1633,42833,jdsull3,Nintendo Switch,22h 52m,NR,,5518187,Completed,First,"December 26, 2017",,22h 52m,,,,,,,,
1634,42833,BruxZA,Nintendo Switch,23h,NR,,7778005,Completed,First,,12h,23h,,,,,,,,
1635,42833,George012,Nintendo Switch,23h,100%,,11958813,Completed,First,2019,,23h,,,,,,,,
1636,42833,Pangin,Nintendo Switch,23h,70%,,6400382,Completed,First,"June 13, 2018",6h,23h,,,,,,,,
1637,42833,Private,Nintendo Switch,23h,NR,,8387730,Completed,First,,,23h,,,,,,,,
1638,42833,beastnine,Nintendo Switch,23h,NR,,12010659,Completed,First,"June 16, 2020",,23h,,,,,,,,
1639,42833,bigvilo,Nintendo Switch,23h,NR,525 moons (+- 15 hours main story with 282 moons),5586223,Completed,First,"January 03, 2018",,23h,,,,,,,,
1640,42833,capitaineale,Nintendo Switch,23h,NR,,8906705,Playing Completed,First,"June 07, 2019",,23h,,,,,,,,
1641,42833,dargi,Nintendo Switch,23h,80%,,11778597,Completed,First,"September 19, 2019",,23h,,,,,,,,
1642,42833,heavydrop,Nintendo Switch,23h,NR,,6136310,Completed,First,February 2018,,23h,,,,,,,,
1643,42833,litheflipper7,Nintendo Switch,23h,100%,N/A,6490962,Completed,First,"December 30, 2017",12h,23h,,,,,,,,
1644,42833,mhare,Nintendo Switch,23h,100%,,7450889,Completed,First,"November 15, 2018",,23h,,,,,,,,
1645,42833,raytsh,Nintendo Switch,23h,NR,"main story + all extras easily accessible, 318 moons",5783579,Completed,First,"February 04, 2018",,23h,,,,,,,,
1646,42833,shinsoukoku,Nintendo Switch,23h,100%,,10572299,Custom List 2 Completed,First,October 2019,,23h,,,,40h /,,,,
1647,42833,slappy,Nintendo Switch,23h,100%,,11441633,Completed,First,"April 14, 2020",,23h,,,,,,,,
1648,42833,wavetactic,Nintendo Switch,23h,NR,,5700123,Completed,First,"January 21, 2018",,23h,,,,,,,,
1649,42833,SethimusPrime,Nintendo Switch,23h 02m,100%,,10874912,Completed,First,"April 09, 2019",,23h 02m 01s,,,,,,,,
1650,42833,NookBoi,Nintendo Switch,23h 12m,90%,,9680525,Completed,First,"September 19, 2019",,23h 12m 48s,,3h 06m 05s,,,,,,
1651,42833,relyes,Nintendo Switch,23h 22m,90%,406/999 moons,10666539,Completed,First,"December 31, 2019",,23h 22m,,,,,,,,
1652,42833,RedTrollinhowser,Nintendo Switch,23h 40m,90%,,5582979,Completed,First,"January 13, 2018",,23h 40m 29s,48h 20m 29s,,,,,,,
1653,42833,Swizzlestick,Nintendo Switch,23h 45m,NR,,5256419,Completed,First,"November 02, 2017",,23h 45m,,,,,,,,
1654,42833,Bovbed,Nintendo Switch,24h,NR,,6476524,Completed,First,"June 26, 2018",15h,24h,54h,,,,,,,
1655,42833,Luxar,Nintendo Switch,24h,90%,,10870157,Completed,First,,,24h,,,,,,,,
1656,42833,Sombre,Nintendo Switch,24h,NR,,7385023,Completed,First,"November 03, 2018",,24h,,,,,,,,
1657,42833,TommyGun,Nintendo Switch,24h,100%,"all moons, all clothes, all captures, all souvenirs, all purple coins and all soundtracks collected (2017-11-07)",5227738,Completed,First,"October 28, 2017",,24h,48h,,,,,,,
1658,42833,Vivshi,Nintendo Switch,24h,90%,,11631469,Completed,First,"November 29, 2018",,24h,,,,,,,,
1659,42833,jacobop13,Nintendo Switch,24h,90%,"504 moons total, dark and darker side complete",8225088,Completed,First,"March 07, 2019",,24h,,,,,,,,
1660,42833,kirbyguyz1,Nintendo Switch,24h,NR,,5280869,Completed,First,"November 06, 2017",,24h,,,,,,,,
1661,42833,mojazu,Nintendo Switch,24h,100%,Took my time exploring each kingdom. +340 moons when completing the story. All purple coins in all but two kingdoms.,5271143,Backlog Completed,First,"November 19, 2017",,24h,,,,25h 30m /,,,,
1662,42833,sifleu3,Nintendo Switch,24h,NR,,8257272,Completed,First,"February 13, 2019",,24h,,,,,,,,
1663,42833,digwizard,Nintendo Switch,24h 13m,NR,,11001413,Completed,First,"January 10, 2020",,24h 13m,,,,,,,,
1664,42833,Soloid,Nintendo Switch,24h 21m,90%,,6427534,Completed,First,"July 13, 2018",,24h 21m 43s,,,,,,,,
1665,42833,Penelope,Nintendo Switch,24h 35m,NR,,5675450,Completed,First,"October 30, 2017",,24h 35m,,,,,,,,
1666,42833,Petrov,Nintendo Switch,24h 41m,NR,,5256426,Completed,First,"January 05, 2018",,24h 41m 24s,,,,,,,,
1667,42833,Private,Nintendo Switch,24h 59m,NR,,11220840,Completed,First,"October 14, 2019",,24h 59m,,,,,,,,
1668,42833,Precise_Edge,Nintendo Switch,24h 59m,NR,,10604806,Completed,First,,15h,24h 59m 57s,,,,,,,,
1669,42833,,Nintendo Switch,25h,NR,,5283321,Completed,First,,,25h,,,,,,,,
1670,42833,,Nintendo Switch,25h,NR,,5354699,Completed,First,,,25h,,,,,,,,
1671,42833,,Nintendo Switch,25h,NR,,5447084,Completed,First,,12h,25h,,,,,,,,
1672,42833,,Nintendo Switch,25h,NR,,5545022,Completed,First,,,25h,,,,,,,,
1673,42833,,Nintendo Switch,25h,NR,,6002043,Completed,First,,15h,25h,65h,,,,,,,
1674,42833,,Nintendo Switch,25h,NR,,6556342,Completed,First,,15h,25h,55h,,,,,,,
1675,42833,,Nintendo Switch,25h,NR,,6598122,Completed,First,,,25h,,,,,,,,
1676,42833,,Nintendo Switch,25h,NR,,7297320,Completed,First,,,25h,,,,,,,,
1677,42833,,Nintendo Switch,25h,NR,,7331259,Completed,First,,,25h,,,,,,,,
1678,42833,,Nintendo Switch,25h,NR,,7364830,Completed,First,,15h,25h,,,,,,,,
1679,42833,,Nintendo Switch,25h,NR,,7535220,Completed,First,,15h,25h,,,,,,,,
1680,42833,,Nintendo Switch,25h,NR,,8201564,Completed,First,,15h,25h,,,,,,,,
1681,42833,,Nintendo Switch,25h,NR,,8384709,Completed,First,,20h,25h,35h,,,,,,,
1682,42833,,Nintendo Switch,25h,NR,Rough estimate,8859475,Completed,First,,,25h,,,,,,,,
1683,42833,,Nintendo Switch,25h,NR,,8883920,Completed,First,,15h,25h,60h,,,,,,,
1684,42833,,Nintendo Switch,25h,NR,Main story Completed + darker side kingdom finished ( 500 power moon) + some costume and misc. collected,9049817,Completed,First,,,25h,,,,,,,,
1685,42833,,Nintendo Switch,25h,NR,,9447710,Completed,First,,15h,25h,100h,,,,,,,
1686,42833,Private,Nintendo Switch,25h,NR,,7771060,Completed,First,"December 18, 2018",,25h,,,,,,,,
1687,42833,Akatsuki200,Nintendo Switch,25h,NR,,8499885,Custom List Completed,First,"November 06, 2017",,25h,,,,,,,,
1688,42833,AkibaDream,Nintendo Switch,25h,90%,,11389439,Completed,First,,,25h,,,,,,,,
1689,42833,Private,Nintendo Switch,25h,NR,Around 300+ stars,6915797,Completed,First,"January 02, 2018",,25h,,,,,,,,
1690,42833,Audeez,Nintendo Switch,25h,90%,,7404308,Completed,First,"January 12, 2019",,25h,,,,,,,,
1691,42833,Banxer,Nintendo Switch,25h,NR,,9138286,Completed,First,"July 11, 2019",,25h,,,,,,,,
1692,42833,Bauble,Nintendo Switch,25h,NR,"525 Stars, Darker Side Complete",5629679,Completed,First,"December 14, 2019",15h,25h,,,,,,,,
1693,42833,Benchalli6,Nintendo Switch,25h,NR,,8608145,Completed,First,"April 13, 2019",20h,25h,,,,,,,,
1694,42833,Bliss03,Nintendo Switch,25h,90%,,9393159,Completed,First,"November 06, 2017",12h,25h,60h,,,,,,,
1695,42833,BloodyJessy,Nintendo Switch,25h,100%,,8356998,Completed,First,"February 25, 2019",5h 20m,25h,70h,,,,,,,
1696,42833,Booie,Nintendo Switch,25h,NR,,6079461,Completed,First,"April 04, 2018",,25h,,,,,,,,
1697,42833,Boss,Nintendo Switch,25h,90%,,5410842,Completed,First,"April 15, 2018",,25h,,,,,,,,
1698,42833,CJemusu,Nintendo Switch,25h,NR,,11914288,Completed,First,,,25h,,,,,,,,
1699,42833,CKoguzhan,Nintendo Switch,25h,NR,,11449480,Completed,First,,,25h,,,,,,,,
1700,42833,CoffeeAndVideoGames,Nintendo Switch,25h,90%,Most moons collected,11447443,Completed,First,2017,,25h,,,,,,,,
1701,42833,CorticusMaximus,Nintendo Switch,25h,90%,414 moons,5579320,Completed,First,"January 03, 2018",,25h,,,,,,,,
1702,42833,Cougargames,Nintendo Switch,25h,NR,You have to find all stars and all exlusive coins for every region.,5632254,Completed,First,"January 10, 2018",15h,25h,40h,,,,,,,
1703,42833,Cullen,Nintendo Switch,25h,NR,,5439716,Completed,First,"June 24, 2018",20h,25h,,,,,,,,
1704,42833,D5120,Nintendo Switch,25h,NR,,5352217,Completed,First,"December 03, 2017",,25h,,,,,,,,
1705,42833,DasButterschnitzel,Nintendo Switch,25h,90%,,6125712,Completed,First,,,25h,,,,,,,,
1706,42833,Deltoid_Steep,Nintendo Switch,25h,NR,,6824423,Completed,First,,,25h,,,,,,,,
1707,42833,Private,Nintendo Switch,25h,NR,857 Moons collected,7920933,Completed,First,,12h,25h,,,,,,,,
1708,42833,Determination_Dog,Nintendo Switch,25h,100%,,8576822,Completed,First,"January 28, 2019",,25h,,,,,,,,
1709,42833,Dijita,Nintendo Switch,25h,NR,,5392823,Completed,First,"November 15, 2017",,25h,,,,,,,,
1710,42833,DireThunder,Nintendo Switch,25h,NR,,8939725,Completed,First,"February 11, 2019",,25h,,,,,,,,
1711,42833,DuplexEagle,Nintendo Switch,25h,90%,,7270362,Replay Custom List Completed,First,"December 23, 2017",,25h,,,,115h /,,,,
1712,42833,Euikoman,Nintendo Switch,25h,90%,,9671706,Completed,First,"July 17, 2019",,25h,,,,,,,,
1713,42833,EverettCastor,Nintendo Switch,25h,80%,,11575990,Completed,First,September 2019,,25h,,,,,,,,
1714,42833,Fivda,Nintendo Switch,25h,NR,,4818629,Completed,First,"November 04, 2017",,25h,,,,,,,,
1715,42833,GT1,Nintendo Switch,25h,NR,,5444392,Completed,First,"December 09, 2017",15h,25h,72h,,,,,,,
1716,42833,HouseGames,Nintendo Switch,25h,NR,,5800740,Completed,First,,,25h,,1h 21m 58s,,,,,,
1717,42833,IEP,Nintendo Switch,25h,70%,,11193533,Completed,First,"March 19, 2020",12h,25h,70h,,,,,,,
1718,42833,Iiddell,Nintendo Switch,25h,NR,,10818139,Completed,First,"May 11, 2018",,25h,,,,,,,,
1719,42833,ImagineSquirrel,Nintendo Switch,25h,NR,,11468864,Completed,First,"April 16, 2020",15h,25h,,,,,,,,
1720,42833,Jesse_McAstroturf,Nintendo Switch,25h,60%,,5933392,Completed,First,"February 25, 2018",,25h,,,,,,,,
1721,42833,JoeMolotov,Nintendo Switch,25h,NR,500+ Moons,5549724,Completed,First,"December 01, 2017",,25h,,,,,,,,
1722,42833,JohnP,Nintendo Switch,25h,NR,,11442244,Custom List Completed Retired,First,,20h,25h,60h,,,60h /,,,,
1723,42833,Juanvasquez1984,Nintendo Switch,25h,NR,,5564970,Completed,First,"January 01, 2018",10h,25h,,,,,,,,
1724,42833,Julio_EncisoM,Nintendo Switch,25h,NR,,9128816,Completed,First,,,25h,,,,,,,,
1725,42833,KING72,Nintendo Switch,25h,100%,,5353166,Completed,First,"November 20, 2017",15h,25h,,,,,,,,
1726,42833,KujiraP1,Nintendo Switch,25h,90%,,10151726,Completed,First,,,25h,,,,,,,,
1727,42833,MKreye,Nintendo Switch,25h,NR,,10633096,Completed,First,"July 22, 2018",,25h,,,,,,,,
1728,42833,Mimo,Nintendo Switch,25h,NR,,6191197,Completed,First,"April 30, 2018",,25h,,,,,,,,
1729,42833,Monitorofour,Nintendo Switch,25h,NR,,10482904,Completed,First,"November 24, 2019",,25h,,,,,,,,
1730,42833,Mudish,Nintendo Switch,25h,NR,,6284249,Completed,First,"May 23, 2018",15h,25h,65h,,,,,,,
1731,42833,Nakazor,Nintendo Switch,25h,NR,,6404515,Completed,First,"November 11, 2017",,25h,,,,,,,,
1732,42833,PJSOFT,Nintendo Switch,25h,80%,,5443656,Completed,First,"December 02, 2017",,25h,,,,,,,,
1733,42833,Pellegrino,Nintendo Switch,25h,NR,,9066174,Completed,First,"July 01, 2019",,25h,,,,,,,,
1734,42833,Porpz,Nintendo Switch,25h,90%,,7580013,Completed,First,,,25h,,,,,,,,
1735,42833,PowerWhale,Nintendo Switch,25h,NR,,6718391,Completed,First,,10h,25h,,,,,,,,
1736,42833,Predadors,Nintendo Switch,25h,NR,,11938539,Completed,First,"June 05, 2020",,25h,,,,,,,,
1737,42833,PurpleCrab,Nintendo Switch,25h,100%,,5283555,Completed,First,"November 03, 2017",,25h,,,,,,,,
1738,42833,Quintin,Nintendo Switch,25h,90%,,11426852,Completed,First,"July 10, 2019",,25h,,,,,,,,
1739,42833,Rill,Nintendo Switch,25h,NR,,5256401,Completed,First,"November 09, 2017",,25h,,,,,,,,
1740,42833,Private,Nintendo Switch,25h,100%,,7520854,Completed,First,"May 01, 2019",,25h,,,,,,,,
1741,42833,Private,Nintendo Switch,25h,NR,"Story complete, 381 moons",5854046,Completed,First,"April 29, 2018",,25h,,,,,,,,
1742,42833,Ser_Benton,Nintendo Switch,25h,80%,,11749134,Completed,First,"March 15, 2020",,25h,,,,,,,,
1743,42833,Shinobi_Dude,Nintendo Switch,25h,100%,,5959679,Completed,First,"March 18, 2018",,25h,,,,,,,,
1744,42833,Snailburt,Nintendo Switch,25h,NR,,5225807,Completed,First,"August 08, 2018",,25h,,,,,,,,
1745,42833,Private,Nintendo Switch,25h,NR,,9565158,Completed,First,"November 26, 2017",,25h,,,,,,,,
1746,42833,Stroganogg,Nintendo Switch,25h,NR,500 moons or so,5418833,Completed,First,,,25h,,,,,,,,
1747,42833,T4X_EV4DER,Nintendo Switch,25h,100%,This is a game which is definitely worthwhile to 100%.,6073747,Playing Completed,Replay,"January 15, 2018",9h,25h,45h,,I suggest if you are going for a 100% that you pick up the Wedding Bowser amiibo. It helps you find purple coins that you may have missed. Other than that the game is fairly easy to fully complete.,105h /,,,,
1748,42833,Takwin,Nintendo Switch,25h,100%,,5566907,Completed,First,"November 13, 2017",,25h,,,,,,,,
1749,42833,Tamazoid,Nintendo Switch,25h,100%,,7533749,Completed,First,"January 12, 2017",,25h,,,,,,,,
1750,42833,TheJiggspuff,Nintendo Switch,25h,NR,,5528542,Completed,First,,,25h,,,,,,,,
1751,42833,ThinnerDust,Nintendo Switch,25h,NR,,11889409,Completed,First,"June 02, 2020",13h,25h,70h,,,,,,,
1752,42833,ToffeesXI,Nintendo Switch,25h,100%,,5851539,Completed,First,2017,,25h,,,,,,,,
1753,42833,VermillionKYD,Nintendo Switch,25h,80%,,11318834,Completed Retired,First,,,25h,,,,,,,,
1754,42833,WhiteyWind,Nintendo Switch,25h,NR,,7086068,Completed,First,,,25h,,,,,,,,
1755,42833,WhumpbackHale,Nintendo Switch,25h,NR,,7160300,Completed,First,"February 12, 2018",,25h,,,,,,,,
1756,42833,WillSnow,Nintendo Switch,25h,NR,,6542005,Completed,First,December 2017,12h,25h,55h,,,,,,,
1757,42833,XZidan,Nintendo Switch,25h,90%,,9586855,Completed,First,"January 12, 2018",,25h,,,,,,,,
1758,42833,anonymunchy,Nintendo Switch,25h,NR,,6196241,Completed,First,,,25h,,,,,,,,
1759,42833,atlanticmadman,Nintendo Switch,25h,90%,,11507326,Completed,First,2017,,25h,,,,,,,,
1760,42833,ban_evasion,Nintendo Switch,25h,90%,,10922441,Completed,First,"January 01, 2020",,25h,,,,,,,,
1761,42833,blazercade,Nintendo Switch,25h,90%,,10562602,Completed,First,,10h 25m,25h,45h 20m,1h 58m 47s,My Current Progress time is an estimate of my main 100% play through and my multiple Speed Run saves.,,,,,
1762,42833,cabal901,Nintendo Switch,25h,NR,,5511226,Completed,First,,,25h,,,,,,,,
1763,42833,camino,Nintendo Switch,25h,100%,,7802122,Completed,First,"October 23, 2018",,25h,,,,,,,,
1764,42833,capanelliChron,Nintendo Switch,25h,NR,,6359041,Completed,First,,,25h,,,,,,,,
1765,42833,Private,Nintendo Switch,25h,NR,,8123101,Completed,First,"January 25, 2019",,25h,,,,,,,,
1766,42833,dahgraz,Nintendo Switch,25h,NR,All Regional Coins. 521 Moons.,5229957,Backlog Completed,First,"November 04, 2017",17h,25h,,,,25h /,,,,
1767,42833,dankenava31,Nintendo Switch,25h,90%,,6639634,Completed,First,,12h,25h,,,,,,,,
1768,42833,digitalschism96,Nintendo Switch,25h,100%,,8552625,Completed,First,"March 31, 2019",,25h,,,,,,,,
1769,42833,enagurney,Nintendo Switch,25h,NR,"509 moons, completed Darker Side though ooooh boy I was this close to giving up on it",5723488,Completed,First,"April 29, 2018",,25h,,,,,,,,
1770,42833,ginnunga,Nintendo Switch,25h,NR,,5405118,Completed,First,"November 10, 2017",,25h,,,,,,,,
1771,42833,Private,Nintendo Switch,25h,NR,,6194098,Completed,First,"May 01, 2018",,25h,,,,,,,,
1772,42833,grim1937,Nintendo Switch,25h,NR,,5448086,Completed,First,"November 20, 2017",14h,25h,60h,,,,,,,
1773,42833,hally,Nintendo Switch,25h,90%,,8401901,Completed,First,"March 04, 2019",,25h,,,,,,,,
1774,42833,iKnowJoc,Nintendo Switch,25h,80%,,6604738,Completed,First,"December 27, 2017",12h,25h,,,,,,,,
1775,42833,idoias86,Nintendo Switch,25h,80%,,11530845,Completed,First,"May 22, 2018",,25h,,,,,,,,
1776,42833,Private,Nintendo Switch,25h,100%,,11365666,Completed,First,,,25h,,,,,,,,
1777,42833,jocloud31,Nintendo Switch,25h,80%,,8677459,Completed,First,"April 03, 2019",22h,25h,,,"Completed the bonus Darker Side of the Moon, did NOT collect all moons or enough to purchase all outfits",,,,,
1778,42833,krispe,Nintendo Switch,25h,90%,,6041054,Completed,First,"December 20, 2017",,25h,,,,,,,,
1779,42833,leoprose,Nintendo Switch,25h,NR,,5793650,Completed,First,,15h,25h,,,,,,,,
1780,42833,lokeras,Nintendo Switch,25h,NR,,5828390,Playing Completed,First,"December 02, 2017",,25h,,,,,,,,
1781,42833,mfaeth,Nintendo Switch,25h,NR,,5658692,Completed,First,"January 14, 2018",,25h,,,,,,,,
1782,42833,mikkachu,Nintendo Switch,25h,80%,,7111326,Completed,First,"September 24, 2018",,25h,,,,,,,,
1783,42833,mnop,Nintendo Switch,25h,100%,,5729017,Completed,First,November 2017,,25h,,,,,,,,
1784,42833,mtahatemur,Nintendo Switch,25h,NR,,11787455,Completed,First,"November 20, 2019",,25h,,,,,,,,
1785,42833,nafers623,Nintendo Switch,25h,90%,,5224229,Completed,First,"November 14, 2017",,25h,,,,,,,,
1786,42833,newException,Nintendo Switch,25h,100%,,8317464,Custom List Completed,First,March 2019,,25h,,,,,,,,
1787,42833,parciesca,Nintendo Switch,25h,NR,,7169940,Completed,First,"October 02, 2018",,25h,,,,,,,,
1788,42833,pauluap,Nintendo Switch,25h,NR,,5556588,Completed,First,"November 15, 2017",,25h,,,,,,,,
1789,42833,pcm720,Nintendo Switch,25h,NR,458/999 Moons,5231466,Completed,First,"February 08, 2018",,25h,,,,,,,,
1790,42833,petecj101,Nintendo Switch,25h,100%,,5611157,Completed,First,"January 07, 2018",17h,25h,,,,,,,,
1791,42833,revs_87,Nintendo Switch,25h,NR,,8127856,Completed,First,"January 26, 2019",,25h,,,,,,,,
1792,42833,rusocabron,Nintendo Switch,25h,90%,,11490986,Completed,First,"April 19, 2020",20h,25h,,,,,,,,
1793,42833,schneeland,Nintendo Switch,25h,90%,,5413394,Completed,First,"January 31, 2018",,25h,,,,,,,,
1794,42833,solairesflair,Nintendo Switch,25h,NR,,6595258,Completed,First,"July 15, 2017",,25h,,,,,,,,
1795,42833,spanglestar,Nintendo Switch,25h,NR,,5535753,Completed,First,"December 29, 2017",,25h,,,,,,,,
1796,42833,stuffydj,Nintendo Switch,25h,90%,,11847187,Completed,First,"December 08, 2017",,25h,,,,,,,,
1797,42833,tacofop,Nintendo Switch,25h,NR,,10178393,Completed,First,"October 02, 2019",,25h,,,,,,,,
1798,42833,tml,Nintendo Switch,25h,NR,Main story + some extra grinding for extra moons / coins,11492814,Completed,First,"April 17, 2020",,25h,,,,,,,,
1799,42833,umdum08,Nintendo Switch,25h,NR,Completed game (up to dark side of the moon),5556530,Completed,First,"January 01, 2018",,25h,,,,,,,,
1800,42833,Private,Nintendo Switch,25h,90%,,11726871,Completed Retired,First,"May 13, 2020",,25h,,,,,,,,
1801,42833,xbld,Nintendo Switch,25h,NR,,7377928,Completed,First,"November 02, 2018",,25h,,,,,,,,
1802,42833,yonycool,Nintendo Switch,25h,NR,,10437665,Playing Completed,First,"November 17, 2019",15h,25h,,,,25h /,,,,
1803,42833,LeonRez,Nintendo Switch,25h 10m,100%,,6056872,Completed,First,"June 15, 2018",14h,25h 10m,62h,,,,,,,
1804,42833,RamenNoodles650,Nintendo Switch,25h 12m,NR,,8638255,Completed,First,"April 18, 2019",18h 26m,25h 12m,,,,,,,,
1805,42833,TheOnlyRail,Nintendo Switch,25h 15m,NR,,6669964,Completed,First,"November 06, 2017",,25h 15m,,,,,,,,
1806,42833,aeastin,Nintendo Switch,25h 22m,90%,,5225058,Completed,First,"December 27, 2017",16h 25m,25h 22m,,,,,,,,
1807,42833,Thekoolbean,Nintendo Switch,25h 30m,100%,,5218009,Completed,First,"October 29, 2017",,25h 30m,,,,,,,,
1808,42833,Bryantt,Nintendo Switch,25h 40m,100%,,5436931,Completed,First,"November 27, 2017",,25h 40m,,,,,,,,
1809,42833,,Nintendo Switch,25h 45m,NR,,11570122,Completed,First,,,25h 45m,,,,,,,,
1810,42833,saksham21k,Nintendo Switch,25h 45m,NR,,7149191,Completed,First,"July 15, 2018",13h 30m 50s,25h 45m,56h 30m,,,,,,,
1811,42833,Armbreakfire,Nintendo Switch,26h,90%,"Got the credits, but did not get to the location that needed 500 moons",10156540,Completed,First,"September 26, 2019",,26h,,,,,,,,
1812,42833,AstroPilotZ,Nintendo Switch,26h,NR,,5384131,Completed,First,"April 08, 2018",,26h,,,,,,,,
1813,42833,Dinho,Nintendo Switch,26h,100%,,6001284,Custom List Completed,First,,,26h,,,,,,,,
1814,42833,Private,Nintendo Switch,26h,NR,,10758926,Completed,First,,,26h,,,,,,,,
1815,42833,IlNexuslI,Nintendo Switch,26h,NR,,10279571,Completed,First,,,26h,,,,,,,,
1816,42833,Occopuyo,Nintendo Switch,26h,90%,,4262773,Completed,First,"November 26, 2017",,26h,,,,,,,,
1817,42833,Seyb,Nintendo Switch,26h,NR,,8494461,Completed,First,,12h,26h,,,,,,,,
1818,42833,ShadowCas,Nintendo Switch,26h,NR,,6334553,Custom List Completed,First,"October 29, 2017",14h,26h,,,,,,,,
1819,42833,XIVBarnacle,Nintendo Switch,26h,NR,,10186878,Completed,First,"October 04, 2019",,26h,,,,,,,,
1820,42833,fish_the_god,Nintendo Switch,26h,100%,,9174380,Completed,First,,,26h,,,,,,,,
1821,42833,hencurio,Nintendo Switch,26h,NR,,6411361,Completed,First,"June 15, 2018",9h,26h,70h,,,,,,,
1822,42833,jackpm1,Nintendo Switch,26h 04m,90%,It was mostly fun but by the last about 40 moons it got kind of repetitive (Also I had to use a guide for 3 moons soooo),9241714,Completed,First,"July 27, 2019",11h 55m 03s,26h 04m 13s,62h 04m 05s,,It was an outstanding game and if you have a switch but you don't have this game you need it.,,9h 24m 45s,,,
1823,42833,thelusive,Nintendo Switch,26h 05m,80%,,6547508,Completed,First,"July 08, 2018",,26h 05m,,,,,,,,
1824,42833,SoulsSmash,Nintendo Switch,26h 17m,NR,,5342450,Playing Completed,First,"October 27, 2017",16h 45m,26h 17m,72h 36m,,,74h 49m /,,,,
1825,42833,SleepyBrown316,Nintendo Switch,26h 28m,70%,,11390004,Completed,First,"September 29, 2018",12h 33m,26h 28m,,,,,,,,
1826,42833,auaweybnau,Nintendo Switch,26h 35m,NR,Through Darker Side. 755 moons. Bought 83 moons at Mushroom Kingdom shop. First time doing postgame content.,11833614,Completed,Replay,"May 25, 2020",,26h 35m,,,,,,,,
1827,42833,Private,Nintendo Switch,26h 43m,80%,,6710991,Completed,First,"August 05, 2018",,26h 43m,,,,,,,,
1828,42833,,Nintendo Switch,27h,NR,,6030570,Completed,First,,,27h,,,,,,,,
1829,42833,,Nintendo Switch,27h,NR,,8854632,Completed,First,,20h,27h,40h,,,,,,,
1830,42833,Great_MadScientist04,Nintendo Switch,27h,NR,,8898071,Completed,First,,14h,27h,46h,,,,,,,
1831,42833,KrappyKuro,Nintendo Switch,27h,90%,,7841904,Playing Replay Completed,First,"December 27, 2018",22h,27h,,,,,,,,
1832,42833,Protorswift,Nintendo Switch,27h,NR,,11860586,Completed,First,,,27h,,,,,,,,
1833,42833,dalileo,Nintendo Switch,27h,90%,,10503990,Backlog Completed,First,,,27h,,,,,,,,
1834,42833,gijonfelix,Nintendo Switch,27h,100%,,11265714,Completed,First,"November 28, 2017",13h,27h,,,,,,,,
1835,42833,l1nkh,Nintendo Switch,27h,NR,,11702997,Completed,First,,,27h,,,,,,,,
1836,42833,peterclo,Nintendo Switch,27h,90%,,6370059,Completed,First,"August 07, 2018",,27h,,,,,,,,
1837,42833,skk1993,Nintendo Switch,27h,100%,,6213493,Completed,First,"May 06, 2018",22h,27h,56h 14m,,,,,,,
